id,gene,description
cg03236948,DNAJC4,DnaJ heat shock protein family (Hsp40) member C4 [Source:HGNC Symbol;Acc:HGNC:5271]
cg03287740,ARMC1,armadillo repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:17684]
cg03340523,SGCB,sarcoglycan beta [Source:HGNC Symbol;Acc:HGNC:10806]
cg03341469,YIPF1,Yip1 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:25231]
cg03451178,MAP1D,NA
cg03453890,SLC39A4,solute carrier family 39 member 4 [Source:HGNC Symbol;Acc:HGNC:17129]
cg03503471,SDAD1,SDA1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25537]
cg03524611,ESCO2,establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:27230]
cg03611632,CSNK1A1,casein kinase 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:2451]
cg03747028,TAF12,TATA-box binding protein associated factor 12 [Source:HGNC Symbol;Acc:HGNC:11545]
cg04086388,KIF18B,kinesin family member 18B [Source:HGNC Symbol;Acc:HGNC:27102]
cg04177826,KLHDC7B,kelch domain containing 7B [Source:HGNC Symbol;Acc:HGNC:25145]
cg04201744,RBM45,RNA binding motif protein 45 [Source:HGNC Symbol;Acc:HGNC:24468]
cg04346572,BFSP1,beaded filament structural protein 1 [Source:HGNC Symbol;Acc:HGNC:1040]
cg04459413,HSPH1,heat shock protein family H (Hsp110) member 1 [Source:HGNC Symbol;Acc:HGNC:16969]
cg04475375,NRN1,neuritin 1 [Source:HGNC Symbol;Acc:HGNC:17972]
cg04548463,CAND2,cullin associated and neddylation dissociated 2 (putative) [Source:HGNC Symbol;Acc:HGNC:30689]
cg04575016,C3orf64,NA
cg04730850,PXMP4,peroxisomal membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:15920]
cg04777071,RABAC1,Rab acceptor 1 [Source:HGNC Symbol;Acc:HGNC:9794]
cg04798929,RPL26,ribosomal protein L26 [Source:HGNC Symbol;Acc:HGNC:10327]
cg04800195,ZFP62,ZFP62 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23241]
cg04850055,UBR3,ubiquitin protein ligase E3 component n-recognin 3 (putative) [Source:HGNC Symbol;Acc:HGNC:30467]
cg04888113,HIST2H2BF,histone cluster 2 H2B family member f [Source:HGNC Symbol;Acc:HGNC:24700]
cg05220968,EPM2A,EPM2A, laforin glucan phosphatase [Source:HGNC Symbol;Acc:HGNC:3413]
cg05518269,PGP,phosphoglycolate phosphatase [Source:HGNC Symbol;Acc:HGNC:8909]
cg05531134,C21orf91,chromosome 21 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:16459]
cg05555681,CISD3,CDGSH iron sulfur domain 3 [Source:HGNC Symbol;Acc:HGNC:27578]
cg05649885,NUFIP2,NUFIP2, FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17634]
cg05786809,CKB,creatine kinase B [Source:HGNC Symbol;Acc:HGNC:1991]
cg05902624,FLOT1,flotillin 1 [Source:HGNC Symbol;Acc:HGNC:3757]
cg06061966,DGKZ,diacylglycerol kinase zeta [Source:HGNC Symbol;Acc:HGNC:2857]
cg06154570,HEYL,hes related family bHLH transcription factor with YRPW motif-like [Source:HGNC Symbol;Acc:HGNC:4882]
cg06525062,RALGAPA2,Ral GTPase activating protein catalytic alpha subunit 2 [Source:HGNC Symbol;Acc:HGNC:16207]
cg06578097,PRMT3,protein arginine methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30163]
cg06608599,SLC25A28,solute carrier family 25 member 28 [Source:HGNC Symbol;Acc:HGNC:23472]
cg06676621,GAR1,GAR1 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14264]
cg06716437,ABCB6,ATP binding cassette subfamily B member 6 (Langereis blood group) [Source:HGNC Symbol;Acc:HGNC:47]
cg06836736,ME1,malic enzyme 1 [Source:HGNC Symbol;Acc:HGNC:6983]
cg06933574,PITX1,paired like homeodomain 1 [Source:HGNC Symbol;Acc:HGNC:9004]
cg07164581,PTHLH,parathyroid hormone like hormone [Source:HGNC Symbol;Acc:HGNC:9607]
cg07220554,C1orf203,NA
cg07450086,SELT,NA
cg07797805,GINS1,GINS complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28980]
cg07815386,RNF149,ring finger protein 149 [Source:HGNC Symbol;Acc:HGNC:23137]
cg07819987,CCPG1,cell cycle progression 1 [Source:HGNC Symbol;Acc:HGNC:24227]
cg07835094,CABC1,NA
cg07843027,TMEM170A,transmembrane protein 170A [Source:HGNC Symbol;Acc:HGNC:29577]
cg07847949,CHD7,chromodomain helicase DNA binding protein 7 [Source:HGNC Symbol;Acc:HGNC:20626]
cg07888912,KANK2,KN motif and ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:29300]
cg07932300,HECA,hdc homolog, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:21041]
cg08039008,SDHAP1,succinate dehydrogenase complex flavoprotein subunit A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32455]
cg08095532,PSMA4,proteasome subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:9533]
cg08101172,PSIP1,PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]
cg08256260,KCTD13,potassium channel tetramerization domain containing 13 [Source:HGNC Symbol;Acc:HGNC:22234]
cg08365388,SASH1,SAM and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19182]
cg08404299,MT1F,metallothionein 1F [Source:HGNC Symbol;Acc:HGNC:7398]
cg08435936,ASNSD1,asparagine synthetase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24910]
cg08442217,TUBB3,tubulin beta 3 class III [Source:HGNC Symbol;Acc:HGNC:20772]
cg08593229,CD320,CD320 molecule [Source:HGNC Symbol;Acc:HGNC:16692]
cg08723793,WNK1,WNK lysine deficient protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:14540]
cg08729135,PDE9A,phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795]
cg08766469,NARF,nuclear prelamin A recognition factor [Source:HGNC Symbol;Acc:HGNC:29916]
cg08936898,NIPAL3,NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233]
cg08940669,SPNS1,sphingolipid transporter 1 (putative) [Source:HGNC Symbol;Acc:HGNC:30621]
cg08941576,C11orf49,chromosome 11 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28720]
cg09009042,PPP1R8,protein phosphatase 1 regulatory subunit 8 [Source:HGNC Symbol;Acc:HGNC:9296]
cg09305680,UTP23,UTP23, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:28224]
cg09325711,RALA,RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839]
cg09763839,CPEB2,cytoplasmic polyadenylation element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21745]
cg09866208,C16orf80,NA
cg09898070,MSH6,mutS homolog 6 [Source:HGNC Symbol;Acc:HGNC:7329]
cg10006408,WDR89,WD repeat domain 89 [Source:HGNC Symbol;Acc:HGNC:20489]
cg10148764,RPL31,ribosomal protein L31 [Source:HGNC Symbol;Acc:HGNC:10334]
cg10157975,ZNF304,zinc finger protein 304 [Source:HGNC Symbol;Acc:HGNC:13505]
cg10180406,PTGS2,prostaglandin-endoperoxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:9605]
cg10260935,TOB2,transducer of ERBB2, 2 [Source:HGNC Symbol;Acc:HGNC:11980]
cg10272801,ERCC4,ERCC excision repair 4, endonuclease catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3436]
cg10276818,BAT5,NA
cg10395868,C14orf181,NA
cg10465551,TNIP2,TNFAIP3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:19118]
cg10605442,YTHDF1,YTH N6-methyladenosine RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:15867]
cg10814135,ASPSCR1,ASPSCR1, UBX domain containing tether for SLC2A4 [Source:HGNC Symbol;Acc:HGNC:13825]
cg10830518,REV3L,REV3 like, DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]
cg10919177,ZNF445,zinc finger protein 445 [Source:HGNC Symbol;Acc:HGNC:21018]
cg11056045,PPIA,peptidylprolyl isomerase A [Source:HGNC Symbol;Acc:HGNC:9253]
cg11178920,CA12,carbonic anhydrase 12 [Source:HGNC Symbol;Acc:HGNC:1371]
cg11399891,ZNF444,zinc finger protein 444 [Source:HGNC Symbol;Acc:HGNC:16052]
cg11458974,HMOX1,heme oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:5013]
cg11542402,OPTN,optineurin [Source:HGNC Symbol;Acc:HGNC:17142]
cg11586382,PITRM1,pitrilysin metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:17663]
cg11683482,DMAP1,DNA methyltransferase 1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18291]
cg11753600,RP9,RP9, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:10288]
cg11789864,ABCB10,ATP binding cassette subfamily B member 10 [Source:HGNC Symbol;Acc:HGNC:41]
cg11811621,LRRC37A3,leucine rich repeat containing 37 member A3 [Source:HGNC Symbol;Acc:HGNC:32427]
cg11970806,VEZF1,vascular endothelial zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:12949]
cg12103453,FAM57A,family with sequence similarity 57 member A [Source:HGNC Symbol;Acc:HGNC:29646]
cg12400121,YPEL3,yippee like 3 [Source:HGNC Symbol;Acc:HGNC:18327]
cg12457740,CCDC66,coiled-coil domain containing 66 [Source:HGNC Symbol;Acc:HGNC:27709]
cg12597839,CYB561D1,cytochrome b561 family member D1 [Source:HGNC Symbol;Acc:HGNC:26804]
cg12711814,ENO1,enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]
cg12784766,CYTH1,cytohesin 1 [Source:HGNC Symbol;Acc:HGNC:9501]
cg12933790,PATZ1,POZ/BTB and AT hook containing zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13071]
cg12965421,ACN9,NA
cg13035052,TFAP4,transcription factor AP-4 [Source:HGNC Symbol;Acc:HGNC:11745]
cg13153661,TOP1MT,DNA topoisomerase I mitochondrial [Source:HGNC Symbol;Acc:HGNC:29787]
cg13468252,C1orf128,NA
cg13634864,ADAP1,ArfGAP with dual PH domains 1 [Source:HGNC Symbol;Acc:HGNC:16486]
cg13637042,SREBF2,sterol regulatory element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11290]
cg13794565,HUS1,HUS1 checkpoint clamp component [Source:HGNC Symbol;Acc:HGNC:5309]
cg13904006,SH3BP4,SH3 domain binding protein 4 [Source:HGNC Symbol;Acc:HGNC:10826]
cg14016166,POR,cytochrome p450 oxidoreductase [Source:HGNC Symbol;Acc:HGNC:9208]
cg14162959,SMCR7L,NA
cg14502007,MARCH7,membrane associated ring-CH-type finger 7 [Source:HGNC Symbol;Acc:HGNC:17393]
cg14572307,NEK3,NIMA related kinase 3 [Source:HGNC Symbol;Acc:HGNC:7746]
cg14585694,OAF,out at first homolog [Source:HGNC Symbol;Acc:HGNC:28752]
cg14913969,GATA6,GATA binding protein 6 [Source:HGNC Symbol;Acc:HGNC:4174]
cg14941654,HLA-G,major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:HGNC:4964]
cg15083158,KIAA0664,NA
cg15317173,KIAA1632,NA
cg15536165,FJX1,four jointed box 1 [Source:HGNC Symbol;Acc:HGNC:17166]
cg15694987,EXT1,exostosin glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3512]
cg15720675,PRPF3,pre-mRNA processing factor 3 [Source:HGNC Symbol;Acc:HGNC:17348]
cg15936318,TMEM14C,transmembrane protein 14C [Source:HGNC Symbol;Acc:HGNC:20952]
cg16240424,FAM168B,family with sequence similarity 168 member B [Source:HGNC Symbol;Acc:HGNC:27016]
cg16316624,TMEM216,transmembrane protein 216 [Source:HGNC Symbol;Acc:HGNC:25018]
cg16474696,MRI1,methylthioribose-1-phosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:28469]
cg16538289,TFEB,transcription factor EB [Source:HGNC Symbol;Acc:HGNC:11753]
cg16604218,EIF2B3,eukaryotic translation initiation factor 2B subunit gamma [Source:HGNC Symbol;Acc:HGNC:3259]
cg16760049,PICK1,protein interacting with PRKCA 1 [Source:HGNC Symbol;Acc:HGNC:9394]
cg16910448,ECE1,endothelin converting enzyme 1 [Source:HGNC Symbol;Acc:HGNC:3146]
cg17148978,SNX27,sorting nexin family member 27 [Source:HGNC Symbol;Acc:HGNC:20073]
cg17479303,LRRFIP2,LRR binding FLII interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6703]
cg17499247,TIMELESS,timeless circadian regulator [Source:HGNC Symbol;Acc:HGNC:11813]
cg17910564,VDAC3,voltage dependent anion channel 3 [Source:HGNC Symbol;Acc:HGNC:12674]
cg17911882,CDC37L1,cell division cycle 37 like 1 [Source:HGNC Symbol;Acc:HGNC:17179]
cg18030007,C8orf41,NA
cg18532480,MTFR1,mitochondrial fission regulator 1 [Source:HGNC Symbol;Acc:HGNC:29510]
cg18658371,RPS6KA5,ribosomal protein S6 kinase A5 [Source:HGNC Symbol;Acc:HGNC:10434]
cg18799069,LYPLA1,lysophospholipase I [Source:HGNC Symbol;Acc:HGNC:6737]
cg18825419,ABI1,abl interactor 1 [Source:HGNC Symbol;Acc:HGNC:11320]
cg19216791,PLAC2,NA
cg19275978,PAPOLG,poly(A) polymerase gamma [Source:HGNC Symbol;Acc:HGNC:14982]
cg19526425,RPL8,ribosomal protein L8 [Source:HGNC Symbol;Acc:HGNC:10368]
cg19586881,STC2,stanniocalcin 2 [Source:HGNC Symbol;Acc:HGNC:11374]
cg19772938,MKLN1,muskelin 1 [Source:HGNC Symbol;Acc:HGNC:7109]
cg19793905,RBM43,RNA binding motif protein 43 [Source:HGNC Symbol;Acc:HGNC:24790]
cg19995094,INTS8,integrator complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:26048]
cg20093992,OTUB1,OTU deubiquitinase, ubiquitin aldehyde binding 1 [Source:HGNC Symbol;Acc:HGNC:23077]
cg20114528,ASB8,ankyrin repeat and SOCS box containing 8 [Source:HGNC Symbol;Acc:HGNC:17183]
cg20222376,AKAP8L,A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]
cg20452739,DHX35,DEAH-box helicase 35 [Source:HGNC Symbol;Acc:HGNC:15861]
cg20476319,HCFC2,host cell factor C2 [Source:HGNC Symbol;Acc:HGNC:24972]
cg20740769,S1PR1,sphingosine-1-phosphate receptor 1 [Source:HGNC Symbol;Acc:HGNC:3165]
cg21317088,MEX3C,mex-3 RNA binding family member C [Source:HGNC Symbol;Acc:HGNC:28040]
cg21658405,PPAPDC1B,NA
cg22322798,DHX34,DExH-box helicase 34 [Source:HGNC Symbol;Acc:HGNC:16719]
cg22325530,HVCN1,hydrogen voltage gated channel 1 [Source:HGNC Symbol;Acc:HGNC:28240]
cg22510442,TMEM167B,transmembrane protein 167B [Source:HGNC Symbol;Acc:HGNC:30187]
cg22775000,TMEFF1,transmembrane protein with EGF like and two follistatin like domains 1 [Source:HGNC Symbol;Acc:HGNC:11866]
cg23681730,TRIM44,tripartite motif containing 44 [Source:HGNC Symbol;Acc:HGNC:19016]
cg24304000,AEBP2,AE binding protein 2 [Source:HGNC Symbol;Acc:HGNC:24051]
cg24596998,C1orf115,chromosome 1 open reading frame 115 [Source:HGNC Symbol;Acc:HGNC:25873]
cg24765394,FAM125B,NA
cg24858440,GNAL,G protein subunit alpha L [Source:HGNC Symbol;Acc:HGNC:4388]
cg24920358,PPIE,peptidylprolyl isomerase E [Source:HGNC Symbol;Acc:HGNC:9258]
cg24923684,TLK1,tousled like kinase 1 [Source:HGNC Symbol;Acc:HGNC:11841]
cg25505610,EIF3M,eukaryotic translation initiation factor 3 subunit M [Source:HGNC Symbol;Acc:HGNC:24460]
cg27100123,SERPINB8,serpin family B member 8 [Source:HGNC Symbol;Acc:HGNC:8952]
cg27610579,BAG2,BCL2 associated athanogene 2 [Source:HGNC Symbol;Acc:HGNC:938]
