id,gene,description
cg00568044,TMEM64,transmembrane protein 64 [Source:HGNC Symbol;Acc:HGNC:25441]
cg00586094,LSM2,LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:13940]
cg00603625,CNOT2,CCR4-NOT transcription complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:7878]
cg00611535,RAB5B,RAB5B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9784]
cg00618725,MGMT,O-6-methylguanine-DNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:7059]
cg00623200,IGDCC4,immunoglobulin superfamily DCC subclass member 4 [Source:HGNC Symbol;Acc:HGNC:13770]
cg00662122,LRP12,LDL receptor related protein 12 [Source:HGNC Symbol;Acc:HGNC:31708]
cg00702126,VWA1,von Willebrand factor A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30910]
cg00752376,PALM2,paralemmin 2 [Source:HGNC Symbol;Acc:HGNC:15845]
cg00765127,TNFRSF10C,TNF receptor superfamily member 10c [Source:HGNC Symbol;Acc:HGNC:11906]
cg00803804,LPIN2,lipin 2 [Source:HGNC Symbol;Acc:HGNC:14450]
cg00819362,CLIP3,CAP-Gly domain containing linker protein 3 [Source:HGNC Symbol;Acc:HGNC:24314]
cg00850683,ZNF222,zinc finger protein 222 [Source:HGNC Symbol;Acc:HGNC:13015]
cg00949622,ZNF564,zinc finger protein 564 [Source:HGNC Symbol;Acc:HGNC:31106]
cg00996690,ACCN2,NA
cg01062029,ROR2,receptor tyrosine kinase like orphan receptor 2 [Source:HGNC Symbol;Acc:HGNC:10257]
cg01065003,KCTD1,potassium channel tetramerization domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18249]
cg01065156,LOC653113,NA
cg01068412,ZNF416,zinc finger protein 416 [Source:HGNC Symbol;Acc:HGNC:20645]
cg01069104,SATB1,SATB homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10541]
cg01107801,SLC16A13,solute carrier family 16 member 13 [Source:HGNC Symbol;Acc:HGNC:31037]
cg01142096,ERICH1,glutamate rich 1 [Source:HGNC Symbol;Acc:HGNC:27234]
cg01148088,RNF144A,ring finger protein 144A [Source:HGNC Symbol;Acc:HGNC:20457]
cg01176715,C2orf67,NA
cg01189915,C7orf68,NA
cg01200177,POLR2D,RNA polymerase II subunit D [Source:HGNC Symbol;Acc:HGNC:9191]
cg01250235,WDR91,WD repeat domain 91 [Source:HGNC Symbol;Acc:HGNC:24997]
cg01263532,PTER,phosphotriesterase related [Source:HGNC Symbol;Acc:HGNC:9590]
cg01265597,CAV1,caveolin 1 [Source:HGNC Symbol;Acc:HGNC:1527]
cg01276381,LATS1,large tumor suppressor kinase 1 [Source:HGNC Symbol;Acc:HGNC:6514]
cg01284619,HCN2,hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2 [Source:HGNC Symbol;Acc:HGNC:4846]
cg01305328,SLK,STE20 like kinase [Source:HGNC Symbol;Acc:HGNC:11088]
cg01336855,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9 [Source:HGNC Symbol;Acc:HGNC:13202]
cg01346718,CSNK1E,casein kinase 1 epsilon [Source:HGNC Symbol;Acc:HGNC:2453]
cg01406280,CCND1,cyclin D1 [Source:HGNC Symbol;Acc:HGNC:1582]
cg01458121,TMEM92,transmembrane protein 92 [Source:HGNC Symbol;Acc:HGNC:26579]
cg01512589,PTCH1,patched 1 [Source:HGNC Symbol;Acc:HGNC:9585]
cg01564671,MKS1,Meckel syndrome, type 1 [Source:HGNC Symbol;Acc:HGNC:7121]
cg01570885,FAM50B,family with sequence similarity 50 member B [Source:HGNC Symbol;Acc:HGNC:18789]
cg01579928,CALM1,calmodulin 1 [Source:HGNC Symbol;Acc:HGNC:1442]
cg01591227,TAF6L,TATA-box binding protein associated factor 6 like [Source:HGNC Symbol;Acc:HGNC:17305]
cg01594949,NRARP,NOTCH regulated ankyrin repeat protein [Source:HGNC Symbol;Acc:HGNC:33843]
cg01641174,RCCD1,RCC1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30457]
cg01726902,SIAH1,siah E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:10857]
cg01744130,KDM3A,lysine demethylase 3A [Source:HGNC Symbol;Acc:HGNC:20815]
cg01792902,PIK3CA,phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:8975]
cg01794932,UBE2J2,ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268]
cg01868382,DCUN1D1,defective in cullin neddylation 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18184]
cg01906055,NCAPH,non-SMC condensin I complex subunit H [Source:HGNC Symbol;Acc:HGNC:1112]
cg01939274,FBN2,fibrillin 2 [Source:HGNC Symbol;Acc:HGNC:3604]
cg01977213,ZNF438,zinc finger protein 438 [Source:HGNC Symbol;Acc:HGNC:21029]
cg01979540,PABPN1,poly(A) binding protein nuclear 1 [Source:HGNC Symbol;Acc:HGNC:8565]
cg02029665,LOC100271722,NA
cg02083492,BAIAP2L1,BAI1 associated protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649]
cg02085119,MAL2,mal, T cell differentiation protein 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:13634]
cg02094827,ZFYVE27,zinc finger FYVE-type containing 27 [Source:HGNC Symbol;Acc:HGNC:26559]
cg02133786,BAT3,NA
cg02146026,TSNARE1,t-SNARE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26437]
cg02172616,EED,embryonic ectoderm development [Source:HGNC Symbol;Acc:HGNC:3188]
cg02217814,FAM125A,NA
cg02221347,DARS,aspartyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:2678]
cg02224749,LMCD1,LIM and cysteine rich domains 1 [Source:HGNC Symbol;Acc:HGNC:6633]
cg02227453,ADM2,adrenomedullin 2 [Source:HGNC Symbol;Acc:HGNC:28898]
cg02241986,CALML3,calmodulin like 3 [Source:HGNC Symbol;Acc:HGNC:1452]
cg02259698,PDIA6,protein disulfide isomerase family A member 6 [Source:HGNC Symbol;Acc:HGNC:30168]
cg02329205,LYSMD4,LysM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26571]
cg02344715,KIAA1731,NA
cg02369140,ZNF862,zinc finger protein 862 [Source:HGNC Symbol;Acc:HGNC:34519]
cg02382044,TMOD3,tropomodulin 3 [Source:HGNC Symbol;Acc:HGNC:11873]
cg02409108,ODZ4,NA
cg02414034,RABEP1,rabaptin, RAB GTPase binding effector protein 1 [Source:HGNC Symbol;Acc:HGNC:17677]
cg02438054,FEM1A,fem-1 homolog A [Source:HGNC Symbol;Acc:HGNC:16934]
cg02464563,NAT14,N-acetyltransferase 14 (putative) [Source:HGNC Symbol;Acc:HGNC:28918]
cg02467002,ZNF600,zinc finger protein 600 [Source:HGNC Symbol;Acc:HGNC:30951]
cg02493602,ME3,malic enzyme 3 [Source:HGNC Symbol;Acc:HGNC:6985]
cg02499576,ZNF335,zinc finger protein 335 [Source:HGNC Symbol;Acc:HGNC:15807]
cg02503376,TNK1,tyrosine kinase non receptor 1 [Source:HGNC Symbol;Acc:HGNC:11940]
cg02614657,MEX3D,mex-3 RNA binding family member D [Source:HGNC Symbol;Acc:HGNC:16734]
cg02639181,KIDINS220,kinase D interacting substrate 220 [Source:HGNC Symbol;Acc:HGNC:29508]
cg02653557,ZIK1,zinc finger protein interacting with K protein 1 [Source:HGNC Symbol;Acc:HGNC:33104]
cg02674114,ERI3,ERI1 exoribonuclease family member 3 [Source:HGNC Symbol;Acc:HGNC:17276]
cg02712845,DPAGT1,dolichyl-phosphate N-acetylglucosaminephosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:2995]
cg02716173,PDLIM5,PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]
cg02811712,ARPP19,cAMP regulated phosphoprotein 19 [Source:HGNC Symbol;Acc:HGNC:16967]
cg02822963,COMMD2,COMM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24993]
cg02830576,RAF1,Raf-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:9829]
cg02833108,TAF4B,TATA-box binding protein associated factor 4b [Source:HGNC Symbol;Acc:HGNC:11538]
cg02877240,IFRD1,interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456]
cg02908490,CHAF1B,chromatin assembly factor 1 subunit B [Source:HGNC Symbol;Acc:HGNC:1911]
cg02943290,C1orf198,chromosome 1 open reading frame 198 [Source:HGNC Symbol;Acc:HGNC:25900]
cg02943720,ATN1,atrophin 1 [Source:HGNC Symbol;Acc:HGNC:3033]
cg02953624,EIF4G3,eukaryotic translation initiation factor 4 gamma 3 [Source:HGNC Symbol;Acc:HGNC:3298]
cg02974815,DUSP7,dual specificity phosphatase 7 [Source:HGNC Symbol;Acc:HGNC:3073]
cg03006225,PLEKHM2,pleckstrin homology and RUN domain containing M2 [Source:HGNC Symbol;Acc:HGNC:29131]
cg03029752,NLRX1,NLR family member X1 [Source:HGNC Symbol;Acc:HGNC:29890]
cg03047121,HNRNPUL1,heterogeneous nuclear ribonucleoprotein U like 1 [Source:HGNC Symbol;Acc:HGNC:17011]
cg03090436,FAM135A,family with sequence similarity 135 member A [Source:HGNC Symbol;Acc:HGNC:21084]
cg03105663,SEMA4B,semaphorin 4B [Source:HGNC Symbol;Acc:HGNC:10730]
cg03109505,BCAS3,BCAS3, microtubule associated cell migration factor [Source:HGNC Symbol;Acc:HGNC:14347]
cg03156389,NXT1,nuclear transport factor 2 like export factor 1 [Source:HGNC Symbol;Acc:HGNC:15913]
cg03167559,GAN,gigaxonin [Source:HGNC Symbol;Acc:HGNC:4137]
cg03179429,CDC27,cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728]
cg03203287,VILL,villin like [Source:HGNC Symbol;Acc:HGNC:30906]
cg03280026,TMEM168,transmembrane protein 168 [Source:HGNC Symbol;Acc:HGNC:25826]
cg03346802,CSNK2A1,casein kinase 2 alpha 1 [Source:HGNC Symbol;Acc:HGNC:2457]
cg03357077,SNAPC5,small nuclear RNA activating complex polypeptide 5 [Source:HGNC Symbol;Acc:HGNC:15484]
cg03396285,C2orf29,NA
cg03402001,ZNF598,zinc finger protein 598 [Source:HGNC Symbol;Acc:HGNC:28079]
cg03446079,FZD2,frizzled class receptor 2 [Source:HGNC Symbol;Acc:HGNC:4040]
cg03521258,LSR,lipolysis stimulated lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:29572]
cg03530793,LPIN3,lipin 3 [Source:HGNC Symbol;Acc:HGNC:14451]
cg03578886,PDP1,pyruvate dehyrogenase phosphatase catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:9279]
cg03607117,SFMBT1,Scm like with four mbt domains 1 [Source:HGNC Symbol;Acc:HGNC:20255]
cg03621406,FBXL12,F-box and leucine rich repeat protein 12 [Source:HGNC Symbol;Acc:HGNC:13611]
cg03672997,TAF3,TATA-box binding protein associated factor 3 [Source:HGNC Symbol;Acc:HGNC:17303]
cg03699307,GABARAPL2,GABA type A receptor associated protein like 2 [Source:HGNC Symbol;Acc:HGNC:13291]
cg03719283,GUCY1A3,NA
cg03730969,METAP1,methionyl aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:15789]
cg03785281,FOXO1,forkhead box O1 [Source:HGNC Symbol;Acc:HGNC:3819]
cg03812977,LYRM2,LYR motif containing 2 [Source:HGNC Symbol;Acc:HGNC:25229]
cg03839625,PABPC1L,poly(A) binding protein cytoplasmic 1 like [Source:HGNC Symbol;Acc:HGNC:15797]
cg03920623,YAF2,YY1 associated factor 2 [Source:HGNC Symbol;Acc:HGNC:17363]
cg03946269,MANEAL,mannosidase endo-alpha like [Source:HGNC Symbol;Acc:HGNC:26452]
cg03998173,RHEB,Ras homolog, mTORC1 binding [Source:HGNC Symbol;Acc:HGNC:10011]
cg04111435,RTN3,reticulon 3 [Source:HGNC Symbol;Acc:HGNC:10469]
cg04121555,PYGL,glycogen phosphorylase L [Source:HGNC Symbol;Acc:HGNC:9725]
cg04124352,ADAMTS12,ADAM metallopeptidase with thrombospondin type 1 motif 12 [Source:HGNC Symbol;Acc:HGNC:14605]
cg04174180,ZNF23,zinc finger protein 23 [Source:HGNC Symbol;Acc:HGNC:13023]
cg04202120,AMN1,antagonist of mitotic exit network 1 homolog [Source:HGNC Symbol;Acc:HGNC:27281]
cg04206417,EMID1,EMI domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18036]
cg04222463,RRP7A,ribosomal RNA processing 7 homolog A [Source:HGNC Symbol;Acc:HGNC:24286]
cg04229238,RB1CC1,RB1 inducible coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:15574]
cg04292187,B3GALNT2,beta-1,3-N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:28596]
cg04303335,SEL1L,SEL1L ERAD E3 ligase adaptor subunit [Source:HGNC Symbol;Acc:HGNC:10717]
cg04340772,MTHFD2L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like [Source:HGNC Symbol;Acc:HGNC:31865]
cg04369038,CISH,cytokine inducible SH2 containing protein [Source:HGNC Symbol;Acc:HGNC:1984]
cg04413986,NACA,nascent polypeptide-associated complex alpha subunit [Source:HGNC Symbol;Acc:HGNC:7629]
cg04439376,TMEM87B,transmembrane protein 87B [Source:HGNC Symbol;Acc:HGNC:25913]
cg04544938,PRKRIR,NA
cg04557774,RAB6A,RAB6A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9786]
cg04622772,WRNIP1,Werner helicase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20876]
cg04657044,ITM2B,integral membrane protein 2B [Source:HGNC Symbol;Acc:HGNC:6174]
cg04663564,AKR1B1,aldo-keto reductase family 1 member B [Source:HGNC Symbol;Acc:HGNC:381]
cg04692156,KIAA1671,KIAA1671 [Source:HGNC Symbol;Acc:HGNC:29345]
cg04774374,CALU,calumenin [Source:HGNC Symbol;Acc:HGNC:1458]
cg04800168,MYL6B,myosin light chain 6B [Source:HGNC Symbol;Acc:HGNC:29823]
cg04809136,SF3B14,NA
cg04823720,SLC25A13,solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983]
cg04870460,PRKAB2,protein kinase AMP-activated non-catalytic subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:9379]
cg04907151,PPP2R3A,protein phosphatase 2 regulatory subunit B''alpha [Source:HGNC Symbol;Acc:HGNC:9307]
cg04939408,FZD7,frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045]
cg05010129,ZNF706,zinc finger protein 706 [Source:HGNC Symbol;Acc:HGNC:24992]
cg05038804,GSK3B,glycogen synthase kinase 3 beta [Source:HGNC Symbol;Acc:HGNC:4617]
cg05047710,RNASEK,ribonuclease K [Source:HGNC Symbol;Acc:HGNC:33911]
cg05085137,OSR2,odd-skipped related transciption factor 2 [Source:HGNC Symbol;Acc:HGNC:15830]
cg05097643,PAQR4,progestin and adipoQ receptor family member 4 [Source:HGNC Symbol;Acc:HGNC:26386]
cg05104080,ILKAP,ILK associated serine/threonine phosphatase [Source:HGNC Symbol;Acc:HGNC:15566]
cg05113734,DYNLT1,dynein light chain Tctex-type 1 [Source:HGNC Symbol;Acc:HGNC:11697]
cg05123019,ALDH18A1,aldehyde dehydrogenase 18 family member A1 [Source:HGNC Symbol;Acc:HGNC:9722]
cg05147525,CHD4,chromodomain helicase DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:1919]
cg05157912,JDP2,Jun dimerization protein 2 [Source:HGNC Symbol;Acc:HGNC:17546]
cg05165700,PARK7,Parkinsonism associated deglycase [Source:HGNC Symbol;Acc:HGNC:16369]
cg05207415,MARK3,microtubule affinity regulating kinase 3 [Source:HGNC Symbol;Acc:HGNC:6897]
cg05214125,RAB1B,RAB1B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18370]
cg05238530,POLR2E,RNA polymerase II subunit E [Source:HGNC Symbol;Acc:HGNC:9192]
cg05328461,EIF3G,eukaryotic translation initiation factor 3 subunit G [Source:HGNC Symbol;Acc:HGNC:3274]
cg05346899,LASS4,NA
cg05352500,WTIP,WT1 interacting protein [Source:HGNC Symbol;Acc:HGNC:20964]
cg05375277,SLC43A1,solute carrier family 43 member 1 [Source:HGNC Symbol;Acc:HGNC:9225]
cg05385248,CCDC6,coiled-coil domain containing 6 [Source:HGNC Symbol;Acc:HGNC:18782]
cg05494790,FAM3C,family with sequence similarity 3 member C [Source:HGNC Symbol;Acc:HGNC:18664]
cg05588757,ZNF514,zinc finger protein 514 [Source:HGNC Symbol;Acc:HGNC:25894]
cg05636131,ZNF398,zinc finger protein 398 [Source:HGNC Symbol;Acc:HGNC:18373]
cg05654980,CNIH4,cornichon family AMPA receptor auxiliary protein 4 [Source:HGNC Symbol;Acc:HGNC:25013]
cg05657090,RNASEH2A,ribonuclease H2 subunit A [Source:HGNC Symbol;Acc:HGNC:18518]
cg05662655,DSC2,desmocollin 2 [Source:HGNC Symbol;Acc:HGNC:3036]
cg05714334,PJA2,praja ring finger ubiquitin ligase 2 [Source:HGNC Symbol;Acc:HGNC:17481]
cg05755837,PMPCB,peptidase, mitochondrial processing beta subunit [Source:HGNC Symbol;Acc:HGNC:9119]
cg05806233,GNAI1,G protein subunit alpha i1 [Source:HGNC Symbol;Acc:HGNC:4384]
cg05823563,C9orf125,NA
cg05865011,C17orf28,NA
cg05896524,C21orf56,NA
cg05957285,ERC1,ELKS/RAB6-interacting/CAST family member 1 [Source:HGNC Symbol;Acc:HGNC:17072]
cg05968601,PGCP,NA
cg06041595,MRPS33,mitochondrial ribosomal protein S33 [Source:HGNC Symbol;Acc:HGNC:16634]
cg06086141,PYCR2,pyrroline-5-carboxylate reductase 2 [Source:HGNC Symbol;Acc:HGNC:30262]
cg06163411,ZC3HC1,zinc finger C3HC-type containing 1 [Source:HGNC Symbol;Acc:HGNC:29913]
cg06221222,BCAR3,BCAR3, NSP family adaptor protein [Source:HGNC Symbol;Acc:HGNC:973]
cg06248182,ERAL1,Era like 12S mitochondrial rRNA chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3424]
cg06286300,TMEM106B,transmembrane protein 106B [Source:HGNC Symbol;Acc:HGNC:22407]
cg06337239,DDX58,DExD/H-box helicase 58 [Source:HGNC Symbol;Acc:HGNC:19102]
cg06358612,BLMH,bleomycin hydrolase [Source:HGNC Symbol;Acc:HGNC:1059]
cg06390653,KIF16B,kinesin family member 16B [Source:HGNC Symbol;Acc:HGNC:15869]
cg06440065,C19orf12,chromosome 19 open reading frame 12 [Source:HGNC Symbol;Acc:HGNC:25443]
cg06523128,DHCR7,7-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2860]
cg06612791,MOCS2,molybdenum cofactor synthesis 2 [Source:HGNC Symbol;Acc:HGNC:7193]
cg06616710,MARVELD1,MARVEL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28674]
cg06793377,SHANK3,SH3 and multiple ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:HGNC:14294]
cg06799422,MGA,MGA, MAX dimerization protein [Source:HGNC Symbol;Acc:HGNC:14010]
cg06864895,SLC38A2,solute carrier family 38 member 2 [Source:HGNC Symbol;Acc:HGNC:13448]
cg06867613,ATPBD4,NA
cg06917450,C1orf109,chromosome 1 open reading frame 109 [Source:HGNC Symbol;Acc:HGNC:26039]
cg06961876,NUP50,nucleoporin 50 [Source:HGNC Symbol;Acc:HGNC:8065]
cg07123170,PSMD6,proteasome 26S subunit, non-ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9564]
cg07194093,PTPRM,protein tyrosine phosphatase, receptor type M [Source:HGNC Symbol;Acc:HGNC:9675]
cg07321681,CEP55,centrosomal protein 55 [Source:HGNC Symbol;Acc:HGNC:1161]
cg07351084,ZNF362,zinc finger protein 362 [Source:HGNC Symbol;Acc:HGNC:18079]
cg07359803,HYOU1,hypoxia up-regulated 1 [Source:HGNC Symbol;Acc:HGNC:16931]
cg07414207,CUL5,cullin 5 [Source:HGNC Symbol;Acc:HGNC:2556]
cg07491702,CDAN1,codanin 1 [Source:HGNC Symbol;Acc:HGNC:1713]
cg07592090,INTS3,integrator complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26153]
cg07625840,PRSS12,serine protease 12 [Source:HGNC Symbol;Acc:HGNC:9477]
cg07661904,SAR1A,secretion associated Ras related GTPase 1A [Source:HGNC Symbol;Acc:HGNC:10534]
cg07693058,IREB2,iron responsive element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6115]
cg07719253,LOC285074,NA
cg07822362,DDX23,DEAD-box helicase 23 [Source:HGNC Symbol;Acc:HGNC:17347]
cg07889201,ZNF343,zinc finger protein 343 [Source:HGNC Symbol;Acc:HGNC:16017]
cg07957491,UCK1,uridine-cytidine kinase 1 [Source:HGNC Symbol;Acc:HGNC:14859]
cg07963181,HRH1,histamine receptor H1 [Source:HGNC Symbol;Acc:HGNC:5182]
cg08007110,C3orf38,chromosome 3 open reading frame 38 [Source:HGNC Symbol;Acc:HGNC:28384]
cg08030373,RAD54L2,RAD54 like 2 [Source:HGNC Symbol;Acc:HGNC:29123]
cg08035082,AMPD3,adenosine monophosphate deaminase 3 [Source:HGNC Symbol;Acc:HGNC:470]
cg08243963,SC5DL,NA
cg08301181,UNK,unkempt family zinc finger [Source:HGNC Symbol;Acc:HGNC:29369]
cg08359347,FZD4,frizzled class receptor 4 [Source:HGNC Symbol;Acc:HGNC:4042]
cg08374732,ZNF518A,zinc finger protein 518A [Source:HGNC Symbol;Acc:HGNC:29009]
cg08386832,C5orf41,NA
cg08538976,ALDH4A1,aldehyde dehydrogenase 4 family member A1 [Source:HGNC Symbol;Acc:HGNC:406]
cg08642743,EXOC7,exocyst complex component 7 [Source:HGNC Symbol;Acc:HGNC:23214]
cg08690031,CDCA7,cell division cycle associated 7 [Source:HGNC Symbol;Acc:HGNC:14628]
cg08711867,RNF2,ring finger protein 2 [Source:HGNC Symbol;Acc:HGNC:10061]
cg08719577,MEGF6,multiple EGF like domains 6 [Source:HGNC Symbol;Acc:HGNC:3232]
cg08762449,IGF1R,insulin like growth factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:5465]
cg08854511,UBP1,upstream binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12507]
cg08871354,GINS2,GINS complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24575]
cg08905130,RAI1,retinoic acid induced 1 [Source:HGNC Symbol;Acc:HGNC:9834]
cg08949974,RBM47,RNA binding motif protein 47 [Source:HGNC Symbol;Acc:HGNC:30358]
cg09053081,CD40,CD40 molecule [Source:HGNC Symbol;Acc:HGNC:11919]
cg09097040,MDM1,Mdm1 nuclear protein [Source:HGNC Symbol;Acc:HGNC:29917]
cg09127853,E2F8,E2F transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24727]
cg09225287,SEMA3C,semaphorin 3C [Source:HGNC Symbol;Acc:HGNC:10725]
cg09253931,EFCAB4A,NA
cg09255124,TTC17,tetratricopeptide repeat domain 17 [Source:HGNC Symbol;Acc:HGNC:25596]
cg09274587,LEPREL2,NA
cg09404334,SNX14,sorting nexin 14 [Source:HGNC Symbol;Acc:HGNC:14977]
cg09469111,LOC389333,NA
cg09494313,OCIAD1,OCIA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16074]
cg09498440,TMEM171,transmembrane protein 171 [Source:HGNC Symbol;Acc:HGNC:27031]
cg09569536,RIMKLB,ribosomal modification protein rimK like family member B [Source:HGNC Symbol;Acc:HGNC:29228]
cg09720785,LRBA,LPS responsive beige-like anchor protein [Source:HGNC Symbol;Acc:HGNC:1742]
cg09818732,SLC48A1,solute carrier family 48 member 1 [Source:HGNC Symbol;Acc:HGNC:26035]
cg09882061,FAF2,Fas associated factor family member 2 [Source:HGNC Symbol;Acc:HGNC:24666]
cg09896999,ZNF12,zinc finger protein 12 [Source:HGNC Symbol;Acc:HGNC:12902]
cg09926892,RBM39,RNA binding motif protein 39 [Source:HGNC Symbol;Acc:HGNC:15923]
cg09958192,PSKH1,protein serine kinase H1 [Source:HGNC Symbol;Acc:HGNC:9529]
cg09970023,SIX4,SIX homeobox 4 [Source:HGNC Symbol;Acc:HGNC:10890]
cg10071929,CIZ1,CDKN1A interacting zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:16744]
cg10081723,B2M,beta-2-microglobulin [Source:HGNC Symbol;Acc:HGNC:914]
cg10090217,TBRG4,transforming growth factor beta regulator 4 [Source:HGNC Symbol;Acc:HGNC:17443]
cg10140309,ADNP,activity dependent neuroprotector homeobox [Source:HGNC Symbol;Acc:HGNC:15766]
cg10168763,ADCY9,adenylate cyclase 9 [Source:HGNC Symbol;Acc:HGNC:240]
cg10207052,SLC10A7,solute carrier family 10 member 7 [Source:HGNC Symbol;Acc:HGNC:23088]
cg10215570,DPY30,dpy-30, histone methyltransferase complex regulatory subunit [Source:HGNC Symbol;Acc:HGNC:24590]
