id,gene,description
cg01077267,GIN1,gypsy retrotransposon integrase 1 [Source:HGNC Symbol;Acc:HGNC:25959]
cg01092811,NUDT16,nudix hydrolase 16 [Source:HGNC Symbol;Acc:HGNC:26442]
cg01095819,E4F1,E4F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3121]
cg01105948,FRY,FRY microtubule binding protein [Source:HGNC Symbol;Acc:HGNC:20367]
cg01106412,OSBPL3,oxysterol binding protein like 3 [Source:HGNC Symbol;Acc:HGNC:16370]
cg01110552,MGEA5,meningioma expressed antigen 5 (hyaluronidase) [Source:HGNC Symbol;Acc:HGNC:7056]
cg01115990,PRSS27,serine protease 27 [Source:HGNC Symbol;Acc:HGNC:15475]
cg01128503,ARHGEF10,Rho guanine nucleotide exchange factor 10 [Source:HGNC Symbol;Acc:HGNC:14103]
cg01144693,LPAR3,lysophosphatidic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:14298]
cg01184449,EML4,echinoderm microtubule associated protein like 4 [Source:HGNC Symbol;Acc:HGNC:1316]
cg01195861,POP5,POP5 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:17689]
cg01202666,TWIST1,twist family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12428]
cg01206705,PTPLAD1,NA
cg01260308,KLHDC2,kelch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20231]
cg01286655,DKK3,dickkopf WNT signaling pathway inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:2893]
cg01299579,NOL10,nucleolar protein 10 [Source:HGNC Symbol;Acc:HGNC:25862]
cg01314743,C7orf47,NA
cg01332151,U2AF1,U2 small nuclear RNA auxiliary factor 1 [Source:HGNC Symbol;Acc:HGNC:12453]
cg01332259,CREB5,cAMP responsive element binding protein 5 [Source:HGNC Symbol;Acc:HGNC:16844]
cg01346589,RCC2,regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]
cg01359822,ETS2,ETS proto-oncogene 2, transcription factor [Source:HGNC Symbol;Acc:HGNC:3489]
cg01373024,NACAD,NAC alpha domain containing [Source:HGNC Symbol;Acc:HGNC:22196]
cg01395650,ZBTB41,zinc finger and BTB domain containing 41 [Source:HGNC Symbol;Acc:HGNC:24819]
cg01414934,SH3BGRL3,SH3 domain binding glutamate rich protein like 3 [Source:HGNC Symbol;Acc:HGNC:15568]
cg01462053,ARRDC2,arrestin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25225]
cg01464985,ZNF512,zinc finger protein 512 [Source:HGNC Symbol;Acc:HGNC:29380]
cg01467419,ZNF57,zinc finger protein 57 [Source:HGNC Symbol;Acc:HGNC:13125]
cg01471036,ALDH3A1,aldehyde dehydrogenase 3 family member A1 [Source:HGNC Symbol;Acc:HGNC:405]
cg01497501,ZFAND2A,zinc finger AN1-type containing 2A [Source:HGNC Symbol;Acc:HGNC:28073]
cg01513967,RERE,arginine-glutamic acid dipeptide repeats [Source:HGNC Symbol;Acc:HGNC:9965]
cg01523474,C14orf28,chromosome 14 open reading frame 28 [Source:HGNC Symbol;Acc:HGNC:19834]
cg01544807,POLB,DNA polymerase beta [Source:HGNC Symbol;Acc:HGNC:9174]
cg01557749,TDRD3,tudor domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20612]
cg01576340,CTNNBIP1,catenin beta interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16913]
cg01582182,RELA,RELA proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9955]
cg01606027,LIMK2,LIM domain kinase 2 [Source:HGNC Symbol;Acc:HGNC:6614]
cg01627483,MTMR9L,NA
cg01693650,LZTFL1,leucine zipper transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:6741]
cg01693652,RPS21,ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:10409]
cg01716667,ATP6V0B,ATPase H+ transporting V0 subunit b [Source:HGNC Symbol;Acc:HGNC:861]
cg01732984,SUCLA2,succinate-CoA ligase ADP-forming beta subunit [Source:HGNC Symbol;Acc:HGNC:11448]
cg01738638,APLP2,amyloid beta precursor like protein 2 [Source:HGNC Symbol;Acc:HGNC:598]
cg01769344,USP38,ubiquitin specific peptidase 38 [Source:HGNC Symbol;Acc:HGNC:20067]
cg01770362,SLC25A37,solute carrier family 25 member 37 [Source:HGNC Symbol;Acc:HGNC:29786]
cg01787808,C15orf29,NA
cg01804429,YTHDC1,YTH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30626]
cg01816031,RPP40,ribonuclease P/MRP subunit p40 [Source:HGNC Symbol;Acc:HGNC:20992]
cg01820777,MICALL2,MICAL like 2 [Source:HGNC Symbol;Acc:HGNC:29672]
cg01829450,MSL2,MSL complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:25544]
cg01834151,KIAA1370,NA
cg01950958,NUDT17,nudix hydrolase 17 [Source:HGNC Symbol;Acc:HGNC:26618]
cg01958916,SEMA6C,semaphorin 6C [Source:HGNC Symbol;Acc:HGNC:10740]
cg01963002,LMTK2,lemur tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:17880]
cg01969910,GNB4,G protein subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:20731]
cg01969938,LIG4,DNA ligase 4 [Source:HGNC Symbol;Acc:HGNC:6601]
cg01994542,EIF5,eukaryotic translation initiation factor 5 [Source:HGNC Symbol;Acc:HGNC:3299]
cg02003041,CBFA2T3,CBFA2/RUNX1 translocation partner 3 [Source:HGNC Symbol;Acc:HGNC:1537]
cg02029926,CXCL1,C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]
cg02040583,DUT,deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3078]
cg02061553,ARHGEF16,Rho guanine nucleotide exchange factor 16 [Source:HGNC Symbol;Acc:HGNC:15515]
cg02072231,ALS2CR4,NA
cg02096001,EIF1,eukaryotic translation initiation factor 1 [Source:HGNC Symbol;Acc:HGNC:3249]
cg02113729,UBAC2,UBA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20486]
cg02157306,ELMOD2,ELMO domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28111]
cg02186966,BET1,Bet1 golgi vesicular membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:14562]
cg02190873,PDIA4,protein disulfide isomerase family A member 4 [Source:HGNC Symbol;Acc:HGNC:30167]
cg02206373,STEAP2,STEAP2 metalloreductase [Source:HGNC Symbol;Acc:HGNC:17885]
cg02220965,MYST1,NA
cg02244288,SPG7,SPG7, paraplegin matrix AAA peptidase subunit [Source:HGNC Symbol;Acc:HGNC:11237]
cg02250044,CGRRF1,cell growth regulator with ring finger domain 1 [Source:HGNC Symbol;Acc:HGNC:15528]
cg02252000,FLJ43663,NA
cg02271343,ARAP1,ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16925]
cg02289127,PREB,prolactin regulatory element binding [Source:HGNC Symbol;Acc:HGNC:9356]
cg02303324,MAP7,microtubule associated protein 7 [Source:HGNC Symbol;Acc:HGNC:6869]
cg02305853,C20orf46,NA
cg02311725,HCK,HCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4840]
cg02328223,MGLL,monoglyceride lipase [Source:HGNC Symbol;Acc:HGNC:17038]
cg02343275,TMEM206,transmembrane protein 206 [Source:HGNC Symbol;Acc:HGNC:25593]
cg02349713,LCMT1,leucine carboxyl methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17557]
cg02350107,ZNF575,zinc finger protein 575 [Source:HGNC Symbol;Acc:HGNC:27606]
cg02352687,DUSP1,dual specificity phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3064]
cg02396496,CYGB,cytoglobin [Source:HGNC Symbol;Acc:HGNC:16505]
cg02404933,DCXR,dicarbonyl and L-xylulose reductase [Source:HGNC Symbol;Acc:HGNC:18985]
cg02405813,TPBG,trophoblast glycoprotein [Source:HGNC Symbol;Acc:HGNC:12004]
cg02428100,KEAP1,kelch like ECH associated protein 1 [Source:HGNC Symbol;Acc:HGNC:23177]
cg02429674,GNA13,G protein subunit alpha 13 [Source:HGNC Symbol;Acc:HGNC:4381]
cg02437376,VDAC2,voltage dependent anion channel 2 [Source:HGNC Symbol;Acc:HGNC:12672]
cg02446434,MARCKS,myristoylated alanine rich protein kinase C substrate [Source:HGNC Symbol;Acc:HGNC:6759]
cg02487499,ZSCAN20,zinc finger and SCAN domain containing 20 [Source:HGNC Symbol;Acc:HGNC:13093]
cg02497700,ZNF238,NA
cg02510453,RPS3A,ribosomal protein S3A [Source:HGNC Symbol;Acc:HGNC:10421]
cg02537105,RICH2,NA
cg02555074,TRNP1,TMF1-regulated nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:34348]
cg02556393,MECOM,MDS1 and EVI1 complex locus [Source:HGNC Symbol;Acc:HGNC:3498]
cg02559423,PRKCD,protein kinase C delta [Source:HGNC Symbol;Acc:HGNC:9399]
cg02564523,ORAI2,ORAI calcium release-activated calcium modulator 2 [Source:HGNC Symbol;Acc:HGNC:21667]
cg02571816,PPP1R14A,protein phosphatase 1 regulatory inhibitor subunit 14A [Source:HGNC Symbol;Acc:HGNC:14871]
cg02579494,UBE2H,ubiquitin conjugating enzyme E2 H [Source:HGNC Symbol;Acc:HGNC:12484]
cg02581909,VAPB,VAMP associated protein B and C [Source:HGNC Symbol;Acc:HGNC:12649]
cg02592214,IWS1,IWS1, SUPT6H interacting protein [Source:HGNC Symbol;Acc:HGNC:25467]
cg02599068,DNAJC27,DnaJ heat shock protein family (Hsp40) member C27 [Source:HGNC Symbol;Acc:HGNC:30290]
cg02614016,MINPP1,multiple inositol-polyphosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:7102]
cg02634421,TRAP1,TNF receptor associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16264]
cg02636596,DECR1,2,4-dienoyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:2753]
cg02650323,ERLIN2,ER lipid raft associated 2 [Source:HGNC Symbol;Acc:HGNC:1356]
cg02672854,HCG11,HLA complex group 11 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:17707]
cg02673484,RPS27,ribosomal protein S27 [Source:HGNC Symbol;Acc:HGNC:10416]
cg02679503,MTA3,metastasis associated 1 family member 3 [Source:HGNC Symbol;Acc:HGNC:23784]
cg02712878,FAIM,Fas apoptotic inhibitory molecule [Source:HGNC Symbol;Acc:HGNC:18703]
cg02715246,NKTR,natural killer cell triggering receptor [Source:HGNC Symbol;Acc:HGNC:7833]
cg02718531,FLYWCH2,FLYWCH family member 2 [Source:HGNC Symbol;Acc:HGNC:25178]
cg02782292,SMARCA5,SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:HGNC Symbol;Acc:HGNC:11101]
cg02782630,FAM175A,NA
cg02800571,SYPL1,synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507]
cg02801482,TANC1,tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:29364]
cg02828858,GTF2F2,general transcription factor IIF subunit 2 [Source:HGNC Symbol;Acc:HGNC:4653]
cg02847897,KLHL8,kelch like family member 8 [Source:HGNC Symbol;Acc:HGNC:18644]
cg02852873,CNDP2,carnosine dipeptidase 2 [Source:HGNC Symbol;Acc:HGNC:24437]
cg02858320,STARD7,StAR related lipid transfer domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18063]
cg02876297,KIF22,kinesin family member 22 [Source:HGNC Symbol;Acc:HGNC:6391]
cg02934500,IL15,interleukin 15 [Source:HGNC Symbol;Acc:HGNC:5977]
cg02967706,SRI,sorcin [Source:HGNC Symbol;Acc:HGNC:11292]
cg02996181,SIGIRR,single Ig and TIR domain containing [Source:HGNC Symbol;Acc:HGNC:30575]
cg03052962,NDUFV3,NADH:ubiquinone oxidoreductase subunit V3 [Source:HGNC Symbol;Acc:HGNC:7719]
cg03068319,FAM8A1,family with sequence similarity 8 member A1 [Source:HGNC Symbol;Acc:HGNC:16372]
cg03113871,C22orf27,NA
cg03144560,C20orf43,NA
cg03210848,AP2A1,adaptor related protein complex 2 alpha 1 subunit [Source:HGNC Symbol;Acc:HGNC:561]
cg03232960,C7orf27,NA
cg03236939,GPRC5C,G protein-coupled receptor class C group 5 member C [Source:HGNC Symbol;Acc:HGNC:13309]
cg03248799,RPL41,ribosomal protein L41 [Source:HGNC Symbol;Acc:HGNC:10354]
cg03267400,AGBL5,ATP/GTP binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:26147]
cg03295187,MCOLN1,mucolipin 1 [Source:HGNC Symbol;Acc:HGNC:13356]
cg03301282,THAP1,THAP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20856]
cg03309176,GEFT,NA
cg03313643,FAHD2A,fumarylacetoacetate hydrolase domain containing 2A [Source:HGNC Symbol;Acc:HGNC:24252]
cg03316098,GABBR1,gamma-aminobutyric acid type B receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:4070]
cg03328639,ABCB9,ATP binding cassette subfamily B member 9 [Source:HGNC Symbol;Acc:HGNC:50]
cg03371404,CAPN10,calpain 10 [Source:HGNC Symbol;Acc:HGNC:1477]
cg03389848,ZC3H15,zinc finger CCCH-type containing 15 [Source:HGNC Symbol;Acc:HGNC:29528]
cg03433394,SEC22C,SEC22 homolog C, vesicle trafficking protein [Source:HGNC Symbol;Acc:HGNC:16828]
cg03468541,ZC3H14,zinc finger CCCH-type containing 14 [Source:HGNC Symbol;Acc:HGNC:20509]
cg03469805,KIAA0284,NA
cg03482123,IRX5,iroquois homeobox 5 [Source:HGNC Symbol;Acc:HGNC:14361]
cg03491478,MAPK8IP1,mitogen-activated protein kinase 8 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6882]
cg03522245,NINL,ninein like [Source:HGNC Symbol;Acc:HGNC:29163]
cg03528353,STRADA,STE20-related kinase adaptor alpha [Source:HGNC Symbol;Acc:HGNC:30172]
cg03541334,ZBTB12,zinc finger and BTB domain containing 12 [Source:HGNC Symbol;Acc:HGNC:19066]
cg03552658,CHMP2A,charged multivesicular body protein 2A [Source:HGNC Symbol;Acc:HGNC:30216]
cg03573187,C11orf48,NA
cg03577591,FZD1,frizzled class receptor 1 [Source:HGNC Symbol;Acc:HGNC:4038]
cg03606176,DMXL1,Dmx like 1 [Source:HGNC Symbol;Acc:HGNC:2937]
cg03623835,CLDN1,claudin 1 [Source:HGNC Symbol;Acc:HGNC:2032]
cg03643520,RBM42,RNA binding motif protein 42 [Source:HGNC Symbol;Acc:HGNC:28117]
cg03658251,EBPL,emopamil binding protein like [Source:HGNC Symbol;Acc:HGNC:18061]
cg03720581,RNH1,ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074]
cg03731358,CWF19L1,CWF19 like 1, cell cycle control (S. pombe) [Source:HGNC Symbol;Acc:HGNC:25613]
cg03733229,COL18A1,collagen type XVIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2195]
cg03751356,ZNF789,zinc finger protein 789 [Source:HGNC Symbol;Acc:HGNC:27801]
cg03755098,CTH,cystathionine gamma-lyase [Source:HGNC Symbol;Acc:HGNC:2501]
cg03796659,MYO1B,myosin IB [Source:HGNC Symbol;Acc:HGNC:7596]
cg03862225,CTBP2,C-terminal binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2495]
cg03868770,RNF215,ring finger protein 215 [Source:HGNC Symbol;Acc:HGNC:33434]
cg03884132,GREM1,gremlin 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:2001]
cg03888862,RAB28,RAB28, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9768]
cg03898845,CD58,CD58 molecule [Source:HGNC Symbol;Acc:HGNC:1688]
cg03907454,KIF2C,kinesin family member 2C [Source:HGNC Symbol;Acc:HGNC:6393]
cg04013959,MED26,mediator complex subunit 26 [Source:HGNC Symbol;Acc:HGNC:2376]
cg04049033,RILP,Rab interacting lysosomal protein [Source:HGNC Symbol;Acc:HGNC:30266]
cg04099673,WDR7,WD repeat domain 7 [Source:HGNC Symbol;Acc:HGNC:13490]
cg04108615,CRTC2,CREB regulated transcription coactivator 2 [Source:HGNC Symbol;Acc:HGNC:27301]
cg04114473,ANKRD9,ankyrin repeat domain 9 [Source:HGNC Symbol;Acc:HGNC:20096]
cg04117832,ARL5A,ADP ribosylation factor like GTPase 5A [Source:HGNC Symbol;Acc:HGNC:696]
cg04155231,LOC144571,NA
cg04156607,MEIS3,Meis homeobox 3 [Source:HGNC Symbol;Acc:HGNC:29537]
cg04206329,ZNF785,zinc finger protein 785 [Source:HGNC Symbol;Acc:HGNC:26496]
cg04222920,SNX13,sorting nexin 13 [Source:HGNC Symbol;Acc:HGNC:21335]
cg04308185,ORMDL3,ORMDL sphingolipid biosynthesis regulator 3 [Source:HGNC Symbol;Acc:HGNC:16038]
cg04312358,NUMBL,NUMB like, endocytic adaptor protein [Source:HGNC Symbol;Acc:HGNC:8061]
cg04327761,ZNF410,zinc finger protein 410 [Source:HGNC Symbol;Acc:HGNC:20144]
cg04329382,LOC400931,NA
cg04358214,C16orf70,chromosome 16 open reading frame 70 [Source:HGNC Symbol;Acc:HGNC:29564]
cg04364453,HPCAL1,hippocalcin like 1 [Source:HGNC Symbol;Acc:HGNC:5145]
cg04375036,PPP1CC,protein phosphatase 1 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9283]
cg04391722,ZBTB10,zinc finger and BTB domain containing 10 [Source:HGNC Symbol;Acc:HGNC:30953]
cg04420319,ZNF26,zinc finger protein 26 [Source:HGNC Symbol;Acc:HGNC:13053]
cg04437662,VPS18,VPS18, CORVET/HOPS core subunit [Source:HGNC Symbol;Acc:HGNC:15972]
cg04462652,LYPD1,LY6/PLAUR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28431]
cg04487659,SH3D20,NA
cg04517722,B3GNT3,UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:13528]
cg04561822,GNA11,G protein subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:4379]
cg04569888,ZNF768,zinc finger protein 768 [Source:HGNC Symbol;Acc:HGNC:26273]
