id,gene,description
cg01163369,RPN1,ribophorin I [Source:HGNC Symbol;Acc:HGNC:10381]
cg01177642,NFKB2,nuclear factor kappa B subunit 2 [Source:HGNC Symbol;Acc:HGNC:7795]
cg01200376,CTHRC1,collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:18831]
cg01204655,CYFIP2,cytoplasmic FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:13760]
cg01217202,SLC35E4,solute carrier family 35 member E4 [Source:HGNC Symbol;Acc:HGNC:17058]
cg01245656,ASNS,asparagine synthetase (glutamine-hydrolyzing) [Source:HGNC Symbol;Acc:HGNC:753]
cg01266338,C9orf103,NA
cg01268859,A4GALT,alpha 1,4-galactosyltransferase (P blood group) [Source:HGNC Symbol;Acc:HGNC:18149]
cg01272601,AAK1,AP2 associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:19679]
cg01321189,BICD1,BICD cargo adaptor 1 [Source:HGNC Symbol;Acc:HGNC:1049]
cg01323954,FAM103A1,family with sequence similarity 103 member A1 [Source:HGNC Symbol;Acc:HGNC:31022]
cg01367750,ACBD5,acyl-CoA binding domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23338]
cg01376079,SSH3,slingshot protein phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:30581]
cg01394093,SLC39A8,solute carrier family 39 member 8 [Source:HGNC Symbol;Acc:HGNC:20862]
cg01411731,NANP,N-acetylneuraminic acid phosphatase [Source:HGNC Symbol;Acc:HGNC:16140]
cg01421119,C1orf97,NA
cg01434121,SLC37A4,solute carrier family 37 member 4 [Source:HGNC Symbol;Acc:HGNC:4061]
cg01460276,PSD3,pleckstrin and Sec7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19093]
cg01462829,HS3ST1,heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]
cg01494896,RPIA,ribose 5-phosphate isomerase A [Source:HGNC Symbol;Acc:HGNC:10297]
cg01519158,PSMC4,proteasome 26S subunit, ATPase 4 [Source:HGNC Symbol;Acc:HGNC:9551]
cg01535567,WDR90,WD repeat domain 90 [Source:HGNC Symbol;Acc:HGNC:26960]
cg01553004,C14orf4,NA
cg01596986,NUDT15,nudix hydrolase 15 [Source:HGNC Symbol;Acc:HGNC:23063]
cg01620308,PRNP,prion protein [Source:HGNC Symbol;Acc:HGNC:9449]
cg01620569,AK2,adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362]
cg01687401,FAM110A,family with sequence similarity 110 member A [Source:HGNC Symbol;Acc:HGNC:16188]
cg01726854,SUPT4H1,SPT4 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11467]
cg01732415,MFF,mitochondrial fission factor [Source:HGNC Symbol;Acc:HGNC:24858]
cg01748573,GNAS,GNAS complex locus [Source:HGNC Symbol;Acc:HGNC:4392]
cg01758993,SLC35C2,solute carrier family 35 member C2 [Source:HGNC Symbol;Acc:HGNC:17117]
cg01779903,ADRB2,adrenoceptor beta 2 [Source:HGNC Symbol;Acc:HGNC:286]
cg01834614,ACP6,acid phosphatase 6, lysophosphatidic [Source:HGNC Symbol;Acc:HGNC:29609]
cg01849970,FCHSD1,FCH and double SH3 domains 1 [Source:HGNC Symbol;Acc:HGNC:25463]
cg01861509,SPOCK2,SPARC/osteonectin, cwcv and kazal like domains proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:13564]
cg01877814,POLG,DNA polymerase gamma, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9179]
cg01877937,L3MBTL,NA
cg01939883,IRS2,insulin receptor substrate 2 [Source:HGNC Symbol;Acc:HGNC:6126]
cg01950844,SENP6,SUMO1/sentrin specific peptidase 6 [Source:HGNC Symbol;Acc:HGNC:20944]
cg01950845,RGMA,repulsive guidance molecule BMP co-receptor a [Source:HGNC Symbol;Acc:HGNC:30308]
cg01962077,FABP5,fatty acid binding protein 5 [Source:HGNC Symbol;Acc:HGNC:3560]
cg01965872,TP53INP2,tumor protein p53 inducible nuclear protein 2 [Source:HGNC Symbol;Acc:HGNC:16104]
cg01968178,REEP1,receptor accessory protein 1 [Source:HGNC Symbol;Acc:HGNC:25786]
cg01977082,COX6C,cytochrome c oxidase subunit 6C [Source:HGNC Symbol;Acc:HGNC:2285]
cg01990874,COX7A1,cytochrome c oxidase subunit 7A1 [Source:HGNC Symbol;Acc:HGNC:2287]
cg02009651,AREG,amphiregulin [Source:HGNC Symbol;Acc:HGNC:651]
cg02026948,PTGER4,prostaglandin E receptor 4 [Source:HGNC Symbol;Acc:HGNC:9596]
cg02028562,SIN3A,SIN3 transcription regulator family member A [Source:HGNC Symbol;Acc:HGNC:19353]
cg02045294,MAMSTR,MEF2 activating motif and SAP domain containing transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:26689]
cg02062326,TMED10,transmembrane p24 trafficking protein 10 [Source:HGNC Symbol;Acc:HGNC:16998]
cg02077702,ISLR,immunoglobulin superfamily containing leucine rich repeat [Source:HGNC Symbol;Acc:HGNC:6133]
cg02085507,TRIP10,thyroid hormone receptor interactor 10 [Source:HGNC Symbol;Acc:HGNC:12304]
cg02092616,INF2,inverted formin, FH2 and WH2 domain containing [Source:HGNC Symbol;Acc:HGNC:23791]
cg02102075,RAB11FIP3,RAB11 family interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:17224]
cg02123547,PIM1,Pim-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8986]
cg02132560,MT1M,metallothionein 1M [Source:HGNC Symbol;Acc:HGNC:14296]
cg02147791,SAP18,Sin3A associated protein 18 [Source:HGNC Symbol;Acc:HGNC:10530]
cg02177621,STYX,serine/threonine/tyrosine interacting protein [Source:HGNC Symbol;Acc:HGNC:11447]
cg02212772,ZNF589,zinc finger protein 589 [Source:HGNC Symbol;Acc:HGNC:16747]
cg02259743,ACTR10,actin related protein 10 homolog [Source:HGNC Symbol;Acc:HGNC:17372]
cg02268951,GRTP1,growth hormone regulated TBC protein 1 [Source:HGNC Symbol;Acc:HGNC:20310]
cg02278165,COX7A2L,cytochrome c oxidase subunit 7A2 like [Source:HGNC Symbol;Acc:HGNC:2289]
cg02285784,CDH24,cadherin 24 [Source:HGNC Symbol;Acc:HGNC:14265]
cg02290110,SHC2,SHC adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:29869]
cg02324021,RASA1,RAS p21 protein activator 1 [Source:HGNC Symbol;Acc:HGNC:9871]
cg02324432,KLHL2,kelch like family member 2 [Source:HGNC Symbol;Acc:HGNC:6353]
cg02347773,HOXD8,homeobox D8 [Source:HGNC Symbol;Acc:HGNC:5139]
cg02357046,FAM53A,family with sequence similarity 53 member A [Source:HGNC Symbol;Acc:HGNC:31860]
cg02365862,DSP,desmoplakin [Source:HGNC Symbol;Acc:HGNC:3052]
cg02371408,VCAN,versican [Source:HGNC Symbol;Acc:HGNC:2464]
cg02375320,SFRS7,NA
cg02415029,ATXN7L2,ataxin 7 like 2 [Source:HGNC Symbol;Acc:HGNC:28713]
cg02487654,TSGA14,NA
cg02490034,MEST,mesoderm specific transcript [Source:HGNC Symbol;Acc:HGNC:7028]
cg02494664,SLMAP,sarcolemma associated protein [Source:HGNC Symbol;Acc:HGNC:16643]
cg02523617,UBE2K,ubiquitin conjugating enzyme E2 K [Source:HGNC Symbol;Acc:HGNC:4914]
cg02564313,ABAT,4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]
cg02570004,FBXO11,F-box protein 11 [Source:HGNC Symbol;Acc:HGNC:13590]
cg02570593,ING1,inhibitor of growth family member 1 [Source:HGNC Symbol;Acc:HGNC:6062]
cg02631906,PRDX1,peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352]
cg02639634,RGS20,regulator of G protein signaling 20 [Source:HGNC Symbol;Acc:HGNC:14600]
cg02666901,HMGB2,high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000]
cg02672220,SIM2,single-minded family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10883]
cg02693127,ARHGAP10,Rho GTPase activating protein 10 [Source:HGNC Symbol;Acc:HGNC:26099]
cg02700478,TRIB2,tribbles pseudokinase 2 [Source:HGNC Symbol;Acc:HGNC:30809]
cg02708341,PTMA,prothymosin alpha [Source:HGNC Symbol;Acc:HGNC:9623]
cg02727605,MEMO1,mediator of cell motility 1 [Source:HGNC Symbol;Acc:HGNC:14014]
cg02758599,C3orf21,NA
cg02774935,YPEL1,yippee like 1 [Source:HGNC Symbol;Acc:HGNC:12845]
cg02791860,ISOC1,isochorismatase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24254]
cg02816297,DNAJC14,DnaJ heat shock protein family (Hsp40) member C14 [Source:HGNC Symbol;Acc:HGNC:24581]
cg02819921,E2F6,E2F transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:3120]
cg02862867,IPO9,importin 9 [Source:HGNC Symbol;Acc:HGNC:19425]
cg02865595,C1orf113,NA
cg02883230,PARP6,poly(ADP-ribose) polymerase family member 6 [Source:HGNC Symbol;Acc:HGNC:26921]
cg02887458,GATAD2A,GATA zinc finger domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29989]
cg02895639,FAM19A5,family with sequence similarity 19 member A5, C-C motif chemokine like [Source:HGNC Symbol;Acc:HGNC:21592]
cg02899870,NECAB3,N-terminal EF-hand calcium binding protein 3 [Source:HGNC Symbol;Acc:HGNC:15851]
cg02899960,GLG1,golgi glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:4316]
cg02930996,B4GALT6,beta-1,4-galactosyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:929]
cg02988267,ZZZ3,NA
cg03007571,HIST1H2BD,histone cluster 1 H2B family member d [Source:HGNC Symbol;Acc:HGNC:4747]
cg03034540,ZDHHC1,zinc finger DHHC-type containing 1 [Source:HGNC Symbol;Acc:HGNC:17916]
cg03044407,FICD,FIC domain containing [Source:HGNC Symbol;Acc:HGNC:18416]
cg03055499,PRKCA,protein kinase C alpha [Source:HGNC Symbol;Acc:HGNC:9393]
cg03059112,FKBP11,FK506 binding protein 11 [Source:HGNC Symbol;Acc:HGNC:18624]
cg03077331,FN3K,fructosamine 3 kinase [Source:HGNC Symbol;Acc:HGNC:24822]
cg03079208,AFF1,AF4/FMR2 family member 1 [Source:HGNC Symbol;Acc:HGNC:7135]
cg03105756,C16orf5,NA
cg03133371,SFRP1,secreted frizzled related protein 1 [Source:HGNC Symbol;Acc:HGNC:10776]
cg03183345,TBRG1,transforming growth factor beta regulator 1 [Source:HGNC Symbol;Acc:HGNC:29551]
cg03191029,C12orf62,NA
cg03196381,SELS,NA
cg03198372,KREMEN1,kringle containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:17550]
cg03232933,BTG3,BTG anti-proliferation factor 3 [Source:HGNC Symbol;Acc:HGNC:1132]
cg03254627,PSME3,proteasome activator subunit 3 [Source:HGNC Symbol;Acc:HGNC:9570]
cg03312716,TRPV4,transient receptor potential cation channel subfamily V member 4 [Source:HGNC Symbol;Acc:HGNC:18083]
cg03349819,NRG1,neuregulin 1 [Source:HGNC Symbol;Acc:HGNC:7997]
cg03500977,HLA-B,major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:HGNC:4932]
cg03547062,PKP3,plakophilin 3 [Source:HGNC Symbol;Acc:HGNC:9025]
cg03570417,MMP17,matrix metallopeptidase 17 [Source:HGNC Symbol;Acc:HGNC:7163]
cg03600516,FAM105A,family with sequence similarity 105 member A [Source:HGNC Symbol;Acc:HGNC:25629]
cg03613649,FGF11,fibroblast growth factor 11 [Source:HGNC Symbol;Acc:HGNC:3667]
cg03702236,SEMA5A,semaphorin 5A [Source:HGNC Symbol;Acc:HGNC:10736]
cg03736928,CHST6,carbohydrate sulfotransferase 6 [Source:HGNC Symbol;Acc:HGNC:6938]
cg03762820,THADA,THADA, armadillo repeat containing [Source:HGNC Symbol;Acc:HGNC:19217]
cg03763387,DHX9,DExH-box helicase 9 [Source:HGNC Symbol;Acc:HGNC:2750]
cg03839341,RAB10,RAB10, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9759]
cg03931078,WIPI1,WD repeat domain, phosphoinositide interacting 1 [Source:HGNC Symbol;Acc:HGNC:25471]
cg03945577,ENSA,endosulfine alpha [Source:HGNC Symbol;Acc:HGNC:3360]
cg03973663,LYN,LYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6735]
cg04006913,RAB23,RAB23, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14263]
cg04112742,SLC9A3R2,SLC9A3 regulator 2 [Source:HGNC Symbol;Acc:HGNC:11076]
cg04160663,S1PR2,sphingosine-1-phosphate receptor 2 [Source:HGNC Symbol;Acc:HGNC:3169]
cg04207142,E2F5,E2F transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:3119]
cg04208928,LIN9,lin-9 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:30830]
cg04220155,ZHX1,zinc fingers and homeoboxes 1 [Source:HGNC Symbol;Acc:HGNC:12871]
cg04220482,GGH,gamma-glutamyl hydrolase [Source:HGNC Symbol;Acc:HGNC:4248]
cg04234238,PSMD7,proteasome 26S subunit, non-ATPase 7 [Source:HGNC Symbol;Acc:HGNC:9565]
cg04240373,PSMA5,proteasome subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:9534]
cg04284530,MARCH3,membrane associated ring-CH-type finger 3 [Source:HGNC Symbol;Acc:HGNC:28728]
cg04369958,SUPT5H,SPT5 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11469]
cg04377145,KCNQ5,potassium voltage-gated channel subfamily Q member 5 [Source:HGNC Symbol;Acc:HGNC:6299]
cg04389426,BNC2,basonuclin 2 [Source:HGNC Symbol;Acc:HGNC:30988]
cg04396765,MYST4,NA
cg04399632,TXNDC11,thioredoxin domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28030]
cg04427462,PRKD2,protein kinase D2 [Source:HGNC Symbol;Acc:HGNC:17293]
cg04429589,TMEM121,transmembrane protein 121 [Source:HGNC Symbol;Acc:HGNC:20511]
cg04463232,MCPH1,microcephalin 1 [Source:HGNC Symbol;Acc:HGNC:6954]
cg04490349,ACTB,actin beta [Source:HGNC Symbol;Acc:HGNC:132]
cg04491089,MBTPS1,membrane bound transcription factor peptidase, site 1 [Source:HGNC Symbol;Acc:HGNC:15456]
cg04521957,SKAP2,src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]
cg04522604,C5orf13,NA
cg04535340,RAB11B,RAB11B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9761]
cg04536689,TTC9,tetratricopeptide repeat domain 9 [Source:HGNC Symbol;Acc:HGNC:20267]
cg04540406,SHCBP1,SHC binding and spindle associated 1 [Source:HGNC Symbol;Acc:HGNC:29547]
cg04558386,CCDC90A,NA
cg04581377,SLC35F2,solute carrier family 35 member F2 [Source:HGNC Symbol;Acc:HGNC:23615]
cg04605667,SIAH2,siah E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:10858]
cg04628320,TBCB,tubulin folding cofactor B [Source:HGNC Symbol;Acc:HGNC:1989]
cg04635138,ZNHIT3,zinc finger HIT-type containing 3 [Source:HGNC Symbol;Acc:HGNC:12309]
cg04718342,CLPX,caseinolytic mitochondrial matrix peptidase chaperone subunit [Source:HGNC Symbol;Acc:HGNC:2088]
cg04785838,TRIM26,tripartite motif containing 26 [Source:HGNC Symbol;Acc:HGNC:12962]
cg04831505,TBC1D15,TBC1 domain family member 15 [Source:HGNC Symbol;Acc:HGNC:25694]
cg04840356,TWIST2,twist family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:20670]
cg04852949,COL16A1,collagen type XVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2193]
cg04864609,CBX1,chromobox 1 [Source:HGNC Symbol;Acc:HGNC:1551]
cg04868262,ZBTB7B,zinc finger and BTB domain containing 7B [Source:HGNC Symbol;Acc:HGNC:18668]
cg04891094,GGA1,golgi associated, gamma adaptin ear containing, ARF binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17842]
cg04933954,DEM1,NA
cg04969067,LYNX1,Ly6/neurotoxin 1 [Source:HGNC Symbol;Acc:HGNC:29604]
cg05004108,DDAH1,dimethylarginine dimethylaminohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:2715]
cg05038268,KDM2A,lysine demethylase 2A [Source:HGNC Symbol;Acc:HGNC:13606]
cg05050789,ACTG1,actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]
cg05108547,TAP2,transporter 2, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:44]
cg05122622,TSC22D2,TSC22 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:29095]
cg05135156,C1orf21,chromosome 1 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:15494]
cg05168468,PRR16,proline rich 16 [Source:HGNC Symbol;Acc:HGNC:29654]
cg05192898,TXNRD1,thioredoxin reductase 1 [Source:HGNC Symbol;Acc:HGNC:12437]
cg05236446,RBM25,RNA binding motif protein 25 [Source:HGNC Symbol;Acc:HGNC:23244]
cg05244766,GSTP1,glutathione S-transferase pi 1 [Source:HGNC Symbol;Acc:HGNC:4638]
cg05281894,PDPN,podoplanin [Source:HGNC Symbol;Acc:HGNC:29602]
cg05312077,CYS1,cystin 1 [Source:HGNC Symbol;Acc:HGNC:18525]
cg05354479,MAP3K9,mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861]
cg05393726,RAB6B,RAB6B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14902]
cg05447673,ZNF259,NA
cg05502464,NIPA1,non imprinted in Prader-Willi/Angelman syndrome 1 [Source:HGNC Symbol;Acc:HGNC:17043]
cg05541417,SC4MOL,NA
cg05582585,DCTN4,dynactin subunit 4 [Source:HGNC Symbol;Acc:HGNC:15518]
cg05586662,VPS13B,vacuolar protein sorting 13 homolog B [Source:HGNC Symbol;Acc:HGNC:2183]
cg05592184,RPL14,ribosomal protein L14 [Source:HGNC Symbol;Acc:HGNC:10305]
cg05692837,TUBA1A,tubulin alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766]
cg05708074,PSMD9,proteasome 26S subunit, non-ATPase 9 [Source:HGNC Symbol;Acc:HGNC:9567]
cg05734220,CDC42BPB,CDC42 binding protein kinase beta [Source:HGNC Symbol;Acc:HGNC:1738]
cg05769161,B4GALNT3,beta-1,4-N-acetyl-galactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:24137]
cg05770797,NR1D1,nuclear receptor subfamily 1 group D member 1 [Source:HGNC Symbol;Acc:HGNC:7962]
cg05897169,SLFN5,schlafen family member 5 [Source:HGNC Symbol;Acc:HGNC:28286]
cg05906777,MIF4GD,MIF4G domain containing [Source:HGNC Symbol;Acc:HGNC:24030]
cg05909475,ETV3,ETS variant 3 [Source:HGNC Symbol;Acc:HGNC:3492]
cg05941624,SYNJ2,synaptojanin 2 [Source:HGNC Symbol;Acc:HGNC:11504]
cg06040590,TRIM7,tripartite motif containing 7 [Source:HGNC Symbol;Acc:HGNC:16278]
cg06060673,CBX6,chromobox 6 [Source:HGNC Symbol;Acc:HGNC:1556]
cg06098164,SPAG16,sperm associated antigen 16 [Source:HGNC Symbol;Acc:HGNC:23225]
cg06148685,LPAR1,lysophosphatidic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:3166]
cg06284169,PAK2,p21 (RAC1) activated kinase 2 [Source:HGNC Symbol;Acc:HGNC:8591]
cg06366810,STK11IP,serine/threonine kinase 11 interacting protein [Source:HGNC Symbol;Acc:HGNC:19184]
cg06443583,CFL1,cofilin 1 [Source:HGNC Symbol;Acc:HGNC:1874]
cg06539804,CPXM1,carboxypeptidase X, M14 family member 1 [Source:HGNC Symbol;Acc:HGNC:15771]
cg06550462,EPB41L3,erythrocyte membrane protein band 4.1 like 3 [Source:HGNC Symbol;Acc:HGNC:3380]
cg06555971,PYCR1,pyrroline-5-carboxylate reductase 1 [Source:HGNC Symbol;Acc:HGNC:9721]
cg06568815,SPATA2L,spermatogenesis associated 2 like [Source:HGNC Symbol;Acc:HGNC:28393]
cg06579271,PLLP,plasmolipin [Source:HGNC Symbol;Acc:HGNC:18553]
cg06594281,SLC16A5,solute carrier family 16 member 5 [Source:HGNC Symbol;Acc:HGNC:10926]
cg06684939,RNF181,ring finger protein 181 [Source:HGNC Symbol;Acc:HGNC:28037]
cg06685340,TSPAN14,tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303]
cg06718763,RCAN3,RCAN family member 3 [Source:HGNC Symbol;Acc:HGNC:3042]
cg06751446,C15orf48,chromosome 15 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:29898]
cg06757187,DGCR2,DiGeorge syndrome critical region gene 2 [Source:HGNC Symbol;Acc:HGNC:2845]
cg06759739,RUNX2,runt related transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10472]
cg06798749,TUT1,terminal uridylyl transferase 1, U6 snRNA-specific [Source:HGNC Symbol;Acc:HGNC:26184]
