id,gene,description
cg00875804,KIAA0182,NA
cg00906812,CCDC12,coiled-coil domain containing 12 [Source:HGNC Symbol;Acc:HGNC:28332]
cg00929050,ARF6,ADP ribosylation factor 6 [Source:HGNC Symbol;Acc:HGNC:659]
cg00964109,UBL7,ubiquitin like 7 [Source:HGNC Symbol;Acc:HGNC:28221]
cg00965469,LY6G5C,lymphocyte antigen 6 family member G5C [Source:HGNC Symbol;Acc:HGNC:13932]
cg00997424,PI4K2A,phosphatidylinositol 4-kinase type 2 alpha [Source:HGNC Symbol;Acc:HGNC:30031]
cg01041284,ARTN,artemin [Source:HGNC Symbol;Acc:HGNC:727]
cg01053714,SLC12A6,solute carrier family 12 member 6 [Source:HGNC Symbol;Acc:HGNC:10914]
cg01055594,WDR35,WD repeat domain 35 [Source:HGNC Symbol;Acc:HGNC:29250]
cg01063572,NFIA,nuclear factor I A [Source:HGNC Symbol;Acc:HGNC:7784]
cg01069256,FAM164A,NA
cg01087195,RASL11A,RAS like family 11 member A [Source:HGNC Symbol;Acc:HGNC:23802]
cg01098785,MDM2,MDM2 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:6973]
cg01114951,TRIM45,tripartite motif containing 45 [Source:HGNC Symbol;Acc:HGNC:19018]
cg01154930,GAA,glucosidase alpha, acid [Source:HGNC Symbol;Acc:HGNC:4065]
cg01181681,TLR5,toll like receptor 5 [Source:HGNC Symbol;Acc:HGNC:11851]
cg01231620,MRPL52,mitochondrial ribosomal protein L52 [Source:HGNC Symbol;Acc:HGNC:16655]
cg01244303,HMGCS1,3-hydroxy-3-methylglutaryl-CoA synthase 1 [Source:HGNC Symbol;Acc:HGNC:5007]
cg01394819,PODN,podocan [Source:HGNC Symbol;Acc:HGNC:23174]
cg01409735,HDAC11,histone deacetylase 11 [Source:HGNC Symbol;Acc:HGNC:19086]
cg01513081,BVES,blood vessel epicardial substance [Source:HGNC Symbol;Acc:HGNC:1152]
cg01565690,ZNF510,zinc finger protein 510 [Source:HGNC Symbol;Acc:HGNC:29161]
cg01678833,TSPO,translocator protein [Source:HGNC Symbol;Acc:HGNC:1158]
cg01778153,SERGEF,secretion regulating guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:17499]
cg01834027,EPB41,erythrocyte membrane protein band 4.1 [Source:HGNC Symbol;Acc:HGNC:3377]
cg01853079,KDELC2,KDEL motif containing 2 [Source:HGNC Symbol;Acc:HGNC:28496]
cg01869896,MFSD2A,major facilitator superfamily domain containing 2A [Source:HGNC Symbol;Acc:HGNC:25897]
cg01880949,PEX7,peroxisomal biogenesis factor 7 [Source:HGNC Symbol;Acc:HGNC:8860]
cg01888561,SEC14L1,SEC14 like lipid binding 1 [Source:HGNC Symbol;Acc:HGNC:10698]
cg01949902,TNRC6B,trinucleotide repeat containing 6B [Source:HGNC Symbol;Acc:HGNC:29190]
cg01966344,DEPDC5,DEP domain containing 5 [Source:HGNC Symbol;Acc:HGNC:18423]
cg01986577,ARNTL2,aryl hydrocarbon receptor nuclear translocator like 2 [Source:HGNC Symbol;Acc:HGNC:18984]
cg02058108,SSPN,sarcospan [Source:HGNC Symbol;Acc:HGNC:11322]
cg02070205,MAP3K8,mitogen-activated protein kinase kinase kinase 8 [Source:HGNC Symbol;Acc:HGNC:6860]
cg02081976,SOAT1,sterol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:11177]
cg02121704,CHEK1,checkpoint kinase 1 [Source:HGNC Symbol;Acc:HGNC:1925]
cg02197938,PSMD12,proteasome 26S subunit, non-ATPase 12 [Source:HGNC Symbol;Acc:HGNC:9557]
cg02217979,SETD8,NA
cg02276944,GPD2,glycerol-3-phosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4456]
cg02285386,TOM1,target of myb1 membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:11982]
cg02291403,FZD10,frizzled class receptor 10 [Source:HGNC Symbol;Acc:HGNC:4039]
cg02305850,TIRAP,TIR domain containing adaptor protein [Source:HGNC Symbol;Acc:HGNC:17192]
cg02313172,AKT1,AKT serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:391]
cg02319392,HSBP1,heat shock factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5203]
cg02338538,CDK2AP1,cyclin dependent kinase 2 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:14002]
cg02461883,OBFC2A,NA
cg02531905,C17orf51,chromosome 17 open reading frame 51 [Source:HGNC Symbol;Acc:HGNC:27904]
cg02671819,LOC146880,NA
cg02747169,CDR2L,cerebellar degeneration related protein 2 like [Source:HGNC Symbol;Acc:HGNC:29999]
cg02779467,PRPSAP2,phosphoribosyl pyrophosphate synthetase associated protein 2 [Source:HGNC Symbol;Acc:HGNC:9467]
cg02780919,NRIP3,nuclear receptor interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1167]
cg02833110,COX5B,cytochrome c oxidase subunit 5B [Source:HGNC Symbol;Acc:HGNC:2269]
cg02835981,BNIP3,BCL2 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1084]
cg02876925,SEPT11,septin 11 [Source:HGNC Symbol;Acc:HGNC:25589]
cg02896624,SDCBP,syndecan binding protein [Source:HGNC Symbol;Acc:HGNC:10662]
cg02959669,ZNF256,zinc finger protein 256 [Source:HGNC Symbol;Acc:HGNC:13049]
cg02984009,C7orf23,NA
cg03005261,CCDC109B,NA
cg03026306,CABYR,calcium binding tyrosine phosphorylation regulated [Source:HGNC Symbol;Acc:HGNC:15569]
cg03212674,CLK2,CDC like kinase 2 [Source:HGNC Symbol;Acc:HGNC:2069]
cg03258472,CRB3,crumbs 3, cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:20237]
cg03344955,MCCC1,methylcrotonoyl-CoA carboxylase 1 [Source:HGNC Symbol;Acc:HGNC:6936]
cg03483464,CPOX,coproporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:2321]
cg03531512,TFIP11,tuftelin interacting protein 11 [Source:HGNC Symbol;Acc:HGNC:17165]
cg03545677,CALM2,calmodulin 2 [Source:HGNC Symbol;Acc:HGNC:1445]
cg03571129,ZC3H6,zinc finger CCCH-type containing 6 [Source:HGNC Symbol;Acc:HGNC:24762]
cg03606954,HSD17B12,hydroxysteroid 17-beta dehydrogenase 12 [Source:HGNC Symbol;Acc:HGNC:18646]
cg03782956,HMGN4,high mobility group nucleosomal binding domain 4 [Source:HGNC Symbol;Acc:HGNC:4989]
cg03797398,C4orf48,chromosome 4 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:34437]
cg03827118,RAB5A,RAB5A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9783]
cg03988279,EIF2C3,NA
cg04015777,C13orf27,NA
cg04062383,USP13,ubiquitin specific peptidase 13 [Source:HGNC Symbol;Acc:HGNC:12611]
cg04101379,DZIP1,DAZ interacting zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:20908]
cg04122329,PKN2,protein kinase N2 [Source:HGNC Symbol;Acc:HGNC:9406]
cg04194852,TPM1,tropomyosin 1 [Source:HGNC Symbol;Acc:HGNC:12010]
cg04328703,KIF26A,kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]
cg04352505,USP3,ubiquitin specific peptidase 3 [Source:HGNC Symbol;Acc:HGNC:12626]
cg04396721,MOSC1,NA
cg04405414,ATP1B1,ATPase Na+/K+ transporting subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:804]
cg04482879,DENND4A,DENN domain containing 4A [Source:HGNC Symbol;Acc:HGNC:24321]
cg04554033,C1QTNF1,C1q and TNF related 1 [Source:HGNC Symbol;Acc:HGNC:14324]
cg04714088,CMIP,c-Maf inducing protein [Source:HGNC Symbol;Acc:HGNC:24319]
cg04781305,CCNY,cyclin Y [Source:HGNC Symbol;Acc:HGNC:23354]
cg04822973,ARG2,arginase 2 [Source:HGNC Symbol;Acc:HGNC:664]
cg04837025,NID1,nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]
cg05010623,ACVR1C,activin A receptor type 1C [Source:HGNC Symbol;Acc:HGNC:18123]
cg05014452,TMED3,transmembrane p24 trafficking protein 3 [Source:HGNC Symbol;Acc:HGNC:28889]
cg05087309,CHD9,chromodomain helicase DNA binding protein 9 [Source:HGNC Symbol;Acc:HGNC:25701]
cg05202084,NR2C1,nuclear receptor subfamily 2 group C member 1 [Source:HGNC Symbol;Acc:HGNC:7971]
cg05224385,AAAS,aladin WD repeat nucleoporin [Source:HGNC Symbol;Acc:HGNC:13666]
cg05297105,CD63,CD63 molecule [Source:HGNC Symbol;Acc:HGNC:1692]
cg05305140,SDR16C5,short chain dehydrogenase/reductase family 16C member 5 [Source:HGNC Symbol;Acc:HGNC:30311]
cg05521982,ACSF3,acyl-CoA synthetase family member 3 [Source:HGNC Symbol;Acc:HGNC:27288]
cg05527337,SMOC2,SPARC related modular calcium binding 2 [Source:HGNC Symbol;Acc:HGNC:20323]
cg05549854,ZNF629,zinc finger protein 629 [Source:HGNC Symbol;Acc:HGNC:29008]
cg05560728,BCL6B,B cell CLL/lymphoma 6B [Source:HGNC Symbol;Acc:HGNC:1002]
cg05598363,C5orf32,NA
cg05713971,HERPUD1,homocysteine inducible ER protein with ubiquitin like domain 1 [Source:HGNC Symbol;Acc:HGNC:13744]
cg05819150,YAP1,Yes associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16262]
cg05846707,DDX50,DExD-box helicase 50 [Source:HGNC Symbol;Acc:HGNC:17906]
cg05938316,CGGBP1,CGG triplet repeat binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1888]
cg05951828,OTUD7B,OTU deubiquitinase 7B [Source:HGNC Symbol;Acc:HGNC:16683]
cg06251078,PEX5,peroxisomal biogenesis factor 5 [Source:HGNC Symbol;Acc:HGNC:9719]
cg06292277,CLCN3,chloride voltage-gated channel 3 [Source:HGNC Symbol;Acc:HGNC:2021]
cg06296613,CEP120,centrosomal protein 120 [Source:HGNC Symbol;Acc:HGNC:26690]
cg06320134,KLHL21,kelch like family member 21 [Source:HGNC Symbol;Acc:HGNC:29041]
cg06422060,E2F7,E2F transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:23820]
cg06441106,TUFT1,tuftelin 1 [Source:HGNC Symbol;Acc:HGNC:12422]
cg06533408,SLC35E3,solute carrier family 35 member E3 [Source:HGNC Symbol;Acc:HGNC:20864]
cg06539629,PLCE1,phospholipase C epsilon 1 [Source:HGNC Symbol;Acc:HGNC:17175]
cg06588605,TGIF2,TGFB induced factor homeobox 2 [Source:HGNC Symbol;Acc:HGNC:15764]
cg06591456,KIAA0415,NA
cg06606456,ZBED5,zinc finger BED-type containing 5 [Source:HGNC Symbol;Acc:HGNC:30803]
cg06664872,RIOK2,RIO kinase 2 [Source:HGNC Symbol;Acc:HGNC:18999]
cg06694641,ZNF605,zinc finger protein 605 [Source:HGNC Symbol;Acc:HGNC:28068]
cg06698844,ACTR1B,ARP1 actin related protein 1 homolog B [Source:HGNC Symbol;Acc:HGNC:168]
cg06815817,ZNF212,zinc finger protein 212 [Source:HGNC Symbol;Acc:HGNC:13004]
cg06818514,SUV420H2,NA
cg06829830,RASGRF2,Ras protein specific guanine nucleotide releasing factor 2 [Source:HGNC Symbol;Acc:HGNC:9876]
cg06937882,C20orf3,NA
cg06938467,FAM100B,NA
cg07115558,TLE2,transducin like enhancer of split 2 [Source:HGNC Symbol;Acc:HGNC:11838]
cg07116194,BAIAP3,BAI1 associated protein 3 [Source:HGNC Symbol;Acc:HGNC:948]
cg07125725,ZKSCAN1,zinc finger with KRAB and SCAN domains 1 [Source:HGNC Symbol;Acc:HGNC:13101]
cg07138452,FLCN,folliculin [Source:HGNC Symbol;Acc:HGNC:27310]
cg07313589,PRCC,papillary renal cell carcinoma (translocation-associated) [Source:HGNC Symbol;Acc:HGNC:9343]
cg07313709,RAB11FIP1,RAB11 family interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30265]
cg07398558,TRNAU1AP,tRNA selenocysteine 1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:30813]
cg07464217,CTSZ,cathepsin Z [Source:HGNC Symbol;Acc:HGNC:2547]
cg07639483,ZBED4,zinc finger BED-type containing 4 [Source:HGNC Symbol;Acc:HGNC:20721]
cg07695826,C18orf54,chromosome 18 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:13796]
cg07752472,STAG1,stromal antigen 1 [Source:HGNC Symbol;Acc:HGNC:11354]
cg07753203,OLFML2A,olfactomedin like 2A [Source:HGNC Symbol;Acc:HGNC:27270]
cg07797438,ZNF260,zinc finger protein 260 [Source:HGNC Symbol;Acc:HGNC:13499]
cg07845392,SLC25A10,solute carrier family 25 member 10 [Source:HGNC Symbol;Acc:HGNC:10980]
cg07853246,INPP4B,inositol polyphosphate-4-phosphatase type II B [Source:HGNC Symbol;Acc:HGNC:6075]
cg07874353,ZNF775,zinc finger protein 775 [Source:HGNC Symbol;Acc:HGNC:28501]
cg07949597,ZNF75A,zinc finger protein 75a [Source:HGNC Symbol;Acc:HGNC:13146]
cg07956515,FAM126A,family with sequence similarity 126 member A [Source:HGNC Symbol;Acc:HGNC:24587]
cg08122545,HES4,hes family bHLH transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:24149]
cg08174718,WNT5A,Wnt family member 5A [Source:HGNC Symbol;Acc:HGNC:12784]
cg08795640,SS18L2,SS18 like 2 [Source:HGNC Symbol;Acc:HGNC:15593]
cg08925066,SEC23A,Sec23 homolog A, coat complex II component [Source:HGNC Symbol;Acc:HGNC:10701]
cg09019013,NBR1,NBR1, autophagy cargo receptor [Source:HGNC Symbol;Acc:HGNC:6746]
cg09121269,PNMA1,PNMA family member 1 [Source:HGNC Symbol;Acc:HGNC:9158]
cg09151381,PAIP2B,poly(A) binding protein interacting protein 2B [Source:HGNC Symbol;Acc:HGNC:29200]
cg09288789,CNKSR3,CNKSR family member 3 [Source:HGNC Symbol;Acc:HGNC:23034]
cg09350414,C4orf3,chromosome 4 open reading frame 3 [Source:HGNC Symbol;Acc:HGNC:19225]
cg09549240,RPP25,ribonuclease P and MRP subunit p25 [Source:HGNC Symbol;Acc:HGNC:30361]
cg09584591,TGFBI,transforming growth factor beta induced [Source:HGNC Symbol;Acc:HGNC:11771]
cg09603024,SNAI1,snail family transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:11128]
cg09624261,PFKFB3,6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:HGNC Symbol;Acc:HGNC:8874]
cg09922117,C12orf73,chromosome 12 open reading frame 73 [Source:HGNC Symbol;Acc:HGNC:34450]
cg09932694,ATAD3A,ATPase family, AAA domain containing 3A [Source:HGNC Symbol;Acc:HGNC:25567]
cg09945151,NEK9,NIMA related kinase 9 [Source:HGNC Symbol;Acc:HGNC:18591]
cg09984370,ZNF567,zinc finger protein 567 [Source:HGNC Symbol;Acc:HGNC:28696]
cg10035272,VTA1,vesicle trafficking 1 [Source:HGNC Symbol;Acc:HGNC:20954]
cg10128806,FRAS1,Fraser extracellular matrix complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19185]
cg10143807,EFNA3,ephrin A3 [Source:HGNC Symbol;Acc:HGNC:3223]
cg10164137,DVL1,dishevelled segment polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:3084]
cg10247358,CDCA4,cell division cycle associated 4 [Source:HGNC Symbol;Acc:HGNC:14625]
cg10438011,SPRY2,sprouty RTK signaling antagonist 2 [Source:HGNC Symbol;Acc:HGNC:11270]
cg10585486,EGLN2,egl-9 family hypoxia inducible factor 2 [Source:HGNC Symbol;Acc:HGNC:14660]
cg10654010,DGKE,diacylglycerol kinase epsilon [Source:HGNC Symbol;Acc:HGNC:2852]
cg10780647,C20orf29,NA
cg10820988,HIAT1,NA
cg10918419,C8orf55,NA
cg10952477,ARHGEF12,Rho guanine nucleotide exchange factor 12 [Source:HGNC Symbol;Acc:HGNC:14193]
cg11021222,NEDD1,neural precursor cell expressed, developmentally down-regulated 1 [Source:HGNC Symbol;Acc:HGNC:7723]
cg11114063,STXBP5,syntaxin binding protein 5 [Source:HGNC Symbol;Acc:HGNC:19665]
cg11297723,TFCP2,transcription factor CP2 [Source:HGNC Symbol;Acc:HGNC:11748]
cg11326485,CHMP2B,charged multivesicular body protein 2B [Source:HGNC Symbol;Acc:HGNC:24537]
cg11348249,AKAP12,A-kinase anchoring protein 12 [Source:HGNC Symbol;Acc:HGNC:370]
cg11396188,FBXO9,F-box protein 9 [Source:HGNC Symbol;Acc:HGNC:13588]
cg11398680,PTK2,protein tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:9611]
cg11418783,LAD1,ladinin 1 [Source:HGNC Symbol;Acc:HGNC:6472]
cg11450750,PRR5,proline rich 5 [Source:HGNC Symbol;Acc:HGNC:31682]
cg11571761,ELL2,elongation factor for RNA polymerase II 2 [Source:HGNC Symbol;Acc:HGNC:17064]
cg11780934,ANKRD13B,ankyrin repeat domain 13B [Source:HGNC Symbol;Acc:HGNC:26363]
cg11850943,LANCL2,LanC like 2 [Source:HGNC Symbol;Acc:HGNC:6509]
cg11913894,MAP3K4,mitogen-activated protein kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6856]
cg12059104,SAMD4A,sterile alpha motif domain containing 4A [Source:HGNC Symbol;Acc:HGNC:23023]
cg12143181,LIPA,lipase A, lysosomal acid type [Source:HGNC Symbol;Acc:HGNC:6617]
cg12245996,PRKCQ,protein kinase C theta [Source:HGNC Symbol;Acc:HGNC:9410]
cg12256550,CREB3L1,cAMP responsive element binding protein 3 like 1 [Source:HGNC Symbol;Acc:HGNC:18856]
cg12444385,UST,uronyl 2-sulfotransferase [Source:HGNC Symbol;Acc:HGNC:17223]
cg12683929,BLOC1S1,biogenesis of lysosomal organelles complex 1 subunit 1 [Source:HGNC Symbol;Acc:HGNC:4200]
cg12718440,MORN4,MORN repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:24001]
cg12805727,TNKS2,tankyrase 2 [Source:HGNC Symbol;Acc:HGNC:15677]
cg12817423,PPP1R12A,protein phosphatase 1 regulatory subunit 12A [Source:HGNC Symbol;Acc:HGNC:7618]
cg12867448,ODF2,outer dense fiber of sperm tails 2 [Source:HGNC Symbol;Acc:HGNC:8114]
cg13443092,NXN,nucleoredoxin [Source:HGNC Symbol;Acc:HGNC:18008]
cg13443953,NECAP1,NECAP endocytosis associated 1 [Source:HGNC Symbol;Acc:HGNC:24539]
cg13516655,MYBL1,MYB proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:7547]
cg13606015,ABHD5,abhydrolase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21396]
cg13609937,ABL1,ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]
cg13846796,LSM14A,LSM14A, mRNA processing body assembly factor [Source:HGNC Symbol;Acc:HGNC:24489]
cg14067834,SUZ12P,NA
cg14164252,ARSA,arylsulfatase A [Source:HGNC Symbol;Acc:HGNC:713]
cg14204843,RRS1,ribosome biogenesis regulator homolog [Source:HGNC Symbol;Acc:HGNC:17083]
cg14210494,CDK5RAP3,CDK5 regulatory subunit associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18673]
cg14470978,PRRX2,paired related homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21338]
cg14645317,DNAJB5,DnaJ heat shock protein family (Hsp40) member B5 [Source:HGNC Symbol;Acc:HGNC:14887]
cg14738643,ZNF614,zinc finger protein 614 [Source:HGNC Symbol;Acc:HGNC:24722]
cg14790772,CDC73,cell division cycle 73 [Source:HGNC Symbol;Acc:HGNC:16783]
cg14864773,ANKRD13A,ankyrin repeat domain 13A [Source:HGNC Symbol;Acc:HGNC:21268]
cg14896306,CTU1,cytosolic thiouridylase subunit 1 [Source:HGNC Symbol;Acc:HGNC:29590]
cg14916095,FRMD6,FERM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19839]
cg14923289,TMEM14A,transmembrane protein 14A [Source:HGNC Symbol;Acc:HGNC:21076]
cg15102749,C11orf80,chromosome 11 open reading frame 80 [Source:HGNC Symbol;Acc:HGNC:26197]
cg15237265,TCF4,transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11634]
cg15286618,AIP,aryl hydrocarbon receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:358]
cg15502893,LENG8,leukocyte receptor cluster member 8 [Source:HGNC Symbol;Acc:HGNC:15500]
cg15600987,CGN,cingulin [Source:HGNC Symbol;Acc:HGNC:17429]
cg15853125,TIAM1,T cell lymphoma invasion and metastasis 1 [Source:HGNC Symbol;Acc:HGNC:11805]
cg15966315,CBX2,chromobox 2 [Source:HGNC Symbol;Acc:HGNC:1552]
cg15983584,TPD52L1,tumor protein D52 like 1 [Source:HGNC Symbol;Acc:HGNC:12006]
cg16265557,ACOX3,acyl-CoA oxidase 3, pristanoyl [Source:HGNC Symbol;Acc:HGNC:121]
cg16311344,EIF2C4,NA
cg16357287,SEH1L,SEH1 like nucleoporin [Source:HGNC Symbol;Acc:HGNC:30379]
cg16423265,LSM14B,LSM family member 14B [Source:HGNC Symbol;Acc:HGNC:15887]
cg16574155,C1orf172,NA
cg16606067,RUFY1,RUN and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19760]
cg17215446,ZNF197,zinc finger protein 197 [Source:HGNC Symbol;Acc:HGNC:12988]
cg17297328,SLC25A24,solute carrier family 25 member 24 [Source:HGNC Symbol;Acc:HGNC:20662]
cg17420218,TTC32,tetratricopeptide repeat domain 32 [Source:HGNC Symbol;Acc:HGNC:32954]
cg17764507,ZDBF2,zinc finger DBF-type containing 2 [Source:HGNC Symbol;Acc:HGNC:29313]
cg17931972,NEK2,NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]
cg18580322,G2E3,G2/M-phase specific E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:20338]
cg18865832,PCDHB9,protocadherin beta 9 [Source:HGNC Symbol;Acc:HGNC:8694]
cg18891020,DPH2,DPH2 homolog [Source:HGNC Symbol;Acc:HGNC:3004]
cg19045013,MYEOV2,NA
cg19355621,EIF4G2,eukaryotic translation initiation factor 4 gamma 2 [Source:HGNC Symbol;Acc:HGNC:3297]
cg19458608,LOC729375,NA
cg19462847,TAF10,TATA-box binding protein associated factor 10 [Source:HGNC Symbol;Acc:HGNC:11543]
cg19734163,ZC3HAV1L,zinc finger CCCH-type containing, antiviral 1 like [Source:HGNC Symbol;Acc:HGNC:22423]
cg20051772,DGKA,diacylglycerol kinase alpha [Source:HGNC Symbol;Acc:HGNC:2849]
cg20091107,ATL2,atlastin GTPase 2 [Source:HGNC Symbol;Acc:HGNC:24047]
cg20255042,VCL,vinculin [Source:HGNC Symbol;Acc:HGNC:12665]
cg20335185,MSTO2P,misato family member 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:26329]
cg20447568,EPB41L2,erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]
cg20518446,AHNAK,AHNAK nucleoprotein [Source:HGNC Symbol;Acc:HGNC:347]
cg20666428,ALG10B,ALG10B, alpha-1,2-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:31088]
cg20841134,VPS54,VPS54, GARP complex subunit [Source:HGNC Symbol;Acc:HGNC:18652]
cg20850602,MED9,mediator complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:25487]
cg20947377,PTPRZ1,protein tyrosine phosphatase, receptor type Z1 [Source:HGNC Symbol;Acc:HGNC:9685]
cg20948151,LSM10,LSM10, U7 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:17562]
cg20953400,GUF1,GUF1 homolog, GTPase [Source:HGNC Symbol;Acc:HGNC:25799]
cg21009824,UTP11L,NA
cg21176629,SNHG6,small nucleolar RNA host gene 6 [Source:HGNC Symbol;Acc:HGNC:32965]
cg21700511,HSPA12B,heat shock protein family A (Hsp70) member 12B [Source:HGNC Symbol;Acc:HGNC:16193]
cg21742836,PPP4C,protein phosphatase 4 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9319]
cg21934588,DFFA,DNA fragmentation factor subunit alpha [Source:HGNC Symbol;Acc:HGNC:2772]
cg21988067,SETD7,SET domain containing lysine methyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:30412]
cg22478919,ST6GALNAC2,ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10867]
cg23713742,SPAG4,sperm associated antigen 4 [Source:HGNC Symbol;Acc:HGNC:11214]
cg23830937,OPLAH,5-oxoprolinase, ATP-hydrolysing [Source:HGNC Symbol;Acc:HGNC:8149]
cg24061122,FAM53C,family with sequence similarity 53 member C [Source:HGNC Symbol;Acc:HGNC:1336]
cg24577378,SFRS1,NA
cg25603883,SHC1,SHC adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:10840]
cg25863289,TM2D3,TM2 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24128]
