id,gene,description
cg00571292,UBE2W,ubiquitin conjugating enzyme E2 W [Source:HGNC Symbol;Acc:HGNC:25616]
cg00581731,NPAS2,neuronal PAS domain protein 2 [Source:HGNC Symbol;Acc:HGNC:7895]
cg00590081,FNDC3A,fibronectin type III domain containing 3A [Source:HGNC Symbol;Acc:HGNC:20296]
cg00598009,TUBGCP3,tubulin gamma complex associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18598]
cg00658740,NCK1,NCK adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:7664]
cg00659953,FAM173A,family with sequence similarity 173 member A [Source:HGNC Symbol;Acc:HGNC:14152]
cg00668525,CDC7,cell division cycle 7 [Source:HGNC Symbol;Acc:HGNC:1745]
cg00670698,GGCT,gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705]
cg00683654,PLEKHF1,pleckstrin homology and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20764]
cg00694371,COPS7A,COP9 signalosome subunit 7A [Source:HGNC Symbol;Acc:HGNC:16758]
cg00699235,MCRS1,microspherule protein 1 [Source:HGNC Symbol;Acc:HGNC:6960]
cg00704305,ECHDC1,ethylmalonyl-CoA decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:21489]
cg00784791,FAM86D,NA
cg00797651,CD55,CD55 molecule (Cromer blood group) [Source:HGNC Symbol;Acc:HGNC:2665]
cg00839802,MAN1A1,mannosidase alpha class 1A member 1 [Source:HGNC Symbol;Acc:HGNC:6821]
cg00906762,HLTF,helicase like transcription factor [Source:HGNC Symbol;Acc:HGNC:11099]
cg00920254,SLC29A1,solute carrier family 29 member 1 (Augustine blood group) [Source:HGNC Symbol;Acc:HGNC:11003]
cg00932688,C16orf87,chromosome 16 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:33754]
cg01015879,RDX,radixin [Source:HGNC Symbol;Acc:HGNC:9944]
cg01027411,ZNF296,zinc finger protein 296 [Source:HGNC Symbol;Acc:HGNC:15981]
cg01030476,LGALS8,galectin 8 [Source:HGNC Symbol;Acc:HGNC:6569]
cg01063178,TDRKH,tudor and KH domain containing [Source:HGNC Symbol;Acc:HGNC:11713]
cg01064902,SIRT5,sirtuin 5 [Source:HGNC Symbol;Acc:HGNC:14933]
cg01084871,KIAA1530,NA
cg01089639,JAK3,Janus kinase 3 [Source:HGNC Symbol;Acc:HGNC:6193]
cg01139861,IKZF1,IKAROS family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13176]
cg01153872,HDAC4,histone deacetylase 4 [Source:HGNC Symbol;Acc:HGNC:14063]
cg01170160,CLTA,clathrin light chain A [Source:HGNC Symbol;Acc:HGNC:2090]
cg01211097,USP10,ubiquitin specific peptidase 10 [Source:HGNC Symbol;Acc:HGNC:12608]
cg01279654,VGLL4,vestigial like family member 4 [Source:HGNC Symbol;Acc:HGNC:28966]
cg01289020,FTSJD1,NA
cg01305127,DGCR6,DiGeorge syndrome critical region gene 6 [Source:HGNC Symbol;Acc:HGNC:2846]
cg01314034,GTF2IRD1,GTF2I repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:4661]
cg01319235,ZNF7,zinc finger protein 7 [Source:HGNC Symbol;Acc:HGNC:13139]
cg01328806,HS1BP3,HCLS1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:24979]
cg01355753,SEPHS2,selenophosphate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:19686]
cg01372058,SF3B2,splicing factor 3b subunit 2 [Source:HGNC Symbol;Acc:HGNC:10769]
cg01378158,PLEKHG4,pleckstrin homology and RhoGEF domain containing G4 [Source:HGNC Symbol;Acc:HGNC:24501]
cg01387407,EML5,echinoderm microtubule associated protein like 5 [Source:HGNC Symbol;Acc:HGNC:18197]
cg01418527,FSCN1,fascin actin-bundling protein 1 [Source:HGNC Symbol;Acc:HGNC:11148]
cg01421380,UBXN1,UBX domain protein 1 [Source:HGNC Symbol;Acc:HGNC:18402]
cg01519950,ZNF322A,NA
cg01532230,PCDH7,protocadherin 7 [Source:HGNC Symbol;Acc:HGNC:8659]
cg01560399,JAG1,jagged 1 [Source:HGNC Symbol;Acc:HGNC:6188]
cg01637551,CACNA1C,calcium voltage-gated channel subunit alpha1 C [Source:HGNC Symbol;Acc:HGNC:1390]
cg01692379,RNF39,ring finger protein 39 [Source:HGNC Symbol;Acc:HGNC:18064]
cg01706566,BNIP3L,BCL2 interacting protein 3 like [Source:HGNC Symbol;Acc:HGNC:1085]
cg01773854,IGFBP6,insulin like growth factor binding protein 6 [Source:HGNC Symbol;Acc:HGNC:5475]
cg01777397,CLIP4,CAP-Gly domain containing linker protein family member 4 [Source:HGNC Symbol;Acc:HGNC:26108]
cg01779043,METT11D1,NA
cg01787884,AP1AR,adaptor related protein complex 1 associated regulatory protein [Source:HGNC Symbol;Acc:HGNC:28808]
cg01806346,MAN2B2,mannosidase alpha class 2B member 2 [Source:HGNC Symbol;Acc:HGNC:29623]
cg01820754,FERMT2,fermitin family member 2 [Source:HGNC Symbol;Acc:HGNC:15767]
cg01835489,KRT8,keratin 8 [Source:HGNC Symbol;Acc:HGNC:6446]
cg01841118,MGAT4A,mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A [Source:HGNC Symbol;Acc:HGNC:7047]
cg01891818,ICT1,NA
cg01942719,MIIP,migration and invasion inhibitory protein [Source:HGNC Symbol;Acc:HGNC:25715]
cg01948062,CADM1,cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5951]
cg01977079,PLEKHA7,pleckstrin homology domain containing A7 [Source:HGNC Symbol;Acc:HGNC:27049]
cg01981601,TOX,thymocyte selection associated high mobility group box [Source:HGNC Symbol;Acc:HGNC:18988]
cg01986123,ARL4A,ADP ribosylation factor like GTPase 4A [Source:HGNC Symbol;Acc:HGNC:695]
cg02017041,SCN1B,sodium voltage-gated channel beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:10586]
cg02027561,NCOA7,nuclear receptor coactivator 7 [Source:HGNC Symbol;Acc:HGNC:21081]
cg02055253,DCAF4,DDB1 and CUL4 associated factor 4 [Source:HGNC Symbol;Acc:HGNC:20229]
cg02063915,PVRL1,NA
cg02247430,GNPNAT1,glucosamine-phosphate N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:19980]
cg02291533,LRFN3,leucine rich repeat and fibronectin type III domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28370]
cg02329767,STARD4,StAR related lipid transfer domain containing 4 [Source:HGNC Symbol;Acc:HGNC:18058]
cg02337583,ZC3H11A,zinc finger CCCH-type containing 11A [Source:HGNC Symbol;Acc:HGNC:29093]
cg02393097,CLU,clusterin [Source:HGNC Symbol;Acc:HGNC:2095]
cg02421543,DR1,down-regulator of transcription 1 [Source:HGNC Symbol;Acc:HGNC:3017]
cg02458483,KIAA1522,KIAA1522 [Source:HGNC Symbol;Acc:HGNC:29301]
cg02470124,CYCS,cytochrome c, somatic [Source:HGNC Symbol;Acc:HGNC:19986]
cg02511172,C1orf57,NA
cg02633761,IQSEC1,IQ motif and Sec7 domain 1 [Source:HGNC Symbol;Acc:HGNC:29112]
cg02639294,ZNF48,zinc finger protein 48 [Source:HGNC Symbol;Acc:HGNC:13114]
cg02639608,GADD45A,growth arrest and DNA damage inducible alpha [Source:HGNC Symbol;Acc:HGNC:4095]
cg02654291,C9orf64,chromosome 9 open reading frame 64 [Source:HGNC Symbol;Acc:HGNC:28144]
cg02669349,DDIT4,DNA damage inducible transcript 4 [Source:HGNC Symbol;Acc:HGNC:24944]
cg02686662,PPAP2C,NA
cg02712222,SSR1,signal sequence receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:11323]
cg02809401,LTBP3,latent transforming growth factor beta binding protein 3 [Source:HGNC Symbol;Acc:HGNC:6716]
cg02914427,SPN,sialophorin [Source:HGNC Symbol;Acc:HGNC:11249]
cg02929956,DNAL1,dynein axonemal light chain 1 [Source:HGNC Symbol;Acc:HGNC:23247]
cg02945266,TOP3B,DNA topoisomerase III beta [Source:HGNC Symbol;Acc:HGNC:11993]
cg02995271,FAM83H,family with sequence similarity 83 member H [Source:HGNC Symbol;Acc:HGNC:24797]
cg02997111,CYP2S1,cytochrome P450 family 2 subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:15654]
cg03004097,PER2,period circadian regulator 2 [Source:HGNC Symbol;Acc:HGNC:8846]
cg03004599,SUSD1,sushi domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25413]
cg03016097,HOMER2,homer scaffolding protein 2 [Source:HGNC Symbol;Acc:HGNC:17513]
cg03063797,SAV1,salvador family WW domain containing protein 1 [Source:HGNC Symbol;Acc:HGNC:17795]
cg03117949,USP16,ubiquitin specific peptidase 16 [Source:HGNC Symbol;Acc:HGNC:12614]
cg03125765,GATSL3,NA
cg03131358,CCDC134,coiled-coil domain containing 134 [Source:HGNC Symbol;Acc:HGNC:26185]
cg03138970,N4BP3,NEDD4 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:29852]
cg03166286,NAA35,N(alpha)-acetyltransferase 35, NatC auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:24340]
cg03173975,MTG1,mitochondrial ribosome associated GTPase 1 [Source:HGNC Symbol;Acc:HGNC:32159]
cg03177231,TBKBP1,TBK1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:30140]
cg03195667,YPEL2,yippee like 2 [Source:HGNC Symbol;Acc:HGNC:18326]
cg03213860,PAK1,p21 (RAC1) activated kinase 1 [Source:HGNC Symbol;Acc:HGNC:8590]
cg03215005,MX1,MX dynamin like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:7532]
cg03252977,TBC1D20,TBC1 domain family member 20 [Source:HGNC Symbol;Acc:HGNC:16133]
cg03292648,EXO1,exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3511]
cg03341334,DUSP23,dual specificity phosphatase 23 [Source:HGNC Symbol;Acc:HGNC:21480]
cg03344031,MYH14,myosin heavy chain 14 [Source:HGNC Symbol;Acc:HGNC:23212]
cg03350493,RPAP1,RNA polymerase II associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24567]
cg03352907,POLR2J4,RNA polymerase II subunit J4, pseudogene [Source:HGNC Symbol;Acc:HGNC:28195]
cg03366168,C22orf9,NA
cg03387066,KCNIP3,potassium voltage-gated channel interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:15523]
cg03393105,MRPS5,mitochondrial ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:14498]
cg03414631,FAM54B,NA
cg03480346,MFSD2B,major facilitator superfamily domain containing 2B [Source:HGNC Symbol;Acc:HGNC:37207]
cg03489712,ZYX,zyxin [Source:HGNC Symbol;Acc:HGNC:13200]
cg03640568,DDX17,DEAD-box helicase 17 [Source:HGNC Symbol;Acc:HGNC:2740]
cg03743605,TOR3A,torsin family 3 member A [Source:HGNC Symbol;Acc:HGNC:11997]
cg03766516,C19orf29,NA
cg03783925,TSPAN15,tetraspanin 15 [Source:HGNC Symbol;Acc:HGNC:23298]
cg03818826,AARS,alanyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:20]
cg03835987,ELOVL6,ELOVL fatty acid elongase 6 [Source:HGNC Symbol;Acc:HGNC:15829]
cg03902093,RAB7A,RAB7A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9788]
cg03910335,TRPS1,transcriptional repressor GATA binding 1 [Source:HGNC Symbol;Acc:HGNC:12340]
cg03912887,RREB1,ras responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10449]
cg03944810,KLF7,Kruppel like factor 7 [Source:HGNC Symbol;Acc:HGNC:6350]
cg03969957,C10orf4,NA
cg03970088,FANCA,Fanconi anemia complementation group A [Source:HGNC Symbol;Acc:HGNC:3582]
cg04002885,TMEM66,NA
cg04028634,ADCY1,adenylate cyclase 1 [Source:HGNC Symbol;Acc:HGNC:232]
cg04058169,BUB3,BUB3, mitotic checkpoint protein [Source:HGNC Symbol;Acc:HGNC:1151]
cg04106641,ORC4L,NA
cg04134279,C8orf42,NA
cg04141691,ZNF200,zinc finger protein 200 [Source:HGNC Symbol;Acc:HGNC:12993]
cg04153991,PHLDB2,pleckstrin homology like domain family B member 2 [Source:HGNC Symbol;Acc:HGNC:29573]
cg04159993,DLST,dihydrolipoamide S-succinyltransferase [Source:HGNC Symbol;Acc:HGNC:2911]
cg04215968,DNPEP,aspartyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:2981]
cg04375472,ZNF84,zinc finger protein 84 [Source:HGNC Symbol;Acc:HGNC:13159]
cg04379738,POLE2,DNA polymerase epsilon 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9178]
cg04393855,GABPB2,GA binding protein transcription factor beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:28441]
cg04469686,HSD17B7,hydroxysteroid 17-beta dehydrogenase 7 [Source:HGNC Symbol;Acc:HGNC:5215]
cg04473902,PLBD1,phospholipase B domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26215]
cg04490478,HMBS,hydroxymethylbilane synthase [Source:HGNC Symbol;Acc:HGNC:4982]
cg04533088,ZNF845,zinc finger protein 845 [Source:HGNC Symbol;Acc:HGNC:25112]
cg04562491,DTX1,deltex E3 ubiquitin ligase 1 [Source:HGNC Symbol;Acc:HGNC:3060]
cg04568265,FAM46C,family with sequence similarity 46 member C [Source:HGNC Symbol;Acc:HGNC:24712]
cg04608290,PGM2L1,phosphoglucomutase 2 like 1 [Source:HGNC Symbol;Acc:HGNC:20898]
cg04704294,PDE4B,phosphodiesterase 4B [Source:HGNC Symbol;Acc:HGNC:8781]
cg04776516,SNX25,sorting nexin 25 [Source:HGNC Symbol;Acc:HGNC:21883]
cg04813719,KLC2,kinesin light chain 2 [Source:HGNC Symbol;Acc:HGNC:20716]
cg04880195,ENAH,ENAH, actin regulator [Source:HGNC Symbol;Acc:HGNC:18271]
cg04939496,PLAU,plasminogen activator, urokinase [Source:HGNC Symbol;Acc:HGNC:9052]
cg05051117,NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1 [Source:HGNC Symbol;Acc:HGNC:29923]
cg05123138,SPG20,NA
cg05131254,TNFAIP3,TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896]
cg05227667,RNF122,ring finger protein 122 [Source:HGNC Symbol;Acc:HGNC:21147]
cg05261851,SLC12A4,solute carrier family 12 member 4 [Source:HGNC Symbol;Acc:HGNC:10913]
cg05365670,LPCAT1,lysophosphatidylcholine acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:25718]
cg05428946,ZNF462,zinc finger protein 462 [Source:HGNC Symbol;Acc:HGNC:21684]
cg05447186,PANK2,pantothenate kinase 2 [Source:HGNC Symbol;Acc:HGNC:15894]
cg05483406,ZNF34,zinc finger protein 34 [Source:HGNC Symbol;Acc:HGNC:13098]
cg05500549,SUCLG1,succinate-CoA ligase alpha subunit [Source:HGNC Symbol;Acc:HGNC:11449]
cg05560697,GNPDA1,glucosamine-6-phosphate deaminase 1 [Source:HGNC Symbol;Acc:HGNC:4417]
cg05599550,ABCC3,ATP binding cassette subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:54]
cg05611719,MRPL38,mitochondrial ribosomal protein L38 [Source:HGNC Symbol;Acc:HGNC:14033]
cg05615763,FNIP2,folliculin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29280]
cg05691004,SPATS2L,spermatogenesis associated serine rich 2 like [Source:HGNC Symbol;Acc:HGNC:24574]
cg05702052,C10orf88,chromosome 10 open reading frame 88 [Source:HGNC Symbol;Acc:HGNC:25822]
cg05756257,SULF2,sulfatase 2 [Source:HGNC Symbol;Acc:HGNC:20392]
cg05832487,C16orf59,NA
cg05898907,CLDND1,claudin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1322]
cg05913672,TNPO2,transportin 2 [Source:HGNC Symbol;Acc:HGNC:19998]
cg06083669,ITPA,inosine triphosphatase [Source:HGNC Symbol;Acc:HGNC:6176]
cg06120425,ACVR2A,activin A receptor type 2A [Source:HGNC Symbol;Acc:HGNC:173]
cg06153298,FAM38A,NA
cg06154544,METRN,meteorin, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:14151]
cg06159340,CTF1,cardiotrophin 1 [Source:HGNC Symbol;Acc:HGNC:2499]
cg06215035,TIA1,TIA1 cytotoxic granule associated RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11802]
cg06292898,TCP11L1,t-complex 11 like 1 [Source:HGNC Symbol;Acc:HGNC:25655]
cg06326853,RHOG,ras homolog family member G [Source:HGNC Symbol;Acc:HGNC:672]
cg06424894,SORD,sorbitol dehydrogenase [Source:HGNC Symbol;Acc:HGNC:11184]
cg06610259,MLXIP,MLX interacting protein [Source:HGNC Symbol;Acc:HGNC:17055]
cg06616057,G0S2,G0/G1 switch 2 [Source:HGNC Symbol;Acc:HGNC:30229]
cg06622725,PEX16,peroxisomal biogenesis factor 16 [Source:HGNC Symbol;Acc:HGNC:8857]
cg06697600,GRPEL1,GrpE like 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:19696]
cg06751802,CAPN5,calpain 5 [Source:HGNC Symbol;Acc:HGNC:1482]
cg06761584,FLNC,filamin C [Source:HGNC Symbol;Acc:HGNC:3756]
cg06777522,PLSCR4,phospholipid scramblase 4 [Source:HGNC Symbol;Acc:HGNC:16497]
cg06876479,MIA3,MIA family member 3, ER export factor [Source:HGNC Symbol;Acc:HGNC:24008]
cg06967118,FOXO3,forkhead box O3 [Source:HGNC Symbol;Acc:HGNC:3821]
cg07013258,BCL7C,BCL tumor suppressor 7C [Source:HGNC Symbol;Acc:HGNC:1006]
cg07080372,SLC25A22,solute carrier family 25 member 22 [Source:HGNC Symbol;Acc:HGNC:19954]
cg07173100,RNASEH1,ribonuclease H1 [Source:HGNC Symbol;Acc:HGNC:18466]
cg07197059,EFS,embryonal Fyn-associated substrate [Source:HGNC Symbol;Acc:HGNC:16898]
cg07209624,PRPF18,pre-mRNA processing factor 18 [Source:HGNC Symbol;Acc:HGNC:17351]
cg07224215,SPC25,SPC25, NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:24031]
cg07233159,LOX,lysyl oxidase [Source:HGNC Symbol;Acc:HGNC:6664]
cg07243700,RTCD1,NA
cg07332330,MYO1C,myosin IC [Source:HGNC Symbol;Acc:HGNC:7597]
cg07428648,MLL,NA
cg07462670,RPL30,ribosomal protein L30 [Source:HGNC Symbol;Acc:HGNC:10333]
cg07499546,SMAP2,small ArfGAP2 [Source:HGNC Symbol;Acc:HGNC:25082]
cg07575680,DKFZp761E198,NA
cg07611000,EHBP1L1,EH domain binding protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:30682]
cg07638098,ASCC2,activating signal cointegrator 1 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24103]
cg07663732,TMEM91,transmembrane protein 91 [Source:HGNC Symbol;Acc:HGNC:32393]
cg07851808,NR2C2,nuclear receptor subfamily 2 group C member 2 [Source:HGNC Symbol;Acc:HGNC:7972]
cg07881228,PLEKHA8,pleckstrin homology domain containing A8 [Source:HGNC Symbol;Acc:HGNC:30037]
cg07883622,C12orf61,NA
cg07883823,SLC22A3,solute carrier family 22 member 3 [Source:HGNC Symbol;Acc:HGNC:10967]
cg08037817,TALDO1,transaldolase 1 [Source:HGNC Symbol;Acc:HGNC:11559]
cg08047426,ZNF440,zinc finger protein 440 [Source:HGNC Symbol;Acc:HGNC:20874]
cg08102256,GRASP,general receptor for phosphoinositides 1 associated scaffold protein [Source:HGNC Symbol;Acc:HGNC:18707]
cg08135278,TMEM63A,transmembrane protein 63A [Source:HGNC Symbol;Acc:HGNC:29118]
cg08151731,FBN1,fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603]
cg08162224,OPN3,opsin 3 [Source:HGNC Symbol;Acc:HGNC:14007]
cg08382737,LIN7B,lin-7 homolog B, crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:17788]
cg08535148,RBPJ,recombination signal binding protein for immunoglobulin kappa J region [Source:HGNC Symbol;Acc:HGNC:5724]
cg08541895,NR2C2AP,nuclear receptor 2C2 associated protein [Source:HGNC Symbol;Acc:HGNC:30763]
cg08612140,NPM3,nucleophosmin/nucleoplasmin 3 [Source:HGNC Symbol;Acc:HGNC:7931]
cg08728297,FCHSD2,FCH and double SH3 domains 2 [Source:HGNC Symbol;Acc:HGNC:29114]
cg08848324,SP3,Sp3 transcription factor [Source:HGNC Symbol;Acc:HGNC:11208]
cg08926982,KIF1B,kinesin family member 1B [Source:HGNC Symbol;Acc:HGNC:16636]
cg08957018,NDUFA6,NADH:ubiquinone oxidoreductase subunit A6 [Source:HGNC Symbol;Acc:HGNC:7690]
cg08979352,TSPAN5,tetraspanin 5 [Source:HGNC Symbol;Acc:HGNC:17753]
cg09009410,NRP1,neuropilin 1 [Source:HGNC Symbol;Acc:HGNC:8004]
cg09041527,FDFT1,farnesyl-diphosphate farnesyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3629]
cg09056501,RNFT1,ring finger protein, transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:30206]
cg09063262,TMEM126A,transmembrane protein 126A [Source:HGNC Symbol;Acc:HGNC:25382]
cg09178384,SH3RF1,SH3 domain containing ring finger 1 [Source:HGNC Symbol;Acc:HGNC:17650]
cg09292875,LRP10,LDL receptor related protein 10 [Source:HGNC Symbol;Acc:HGNC:14553]
cg09339476,ACCS,1-aminocyclopropane-1-carboxylate synthase homolog (inactive) [Source:HGNC Symbol;Acc:HGNC:23989]
cg09376238,ATG2B,autophagy related 2B [Source:HGNC Symbol;Acc:HGNC:20187]
cg09397375,ZNF672,zinc finger protein 672 [Source:HGNC Symbol;Acc:HGNC:26179]
cg09463466,LINGO1,leucine rich repeat and Ig domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21205]
cg09498106,UPF1,UPF1, RNA helicase and ATPase [Source:HGNC Symbol;Acc:HGNC:9962]
cg09528747,HNRPLL,NA
cg09547034,ANXA4,annexin A4 [Source:HGNC Symbol;Acc:HGNC:542]
cg09765964,NUDT7,nudix hydrolase 7 [Source:HGNC Symbol;Acc:HGNC:8054]
cg09879797,WSB2,WD repeat and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:19222]
cg09892390,ARHGAP21,Rho GTPase activating protein 21 [Source:HGNC Symbol;Acc:HGNC:23725]
cg09920215,PWP2,PWP2, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:9711]
cg09935994,ARL4C,ADP ribosylation factor like GTPase 4C [Source:HGNC Symbol;Acc:HGNC:698]
cg09988663,CDKN3,cyclin dependent kinase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:1791]
cg10069121,S100A11,S100 calcium binding protein A11 [Source:HGNC Symbol;Acc:HGNC:10488]
cg10133630,RNF141,ring finger protein 141 [Source:HGNC Symbol;Acc:HGNC:21159]
cg10172107,SKIL,SKI like proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10897]
cg10211861,FGGY,FGGY carbohydrate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:25610]
cg10239186,SFT2D1,SFT2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21102]
cg10301212,TAF5,TATA-box binding protein associated factor 5 [Source:HGNC Symbol;Acc:HGNC:11539]
cg10376598,LPAR2,lysophosphatidic acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:3168]
cg10430205,GTF2B,general transcription factor IIB [Source:HGNC Symbol;Acc:HGNC:4648]
cg10519840,C6orf145,NA
cg10589385,SETDB1,SET domain bifurcated 1 [Source:HGNC Symbol;Acc:HGNC:10761]
cg10607899,USP6NL,USP6 N-terminal like [Source:HGNC Symbol;Acc:HGNC:16858]
cg10662871,MYH9,myosin heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:7579]
cg10680051,ROBO3,roundabout guidance receptor 3 [Source:HGNC Symbol;Acc:HGNC:13433]
cg10822593,SFRS12,NA
cg10933774,STARD10,StAR related lipid transfer domain containing 10 [Source:HGNC Symbol;Acc:HGNC:10666]
cg11022985,AZI2,5-azacytidine induced 2 [Source:HGNC Symbol;Acc:HGNC:24002]
cg11080430,ZNF624,zinc finger protein 624 [Source:HGNC Symbol;Acc:HGNC:29254]
cg11118778,PAWR,pro-apoptotic WT1 regulator [Source:HGNC Symbol;Acc:HGNC:8614]
cg11154542,CTSL1,NA
cg11354057,SLC36A4,solute carrier family 36 member 4 [Source:HGNC Symbol;Acc:HGNC:19660]
cg11404039,PLRG1,pleiotropic regulator 1 [Source:HGNC Symbol;Acc:HGNC:9089]
cg11528995,IGSF3,immunoglobulin superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:5950]
cg11644596,LRRC3,leucine rich repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:14965]
cg11660018,PRSS23,serine protease 23 [Source:HGNC Symbol;Acc:HGNC:14370]
cg11665745,PSME4,proteasome activator subunit 4 [Source:HGNC Symbol;Acc:HGNC:20635]
cg11693581,KIAA1598,NA
