id,gene,description
cg01177854,ESRP2,epithelial splicing regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:26152]
cg01187496,WWC1,WW and C2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29435]
cg01267941,SHMT2,serine hydroxymethyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10852]
cg01442481,RALY,RALY heterogeneous nuclear ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15921]
cg01520924,HSPA2,heat shock protein family A (Hsp70) member 2 [Source:HGNC Symbol;Acc:HGNC:5235]
cg01587190,ERCC2,ERCC excision repair 2, TFIIH core complex helicase subunit [Source:HGNC Symbol;Acc:HGNC:3434]
cg01587771,LYPLA2,lysophospholipase II [Source:HGNC Symbol;Acc:HGNC:6738]
cg01641778,BRD2,bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]
cg01746514,LRRC16B,NA
cg01782826,RCSD1,RCSD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28310]
cg01784819,MAFK,MAF bZIP transcription factor K [Source:HGNC Symbol;Acc:HGNC:6782]
cg02003159,BTBD11,BTB domain containing 11 [Source:HGNC Symbol;Acc:HGNC:23844]
cg02034720,FBXO4,F-box protein 4 [Source:HGNC Symbol;Acc:HGNC:13583]
cg02098413,HACE1,HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21033]
cg02122610,GRAMD4,GRAM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:29113]
cg02134660,FAM83B,family with sequence similarity 83 member B [Source:HGNC Symbol;Acc:HGNC:21357]
cg02291204,CDC42BPA,CDC42 binding protein kinase alpha [Source:HGNC Symbol;Acc:HGNC:1737]
cg02310882,ZFHX3,zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:777]
cg02322140,USP7,ubiquitin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:12630]
cg02411974,FAR1,fatty acyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:26222]
cg02418535,NIT2,nitrilase family member 2 [Source:HGNC Symbol;Acc:HGNC:29878]
cg02445972,CLDN7,claudin 7 [Source:HGNC Symbol;Acc:HGNC:2049]
cg02446081,FAM54A,NA
cg02475416,RING1,ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:10018]
cg02508656,EEFSEC,eukaryotic elongation factor, selenocysteine-tRNA specific [Source:HGNC Symbol;Acc:HGNC:24614]
cg02588309,TTC33,tetratricopeptide repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:29959]
cg02659117,KIAA0232,KIAA0232 [Source:HGNC Symbol;Acc:HGNC:28992]
cg02716776,S1PR4,sphingosine-1-phosphate receptor 4 [Source:HGNC Symbol;Acc:HGNC:3170]
cg02729352,ZNF432,zinc finger protein 432 [Source:HGNC Symbol;Acc:HGNC:20810]
cg02756107,TRIM4,tripartite motif containing 4 [Source:HGNC Symbol;Acc:HGNC:16275]
cg02756845,MAPK8IP2,mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]
cg02801598,PDP2,pyruvate dehyrogenase phosphatase catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:30263]
cg02821500,CHIC2,cysteine rich hydrophobic domain 2 [Source:HGNC Symbol;Acc:HGNC:1935]
cg02875130,REXO1,RNA exonuclease 1 homolog [Source:HGNC Symbol;Acc:HGNC:24616]
cg02921350,ZFP36L1,ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107]
cg02945740,PSMC3IP,PSMC3 interacting protein [Source:HGNC Symbol;Acc:HGNC:17928]
cg02992647,DDX52,DExD-box helicase 52 [Source:HGNC Symbol;Acc:HGNC:20038]
cg02999755,DCUN1D5,defective in cullin neddylation 1 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28409]
cg03008269,BTBD10,BTB domain containing 10 [Source:HGNC Symbol;Acc:HGNC:21445]
cg03077453,ZNF528,zinc finger protein 528 [Source:HGNC Symbol;Acc:HGNC:29384]
cg03100752,ASNA1,arsA arsenite transporter, ATP-binding, homolog 1 (bacterial) [Source:HGNC Symbol;Acc:HGNC:752]
cg03209642,FES,FES proto-oncogene, tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3657]
cg03275130,B3GAT3,beta-1,3-glucuronyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:923]
cg03329160,CCDC124,coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171]
cg03352181,HSPA12A,heat shock protein family A (Hsp70) member 12A [Source:HGNC Symbol;Acc:HGNC:19022]
cg03356087,SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918]
cg03517147,C1orf53,chromosome 1 open reading frame 53 [Source:HGNC Symbol;Acc:HGNC:30003]
cg03522615,KIAA0831,NA
cg03817671,EFEMP1,EGF containing fibulin extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3218]
cg03919779,UBB,ubiquitin B [Source:HGNC Symbol;Acc:HGNC:12463]
cg04455646,IRAK2,interleukin 1 receptor associated kinase 2 [Source:HGNC Symbol;Acc:HGNC:6113]
cg04570827,ZC3H13,zinc finger CCCH-type containing 13 [Source:HGNC Symbol;Acc:HGNC:20368]
cg04571130,COPG,NA
cg04617914,FOXP4,forkhead box P4 [Source:HGNC Symbol;Acc:HGNC:20842]
cg04652441,DIS3L,DIS3 like exosome 3'-5' exoribonuclease [Source:HGNC Symbol;Acc:HGNC:28698]
cg04935041,CAMKK1,calcium/calmodulin dependent protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:1469]
cg05065583,CLK1,CDC like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2068]
cg05130304,C3orf23,NA
cg05292478,SMURF1,SMAD specific E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:16807]
cg05638287,KCNK1,potassium two pore domain channel subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:6272]
cg05657805,ZNF642,NA
cg05729093,IL4R,interleukin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6015]
cg05789005,PIGZ,phosphatidylinositol glycan anchor biosynthesis class Z [Source:HGNC Symbol;Acc:HGNC:30596]
cg06030229,MIB1,mindbomb E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21086]
cg06047828,JARID2,jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196]
cg06090421,PPM1D,protein phosphatase, Mg2+/Mn2+ dependent 1D [Source:HGNC Symbol;Acc:HGNC:9277]
cg06672120,IRF8,interferon regulatory factor 8 [Source:HGNC Symbol;Acc:HGNC:5358]
cg06761203,MARCH9,membrane associated ring-CH-type finger 9 [Source:HGNC Symbol;Acc:HGNC:25139]
cg06790825,ZDHHC17,zinc finger DHHC-type containing 17 [Source:HGNC Symbol;Acc:HGNC:18412]
cg06884262,KHSRP,KH-type splicing regulatory protein [Source:HGNC Symbol;Acc:HGNC:6316]
cg06911238,FAAH,fatty acid amide hydrolase [Source:HGNC Symbol;Acc:HGNC:3553]
cg06932256,GSTM4,glutathione S-transferase mu 4 [Source:HGNC Symbol;Acc:HGNC:4636]
cg07003632,EML1,echinoderm microtubule associated protein like 1 [Source:HGNC Symbol;Acc:HGNC:3330]
cg07066755,CBS,cystathionine-beta-synthase [Source:HGNC Symbol;Acc:HGNC:1550]
cg07170183,TRAF6,TNF receptor associated factor 6 [Source:HGNC Symbol;Acc:HGNC:12036]
cg07175301,IGSF9,immunoglobulin superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:18132]
cg07180603,SMG7,SMG7, nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:16792]
cg07283011,RYK,receptor-like tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:10481]
cg07332178,BLVRA,biliverdin reductase A [Source:HGNC Symbol;Acc:HGNC:1062]
cg07361180,RALGPS2,Ral GEF with PH domain and SH3 binding motif 2 [Source:HGNC Symbol;Acc:HGNC:30279]
cg07437286,SF1,splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:12950]
cg07484485,MXRA7,matrix remodeling associated 7 [Source:HGNC Symbol;Acc:HGNC:7541]
cg07576541,SNAPIN,SNAP associated protein [Source:HGNC Symbol;Acc:HGNC:17145]
cg07713293,SERPINB9,serpin family B member 9 [Source:HGNC Symbol;Acc:HGNC:8955]
cg07835814,CBFA2T2,CBFA2/RUNX1 translocation partner 2 [Source:HGNC Symbol;Acc:HGNC:1536]
cg07837516,DNAL4,dynein axonemal light chain 4 [Source:HGNC Symbol;Acc:HGNC:2955]
cg07870378,FAM100A,NA
cg07962051,TNKS,tankyrase [Source:HGNC Symbol;Acc:HGNC:11941]
cg07967677,TSTD1,thiosulfate sulfurtransferase like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:35410]
cg08159594,NAPEPLD,N-acyl phosphatidylethanolamine phospholipase D [Source:HGNC Symbol;Acc:HGNC:21683]
cg08309135,RBM28,RNA binding motif protein 28 [Source:HGNC Symbol;Acc:HGNC:21863]
cg08506260,MIAT,myocardial infarction associated transcript (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:33425]
cg08638928,GPR155,G protein-coupled receptor 155 [Source:HGNC Symbol;Acc:HGNC:22951]
cg08695062,SNX18,sorting nexin 18 [Source:HGNC Symbol;Acc:HGNC:19245]
cg08933227,ELOVL4,ELOVL fatty acid elongase 4 [Source:HGNC Symbol;Acc:HGNC:14415]
cg08987251,GOT2,glutamic-oxaloacetic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4433]
cg09029571,YBX1,Y-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8014]
cg09095562,GTF3C5,general transcription factor IIIC subunit 5 [Source:HGNC Symbol;Acc:HGNC:4668]
cg09140851,SH2D4A,SH2 domain containing 4A [Source:HGNC Symbol;Acc:HGNC:26102]
cg09440298,KCNJ2,potassium voltage-gated channel subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:6263]
cg09504571,MRPL28,mitochondrial ribosomal protein L28 [Source:HGNC Symbol;Acc:HGNC:14484]
cg09512236,KCNMA1,potassium calcium-activated channel subfamily M alpha 1 [Source:HGNC Symbol;Acc:HGNC:6284]
cg09814151,TSC22D1,TSC22 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:16826]
cg09980195,PPM1A,protein phosphatase, Mg2+/Mn2+ dependent 1A [Source:HGNC Symbol;Acc:HGNC:9275]
cg09982069,XPO4,exportin 4 [Source:HGNC Symbol;Acc:HGNC:17796]
cg10022155,EXPH5,exophilin 5 [Source:HGNC Symbol;Acc:HGNC:30578]
cg10114359,RAB3IP,RAB3A interacting protein [Source:HGNC Symbol;Acc:HGNC:16508]
cg10495758,DYNC1LI2,dynein cytoplasmic 1 light intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2966]
cg10607745,CAMTA1,calmodulin binding transcription activator 1 [Source:HGNC Symbol;Acc:HGNC:18806]
cg10935138,WBP2,WW domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12738]
cg11146884,CRY1,cryptochrome circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:2384]
cg11245806,LAPTM4A,lysosomal protein transmembrane 4 alpha [Source:HGNC Symbol;Acc:HGNC:6924]
cg11427928,LRPPRC,leucine rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714]
cg11512258,SEC24A,SEC24 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10703]
cg11931667,C12orf34,NA
cg12108912,TMEM177,transmembrane protein 177 [Source:HGNC Symbol;Acc:HGNC:28143]
cg12138346,CASP9,caspase 9 [Source:HGNC Symbol;Acc:HGNC:1511]
cg12138483,CLPP,caseinolytic mitochondrial matrix peptidase proteolytic subunit [Source:HGNC Symbol;Acc:HGNC:2084]
cg12151656,TTLL3,tubulin tyrosine ligase like 3 [Source:HGNC Symbol;Acc:HGNC:24483]
cg12168153,SAPS1,NA
cg12344247,FAM120B,family with sequence similarity 120B [Source:HGNC Symbol;Acc:HGNC:21109]
cg12850379,TCEA1,transcription elongation factor A1 [Source:HGNC Symbol;Acc:HGNC:11612]
cg12876594,NPR2,natriuretic peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:7944]
cg13076718,ZNF77,zinc finger protein 77 [Source:HGNC Symbol;Acc:HGNC:13150]
cg13150344,CHKA,choline kinase alpha [Source:HGNC Symbol;Acc:HGNC:1937]
cg13312702,FOXK1,forkhead box K1 [Source:HGNC Symbol;Acc:HGNC:23480]
cg13382694,ZNF652,zinc finger protein 652 [Source:HGNC Symbol;Acc:HGNC:29147]
cg13709639,TUBA1B,tubulin alpha 1b [Source:HGNC Symbol;Acc:HGNC:18809]
cg13792581,TOMM34,translocase of outer mitochondrial membrane 34 [Source:HGNC Symbol;Acc:HGNC:15746]
cg14502172,NET1,neuroepithelial cell transforming 1 [Source:HGNC Symbol;Acc:HGNC:14592]
cg14523131,INPP5E,inositol polyphosphate-5-phosphatase E [Source:HGNC Symbol;Acc:HGNC:21474]
cg14530801,STX18,syntaxin 18 [Source:HGNC Symbol;Acc:HGNC:15942]
cg14630722,TMOD1,tropomodulin 1 [Source:HGNC Symbol;Acc:HGNC:11871]
cg14951955,ATG5,autophagy related 5 [Source:HGNC Symbol;Acc:HGNC:589]
cg15010352,MAST1,microtubule associated serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:19034]
cg15486184,MUC20,mucin 20, cell surface associated [Source:HGNC Symbol;Acc:HGNC:23282]
cg15528052,LAMC1,laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492]
cg15571376,CTSC,cathepsin C [Source:HGNC Symbol;Acc:HGNC:2528]
cg15871229,CCDC109A,NA
cg15926342,SH3PXD2B,SH3 and PX domains 2B [Source:HGNC Symbol;Acc:HGNC:29242]
cg17469356,TUSC2,tumor suppressor candidate 2 [Source:HGNC Symbol;Acc:HGNC:17034]
cg17682309,STX7,syntaxin 7 [Source:HGNC Symbol;Acc:HGNC:11442]
cg17777034,AKAP8,A-kinase anchoring protein 8 [Source:HGNC Symbol;Acc:HGNC:378]
cg17907056,MTPAP,mitochondrial poly(A) polymerase [Source:HGNC Symbol;Acc:HGNC:25532]
cg18233311,ZCCHC10,zinc finger CCHC-type containing 10 [Source:HGNC Symbol;Acc:HGNC:25954]
cg18455249,CEP135,centrosomal protein 135 [Source:HGNC Symbol;Acc:HGNC:29086]
cg19040483,DLC1,DLC1 Rho GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:2897]
cg19241168,FBXL2,F-box and leucine rich repeat protein 2 [Source:HGNC Symbol;Acc:HGNC:13598]
cg19255853,LOC93622,NA
cg19443920,ACLY,ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115]
cg19538885,PRKCE,protein kinase C epsilon [Source:HGNC Symbol;Acc:HGNC:9401]
cg19643344,LYST,lysosomal trafficking regulator [Source:HGNC Symbol;Acc:HGNC:1968]
cg19948974,SS18,SS18, nBAF chromatin remodeling complex subunit [Source:HGNC Symbol;Acc:HGNC:11340]
cg20441175,DNAJC9,DnaJ heat shock protein family (Hsp40) member C9 [Source:HGNC Symbol;Acc:HGNC:19123]
cg20716209,STAT3,signal transducer and activator of transcription 3 [Source:HGNC Symbol;Acc:HGNC:11364]
cg20870885,TFCP2L1,transcription factor CP2 like 1 [Source:HGNC Symbol;Acc:HGNC:17925]
cg21038957,SMOX,spermine oxidase [Source:HGNC Symbol;Acc:HGNC:15862]
cg21798544,AP2A2,adaptor related protein complex 2 alpha 2 subunit [Source:HGNC Symbol;Acc:HGNC:562]
cg21818252,SEC24B,SEC24 homolog B, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10704]
cg22123387,CLDN4,claudin 4 [Source:HGNC Symbol;Acc:HGNC:2046]
cg22283488,ATP5A1,NA
cg22682373,KIAA0528,NA
cg22687382,AP3D1,adaptor related protein complex 3 delta 1 subunit [Source:HGNC Symbol;Acc:HGNC:568]
cg22817718,ISY1,ISY1 splicing factor homolog [Source:HGNC Symbol;Acc:HGNC:29201]
cg22828900,NTN4,netrin 4 [Source:HGNC Symbol;Acc:HGNC:13658]
cg22964598,SLC39A13,solute carrier family 39 member 13 [Source:HGNC Symbol;Acc:HGNC:20859]
cg23670203,STK38,serine/threonine kinase 38 [Source:HGNC Symbol;Acc:HGNC:17847]
cg23858558,SDC2,syndecan 2 [Source:HGNC Symbol;Acc:HGNC:10659]
cg24935900,RAB11FIP5,RAB11 family interacting protein 5 [Source:HGNC Symbol;Acc:HGNC:24845]
cg25939543,MRPL20,mitochondrial ribosomal protein L20 [Source:HGNC Symbol;Acc:HGNC:14478]
cg26254393,CTNNBL1,catenin beta like 1 [Source:HGNC Symbol;Acc:HGNC:15879]
cg26263477,ABCA7,ATP binding cassette subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:37]
