id,gene,description
cg00421624,SLC27A3,solute carrier family 27 member 3 [Source:HGNC Symbol;Acc:HGNC:10997]
cg00429477,ZNF384,zinc finger protein 384 [Source:HGNC Symbol;Acc:HGNC:11955]
cg00442931,OPA1,OPA1, mitochondrial dynamin like GTPase [Source:HGNC Symbol;Acc:HGNC:8140]
cg00467326,TIMM13,translocase of inner mitochondrial membrane 13 [Source:HGNC Symbol;Acc:HGNC:11816]
cg00474696,MRPL44,mitochondrial ribosomal protein L44 [Source:HGNC Symbol;Acc:HGNC:16650]
cg00503704,ZNF302,zinc finger protein 302 [Source:HGNC Symbol;Acc:HGNC:13848]
cg00519002,MT1E,metallothionein 1E [Source:HGNC Symbol;Acc:HGNC:7397]
cg00521255,HBEGF,heparin binding EGF like growth factor [Source:HGNC Symbol;Acc:HGNC:3059]
cg00521598,MYCBP,MYC binding protein [Source:HGNC Symbol;Acc:HGNC:7554]
cg00554948,DAZAP2,DAZ associated protein 2 [Source:HGNC Symbol;Acc:HGNC:2684]
cg00566492,JOSD1,Josephin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28953]
cg00592510,HIC1,HIC ZBTB transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:4909]
cg00610000,VRK2,vaccinia related kinase 2 [Source:HGNC Symbol;Acc:HGNC:12719]
cg00635944,C16orf53,NA
cg00647262,C6orf35,NA
cg00664023,ALG14,ALG14, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:28287]
cg00726147,TWISTNB,TWIST neighbor [Source:HGNC Symbol;Acc:HGNC:18027]
cg00731749,ITGA7,integrin subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:6143]
cg00774100,MICB,MHC class I polypeptide-related sequence B [Source:HGNC Symbol;Acc:HGNC:7091]
cg00871706,KIAA1549,KIAA1549 [Source:HGNC Symbol;Acc:HGNC:22219]
cg00876678,RNPS1,RNA binding protein with serine rich domain 1 [Source:HGNC Symbol;Acc:HGNC:10080]
cg00902741,KCNJ14,potassium voltage-gated channel subfamily J member 14 [Source:HGNC Symbol;Acc:HGNC:6260]
cg01014287,FUBP1,far upstream element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4004]
cg01119680,PMM1,phosphomannomutase 1 [Source:HGNC Symbol;Acc:HGNC:9114]
cg01211109,RABEPK,Rab9 effector protein with kelch motifs [Source:HGNC Symbol;Acc:HGNC:16896]
cg01239651,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8979]
cg01241986,YY1,YY1 transcription factor [Source:HGNC Symbol;Acc:HGNC:12856]
cg01266287,RRAD,RRAD, Ras related glycolysis inhibitor and calcium channel regulator [Source:HGNC Symbol;Acc:HGNC:10446]
cg01280609,BID,BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050]
cg01305745,VKORC1,vitamin K epoxide reductase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:23663]
cg01324115,DEDD2,death effector domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24450]
cg01341487,BIK,BCL2 interacting killer [Source:HGNC Symbol;Acc:HGNC:1051]
cg01353524,HEXIM2,hexamethylene bisacetamide inducible 2 [Source:HGNC Symbol;Acc:HGNC:28591]
cg01438892,REL,REL proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9954]
cg01444643,PCSK9,proprotein convertase subtilisin/kexin type 9 [Source:HGNC Symbol;Acc:HGNC:20001]
cg01474720,FST,follistatin [Source:HGNC Symbol;Acc:HGNC:3971]
cg01482407,MAN2A2,mannosidase alpha class 2A member 2 [Source:HGNC Symbol;Acc:HGNC:6825]
cg01542719,DHX36,DEAH-box helicase 36 [Source:HGNC Symbol;Acc:HGNC:14410]
cg01570589,PLEKHO1,pleckstrin homology domain containing O1 [Source:HGNC Symbol;Acc:HGNC:24310]
cg01574694,NDRG2,NDRG family member 2 [Source:HGNC Symbol;Acc:HGNC:14460]
cg01606324,PHF13,PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]
cg01607849,TPI1,triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:12009]
cg01620248,ZBTB42,zinc finger and BTB domain containing 42 [Source:HGNC Symbol;Acc:HGNC:32550]
cg01629435,DGUOK,deoxyguanosine kinase [Source:HGNC Symbol;Acc:HGNC:2858]
cg01682615,ADD1,adducin 1 [Source:HGNC Symbol;Acc:HGNC:243]
cg01697163,SH3BP1,SH3 domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10824]
cg01715842,ZDHHC7,zinc finger DHHC-type containing 7 [Source:HGNC Symbol;Acc:HGNC:18459]
cg01717376,TTLL4,tubulin tyrosine ligase like 4 [Source:HGNC Symbol;Acc:HGNC:28976]
cg01724041,CREB1,cAMP responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2345]
cg01733438,SEPT9,septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]
cg01784928,TMEM63C,transmembrane protein 63C [Source:HGNC Symbol;Acc:HGNC:23787]
cg01791648,SENP7,SUMO1/sentrin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:30402]
cg01798443,RPSA,ribosomal protein SA [Source:HGNC Symbol;Acc:HGNC:6502]
cg01871907,GNG7,G protein subunit gamma 7 [Source:HGNC Symbol;Acc:HGNC:4410]
cg01890417,ZNF644,zinc finger protein 644 [Source:HGNC Symbol;Acc:HGNC:29222]
cg01905102,PPPDE1,NA
cg01972009,PITPNM1,phosphatidylinositol transfer protein membrane associated 1 [Source:HGNC Symbol;Acc:HGNC:9003]
cg01978669,CC2D1B,coiled-coil and C2 domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29386]
cg01999046,TRAF2,TNF receptor associated factor 2 [Source:HGNC Symbol;Acc:HGNC:12032]
cg02169113,HNRNPF,heterogeneous nuclear ribonucleoprotein F [Source:HGNC Symbol;Acc:HGNC:5039]
cg02214414,FLYWCH1,FLYWCH-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:25404]
cg02267488,DCK,deoxycytidine kinase [Source:HGNC Symbol;Acc:HGNC:2704]
cg02277710,AHDC1,AT-hook DNA binding motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25230]
cg02301209,SOX4,SRY-box 4 [Source:HGNC Symbol;Acc:HGNC:11200]
cg02330214,PRDM2,PR/SET domain 2 [Source:HGNC Symbol;Acc:HGNC:9347]
cg02364038,PTBP1,polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9583]
cg02407048,PION,NA
cg02483271,GLI3,GLI family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:4319]
cg02486855,SMAD3,SMAD family member 3 [Source:HGNC Symbol;Acc:HGNC:6769]
cg02537587,PARP11,poly(ADP-ribose) polymerase family member 11 [Source:HGNC Symbol;Acc:HGNC:1186]
cg02539714,RHOF,ras homolog family member F, filopodia associated [Source:HGNC Symbol;Acc:HGNC:15703]
cg02549555,LRCH3,leucine rich repeats and calponin homology domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28637]
cg02553054,SMARCD1,SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:HGNC Symbol;Acc:HGNC:11106]
cg02562109,TMEM170B,transmembrane protein 170B [Source:HGNC Symbol;Acc:HGNC:34244]
cg02570977,ZNF696,zinc finger protein 696 [Source:HGNC Symbol;Acc:HGNC:25872]
cg02574526,GATA2,GATA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4171]
cg02578740,PAOX,polyamine oxidase [Source:HGNC Symbol;Acc:HGNC:20837]
cg02592615,HIVEP1,human immunodeficiency virus type I enhancer binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4920]
cg02596175,PRKAG2,protein kinase AMP-activated non-catalytic subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:9386]
cg02623413,ALG6,ALG6, alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23157]
cg02625929,HLX,H2.0 like homeobox [Source:HGNC Symbol;Acc:HGNC:4978]
cg02653521,GPC1,glypican 1 [Source:HGNC Symbol;Acc:HGNC:4449]
cg02694863,ZBTB39,zinc finger and BTB domain containing 39 [Source:HGNC Symbol;Acc:HGNC:29014]
cg02722214,INPP5F,inositol polyphosphate-5-phosphatase F [Source:HGNC Symbol;Acc:HGNC:17054]
cg02798066,LRIG1,leucine rich repeats and immunoglobulin like domains 1 [Source:HGNC Symbol;Acc:HGNC:17360]
cg02799643,CAV2,caveolin 2 [Source:HGNC Symbol;Acc:HGNC:1528]
cg02837456,AMOTL1,angiomotin like 1 [Source:HGNC Symbol;Acc:HGNC:17811]
cg02839123,FAM83F,family with sequence similarity 83 member F [Source:HGNC Symbol;Acc:HGNC:25148]
cg02880877,HDDC2,HD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21078]
cg02886541,SIP1,NA
cg02951971,SOS2,SOS Ras/Rho guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:11188]
cg02962602,CCDC57,coiled-coil domain containing 57 [Source:HGNC Symbol;Acc:HGNC:27564]
cg03001504,RRBP1,ribosome binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10448]
cg03003858,MYC,MYC proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7553]
cg03032443,MLLT1,MLLT1, super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7134]
cg03076246,EDC4,enhancer of mRNA decapping 4 [Source:HGNC Symbol;Acc:HGNC:17157]
cg03140827,MAN1A2,mannosidase alpha class 1A member 2 [Source:HGNC Symbol;Acc:HGNC:6822]
cg03148658,CADPS2,calcium dependent secretion activator 2 [Source:HGNC Symbol;Acc:HGNC:16018]
cg03152385,RRN3,RRN3 homolog, RNA polymerase I transcription factor [Source:HGNC Symbol;Acc:HGNC:30346]
cg03182958,SGPP2,sphingosine-1-phosphate phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:19953]
cg03264464,TRAF4,TNF receptor associated factor 4 [Source:HGNC Symbol;Acc:HGNC:12034]
cg03313140,AHSA2,NA
cg03353445,GPRC5A,G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]
cg03361067,FKBP14,FK506 binding protein 14 [Source:HGNC Symbol;Acc:HGNC:18625]
cg03393602,ABHD3,abhydrolase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18718]
cg03401506,KCTD5,potassium channel tetramerization domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21423]
cg03439212,KLF10,Kruppel like factor 10 [Source:HGNC Symbol;Acc:HGNC:11810]
cg03473042,WDR5,WD repeat domain 5 [Source:HGNC Symbol;Acc:HGNC:12757]
cg03517506,ANKRD36,ankyrin repeat domain 36 [Source:HGNC Symbol;Acc:HGNC:24079]
cg03605365,INADL,NA
cg03619083,GCDH,glutaryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4189]
cg03666205,C15orf61,chromosome 15 open reading frame 61 [Source:HGNC Symbol;Acc:HGNC:34453]
cg03668718,SLFN11,schlafen family member 11 [Source:HGNC Symbol;Acc:HGNC:26633]
cg03705405,TBCA,tubulin folding cofactor A [Source:HGNC Symbol;Acc:HGNC:11579]
cg03711457,USP28,ubiquitin specific peptidase 28 [Source:HGNC Symbol;Acc:HGNC:12625]
cg03732295,IMPAD1,inositol monophosphatase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26019]
cg03779258,LARGE,NA
cg03803784,ATF1,activating transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:783]
cg03828224,PPIC,peptidylprolyl isomerase C [Source:HGNC Symbol;Acc:HGNC:9256]
cg03833628,CHD1,chromodomain helicase DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1915]
cg03946034,CCDC88C,coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]
cg04001726,NAA25,N(alpha)-acetyltransferase 25, NatB auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:25783]
cg04002758,SBK1,SH3 domain binding kinase 1 [Source:HGNC Symbol;Acc:HGNC:17699]
cg04022379,TSLP,thymic stromal lymphopoietin [Source:HGNC Symbol;Acc:HGNC:30743]
cg04112012,UBE2I,ubiquitin conjugating enzyme E2 I [Source:HGNC Symbol;Acc:HGNC:12485]
cg04126810,KIAA1804,NA
cg04166393,GNA12,G protein subunit alpha 12 [Source:HGNC Symbol;Acc:HGNC:4380]
cg04166432,UBE2E3,ubiquitin conjugating enzyme E2 E3 [Source:HGNC Symbol;Acc:HGNC:12479]
cg04269351,VTI1B,vesicle transport through interaction with t-SNAREs 1B [Source:HGNC Symbol;Acc:HGNC:17793]
cg04286697,B3GNT7,UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:18811]
cg04293180,TSTA3,tissue specific transplantation antigen P35B [Source:HGNC Symbol;Acc:HGNC:12390]
cg04313552,KIAA2013,KIAA2013 [Source:HGNC Symbol;Acc:HGNC:28513]
cg04324126,RTN4,reticulon 4 [Source:HGNC Symbol;Acc:HGNC:14085]
cg04521765,LOXL4,lysyl oxidase like 4 [Source:HGNC Symbol;Acc:HGNC:17171]
cg04528569,GTF3C3,general transcription factor IIIC subunit 3 [Source:HGNC Symbol;Acc:HGNC:4666]
cg04539574,MYO10,myosin X [Source:HGNC Symbol;Acc:HGNC:7593]
cg04555665,PDRG1,p53 and DNA damage regulated 1 [Source:HGNC Symbol;Acc:HGNC:16119]
cg04557695,CDK6,cyclin dependent kinase 6 [Source:HGNC Symbol;Acc:HGNC:1777]
cg04590978,CCNJ,cyclin J [Source:HGNC Symbol;Acc:HGNC:23434]
cg04686545,C12orf23,NA
cg04823152,FAM172A,family with sequence similarity 172 member A [Source:HGNC Symbol;Acc:HGNC:25365]
cg04889181,TACC1,transforming acidic coiled-coil containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11522]
cg04904530,ALKBH5,alkB homolog 5, RNA demethylase [Source:HGNC Symbol;Acc:HGNC:25996]
cg04905210,POLR3D,RNA polymerase III subunit D [Source:HGNC Symbol;Acc:HGNC:1080]
cg05031016,ADCY4,adenylate cyclase 4 [Source:HGNC Symbol;Acc:HGNC:235]
cg05036937,ITGA2,integrin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6137]
cg05074645,TMTC4,transmembrane and tetratricopeptide repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:25904]
cg05086567,MPDU1,mannose-P-dolichol utilization defect 1 [Source:HGNC Symbol;Acc:HGNC:7207]
cg05137146,TBX6,T-box 6 [Source:HGNC Symbol;Acc:HGNC:11605]
cg05246303,ITGA4,integrin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6140]
cg05307234,PHF20L1,PHD finger protein 20 like 1 [Source:HGNC Symbol;Acc:HGNC:24280]
cg05315865,ZDHHC2,zinc finger DHHC-type containing 2 [Source:HGNC Symbol;Acc:HGNC:18469]
cg05321398,P4HTM,prolyl 4-hydroxylase, transmembrane [Source:HGNC Symbol;Acc:HGNC:28858]
cg05386606,BCL7B,BCL tumor suppressor 7B [Source:HGNC Symbol;Acc:HGNC:1005]
cg05391486,TMEM9,transmembrane protein 9 [Source:HGNC Symbol;Acc:HGNC:18823]
cg05422897,SLC20A1,solute carrier family 20 member 1 [Source:HGNC Symbol;Acc:HGNC:10946]
cg05527996,LMO2,LIM domain only 2 [Source:HGNC Symbol;Acc:HGNC:6642]
cg05565052,TMEM184B,transmembrane protein 184B [Source:HGNC Symbol;Acc:HGNC:1310]
cg05592406,VSIG10,V-set and immunoglobulin domain containing 10 [Source:HGNC Symbol;Acc:HGNC:26078]
cg05672380,ALKBH6,alkB homolog 6 [Source:HGNC Symbol;Acc:HGNC:28243]
cg05727186,MGC57346,NA
cg05731122,RPAP3,RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151]
cg05741490,FDX1,ferredoxin 1 [Source:HGNC Symbol;Acc:HGNC:3638]
cg05796909,SENP3,SUMO1/sentrin/SMT3 specific peptidase 3 [Source:HGNC Symbol;Acc:HGNC:17862]
cg05813380,SNTB1,syntrophin beta 1 [Source:HGNC Symbol;Acc:HGNC:11168]
cg05844193,LGI2,leucine rich repeat LGI family member 2 [Source:HGNC Symbol;Acc:HGNC:18710]
cg05891474,MAPRE2,microtubule associated protein RP/EB family member 2 [Source:HGNC Symbol;Acc:HGNC:6891]
cg05909287,PKD1,polycystin 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:9008]
cg05953927,BOC,BOC cell adhesion associated, oncogene regulated [Source:HGNC Symbol;Acc:HGNC:17173]
cg06069616,C21orf63,NA
cg06079710,RNLS,renalase, FAD dependent amine oxidase [Source:HGNC Symbol;Acc:HGNC:25641]
cg06369573,GMIP,GEM interacting protein [Source:HGNC Symbol;Acc:HGNC:24852]
cg06376949,IFIT5,interferon induced protein with tetratricopeptide repeats 5 [Source:HGNC Symbol;Acc:HGNC:13328]
cg06388006,UBN2,ubinuclein 2 [Source:HGNC Symbol;Acc:HGNC:21931]
cg06406719,NPAS1,neuronal PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:7894]
cg06416491,KIF21A,kinesin family member 21A [Source:HGNC Symbol;Acc:HGNC:19349]
cg06481699,CUX1,cut like homeobox 1 [Source:HGNC Symbol;Acc:HGNC:2557]
cg06487986,PER3,period circadian regulator 3 [Source:HGNC Symbol;Acc:HGNC:8847]
cg06494167,RMND5A,required for meiotic nuclear division 5 homolog A [Source:HGNC Symbol;Acc:HGNC:25850]
cg06549238,C11orf75,NA
cg06617769,PRPSAP1,phosphoribosyl pyrophosphate synthetase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:9466]
cg06642248,UBE2D1,ubiquitin conjugating enzyme E2 D1 [Source:HGNC Symbol;Acc:HGNC:12474]
cg06754987,B4GALT2,beta-1,4-galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:925]
cg06804210,CD8A,CD8a molecule [Source:HGNC Symbol;Acc:HGNC:1706]
cg06845268,GFPT1,glutamine--fructose-6-phosphate transaminase 1 [Source:HGNC Symbol;Acc:HGNC:4241]
cg06968155,SLC22A5,solute carrier family 22 member 5 [Source:HGNC Symbol;Acc:HGNC:10969]
cg07159673,CBX4,chromobox 4 [Source:HGNC Symbol;Acc:HGNC:1554]
cg07205374,SESTD1,SEC14 and spectrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18379]
cg07316489,NIPBL,NIPBL, cohesin loading factor [Source:HGNC Symbol;Acc:HGNC:28862]
cg07335405,RPS19BP1,ribosomal protein S19 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:28749]
cg07561507,S1PR5,sphingosine-1-phosphate receptor 5 [Source:HGNC Symbol;Acc:HGNC:14299]
cg07613693,ZBTB45,zinc finger and BTB domain containing 45 [Source:HGNC Symbol;Acc:HGNC:23715]
cg07652350,IRF7,interferon regulatory factor 7 [Source:HGNC Symbol;Acc:HGNC:6122]
cg07680232,SEC24D,SEC24 homolog D, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10706]
cg07717763,SH2D5,SH2 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28819]
cg07738955,RAPGEFL1,Rap guanine nucleotide exchange factor like 1 [Source:HGNC Symbol;Acc:HGNC:17428]
cg07810522,SPRN,shadow of prion protein [Source:HGNC Symbol;Acc:HGNC:16871]
cg07811498,C22orf32,NA
cg07850832,WDR70,WD repeat domain 70 [Source:HGNC Symbol;Acc:HGNC:25495]
cg07931024,RAE1,ribonucleic acid export 1 [Source:HGNC Symbol;Acc:HGNC:9828]
cg07966572,ZNF777,zinc finger protein 777 [Source:HGNC Symbol;Acc:HGNC:22213]
cg08030545,POLR3E,RNA polymerase III subunit E [Source:HGNC Symbol;Acc:HGNC:30347]
cg08069712,LENG1,leukocyte receptor cluster member 1 [Source:HGNC Symbol;Acc:HGNC:15502]
cg08075060,BRP44L,NA
cg08217285,GIT1,GIT ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:4272]
cg08332071,JAM3,junctional adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:15532]
cg08363339,SLMO2,NA
cg08409642,MT2A,metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406]
cg08440162,RFC4,replication factor C subunit 4 [Source:HGNC Symbol;Acc:HGNC:9972]
cg08551725,SCRN1,secernin 1 [Source:HGNC Symbol;Acc:HGNC:22192]
cg08591761,ZNF17,zinc finger protein 17 [Source:HGNC Symbol;Acc:HGNC:12958]
cg08644711,RB1,RB transcriptional corepressor 1 [Source:HGNC Symbol;Acc:HGNC:9884]
cg08672677,MRPS23,mitochondrial ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:14509]
cg09004581,MTO1,mitochondrial tRNA translation optimization 1 [Source:HGNC Symbol;Acc:HGNC:19261]
cg09104660,NDUFA4L2,NDUFA4, mitochondrial complex associated like 2 [Source:HGNC Symbol;Acc:HGNC:29836]
cg09140281,P4HA2,prolyl 4-hydroxylase subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8547]
cg09162751,ZNF800,zinc finger protein 800 [Source:HGNC Symbol;Acc:HGNC:27267]
cg09177949,TTLL12,tubulin tyrosine ligase like 12 [Source:HGNC Symbol;Acc:HGNC:28974]
cg09184043,ZNF815,NA
cg09309269,PSMD11,proteasome 26S subunit, non-ATPase 11 [Source:HGNC Symbol;Acc:HGNC:9556]
cg09333481,AGPAT9,NA
cg09536375,NSMCE4A,NSE4 homolog A, SMC5-SMC6 complex component [Source:HGNC Symbol;Acc:HGNC:25935]
cg09537107,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D [Source:HGNC Symbol;Acc:HGNC:4588]
cg09785099,C15orf44,NA
cg09912803,ZNF808,zinc finger protein 808 [Source:HGNC Symbol;Acc:HGNC:33230]
cg09998692,LIN54,lin-54 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:25397]
cg10010922,GOLGA5,golgin A5 [Source:HGNC Symbol;Acc:HGNC:4428]
cg10069277,EPC1,enhancer of polycomb homolog 1 [Source:HGNC Symbol;Acc:HGNC:19876]
cg10154122,SPINT2,serine peptidase inhibitor, Kunitz type 2 [Source:HGNC Symbol;Acc:HGNC:11247]
cg10427793,PAPD4,poly(A) RNA polymerase D4, non-canonical [Source:HGNC Symbol;Acc:HGNC:26776]
cg10435664,PLXNA2,plexin A2 [Source:HGNC Symbol;Acc:HGNC:9100]
cg10480239,BCR,BCR, RhoGEF and GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:1014]
cg10603800,C17orf62,chromosome 17 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:28672]
cg10732871,GPX4,glutathione peroxidase 4 [Source:HGNC Symbol;Acc:HGNC:4556]
cg10740563,SYT12,synaptotagmin 12 [Source:HGNC Symbol;Acc:HGNC:18381]
cg10811474,ANGPTL4,angiopoietin like 4 [Source:HGNC Symbol;Acc:HGNC:16039]
cg10876928,SDC4,syndecan 4 [Source:HGNC Symbol;Acc:HGNC:10661]
cg11027354,DAP,death associated protein [Source:HGNC Symbol;Acc:HGNC:2672]
cg11062095,C5orf15,chromosome 5 open reading frame 15 [Source:HGNC Symbol;Acc:HGNC:20656]
cg11235921,C1orf170,NA
cg11318576,CDC42SE2,CDC42 small effector 2 [Source:HGNC Symbol;Acc:HGNC:18547]
cg11351475,KIAA0913,NA
cg11351522,HIST1H4J,histone cluster 1 H4 family member j [Source:HGNC Symbol;Acc:HGNC:4785]
cg11367633,CHD6,chromodomain helicase DNA binding protein 6 [Source:HGNC Symbol;Acc:HGNC:19057]
cg11436475,YIF1B,Yip1 interacting factor homolog B, membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:30511]
cg11623036,FNIP1,folliculin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29418]
cg11640610,ZNRF3,zinc and ring finger 3 [Source:HGNC Symbol;Acc:HGNC:18126]
cg11664456,SF3A3,splicing factor 3a subunit 3 [Source:HGNC Symbol;Acc:HGNC:10767]
cg11755372,ECE2,endothelin converting enzyme 2 [Source:HGNC Symbol;Acc:HGNC:13275]
cg11781344,UBE2B,ubiquitin conjugating enzyme E2 B [Source:HGNC Symbol;Acc:HGNC:12473]
cg11826460,EPRS,glutamyl-prolyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:3418]
cg11856688,CAMSAP1L1,NA
cg11987645,CDCA7L,cell division cycle associated 7 like [Source:HGNC Symbol;Acc:HGNC:30777]
cg11993720,SRC,SRC proto-oncogene, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11283]
cg12000587,C17orf79,NA
cg12167239,SLC25A1,solute carrier family 25 member 1 [Source:HGNC Symbol;Acc:HGNC:10979]
cg12288726,ARF5,ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658]
cg12293415,RTTN,rotatin [Source:HGNC Symbol;Acc:HGNC:18654]
cg12317783,ZMAT3,zinc finger matrin-type 3 [Source:HGNC Symbol;Acc:HGNC:29983]
cg12483876,MMP24,matrix metallopeptidase 24 [Source:HGNC Symbol;Acc:HGNC:7172]
cg12524179,CD276,CD276 molecule [Source:HGNC Symbol;Acc:HGNC:19137]
cg12531003,ZNF580,zinc finger protein 580 [Source:HGNC Symbol;Acc:HGNC:29473]
cg12575181,PIGH,phosphatidylinositol glycan anchor biosynthesis class H [Source:HGNC Symbol;Acc:HGNC:8964]
cg12586428,BTG2,BTG anti-proliferation factor 2 [Source:HGNC Symbol;Acc:HGNC:1131]
cg12592463,C1orf63,NA
