id,gene,description
cg01172965,KCNK13,potassium two pore domain channel subfamily K member 13 [Source:HGNC Symbol;Acc:HGNC:6275]
cg01184560,ZSWIM6,zinc finger SWIM-type containing 6 [Source:HGNC Symbol;Acc:HGNC:29316]
cg01186240,FOXN3,forkhead box N3 [Source:HGNC Symbol;Acc:HGNC:1928]
cg01209635,TBXA2R,thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]
cg01225095,YARS2,tyrosyl-tRNA synthetase 2 [Source:HGNC Symbol;Acc:HGNC:24249]
cg01263716,PHLDA2,pleckstrin homology like domain family A member 2 [Source:HGNC Symbol;Acc:HGNC:12385]
cg01271129,KCNMB3,potassium calcium-activated channel subfamily M regulatory beta subunit 3 [Source:HGNC Symbol;Acc:HGNC:6287]
cg01277615,BCAP29,B cell receptor associated protein 29 [Source:HGNC Symbol;Acc:HGNC:24131]
cg01277844,PYGO2,pygopus family PHD finger 2 [Source:HGNC Symbol;Acc:HGNC:30257]
cg01287605,TTC38,tetratricopeptide repeat domain 38 [Source:HGNC Symbol;Acc:HGNC:26082]
cg01297479,FAM108C1,NA
cg01302165,C20orf117,NA
cg01305045,C17orf42,NA
cg01316047,LRP3,LDL receptor related protein 3 [Source:HGNC Symbol;Acc:HGNC:6695]
cg01383753,CLDN23,claudin 23 [Source:HGNC Symbol;Acc:HGNC:17591]
cg01409985,SRPRB,SRP receptor beta subunit [Source:HGNC Symbol;Acc:HGNC:24085]
cg01423643,F11R,F11 receptor [Source:HGNC Symbol;Acc:HGNC:14685]
cg01426475,RAPGEF5,Rap guanine nucleotide exchange factor 5 [Source:HGNC Symbol;Acc:HGNC:16862]
cg01441114,JUNB,JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]
cg01493517,IFFO1,intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970]
cg01499172,DAAM2,dishevelled associated activator of morphogenesis 2 [Source:HGNC Symbol;Acc:HGNC:18143]
cg01516933,LPHN1,NA
cg01557297,SLC22A17,solute carrier family 22 member 17 [Source:HGNC Symbol;Acc:HGNC:23095]
cg01557989,SLC24A3,solute carrier family 24 member 3 [Source:HGNC Symbol;Acc:HGNC:10977]
cg01585852,MIF,macrophage migration inhibitory factor [Source:HGNC Symbol;Acc:HGNC:7097]
cg01653445,BAI2,NA
cg01657207,ZNF35,zinc finger protein 35 [Source:HGNC Symbol;Acc:HGNC:13099]
cg01705291,RELL1,RELT like 1 [Source:HGNC Symbol;Acc:HGNC:27379]
cg01709288,C16orf46,chromosome 16 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:26525]
cg01747547,ACTR3B,ARP3 actin related protein 3 homolog B [Source:HGNC Symbol;Acc:HGNC:17256]
cg01768926,ZNF397,zinc finger protein 397 [Source:HGNC Symbol;Acc:HGNC:18818]
cg01802653,HERC3,HECT and RLD domain containing E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:4876]
cg01808739,FNBP1L,formin binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:20851]
cg01811796,STMN1,stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510]
cg01817714,EIF4G1,eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]
cg01924993,H2AFX,H2A histone family member X [Source:HGNC Symbol;Acc:HGNC:4739]
cg01942445,HNRNPD,heterogeneous nuclear ribonucleoprotein D [Source:HGNC Symbol;Acc:HGNC:5036]
cg01970017,PSMB3,proteasome subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:9540]
cg02072114,GFOD2,glucose-fructose oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28159]
cg02083999,POLQ,DNA polymerase theta [Source:HGNC Symbol;Acc:HGNC:9186]
cg02099053,RBM15,RNA binding motif protein 15 [Source:HGNC Symbol;Acc:HGNC:14959]
cg02133324,FAM18B2,NA
cg02137183,AGK,acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869]
cg02145932,ISM1,isthmin 1 [Source:HGNC Symbol;Acc:HGNC:16213]
cg02195676,C22orf40,NA
cg02203656,GPNMB,glycoprotein nmb [Source:HGNC Symbol;Acc:HGNC:4462]
cg02215357,HNRNPA1L2,heterogeneous nuclear ribonucleoprotein A1-like 2 [Source:HGNC Symbol;Acc:HGNC:27067]
cg02216295,ANKRD11,ankyrin repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:21316]
cg02216380,DZIP1L,DAZ interacting zinc finger protein 1 like [Source:HGNC Symbol;Acc:HGNC:26551]
cg02224374,ZNF816A,NA
cg02236651,LIMD2,LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28142]
cg02263999,SMAD6,SMAD family member 6 [Source:HGNC Symbol;Acc:HGNC:6772]
cg02289189,PHF11,PHD finger protein 11 [Source:HGNC Symbol;Acc:HGNC:17024]
cg02317785,WDR5B,WD repeat domain 5B [Source:HGNC Symbol;Acc:HGNC:17826]
cg02328440,GNG4,G protein subunit gamma 4 [Source:HGNC Symbol;Acc:HGNC:4407]
cg02332500,C5orf43,NA
cg02399645,DPYSL3,dihydropyrimidinase like 3 [Source:HGNC Symbol;Acc:HGNC:3015]
cg02404636,SFI1,SFI1 centrin binding protein [Source:HGNC Symbol;Acc:HGNC:29064]
cg02460120,USP15,ubiquitin specific peptidase 15 [Source:HGNC Symbol;Acc:HGNC:12613]
cg02693096,PNPLA6,patatin like phospholipase domain containing 6 [Source:HGNC Symbol;Acc:HGNC:16268]
cg02740658,SOCS5,suppressor of cytokine signaling 5 [Source:HGNC Symbol;Acc:HGNC:16852]
cg02784848,FUZ,fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:26219]
cg02792829,CHST14,carbohydrate sulfotransferase 14 [Source:HGNC Symbol;Acc:HGNC:24464]
cg02813863,APOLD1,apolipoprotein L domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25268]
cg02825511,VPS4A,vacuolar protein sorting 4 homolog A [Source:HGNC Symbol;Acc:HGNC:13488]
cg02846329,ZNF10,zinc finger protein 10 [Source:HGNC Symbol;Acc:HGNC:12879]
cg02852407,CD34,CD34 molecule [Source:HGNC Symbol;Acc:HGNC:1662]
cg02869963,SYTL2,synaptotagmin like 2 [Source:HGNC Symbol;Acc:HGNC:15585]
cg02871995,LAYN,layilin [Source:HGNC Symbol;Acc:HGNC:29471]
cg02901321,VSNL1,visinin like 1 [Source:HGNC Symbol;Acc:HGNC:12722]
cg02905426,FAM76A,family with sequence similarity 76 member A [Source:HGNC Symbol;Acc:HGNC:28530]
cg02923393,TELO2,telomere maintenance 2 [Source:HGNC Symbol;Acc:HGNC:29099]
cg02935132,INPP5D,inositol polyphosphate-5-phosphatase D [Source:HGNC Symbol;Acc:HGNC:6079]
cg02954111,HSPA1B,heat shock protein family A (Hsp70) member 1B [Source:HGNC Symbol;Acc:HGNC:5233]
cg02965157,TRIT1,tRNA isopentenyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:20286]
cg03000419,CCDC90B,coiled-coil domain containing 90B [Source:HGNC Symbol;Acc:HGNC:28108]
cg03001832,HTATIP2,HIV-1 Tat interactive protein 2 [Source:HGNC Symbol;Acc:HGNC:16637]
cg03024536,RFTN1,raftlin, lipid raft linker 1 [Source:HGNC Symbol;Acc:HGNC:30278]
cg03043127,F2R,coagulation factor II thrombin receptor [Source:HGNC Symbol;Acc:HGNC:3537]
cg03080820,ZNF333,zinc finger protein 333 [Source:HGNC Symbol;Acc:HGNC:15624]
cg03098012,CCDC3,coiled-coil domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23813]
cg03105999,CPLX1,complexin 1 [Source:HGNC Symbol;Acc:HGNC:2309]
cg03123541,RWDD3,RWD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21393]
cg03173570,SOD1,superoxide dismutase 1 [Source:HGNC Symbol;Acc:HGNC:11179]
cg03203239,PCGF1,polycomb group ring finger 1 [Source:HGNC Symbol;Acc:HGNC:17615]
cg03218146,RUFY3,RUN and FYVE domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30285]
cg03252986,ZNF805,zinc finger protein 805 [Source:HGNC Symbol;Acc:HGNC:23272]
cg03253625,CCDC53,NA
cg03290040,CHCHD10,coiled-coil-helix-coiled-coil-helix domain containing 10 [Source:HGNC Symbol;Acc:HGNC:15559]
cg03306368,FBXL4,F-box and leucine rich repeat protein 4 [Source:HGNC Symbol;Acc:HGNC:13601]
cg03311459,CHST11,carbohydrate sulfotransferase 11 [Source:HGNC Symbol;Acc:HGNC:17422]
cg03339817,SFT2D3,SFT2 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28767]
cg03340036,PIGY,phosphatidylinositol glycan anchor biosynthesis class Y [Source:HGNC Symbol;Acc:HGNC:28213]
cg03361549,SLTM,SAFB like transcription modulator [Source:HGNC Symbol;Acc:HGNC:20709]
cg03377895,CTSO,cathepsin O [Source:HGNC Symbol;Acc:HGNC:2542]
cg03470772,CDS1,CDP-diacylglycerol synthase 1 [Source:HGNC Symbol;Acc:HGNC:1800]
cg03512692,SAMM50,SAMM50 sorting and assembly machinery component [Source:HGNC Symbol;Acc:HGNC:24276]
cg03518417,ESPN,espin [Source:HGNC Symbol;Acc:HGNC:13281]
cg03539340,IFT52,intraflagellar transport 52 [Source:HGNC Symbol;Acc:HGNC:15901]
cg03545133,ST3GAL2,ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10863]
cg03648155,PPIF,peptidylprolyl isomerase F [Source:HGNC Symbol;Acc:HGNC:9259]
cg03648789,CYP1B1,cytochrome P450 family 1 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2597]
cg03680128,RNF24,ring finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13779]
cg03705396,MAP6D1,MAP6 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25753]
cg03746590,DCTN6,dynactin subunit 6 [Source:HGNC Symbol;Acc:HGNC:16964]
cg03752218,TAL1,TAL bHLH transcription factor 1, erythroid differentiation factor [Source:HGNC Symbol;Acc:HGNC:11556]
cg03771939,TBC1D12,TBC1 domain family member 12 [Source:HGNC Symbol;Acc:HGNC:29082]
cg03774468,ACPL2,NA
cg03797115,CASP6,caspase 6 [Source:HGNC Symbol;Acc:HGNC:1507]
cg03918306,ITPR1,inositol 1,4,5-trisphosphate receptor type 1 [Source:HGNC Symbol;Acc:HGNC:6180]
cg03925157,DSTN,destrin, actin depolymerizing factor [Source:HGNC Symbol;Acc:HGNC:15750]
cg03931678,NUP210,nucleoporin 210 [Source:HGNC Symbol;Acc:HGNC:30052]
cg03974859,KIAA1009,NA
cg04000474,PGGT1B,protein geranylgeranyltransferase type I subunit beta [Source:HGNC Symbol;Acc:HGNC:8895]
cg04016768,IGSF8,immunoglobulin superfamily member 8 [Source:HGNC Symbol;Acc:HGNC:17813]
cg04031361,EDARADD,EDAR associated death domain [Source:HGNC Symbol;Acc:HGNC:14341]
cg04081153,ARID1A,AT-rich interaction domain 1A [Source:HGNC Symbol;Acc:HGNC:11110]
cg04084401,RCOR3,REST corepressor 3 [Source:HGNC Symbol;Acc:HGNC:25594]
cg04100190,COL9A2,collagen type IX alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2218]
cg04112495,MOGS,mannosyl-oligosaccharide glucosidase [Source:HGNC Symbol;Acc:HGNC:24862]
cg04136922,C7orf59,NA
cg04194651,SVIL,supervillin [Source:HGNC Symbol;Acc:HGNC:11480]
cg04218418,DDHD2,DDHD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29106]
cg04237662,SIDT2,SID1 transmembrane family member 2 [Source:HGNC Symbol;Acc:HGNC:24272]
cg04290171,CD46,CD46 molecule [Source:HGNC Symbol;Acc:HGNC:6953]
cg04297457,C16orf63,NA
cg04501438,SP4,Sp4 transcription factor [Source:HGNC Symbol;Acc:HGNC:11209]
cg04518477,METTL9,methyltransferase like 9 [Source:HGNC Symbol;Acc:HGNC:24586]
cg04519918,ARL2BP,ADP ribosylation factor like GTPase 2 binding protein [Source:HGNC Symbol;Acc:HGNC:17146]
cg04523268,FAM69B,family with sequence similarity 69 member B [Source:HGNC Symbol;Acc:HGNC:28290]
cg04541228,NEIL2,nei like DNA glycosylase 2 [Source:HGNC Symbol;Acc:HGNC:18956]
cg04565255,CLN5,CLN5, intracellular trafficking protein [Source:HGNC Symbol;Acc:HGNC:2076]
cg04609126,RHOB,ras homolog family member B [Source:HGNC Symbol;Acc:HGNC:668]
cg04641168,SRP72,signal recognition particle 72 [Source:HGNC Symbol;Acc:HGNC:11303]
cg04672837,N4BP1,NEDD4 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29850]
cg04687486,FUT10,fucosyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:19234]
cg04724659,C1orf96,NA
cg04852821,ANGEL1,angel homolog 1 [Source:HGNC Symbol;Acc:HGNC:19961]
cg04856858,AGAP1,ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16922]
cg04864640,PSMA3,proteasome subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:9532]
cg04982619,CYLD,CYLD lysine 63 deubiquitinase [Source:HGNC Symbol;Acc:HGNC:2584]
cg05020510,NOV,nephroblastoma overexpressed [Source:HGNC Symbol;Acc:HGNC:7885]
cg05038881,APITD1,NA
cg05047486,MSL1,male specific lethal 1 homolog [Source:HGNC Symbol;Acc:HGNC:27905]
cg05132838,NUAK2,NUAK family kinase 2 [Source:HGNC Symbol;Acc:HGNC:29558]
cg05133314,GPR153,G protein-coupled receptor 153 [Source:HGNC Symbol;Acc:HGNC:23618]
cg05201477,ARNT2,aryl hydrocarbon receptor nuclear translocator 2 [Source:HGNC Symbol;Acc:HGNC:16876]
cg05210497,TIGD3,tigger transposable element derived 3 [Source:HGNC Symbol;Acc:HGNC:18334]
cg05213296,RPF2,ribosome production factor 2 homolog [Source:HGNC Symbol;Acc:HGNC:20870]
cg05223591,ATP5G3,NA
cg05272888,ANUBL1,NA
cg05293216,FANCG,Fanconi anemia complementation group G [Source:HGNC Symbol;Acc:HGNC:3588]
cg05301181,CUL2,cullin 2 [Source:HGNC Symbol;Acc:HGNC:2552]
cg05351940,ARPC2,actin related protein 2/3 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:705]
cg05377527,PTPMT1,protein tyrosine phosphatase, mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:26965]
cg05386230,ZNF133,zinc finger protein 133 [Source:HGNC Symbol;Acc:HGNC:12917]
cg05410012,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C [Source:HGNC Symbol;Acc:HGNC:4587]
cg05463325,RAB4A,RAB4A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9781]
cg05571413,FAM117A,family with sequence similarity 117 member A [Source:HGNC Symbol;Acc:HGNC:24179]
cg05608612,RPS7,ribosomal protein S7 [Source:HGNC Symbol;Acc:HGNC:10440]
cg05654164,C1orf52,chromosome 1 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:24871]
cg05661273,C7orf63,NA
cg05674199,AHCY,adenosylhomocysteinase [Source:HGNC Symbol;Acc:HGNC:343]
cg05732794,CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2 [Source:HGNC Symbol;Acc:HGNC:1987]
cg05797660,PLEKHF2,pleckstrin homology and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20757]
cg05802532,RSBN1L,round spermatid basic protein 1 like [Source:HGNC Symbol;Acc:HGNC:24765]
cg05934755,DUSP28,dual specificity phosphatase 28 [Source:HGNC Symbol;Acc:HGNC:33237]
cg05958659,FAM174A,family with sequence similarity 174 member A [Source:HGNC Symbol;Acc:HGNC:24943]
cg05966809,SNX24,sorting nexin 24 [Source:HGNC Symbol;Acc:HGNC:21533]
cg06027949,SNX16,sorting nexin 16 [Source:HGNC Symbol;Acc:HGNC:14980]
cg06030619,CORO1A,coronin 1A [Source:HGNC Symbol;Acc:HGNC:2252]
cg06049736,NFATC1,nuclear factor of activated T cells 1 [Source:HGNC Symbol;Acc:HGNC:7775]
cg06060853,C20orf20,NA
cg06095752,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6866]
cg06102330,MSC,musculin [Source:HGNC Symbol;Acc:HGNC:7321]
cg06150925,SNX3,sorting nexin 3 [Source:HGNC Symbol;Acc:HGNC:11174]
cg06191390,SFXN5,sideroflexin 5 [Source:HGNC Symbol;Acc:HGNC:16073]
cg06272678,PIK3R3,phosphoinositide-3-kinase regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:8981]
cg06295404,SOCS1,suppressor of cytokine signaling 1 [Source:HGNC Symbol;Acc:HGNC:19383]
cg06406157,TMEM132A,transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]
cg06414596,CSNK2A2,casein kinase 2 alpha 2 [Source:HGNC Symbol;Acc:HGNC:2459]
cg06450650,C20orf103,NA
cg06493154,C6orf226,chromosome 6 open reading frame 226 [Source:HGNC Symbol;Acc:HGNC:34431]
cg06584503,LOC374443,NA
cg06610641,ZNF527,zinc finger protein 527 [Source:HGNC Symbol;Acc:HGNC:29385]
cg06649191,GJC1,gap junction protein gamma 1 [Source:HGNC Symbol;Acc:HGNC:4280]
cg06712013,SPATS2,spermatogenesis associated serine rich 2 [Source:HGNC Symbol;Acc:HGNC:18650]
cg06726056,EIF2B2,eukaryotic translation initiation factor 2B subunit beta [Source:HGNC Symbol;Acc:HGNC:3258]
cg06734342,SACM1L,SAC1 like phosphatidylinositide phosphatase [Source:HGNC Symbol;Acc:HGNC:17059]
cg06754224,SESN2,sestrin 2 [Source:HGNC Symbol;Acc:HGNC:20746]
cg06772874,GNAI3,G protein subunit alpha i3 [Source:HGNC Symbol;Acc:HGNC:4387]
cg06798642,TEC,tec protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11719]
cg06851900,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:799]
cg06948825,PM20D2,peptidase M20 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21408]
cg06974755,RALGDS,ral guanine nucleotide dissociation stimulator [Source:HGNC Symbol;Acc:HGNC:9842]
cg07090074,CYB5B,cytochrome b5 type B [Source:HGNC Symbol;Acc:HGNC:24374]
cg07097041,SPIRE1,spire type actin nucleation factor 1 [Source:HGNC Symbol;Acc:HGNC:30622]
cg07107916,PPP2R5A,protein phosphatase 2 regulatory subunit B'alpha [Source:HGNC Symbol;Acc:HGNC:9309]
cg07139329,NAV1,neuron navigator 1 [Source:HGNC Symbol;Acc:HGNC:15989]
cg07140595,CENPF,centromere protein F [Source:HGNC Symbol;Acc:HGNC:1857]
cg07155664,RPS14,ribosomal protein S14 [Source:HGNC Symbol;Acc:HGNC:10387]
cg07156669,CPD,carboxypeptidase D [Source:HGNC Symbol;Acc:HGNC:2301]
cg07210205,C16orf62,NA
cg07244253,ATP8B2,ATPase phospholipid transporting 8B2 [Source:HGNC Symbol;Acc:HGNC:13534]
cg07266299,CYP4V2,cytochrome P450 family 4 subfamily V member 2 [Source:HGNC Symbol;Acc:HGNC:23198]
cg07317601,CEP72,centrosomal protein 72 [Source:HGNC Symbol;Acc:HGNC:25547]
cg07324054,NEDD4L,neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7728]
cg07436224,CABP7,calcium binding protein 7 [Source:HGNC Symbol;Acc:HGNC:20834]
cg07537734,PDGFC,platelet derived growth factor C [Source:HGNC Symbol;Acc:HGNC:8801]
cg07584077,NDUFA10,NADH:ubiquinone oxidoreductase subunit A10 [Source:HGNC Symbol;Acc:HGNC:7684]
cg07671776,SH3PXD2A,SH3 and PX domains 2A [Source:HGNC Symbol;Acc:HGNC:23664]
cg07706038,NVL,nuclear VCP-like [Source:HGNC Symbol;Acc:HGNC:8070]
cg07713896,FAM92A1,NA
cg07777224,ZNF584,zinc finger protein 584 [Source:HGNC Symbol;Acc:HGNC:27318]
cg07799577,PFDN4,prefoldin subunit 4 [Source:HGNC Symbol;Acc:HGNC:8868]
cg07837717,ZNF555,zinc finger protein 555 [Source:HGNC Symbol;Acc:HGNC:28382]
cg08028037,INTS6,integrator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:14879]
cg08052882,NNT,nicotinamide nucleotide transhydrogenase [Source:HGNC Symbol;Acc:HGNC:7863]
cg08083041,KIAA1199,NA
cg08095700,EHHADH,enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3247]
cg08173915,IFNGR2,interferon gamma receptor 2 [Source:HGNC Symbol;Acc:HGNC:5440]
cg08181646,SIK2,salt inducible kinase 2 [Source:HGNC Symbol;Acc:HGNC:21680]
cg08326109,CGB7,chorionic gonadotropin beta subunit 7 [Source:HGNC Symbol;Acc:HGNC:16451]
cg08342675,BZW1,basic leucine zipper and W2 domains 1 [Source:HGNC Symbol;Acc:HGNC:18380]
cg08438126,WBP4,WW domain binding protein 4 [Source:HGNC Symbol;Acc:HGNC:12739]
cg08541497,C8orf76,chromosome 8 open reading frame 76 [Source:HGNC Symbol;Acc:HGNC:25924]
cg08612187,ANKRD42,ankyrin repeat domain 42 [Source:HGNC Symbol;Acc:HGNC:26752]
cg08740087,RBM16,NA
cg08825190,RAB3A,RAB3A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9777]
cg08829299,ATHL1,NA
cg08886482,TMEM201,transmembrane protein 201 [Source:HGNC Symbol;Acc:HGNC:33719]
cg08889748,ZNF639,zinc finger protein 639 [Source:HGNC Symbol;Acc:HGNC:30950]
cg08940001,MAPRE3,microtubule associated protein RP/EB family member 3 [Source:HGNC Symbol;Acc:HGNC:6892]
cg08963712,NPLOC4,NPL4 homolog, ubiquitin recognition factor [Source:HGNC Symbol;Acc:HGNC:18261]
cg08977790,COL7A1,collagen type VII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2214]
cg09025324,DSE,dermatan sulfate epimerase [Source:HGNC Symbol;Acc:HGNC:21144]
