id,gene,description
cg04900486,RFX5,regulatory factor X5 [Source:HGNC Symbol;Acc:HGNC:9986]
cg04901763,CAB39,calcium binding protein 39 [Source:HGNC Symbol;Acc:HGNC:20292]
cg04969878,TMEM19,transmembrane protein 19 [Source:HGNC Symbol;Acc:HGNC:25605]
cg04996195,ABCB4,ATP binding cassette subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:45]
cg04999502,FCHO2,FCH domain only 2 [Source:HGNC Symbol;Acc:HGNC:25180]
cg05036892,CABIN1,calcineurin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24187]
cg05157251,PMAIP1,phorbol-12-myristate-13-acetate-induced protein 1 [Source:HGNC Symbol;Acc:HGNC:9108]
cg05183226,WNT9A,Wnt family member 9A [Source:HGNC Symbol;Acc:HGNC:12778]
cg05197660,DIS3L2,DIS3 like 3'-5' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:28648]
cg05297121,NPNT,nephronectin [Source:HGNC Symbol;Acc:HGNC:27405]
cg05331162,UFSP2,UFM1 specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:25640]
cg05370569,COG7,component of oligomeric golgi complex 7 [Source:HGNC Symbol;Acc:HGNC:18622]
cg05370988,EIF4A2,eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:HGNC:3284]
cg05373539,TNFAIP2,TNF alpha induced protein 2 [Source:HGNC Symbol;Acc:HGNC:11895]
cg05456662,USP8,ubiquitin specific peptidase 8 [Source:HGNC Symbol;Acc:HGNC:12631]
cg05473871,ADAMTSL5,ADAMTS like 5 [Source:HGNC Symbol;Acc:HGNC:27912]
cg05534186,CCNO,cyclin O [Source:HGNC Symbol;Acc:HGNC:18576]
cg05543547,PDZD8,PDZ domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26974]
cg05546038,NOL3,nucleolar protein 3 [Source:HGNC Symbol;Acc:HGNC:7869]
cg05547888,ZNF134,zinc finger protein 134 [Source:HGNC Symbol;Acc:HGNC:12918]
cg05594872,TRIM27,tripartite motif containing 27 [Source:HGNC Symbol;Acc:HGNC:9975]
cg05642024,HERC2P2,hect domain and RLD 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:4870]
cg05671585,SLC25A4,solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]
cg05806689,NTM,neurotrimin [Source:HGNC Symbol;Acc:HGNC:17941]
cg05828191,WDR59,WD repeat domain 59 [Source:HGNC Symbol;Acc:HGNC:25706]
cg05852416,NFKBIA,NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]
cg05881135,SYNM,synemin [Source:HGNC Symbol;Acc:HGNC:24466]
cg05928051,C18orf1,NA
cg06012730,PPCDC,phosphopantothenoylcysteine decarboxylase [Source:HGNC Symbol;Acc:HGNC:28107]
cg06062519,ARID5B,AT-rich interaction domain 5B [Source:HGNC Symbol;Acc:HGNC:17362]
cg06095560,SAE1,SUMO1 activating enzyme subunit 1 [Source:HGNC Symbol;Acc:HGNC:30660]
cg06131526,FBXO5,F-box protein 5 [Source:HGNC Symbol;Acc:HGNC:13584]
cg06255524,DNAJC3,DnaJ heat shock protein family (Hsp40) member C3 [Source:HGNC Symbol;Acc:HGNC:9439]
cg06265175,COL14A1,collagen type XIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2191]
cg06277849,ANKRD37,ankyrin repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:29593]
cg06405317,LMNB1,lamin B1 [Source:HGNC Symbol;Acc:HGNC:6637]
cg06483239,SRP14,signal recognition particle 14 [Source:HGNC Symbol;Acc:HGNC:11299]
cg06498773,TAX1BP1,Tax1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11575]
cg06521544,ARHGEF3,Rho guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:683]
cg06537625,PUM1,pumilio RNA binding family member 1 [Source:HGNC Symbol;Acc:HGNC:14957]
cg06600287,ECHDC2,enoyl-CoA hydratase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23408]
cg06613012,ST3GAL4,ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10864]
cg06646708,NHLRC1,NHL repeat containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21576]
cg06680201,C11orf51,NA
cg06698332,S100A10,S100 calcium binding protein A10 [Source:HGNC Symbol;Acc:HGNC:10487]
cg06708562,SHPRH,SNF2 histone linker PHD RING helicase [Source:HGNC Symbol;Acc:HGNC:19336]
cg06759518,RYBP,RING1 and YY1 binding protein [Source:HGNC Symbol;Acc:HGNC:10480]
cg06816054,PBK,PDZ binding kinase [Source:HGNC Symbol;Acc:HGNC:18282]
cg06847283,SMARCAL1,SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1 [Source:HGNC Symbol;Acc:HGNC:11102]
cg06942110,INTS1,integrator complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24555]
cg06967828,CHST3,carbohydrate sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:1971]
cg06982544,C1orf51,NA
cg07006920,TMEM48,NA
cg07059875,EPCAM,epithelial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:11529]
cg07076661,ANKRD12,ankyrin repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:29135]
cg07078329,ADAM17,ADAM metallopeptidase domain 17 [Source:HGNC Symbol;Acc:HGNC:195]
cg07142523,FOSB,FosB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3797]
cg07142667,SOX13,SRY-box 13 [Source:HGNC Symbol;Acc:HGNC:11192]
cg07201835,DNM1L,dynamin 1 like [Source:HGNC Symbol;Acc:HGNC:2973]
cg07208513,LITAF,lipopolysaccharide induced TNF factor [Source:HGNC Symbol;Acc:HGNC:16841]
cg07268620,HAUS5,HAUS augmin like complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:29130]
cg07312854,BMPR2,bone morphogenetic protein receptor type 2 [Source:HGNC Symbol;Acc:HGNC:1078]
cg07380405,LPCAT3,lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244]
cg07399977,FAM46B,family with sequence similarity 46 member B [Source:HGNC Symbol;Acc:HGNC:28273]
cg07490776,AP3M2,adaptor related protein complex 3 mu 2 subunit [Source:HGNC Symbol;Acc:HGNC:570]
cg07491796,DEPDC7,DEP domain containing 7 [Source:HGNC Symbol;Acc:HGNC:29899]
