id,gene,description
cg02577049,TMEM52,transmembrane protein 52 [Source:HGNC Symbol;Acc:HGNC:27916]
cg02596089,CCDC9,coiled-coil domain containing 9 [Source:HGNC Symbol;Acc:HGNC:24560]
cg02679955,LLGL2,LLGL2, scribble cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:6629]
cg02697423,GPR161,G protein-coupled receptor 161 [Source:HGNC Symbol;Acc:HGNC:23694]
cg02741554,CXCL2,C-X-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:4603]
cg02788090,SOX9,SRY-box 9 [Source:HGNC Symbol;Acc:HGNC:11204]
cg02834449,C16orf74,chromosome 16 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:23362]
cg02925229,RBP1,retinol binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9919]
cg02965178,AKTIP,AKT interacting protein [Source:HGNC Symbol;Acc:HGNC:16710]
cg03043228,NFASC,neurofascin [Source:HGNC Symbol;Acc:HGNC:29866]
cg03046705,C5orf56,chromosome 5 open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:33838]
cg03087198,SPTY2D1,SPT2 chromatin protein domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26818]
cg03140118,ZC3H12A,zinc finger CCCH-type containing 12A [Source:HGNC Symbol;Acc:HGNC:26259]
cg03161075,NIN,ninein [Source:HGNC Symbol;Acc:HGNC:14906]
cg03192551,SLC25A39,solute carrier family 25 member 39 [Source:HGNC Symbol;Acc:HGNC:24279]
cg03205140,PLEKHA1,pleckstrin homology domain containing A1 [Source:HGNC Symbol;Acc:HGNC:14335]
cg03243946,LDHB,lactate dehydrogenase B [Source:HGNC Symbol;Acc:HGNC:6541]
cg03247926,FLT1,fms related tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:3763]
cg03400131,SGK1,serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:HGNC:10810]
cg03486832,KDM2B,lysine demethylase 2B [Source:HGNC Symbol;Acc:HGNC:13610]
cg03503297,DCTPP1,dCTP pyrophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28777]
cg03552151,DYNLRB1,dynein light chain roadblock-type 1 [Source:HGNC Symbol;Acc:HGNC:15468]
cg03614664,RBX1,ring-box 1 [Source:HGNC Symbol;Acc:HGNC:9928]
cg03617487,TP53BP1,tumor protein p53 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11999]
cg03631331,C11orf9,NA
cg03685454,TMEM185B,transmembrane protein 185B [Source:HGNC Symbol;Acc:HGNC:18896]
cg03829839,CDK4,cyclin dependent kinase 4 [Source:HGNC Symbol;Acc:HGNC:1773]
cg03845383,CDC5L,cell division cycle 5 like [Source:HGNC Symbol;Acc:HGNC:1743]
cg03892551,USP48,ubiquitin specific peptidase 48 [Source:HGNC Symbol;Acc:HGNC:18533]
cg04037038,FRZB,frizzled related protein [Source:HGNC Symbol;Acc:HGNC:3959]
cg04093149,SLC6A9,solute carrier family 6 member 9 [Source:HGNC Symbol;Acc:HGNC:11056]
cg04136149,ELMO1,engulfment and cell motility 1 [Source:HGNC Symbol;Acc:HGNC:16286]
cg04143346,AGL,amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase [Source:HGNC Symbol;Acc:HGNC:321]
cg04154290,LRP8,LDL receptor related protein 8 [Source:HGNC Symbol;Acc:HGNC:6700]
cg04193218,PACRGL,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
cg04203758,NETO2,neuropilin and tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:14644]
cg04225902,SUB1,SUB1 homolog, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:19985]
cg04361527,PMVK,phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]
cg04393391,FAM49B,family with sequence similarity 49 member B [Source:HGNC Symbol;Acc:HGNC:25216]
cg04413153,HHEX,hematopoietically expressed homeobox [Source:HGNC Symbol;Acc:HGNC:4901]
cg04444006,ARFGAP2,ADP ribosylation factor GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:13504]
cg04498739,PDK4,pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812]
cg04518342,PDLIM4,PDZ and LIM domain 4 [Source:HGNC Symbol;Acc:HGNC:16501]
cg04571604,UBR5,ubiquitin protein ligase E3 component n-recognin 5 [Source:HGNC Symbol;Acc:HGNC:16806]
cg04578317,ADSSL1,adenylosuccinate synthase like 1 [Source:HGNC Symbol;Acc:HGNC:20093]
cg04578520,PCYT1A,phosphate cytidylyltransferase 1, choline, alpha [Source:HGNC Symbol;Acc:HGNC:8754]
cg04746520,DIAPH3,diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480]
cg04871582,PPIL5,NA
cg04879861,ATPAF1,ATP synthase mitochondrial F1 complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:18803]
cg04887328,MPRIP,myosin phosphatase Rho interacting protein [Source:HGNC Symbol;Acc:HGNC:30321]
cg04953061,DDHD1,DDHD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19714]
cg05029638,RABEP2,rabaptin, RAB GTPase binding effector protein 2 [Source:HGNC Symbol;Acc:HGNC:24817]
cg05042708,CALHM2,calcium homeostasis modulator family member 2 [Source:HGNC Symbol;Acc:HGNC:23493]
cg05095428,ANTXR1,anthrax toxin receptor 1 [Source:HGNC Symbol;Acc:HGNC:21014]
cg05098590,ADD3,adducin 3 [Source:HGNC Symbol;Acc:HGNC:245]
cg05149085,C15orf42,NA
cg05191006,NQO1,NAD(P)H quinone dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:2874]
cg05264454,PDE5A,phosphodiesterase 5A [Source:HGNC Symbol;Acc:HGNC:8784]
cg05277991,MITF,melanogenesis associated transcription factor [Source:HGNC Symbol;Acc:HGNC:7105]
cg05346832,CDKN2D,cyclin dependent kinase inhibitor 2D [Source:HGNC Symbol;Acc:HGNC:1790]
cg05374463,FBXO22,F-box protein 22 [Source:HGNC Symbol;Acc:HGNC:13593]
cg05390307,FEZ1,fasciculation and elongation protein zeta 1 [Source:HGNC Symbol;Acc:HGNC:3659]
cg05401522,NAA16,N(alpha)-acetyltransferase 16, NatA auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:26164]
cg05591210,KCNE3,potassium voltage-gated channel subfamily E regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:6243]
cg05623562,C18orf22,NA
cg05687834,NUAK1,NUAK family kinase 1 [Source:HGNC Symbol;Acc:HGNC:14311]
cg05776704,WWTR1,WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:24042]
cg05797418,TRIOBP,TRIO and F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:17009]
cg05829482,MAP2,microtubule associated protein 2 [Source:HGNC Symbol;Acc:HGNC:6839]
cg05899224,SEC11C,SEC11 homolog C, signal peptidase complex subunit [Source:HGNC Symbol;Acc:HGNC:23400]
cg05934259,SGPP1,sphingosine-1-phosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:17720]
cg05995220,RBM38,RNA binding motif protein 38 [Source:HGNC Symbol;Acc:HGNC:15818]
cg06024236,RHOT1,ras homolog family member T1 [Source:HGNC Symbol;Acc:HGNC:21168]
cg06024411,FBLN7,fibulin 7 [Source:HGNC Symbol;Acc:HGNC:26740]
cg06089934,SEPT3,septin 3 [Source:HGNC Symbol;Acc:HGNC:10750]
cg06191348,DUS1L,dihydrouridine synthase 1 like [Source:HGNC Symbol;Acc:HGNC:30086]
cg06241208,C11orf46,NA
cg06286962,FAT1,FAT atypical cadherin 1 [Source:HGNC Symbol;Acc:HGNC:3595]
cg06291334,SPOP,speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254]
cg06350161,ELOVL1,ELOVL fatty acid elongase 1 [Source:HGNC Symbol;Acc:HGNC:14418]
cg06399029,LTBP4,latent transforming growth factor beta binding protein 4 [Source:HGNC Symbol;Acc:HGNC:6717]
cg06417522,PRKAR1A,protein kinase cAMP-dependent type I regulatory subunit alpha [Source:HGNC Symbol;Acc:HGNC:9388]
cg06440958,C10orf47,NA
cg06557887,CDC6,cell division cycle 6 [Source:HGNC Symbol;Acc:HGNC:1744]
cg06618097,PNMAL2,NA
cg06626102,CLPTM1L,CLPTM1 like [Source:HGNC Symbol;Acc:HGNC:24308]
cg06650786,NOTCH3,notch 3 [Source:HGNC Symbol;Acc:HGNC:7883]
cg06718723,ILVBL,ilvB acetolactate synthase like [Source:HGNC Symbol;Acc:HGNC:6041]
cg06766367,CBFB,core-binding factor beta subunit [Source:HGNC Symbol;Acc:HGNC:1539]
cg06899186,CUL1,cullin 1 [Source:HGNC Symbol;Acc:HGNC:2551]
cg06902898,GALE,UDP-galactose-4-epimerase [Source:HGNC Symbol;Acc:HGNC:4116]
cg06938406,COX6A1,cytochrome c oxidase subunit 6A1 [Source:HGNC Symbol;Acc:HGNC:2277]
cg06952751,C18orf8,NA
cg07061707,IMP3,IMP3, U3 small nucleolar ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14497]
cg07116947,DPH1,diphthamide biosynthesis 1 [Source:HGNC Symbol;Acc:HGNC:3003]
cg07399355,MUC1,mucin 1, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7508]
cg07408114,SIRPA,signal regulatory protein alpha [Source:HGNC Symbol;Acc:HGNC:9662]
cg07552298,MOCOS,molybdenum cofactor sulfurase [Source:HGNC Symbol;Acc:HGNC:18234]
cg07656304,NAP1L1,nucleosome assembly protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:7637]
cg07671620,WDR81,WD repeat domain 81 [Source:HGNC Symbol;Acc:HGNC:26600]
cg07830103,NFKB1,nuclear factor kappa B subunit 1 [Source:HGNC Symbol;Acc:HGNC:7794]
cg07855993,SLC25A42,solute carrier family 25 member 42 [Source:HGNC Symbol;Acc:HGNC:28380]
cg07891971,CHAC1,ChaC glutathione specific gamma-glutamylcyclotransferase 1 [Source:HGNC Symbol;Acc:HGNC:28680]
cg07915542,IDH1,isocitrate dehydrogenase (NADP(+)) 1, cytosolic [Source:HGNC Symbol;Acc:HGNC:5382]
cg07957953,GGT7,gamma-glutamyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:4259]
cg08028026,NCCRP1,non-specific cytotoxic cell receptor protein 1 homolog (zebrafish) [Source:HGNC Symbol;Acc:HGNC:33739]
cg08241117,SLC2A11,solute carrier family 2 member 11 [Source:HGNC Symbol;Acc:HGNC:14239]
cg08359336,SH3BP5,SH3 domain binding protein 5 [Source:HGNC Symbol;Acc:HGNC:10827]
cg08593074,C19orf51,NA
cg08649954,ARL8A,ADP ribosylation factor like GTPase 8A [Source:HGNC Symbol;Acc:HGNC:25192]
cg08657247,PHF12,PHD finger protein 12 [Source:HGNC Symbol;Acc:HGNC:20816]
cg08715146,ATXN10,ataxin 10 [Source:HGNC Symbol;Acc:HGNC:10549]
cg08715226,TNFRSF6B,TNF receptor superfamily member 6b [Source:HGNC Symbol;Acc:HGNC:11921]
cg08719486,DAPK1,death associated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:2674]
cg08738269,ZFPM1,zinc finger protein, FOG family member 1 [Source:HGNC Symbol;Acc:HGNC:19762]
cg08773314,ASB1,ankyrin repeat and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:16011]
cg08782213,SLC25A23,solute carrier family 25 member 23 [Source:HGNC Symbol;Acc:HGNC:19375]
cg09079275,ADAM19,ADAM metallopeptidase domain 19 [Source:HGNC Symbol;Acc:HGNC:197]
cg09386954,FXYD5,FXYD domain containing ion transport regulator 5 [Source:HGNC Symbol;Acc:HGNC:4029]
cg09581551,SOBP,sine oculis binding protein homolog [Source:HGNC Symbol;Acc:HGNC:29256]
cg09822001,APOA1BP,NA
cg09945120,DGCR8,DGCR8, microprocessor complex subunit [Source:HGNC Symbol;Acc:HGNC:2847]
cg10155817,LOC220729,NA
cg10447982,BHLHE41,basic helix-loop-helix family member e41 [Source:HGNC Symbol;Acc:HGNC:16617]
cg10546487,CLIC4,chloride intracellular channel 4 [Source:HGNC Symbol;Acc:HGNC:13518]
cg10566578,UNC119B,unc-119 lipid binding chaperone B [Source:HGNC Symbol;Acc:HGNC:16488]
cg10631284,MALAT1,metastasis associated lung adenocarcinoma transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:29665]
cg10638118,TMBIM6,transmembrane BAX inhibitor motif containing 6 [Source:HGNC Symbol;Acc:HGNC:11723]
cg11028445,FAM96A,family with sequence similarity 96 member A [Source:HGNC Symbol;Acc:HGNC:26235]
cg11089837,BRMS1L,breast cancer metastasis-suppressor 1 like [Source:HGNC Symbol;Acc:HGNC:20512]
cg11201654,HLA-F,major histocompatibility complex, class I, F [Source:HGNC Symbol;Acc:HGNC:4963]
cg11304212,UHRF1BP1,UHRF1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:21216]
cg11314042,AIG1,androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:21607]
cg11534937,TNRC18,trinucleotide repeat containing 18 [Source:HGNC Symbol;Acc:HGNC:11962]
cg11629232,EPN1,epsin 1 [Source:HGNC Symbol;Acc:HGNC:21604]
cg11920449,CDKN1A,cyclin dependent kinase inhibitor 1A [Source:HGNC Symbol;Acc:HGNC:1784]
cg11941228,MAST4,microtubule associated serine/threonine kinase family member 4 [Source:HGNC Symbol;Acc:HGNC:19037]
cg11963595,IDH2,isocitrate dehydrogenase (NADP(+)) 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:5383]
cg12147105,PPA2,pyrophosphatase (inorganic) 2 [Source:HGNC Symbol;Acc:HGNC:28883]
cg12232274,LRP11,LDL receptor related protein 11 [Source:HGNC Symbol;Acc:HGNC:16936]
cg12382398,ANPEP,alanyl aminopeptidase, membrane [Source:HGNC Symbol;Acc:HGNC:500]
cg12393589,C7orf40,NA
cg12464869,RAG1AP1,NA
cg12615866,MRPL1,mitochondrial ribosomal protein L1 [Source:HGNC Symbol;Acc:HGNC:14275]
cg12650252,NDUFC2,NADH:ubiquinone oxidoreductase subunit C2 [Source:HGNC Symbol;Acc:HGNC:7706]
cg12651761,LLGL1,LLGL1, scribble cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:6628]
cg12726807,GCHFR,GTP cyclohydrolase I feedback regulator [Source:HGNC Symbol;Acc:HGNC:4194]
cg12904950,NPHP4,nephrocystin 4 [Source:HGNC Symbol;Acc:HGNC:19104]
cg12944530,CFLAR,CASP8 and FADD like apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1876]
cg13213755,NPTN,neuroplastin [Source:HGNC Symbol;Acc:HGNC:17867]
cg13428746,MAGEF1,MAGE family member F1 [Source:HGNC Symbol;Acc:HGNC:29639]
cg13443911,TGFBR1,transforming growth factor beta receptor 1 [Source:HGNC Symbol;Acc:HGNC:11772]
cg13931707,MED18,mediator complex subunit 18 [Source:HGNC Symbol;Acc:HGNC:25944]
cg14061503,TSC1,TSC complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:12362]
cg14118546,KIAA1012,NA
cg14282126,MRPL42,mitochondrial ribosomal protein L42 [Source:HGNC Symbol;Acc:HGNC:14493]
cg14346208,PAMR1,peptidase domain containing associated with muscle regeneration 1 [Source:HGNC Symbol;Acc:HGNC:24554]
cg14600997,ZER1,zyg-11 related cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:30960]
cg14687041,BCLAF1,BCL2 associated transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16863]
cg14713118,LAPTM4B,lysosomal protein transmembrane 4 beta [Source:HGNC Symbol;Acc:HGNC:13646]
cg14837817,PYCRL,NA
cg15251779,CHPF2,chondroitin polymerizing factor 2 [Source:HGNC Symbol;Acc:HGNC:29270]
cg15316583,LASS6,NA
cg15384599,SETMAR,SET domain and mariner transposase fusion gene [Source:HGNC Symbol;Acc:HGNC:10762]
cg15537000,PSMA1,proteasome subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]
cg15739758,NAPB,NSF attachment protein beta [Source:HGNC Symbol;Acc:HGNC:15751]
cg15760943,ETV5,ETS variant 5 [Source:HGNC Symbol;Acc:HGNC:3494]
cg15804973,MAP3K5,mitogen-activated protein kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6857]
cg16069236,MRPL39,mitochondrial ribosomal protein L39 [Source:HGNC Symbol;Acc:HGNC:14027]
cg16243646,PLA2G12A,phospholipase A2 group XIIA [Source:HGNC Symbol;Acc:HGNC:18554]
cg16252905,TNFRSF4,TNF receptor superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:11918]
cg16570917,PTPRF,protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]
cg16803522,RASGRP1,RAS guanyl releasing protein 1 [Source:HGNC Symbol;Acc:HGNC:9878]
cg16828648,PGAP2,post-GPI attachment to proteins 2 [Source:HGNC Symbol;Acc:HGNC:17893]
cg17148947,SETD4,SET domain containing 4 [Source:HGNC Symbol;Acc:HGNC:1258]
cg17192377,HDHD2,haloacid dehalogenase like hydrolase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25364]
cg17675150,ZNF532,zinc finger protein 532 [Source:HGNC Symbol;Acc:HGNC:30940]
cg17691309,TPM2,tropomyosin 2 [Source:HGNC Symbol;Acc:HGNC:12011]
cg18107072,TPPP3,tubulin polymerization promoting protein family member 3 [Source:HGNC Symbol;Acc:HGNC:24162]
cg18159324,C12orf44,NA
cg18454990,C7orf50,chromosome 7 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:22421]
cg18601426,PTPRN2,protein tyrosine phosphatase, receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]
cg18637380,MTHFD1,methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7432]
cg18848688,LIFR,LIF receptor alpha [Source:HGNC Symbol;Acc:HGNC:6597]
cg18940763,XBP1,X-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12801]
cg19045644,IGFBP7,insulin like growth factor binding protein 7 [Source:HGNC Symbol;Acc:HGNC:5476]
cg19199590,LRRN4CL,LRRN4 C-terminal like [Source:HGNC Symbol;Acc:HGNC:33724]
cg19437626,NKIRAS2,NFKB inhibitor interacting Ras like 2 [Source:HGNC Symbol;Acc:HGNC:17898]
cg19754094,STAMBP,STAM binding protein [Source:HGNC Symbol;Acc:HGNC:16950]
cg20026673,C7orf70,NA
cg20405508,PDE6D,phosphodiesterase 6D [Source:HGNC Symbol;Acc:HGNC:8788]
cg20935023,PSMB6,proteasome subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:9543]
cg21030419,SNX8,sorting nexin 8 [Source:HGNC Symbol;Acc:HGNC:14972]
cg21077330,STK32C,serine/threonine kinase 32C [Source:HGNC Symbol;Acc:HGNC:21332]
cg21546874,H6PD,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4795]
cg21578207,RNF220,ring finger protein 220 [Source:HGNC Symbol;Acc:HGNC:25552]
cg21644628,HEATR3,HEAT repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:26087]
cg21667061,NARG2,NA
cg21783442,TIMM17A,translocase of inner mitochondrial membrane 17A [Source:HGNC Symbol;Acc:HGNC:17315]
cg21931839,GCA,grancalcin [Source:HGNC Symbol;Acc:HGNC:15990]
cg22082456,SCP2,sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]
cg22319885,CNOT4,CCR4-NOT transcription complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:7880]
cg22683154,KDM1A,lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079]
cg22719037,SH2B3,SH2B adaptor protein 3 [Source:HGNC Symbol;Acc:HGNC:29605]
cg22996440,GALNT14,polypeptide N-acetylgalactosaminyltransferase 14 [Source:HGNC Symbol;Acc:HGNC:22946]
cg23380307,METTL2B,methyltransferase like 2B [Source:HGNC Symbol;Acc:HGNC:18272]
cg23413685,EIF3D,eukaryotic translation initiation factor 3 subunit D [Source:HGNC Symbol;Acc:HGNC:3278]
cg23473904,COL6A2,collagen type VI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2212]
cg24220766,BECN1,beclin 1 [Source:HGNC Symbol;Acc:HGNC:1034]
cg24910739,ARL17A,ADP ribosylation factor like GTPase 17A [Source:HGNC Symbol;Acc:HGNC:24096]
cg24998816,TMX1,thioredoxin related transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15487]
cg25032094,MYO15B,myosin XVB [Source:HGNC Symbol;Acc:HGNC:14083]
cg25167574,PAQR3,progestin and adipoQ receptor family member 3 [Source:HGNC Symbol;Acc:HGNC:30130]
cg25263635,GTPBP5,NA
cg25631489,PHC3,polyhomeotic homolog 3 [Source:HGNC Symbol;Acc:HGNC:15682]
cg25729068,TC2N,tandem C2 domains, nuclear [Source:HGNC Symbol;Acc:HGNC:19859]
cg26031047,FAM84B,family with sequence similarity 84 member B [Source:HGNC Symbol;Acc:HGNC:24166]
cg27180492,ZNF184,zinc finger protein 184 [Source:HGNC Symbol;Acc:HGNC:12975]
cg27507237,NES,nestin [Source:HGNC Symbol;Acc:HGNC:7756]
