gene,description,Freq
ACOT4,acyl-CoA thioesterase 4 [Source:HGNC Symbol;Acc:HGNC:19748],1
C19orf63,NA,1
DFNA5,NA,1
FBXL16,F-box and leucine rich repeat protein 16 [Source:HGNC Symbol;Acc:HGNC:14150],1
IFT46,intraflagellar transport 46 [Source:HGNC Symbol;Acc:HGNC:26146],1
PPT1,palmitoyl-protein thioesterase 1 [Source:HGNC Symbol;Acc:HGNC:9325],1
SERPINB9,serpin family B member 9 [Source:HGNC Symbol;Acc:HGNC:8955],1
TMEM42,transmembrane protein 42 [Source:HGNC Symbol;Acc:HGNC:28444],1
UBE2E3,ubiquitin conjugating enzyme E2 E3 [Source:HGNC Symbol;Acc:HGNC:12479],1
BOLA1,bolA family member 1 [Source:HGNC Symbol;Acc:HGNC:24263],1
ENO1,enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350],1
GPR160,G protein-coupled receptor 160 [Source:HGNC Symbol;Acc:HGNC:23693],1
MUC1,mucin 1, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7508],1
NUDT18,nudix hydrolase 18 [Source:HGNC Symbol;Acc:HGNC:26194],1
PLEKHG1,pleckstrin homology and RhoGEF domain containing G1 [Source:HGNC Symbol;Acc:HGNC:20884],1
RAC2,Rac family small GTPase 2 [Source:HGNC Symbol;Acc:HGNC:9802],1
SPOCK2,SPARC/osteonectin, cwcv and kazal like domains proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:13564],1
ANG,angiogenin [Source:HGNC Symbol;Acc:HGNC:483],1
DEPDC7,DEP domain containing 7 [Source:HGNC Symbol;Acc:HGNC:29899],1
FAM164C,NA,1
GRAMD1A,GRAM domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29305],1
LY6G5C,lymphocyte antigen 6 family member G5C [Source:HGNC Symbol;Acc:HGNC:13932],1
SNX7,sorting nexin 7 [Source:HGNC Symbol;Acc:HGNC:14971],1
AVEN,apoptosis and caspase activation inhibitor [Source:HGNC Symbol;Acc:HGNC:13509],1
MGC70857,NA,1
NCF4,neutrophil cytosolic factor 4 [Source:HGNC Symbol;Acc:HGNC:7662],1
APOBEC3C,apolipoprotein B mRNA editing enzyme catalytic subunit 3C [Source:HGNC Symbol;Acc:HGNC:17353],1
MRPL9,mitochondrial ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:14277],1
PLCD1,phospholipase C delta 1 [Source:HGNC Symbol;Acc:HGNC:9060],1
STRADB,STE20-related kinase adaptor beta [Source:HGNC Symbol;Acc:HGNC:13205],1
CYTSB,NA,1
GIMAP4,GTPase, IMAP family member 4 [Source:HGNC Symbol;Acc:HGNC:21872],1
UBTF,upstream binding transcription factor, RNA polymerase I [Source:HGNC Symbol;Acc:HGNC:12511],1
EDNRB,endothelin receptor type B [Source:HGNC Symbol;Acc:HGNC:3180],1
EFS,embryonal Fyn-associated substrate [Source:HGNC Symbol;Acc:HGNC:16898],1
FCHO1,FCH domain only 1 [Source:HGNC Symbol;Acc:HGNC:29002],1
LZTS1,leucine zipper tumor suppressor 1 [Source:HGNC Symbol;Acc:HGNC:13861],1
OCIAD2,OCIA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28685],1
ROBO1,roundabout guidance receptor 1 [Source:HGNC Symbol;Acc:HGNC:10249],1
SLC25A38,solute carrier family 25 member 38 [Source:HGNC Symbol;Acc:HGNC:26054],1
TRIB3,tribbles pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:16228],1
NUP43,nucleoporin 43 [Source:HGNC Symbol;Acc:HGNC:21182],1
PTPRS,protein tyrosine phosphatase, receptor type S [Source:HGNC Symbol;Acc:HGNC:9681],1
SPCS2,signal peptidase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28962],1
TMEM25,transmembrane protein 25 [Source:HGNC Symbol;Acc:HGNC:25890],1
TNIP1,TNFAIP3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16903],1
UBE2I,ubiquitin conjugating enzyme E2 I [Source:HGNC Symbol;Acc:HGNC:12485],1
WDR46,WD repeat domain 46 [Source:HGNC Symbol;Acc:HGNC:13923],1
GPX7,glutathione peroxidase 7 [Source:HGNC Symbol;Acc:HGNC:4559],1
LOXL4,lysyl oxidase like 4 [Source:HGNC Symbol;Acc:HGNC:17171],1
MERTK,MER proto-oncogene, tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7027],1
PLXNB3,plexin B3 [Source:HGNC Symbol;Acc:HGNC:9105],1
ST3GAL5,ST3 beta-galactoside alpha-2,3-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:10872],1
TMEM220,transmembrane protein 220 [Source:HGNC Symbol;Acc:HGNC:33757],1
FKBP15,FK506 binding protein 15 [Source:HGNC Symbol;Acc:HGNC:23397],1
FLT3LG,fms related tyrosine kinase 3 ligand [Source:HGNC Symbol;Acc:HGNC:3766],1
TAF7,TATA-box binding protein associated factor 7 [Source:HGNC Symbol;Acc:HGNC:11541],1
TIGD7,tigger transposable element derived 7 [Source:HGNC Symbol;Acc:HGNC:18331],1
DIDO1,death inducer-obliterator 1 [Source:HGNC Symbol;Acc:HGNC:2680],1
DOCK8,dedicator of cytokinesis 8 [Source:HGNC Symbol;Acc:HGNC:19191],1
EVI2B,ecotropic viral integration site 2B [Source:HGNC Symbol;Acc:HGNC:3500],1
IL15RA,interleukin 15 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5978],1
ING1,inhibitor of growth family member 1 [Source:HGNC Symbol;Acc:HGNC:6062],1
TPD52L1,tumor protein D52 like 1 [Source:HGNC Symbol;Acc:HGNC:12006],1
CD68,CD68 molecule [Source:HGNC Symbol;Acc:HGNC:1693],1
EFEMP2,EGF containing fibulin extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3219],1
PLIN2,perilipin 2 [Source:HGNC Symbol;Acc:HGNC:248],1
SUSD1,sushi domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25413],1
ARF6,ADP ribosylation factor 6 [Source:HGNC Symbol;Acc:HGNC:659],1
ARL11,ADP ribosylation factor like GTPase 11 [Source:HGNC Symbol;Acc:HGNC:24046],1
RAD51L3,NA,1
CORO1A,coronin 1A [Source:HGNC Symbol;Acc:HGNC:2252],1
NINL,ninein like [Source:HGNC Symbol;Acc:HGNC:29163],1
