id,gene,description
cg01606027,LIMK2,LIM domain kinase 2 [Source:HGNC Symbol;Acc:HGNC:6614]
cg01829450,MSL2,MSL complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:25544]
cg01837777,PSMD3,proteasome 26S subunit, non-ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9560]
cg01853079,KDELC2,KDEL motif containing 2 [Source:HGNC Symbol;Acc:HGNC:28496]
cg01882150,MACROD1,MACRO domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29598]
cg01896579,G3BP2,G3BP stress granule assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:30291]
cg01910741,PPIL1,peptidylprolyl isomerase like 1 [Source:HGNC Symbol;Acc:HGNC:9260]
cg01936270,CYP1B1,cytochrome P450 family 1 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2597]
cg02063915,PVRL1,NA
cg02359346,VPS4B,vacuolar protein sorting 4 homolog B [Source:HGNC Symbol;Acc:HGNC:10895]
cg02366988,AXIN2,axin 2 [Source:HGNC Symbol;Acc:HGNC:904]
cg02367709,LOC651250,NA
cg02376553,TFAP2A,transcription factor AP-2 alpha [Source:HGNC Symbol;Acc:HGNC:11742]
cg02433785,RALA,RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839]
cg02466711,ZNF706,zinc finger protein 706 [Source:HGNC Symbol;Acc:HGNC:24992]
cg02497902,ICAM1,intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344]
cg02550027,BLOC1S2,biogenesis of lysosomal organelles complex 1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:20984]
cg02630888,FBXL5,F-box and leucine rich repeat protein 5 [Source:HGNC Symbol;Acc:HGNC:13602]
cg02631906,PRDX1,peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352]
cg02712845,DPAGT1,dolichyl-phosphate N-acetylglucosaminephosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:2995]
cg02756845,MAPK8IP2,mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]
cg02875130,REXO1,RNA exonuclease 1 homolog [Source:HGNC Symbol;Acc:HGNC:24616]
cg02902079,CXCR4,C-X-C motif chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:2561]
cg02909446,SPOCK2,SPARC/osteonectin, cwcv and kazal like domains proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:13564]
cg02914427,SPN,sialophorin [Source:HGNC Symbol;Acc:HGNC:11249]
cg02945740,PSMC3IP,PSMC3 interacting protein [Source:HGNC Symbol;Acc:HGNC:17928]
cg02957270,SKAP1,src kinase associated phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15605]
cg03041742,YBX1,Y-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8014]
cg03079640,LOC388796,NA
cg03105603,LOC349114,NA
cg03107405,TSSC1,NA
cg03209809,CHCHD6,coiled-coil-helix-coiled-coil-helix domain containing 6 [Source:HGNC Symbol;Acc:HGNC:28184]
cg03227353,DCI,NA
cg03267151,LOC595101,NA
cg03539850,PANK1,pantothenate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8598]
cg03722052,TPBG,trophoblast glycoprotein [Source:HGNC Symbol;Acc:HGNC:12004]
cg03876622,CSDA,NA
cg03931678,NUP210,nucleoporin 210 [Source:HGNC Symbol;Acc:HGNC:30052]
cg04116858,TAGLN2,transgelin 2 [Source:HGNC Symbol;Acc:HGNC:11554]
cg04455646,IRAK2,interleukin 1 receptor associated kinase 2 [Source:HGNC Symbol;Acc:HGNC:6113]
cg04457626,EFNA5,ephrin A5 [Source:HGNC Symbol;Acc:HGNC:3225]
cg04870460,PRKAB2,protein kinase AMP-activated non-catalytic subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:9379]
cg04939496,PLAU,plasminogen activator, urokinase [Source:HGNC Symbol;Acc:HGNC:9052]
cg05012946,AATF,apoptosis antagonizing transcription factor [Source:HGNC Symbol;Acc:HGNC:19235]
cg05225187,VGF,VGF nerve growth factor inducible [Source:HGNC Symbol;Acc:HGNC:12684]
cg05297121,NPNT,nephronectin [Source:HGNC Symbol;Acc:HGNC:27405]
cg05386230,ZNF133,zinc finger protein 133 [Source:HGNC Symbol;Acc:HGNC:12917]
cg05390307,FEZ1,fasciculation and elongation protein zeta 1 [Source:HGNC Symbol;Acc:HGNC:3659]
cg05500549,SUCLG1,succinate-CoA ligase alpha subunit [Source:HGNC Symbol;Acc:HGNC:11449]
cg05591902,SUV39H2,suppressor of variegation 3-9 homolog 2 [Source:HGNC Symbol;Acc:HGNC:17287]
cg05594872,TRIM27,tripartite motif containing 27 [Source:HGNC Symbol;Acc:HGNC:9975]
cg05628381,WDR18,WD repeat domain 18 [Source:HGNC Symbol;Acc:HGNC:17956]
cg05649885,NUFIP2,NUFIP2, FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17634]
cg05702052,C10orf88,chromosome 10 open reading frame 88 [Source:HGNC Symbol;Acc:HGNC:25822]
cg05732794,CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2 [Source:HGNC Symbol;Acc:HGNC:1987]
cg05787952,JMJD8,jumonji domain containing 8 [Source:HGNC Symbol;Acc:HGNC:14148]
cg06189303,BOC,BOC cell adhesion associated, oncogene regulated [Source:HGNC Symbol;Acc:HGNC:17173]
cg06286962,FAT1,FAT atypical cadherin 1 [Source:HGNC Symbol;Acc:HGNC:3595]
cg06366810,STK11IP,serine/threonine kinase 11 interacting protein [Source:HGNC Symbol;Acc:HGNC:19184]
cg06376949,IFIT5,interferon induced protein with tetratricopeptide repeats 5 [Source:HGNC Symbol;Acc:HGNC:13328]
cg06609646,GRAMD3,NA
cg06734342,SACM1L,SAC1 like phosphatidylinositide phosphatase [Source:HGNC Symbol;Acc:HGNC:17059]
cg06754923,MED7,mediator complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:2378]
cg06948825,PM20D2,peptidase M20 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21408]
cg06968155,SLC22A5,solute carrier family 22 member 5 [Source:HGNC Symbol;Acc:HGNC:10969]
cg07005078,LAP3,leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]
cg07260820,BCR,BCR, RhoGEF and GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:1014]
cg07314391,ENSA,endosulfine alpha [Source:HGNC Symbol;Acc:HGNC:3360]
cg07343027,DUS1L,dihydrouridine synthase 1 like [Source:HGNC Symbol;Acc:HGNC:30086]
cg07350703,UFM1,ubiquitin fold modifier 1 [Source:HGNC Symbol;Acc:HGNC:20597]
cg07419830,ZNF263,zinc finger protein 263 [Source:HGNC Symbol;Acc:HGNC:13056]
cg07663765,KIAA1609,NA
cg07837717,ZNF555,zinc finger protein 555 [Source:HGNC Symbol;Acc:HGNC:28382]
cg07883622,C12orf61,NA
cg07915634,EIF4H,eukaryotic translation initiation factor 4H [Source:HGNC Symbol;Acc:HGNC:12741]
cg08007110,C3orf38,chromosome 3 open reading frame 38 [Source:HGNC Symbol;Acc:HGNC:28384]
cg08081407,ARF4,ADP ribosylation factor 4 [Source:HGNC Symbol;Acc:HGNC:655]
cg08157620,MPP5,membrane palmitoylated protein 5 [Source:HGNC Symbol;Acc:HGNC:18669]
cg08442217,TUBB3,tubulin beta 3 class III [Source:HGNC Symbol;Acc:HGNC:20772]
cg08558340,SRRT,serrate, RNA effector molecule [Source:HGNC Symbol;Acc:HGNC:24101]
cg08810582,SLC35E3,solute carrier family 35 member E3 [Source:HGNC Symbol;Acc:HGNC:20864]
cg08941576,C11orf49,chromosome 11 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28720]
cg09178261,EPHA2,EPH receptor A2 [Source:HGNC Symbol;Acc:HGNC:3386]
cg09292875,LRP10,LDL receptor related protein 10 [Source:HGNC Symbol;Acc:HGNC:14553]
cg09436184,SMCR7,NA
cg09509863,CUL3,cullin 3 [Source:HGNC Symbol;Acc:HGNC:2553]
cg09582351,ERGIC2,ERGIC and golgi 2 [Source:HGNC Symbol;Acc:HGNC:30208]
cg09622504,KLF12,Kruppel like factor 12 [Source:HGNC Symbol;Acc:HGNC:6346]
cg09862440,RABL5,NA
cg09875802,VDAC1,voltage dependent anion channel 1 [Source:HGNC Symbol;Acc:HGNC:12669]
cg09920557,ACE,angiotensin I converting enzyme [Source:HGNC Symbol;Acc:HGNC:2707]
cg10354495,NFU1,NFU1 iron-sulfur cluster scaffold [Source:HGNC Symbol;Acc:HGNC:16287]
cg10486909,COG3,component of oligomeric golgi complex 3 [Source:HGNC Symbol;Acc:HGNC:18619]
cg10743062,NCOA6,nuclear receptor coactivator 6 [Source:HGNC Symbol;Acc:HGNC:15936]
cg10826053,PAPSS1,3'-phosphoadenosine 5'-phosphosulfate synthase 1 [Source:HGNC Symbol;Acc:HGNC:8603]
cg11145399,TP53BP2,tumor protein p53 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12000]
cg11197202,C11orf30,NA
cg11277966,KIF3C,kinesin family member 3C [Source:HGNC Symbol;Acc:HGNC:6321]
cg11648062,BCAM,basal cell adhesion molecule (Lutheran blood group) [Source:HGNC Symbol;Acc:HGNC:6722]
cg12283460,RNF111,ring finger protein 111 [Source:HGNC Symbol;Acc:HGNC:17384]
cg12286540,MBD3,methyl-CpG binding domain protein 3 [Source:HGNC Symbol;Acc:HGNC:6918]
cg12685539,AMPD3,adenosine monophosphate deaminase 3 [Source:HGNC Symbol;Acc:HGNC:470]
cg13055001,PPP1CA,protein phosphatase 1 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9281]
cg13153661,TOP1MT,DNA topoisomerase I mitochondrial [Source:HGNC Symbol;Acc:HGNC:29787]
cg13203249,LOC400657,NA
cg13209122,ITPKB,inositol-trisphosphate 3-kinase B [Source:HGNC Symbol;Acc:HGNC:6179]
cg13476044,POLD1,DNA polymerase delta 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9175]
cg13655635,NR4A3,nuclear receptor subfamily 4 group A member 3 [Source:HGNC Symbol;Acc:HGNC:7982]
cg13770399,PTP4A1,protein tyrosine phosphatase type IVA, member 1 [Source:HGNC Symbol;Acc:HGNC:9634]
cg13960192,GNA11,G protein subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:4379]
cg14076390,DHRS11,dehydrogenase/reductase 11 [Source:HGNC Symbol;Acc:HGNC:28639]
cg14196208,NEK6,NIMA related kinase 6 [Source:HGNC Symbol;Acc:HGNC:7749]
cg14303330,RPL22,ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:10315]
cg14515811,FAM125B,NA
cg14555682,ZC3H10,zinc finger CCCH-type containing 10 [Source:HGNC Symbol;Acc:HGNC:25893]
cg14625636,KIAA1529,NA
cg14818413,C3orf63,NA
cg15400169,RPLP0,ribosomal protein lateral stalk subunit P0 [Source:HGNC Symbol;Acc:HGNC:10371]
cg15571376,CTSC,cathepsin C [Source:HGNC Symbol;Acc:HGNC:2528]
cg15829663,DGKA,diacylglycerol kinase alpha [Source:HGNC Symbol;Acc:HGNC:2849]
cg16149053,FAM171A1,family with sequence similarity 171 member A1 [Source:HGNC Symbol;Acc:HGNC:23522]
cg16903605,FAM72D,family with sequence similarity 72 member D [Source:HGNC Symbol;Acc:HGNC:33593]
cg17315426,CDH24,cadherin 24 [Source:HGNC Symbol;Acc:HGNC:14265]
cg17341703,SLC35A1,solute carrier family 35 member A1 [Source:HGNC Symbol;Acc:HGNC:11021]
cg17600693,NAT10,N-acetyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:29830]
cg17938867,GPSM2,G protein signaling modulator 2 [Source:HGNC Symbol;Acc:HGNC:29501]
cg17945282,ATR,ATR serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:882]
cg18193219,RFT1,RFT1 homolog [Source:HGNC Symbol;Acc:HGNC:30220]
cg18574725,GGNBP2,gametogenetin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:19357]
cg18653282,KIF26A,kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]
cg18923051,MEX3A,mex-3 RNA binding family member A [Source:HGNC Symbol;Acc:HGNC:33482]
cg19324791,CERCAM,cerebral endothelial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:23723]
cg19437626,NKIRAS2,NFKB inhibitor interacting Ras like 2 [Source:HGNC Symbol;Acc:HGNC:17898]
cg19443920,ACLY,ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115]
cg19498319,TSPAN13,tetraspanin 13 [Source:HGNC Symbol;Acc:HGNC:21643]
cg19546943,ZNF440,zinc finger protein 440 [Source:HGNC Symbol;Acc:HGNC:20874]
cg19552565,USP30,ubiquitin specific peptidase 30 [Source:HGNC Symbol;Acc:HGNC:20065]
cg19796273,MYO10,myosin X [Source:HGNC Symbol;Acc:HGNC:7593]
cg19921776,EDEM3,ER degradation enhancing alpha-mannosidase like protein 3 [Source:HGNC Symbol;Acc:HGNC:16787]
cg20410135,ZNF354A,zinc finger protein 354A [Source:HGNC Symbol;Acc:HGNC:11628]
cg20444320,STAM,signal transducing adaptor molecule [Source:HGNC Symbol;Acc:HGNC:11357]
cg20518446,AHNAK,AHNAK nucleoprotein [Source:HGNC Symbol;Acc:HGNC:347]
cg21340148,GNG7,G protein subunit gamma 7 [Source:HGNC Symbol;Acc:HGNC:4410]
cg21466042,NUP153,nucleoporin 153 [Source:HGNC Symbol;Acc:HGNC:8062]
cg21515032,KCNJ14,potassium voltage-gated channel subfamily J member 14 [Source:HGNC Symbol;Acc:HGNC:6260]
cg21558912,CDON,cell adhesion associated, oncogene regulated [Source:HGNC Symbol;Acc:HGNC:17104]
cg21608792,EPHX2,epoxide hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:3402]
cg21705120,UBE2G1,ubiquitin conjugating enzyme E2 G1 [Source:HGNC Symbol;Acc:HGNC:12482]
cg22488067,XRCC2,X-ray repair cross complementing 2 [Source:HGNC Symbol;Acc:HGNC:12829]
cg22506605,SNX21,sorting nexin family member 21 [Source:HGNC Symbol;Acc:HGNC:16154]
cg22876739,TET1,tet methylcytosine dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:29484]
cg23112188,PCK2,phosphoenolpyruvate carboxykinase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:8725]
cg24413879,HMGXB4,HMG-box containing 4 [Source:HGNC Symbol;Acc:HGNC:5003]
cg24791360,TOP1,DNA topoisomerase I [Source:HGNC Symbol;Acc:HGNC:11986]
cg25277397,OTUD3,OTU deubiquitinase 3 [Source:HGNC Symbol;Acc:HGNC:29038]
cg25779063,MRFAP1,Morf4 family associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24549]
cg25908612,PCIF1,PDX1 C-terminal inhibiting factor 1 [Source:HGNC Symbol;Acc:HGNC:16200]
cg25986496,BIRC5,baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593]
cg26082202,C14orf118,NA
cg26875637,CTTNBP2NL,CTTNBP2 N-terminal like [Source:HGNC Symbol;Acc:HGNC:25330]
cg27500214,PARD3,par-3 family cell polarity regulator [Source:HGNC Symbol;Acc:HGNC:16051]
