id,gene,description
cg01535567,WDR90,WD repeat domain 90 [Source:HGNC Symbol;Acc:HGNC:26960]
cg01582648,NUMB,NUMB, endocytic adaptor protein [Source:HGNC Symbol;Acc:HGNC:8060]
cg01607752,ZNF587,zinc finger protein 587 [Source:HGNC Symbol;Acc:HGNC:30955]
cg01637551,CACNA1C,calcium voltage-gated channel subunit alpha1 C [Source:HGNC Symbol;Acc:HGNC:1390]
cg01880949,PEX7,peroxisomal biogenesis factor 7 [Source:HGNC Symbol;Acc:HGNC:8860]
cg01914242,ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3 [Source:HGNC Symbol;Acc:HGNC:813]
cg01970017,PSMB3,proteasome subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:9540]
cg02048890,FHOD3,formin homology 2 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26178]
cg02247430,GNPNAT1,glucosamine-phosphate N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:19980]
cg02362686,ADAMTSL4,ADAMTS like 4 [Source:HGNC Symbol;Acc:HGNC:19706]
cg02510453,RPS3A,ribosomal protein S3A [Source:HGNC Symbol;Acc:HGNC:10421]
cg02774935,YPEL1,yippee like 1 [Source:HGNC Symbol;Acc:HGNC:12845]
cg02786853,SPSB2,splA/ryanodine receptor domain and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:29522]
cg02788597,EIF3J,eukaryotic translation initiation factor 3 subunit J [Source:HGNC Symbol;Acc:HGNC:3270]
cg02835742,KIF13B,kinesin family member 13B [Source:HGNC Symbol;Acc:HGNC:14405]
cg02848875,SNX1,sorting nexin 1 [Source:HGNC Symbol;Acc:HGNC:11172]
cg02877240,IFRD1,interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456]
cg02962318,KIAA1826,NA
cg03063797,SAV1,salvador family WW domain containing protein 1 [Source:HGNC Symbol;Acc:HGNC:17795]
cg03309722,INO80B,INO80 complex subunit B [Source:HGNC Symbol;Acc:HGNC:13324]
cg03496289,CDKN2D,cyclin dependent kinase inhibitor 2D [Source:HGNC Symbol;Acc:HGNC:1790]
cg03560586,ASB1,ankyrin repeat and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:16011]
cg03606176,DMXL1,Dmx like 1 [Source:HGNC Symbol;Acc:HGNC:2937]
cg03747028,TAF12,TATA-box binding protein associated factor 12 [Source:HGNC Symbol;Acc:HGNC:11545]
cg03760308,SENP6,SUMO1/sentrin specific peptidase 6 [Source:HGNC Symbol;Acc:HGNC:20944]
cg03780021,PES1,pescadillo ribosomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8848]
cg03894815,SLC2A4RG,SLC2A4 regulator [Source:HGNC Symbol;Acc:HGNC:15930]
cg03929741,EFNB2,ephrin B2 [Source:HGNC Symbol;Acc:HGNC:3227]
cg03944843,SFRS13A,NA
cg03950246,NEO1,neogenin 1 [Source:HGNC Symbol;Acc:HGNC:7754]
cg03997139,ROCK2,Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252]
cg04006913,RAB23,RAB23, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14263]
cg04120645,BLM,Bloom syndrome RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:1058]
cg04207142,E2F5,E2F transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:3119]
cg04352505,USP3,ubiquitin specific peptidase 3 [Source:HGNC Symbol;Acc:HGNC:12626]
cg04400145,SIRPA,signal regulatory protein alpha [Source:HGNC Symbol;Acc:HGNC:9662]
cg04420932,RPS6KB2,ribosomal protein S6 kinase B2 [Source:HGNC Symbol;Acc:HGNC:10437]
cg04439376,TMEM87B,transmembrane protein 87B [Source:HGNC Symbol;Acc:HGNC:25913]
cg04490478,HMBS,hydroxymethylbilane synthase [Source:HGNC Symbol;Acc:HGNC:4982]
cg04547158,ZNF823,zinc finger protein 823 [Source:HGNC Symbol;Acc:HGNC:30936]
cg04746520,DIAPH3,diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480]
cg04789776,KIAA1967,NA
cg04879387,ABCC1,ATP binding cassette subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:51]
cg04887328,MPRIP,myosin phosphatase Rho interacting protein [Source:HGNC Symbol;Acc:HGNC:30321]
cg05301181,CUL2,cullin 2 [Source:HGNC Symbol;Acc:HGNC:2552]
cg05338083,BIRC3,baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]
cg05754435,KDR,kinase insert domain receptor [Source:HGNC Symbol;Acc:HGNC:6307]
cg05778481,NXF1,nuclear RNA export factor 1 [Source:HGNC Symbol;Acc:HGNC:8071]
cg05797418,TRIOBP,TRIO and F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:17009]
cg06095752,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6866]
cg06098283,PLCL1,phospholipase C like 1 (inactive) [Source:HGNC Symbol;Acc:HGNC:9063]
cg06102330,MSC,musculin [Source:HGNC Symbol;Acc:HGNC:7321]
cg06159340,CTF1,cardiotrophin 1 [Source:HGNC Symbol;Acc:HGNC:2499]
cg06163411,ZC3HC1,zinc finger C3HC-type containing 1 [Source:HGNC Symbol;Acc:HGNC:29913]
cg06180915,EIF3B,eukaryotic translation initiation factor 3 subunit B [Source:HGNC Symbol;Acc:HGNC:3280]
cg06215035,TIA1,TIA1 cytotoxic granule associated RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11802]
cg06235973,LOC113230,NA
cg06350257,LOC339524,NA
cg06386929,TRIM24,tripartite motif containing 24 [Source:HGNC Symbol;Acc:HGNC:11812]
cg06389934,FAM117B,family with sequence similarity 117 member B [Source:HGNC Symbol;Acc:HGNC:14440]
cg06417522,PRKAR1A,protein kinase cAMP-dependent type I regulatory subunit alpha [Source:HGNC Symbol;Acc:HGNC:9388]
cg06483239,SRP14,signal recognition particle 14 [Source:HGNC Symbol;Acc:HGNC:11299]
cg06606456,ZBED5,zinc finger BED-type containing 5 [Source:HGNC Symbol;Acc:HGNC:30803]
cg06610641,ZNF527,zinc finger protein 527 [Source:HGNC Symbol;Acc:HGNC:29385]
cg06823926,SNUPN,snurportin 1 [Source:HGNC Symbol;Acc:HGNC:14245]
cg06932256,GSTM4,glutathione S-transferase mu 4 [Source:HGNC Symbol;Acc:HGNC:4636]
cg07080946,LUC7L,LUC7 like [Source:HGNC Symbol;Acc:HGNC:6723]
cg07206643,ARGLU1,arginine and glutamate rich 1 [Source:HGNC Symbol;Acc:HGNC:25482]
cg07208513,LITAF,lipopolysaccharide induced TNF factor [Source:HGNC Symbol;Acc:HGNC:16841]
cg07444131,DEXI,Dexi homolog [Source:HGNC Symbol;Acc:HGNC:13267]
cg07630544,RHEBL1,RHEB like 1 [Source:HGNC Symbol;Acc:HGNC:21166]
cg07751341,ASNA1,arsA arsenite transporter, ATP-binding, homolog 1 (bacterial) [Source:HGNC Symbol;Acc:HGNC:752]
cg07967677,TSTD1,thiosulfate sulfurtransferase like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:35410]
cg08159663,NLRC5,NLR family CARD domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29933]
cg08182240,TBRG1,transforming growth factor beta regulator 1 [Source:HGNC Symbol;Acc:HGNC:29551]
cg08209577,CPSF1,cleavage and polyadenylation specific factor 1 [Source:HGNC Symbol;Acc:HGNC:2324]
cg08217285,GIT1,GIT ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:4272]
cg08243963,SC5DL,NA
cg08254353,TMEM98,transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]
cg08871354,GINS2,GINS complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24575]
cg08902132,ETF1,eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]
cg09011256,SNHG11,small nucleolar RNA host gene 11 [Source:HGNC Symbol;Acc:HGNC:25046]
cg09541256,RUNX2,runt related transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10472]
cg09764440,PIK3R2,phosphoinositide-3-kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:8980]
cg09868035,C20orf135,NA
cg09901932,USP1,ubiquitin specific peptidase 1 [Source:HGNC Symbol;Acc:HGNC:12607]
cg09945120,DGCR8,DGCR8, microprocessor complex subunit [Source:HGNC Symbol;Acc:HGNC:2847]
cg10141022,BRAF,B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]
cg10219512,ZNF318,zinc finger protein 318 [Source:HGNC Symbol;Acc:HGNC:13578]
cg10276818,BAT5,NA
cg10348543,MOSPD3,motile sperm domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25078]
cg10365670,UBXN1,UBX domain protein 1 [Source:HGNC Symbol;Acc:HGNC:18402]
cg10396609,HERC5,HECT and RLD domain containing E3 ubiquitin protein ligase 5 [Source:HGNC Symbol;Acc:HGNC:24368]
cg10437627,C12orf45,chromosome 12 open reading frame 45 [Source:HGNC Symbol;Acc:HGNC:28628]
cg10459029,ING5,inhibitor of growth family member 5 [Source:HGNC Symbol;Acc:HGNC:19421]
cg10909732,CDC25C,cell division cycle 25C [Source:HGNC Symbol;Acc:HGNC:1727]
cg10918419,C8orf55,NA
cg10924080,SCRN2,secernin 2 [Source:HGNC Symbol;Acc:HGNC:30381]
cg11146884,CRY1,cryptochrome circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:2384]
cg11231849,KLHL12,kelch like family member 12 [Source:HGNC Symbol;Acc:HGNC:19360]
cg11374368,BOK,BOK, BCL2 family apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1087]
cg11383397,C1orf135,NA
cg11640610,ZNRF3,zinc and ring finger 3 [Source:HGNC Symbol;Acc:HGNC:18126]
cg11890639,TEX264,testis expressed 264 [Source:HGNC Symbol;Acc:HGNC:30247]
cg12181372,SYCP2,synaptonemal complex protein 2 [Source:HGNC Symbol;Acc:HGNC:11490]
cg12444385,UST,uronyl 2-sulfotransferase [Source:HGNC Symbol;Acc:HGNC:17223]
cg12463346,PPP3CA,protein phosphatase 3 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9314]
cg12537162,ITGB3,integrin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6156]
cg12614633,USP48,ubiquitin specific peptidase 48 [Source:HGNC Symbol;Acc:HGNC:18533]
cg12806521,NOP2,NOP2 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:7867]
cg12850379,TCEA1,transcription elongation factor A1 [Source:HGNC Symbol;Acc:HGNC:11612]
cg13071476,NEU1,neuraminidase 1 [Source:HGNC Symbol;Acc:HGNC:7758]
cg13516655,MYBL1,MYB proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:7547]
cg13580934,LRRCC1,leucine rich repeat and coiled-coil centrosomal protein 1 [Source:HGNC Symbol;Acc:HGNC:29373]
cg13629999,UCK1,uridine-cytidine kinase 1 [Source:HGNC Symbol;Acc:HGNC:14859]
cg13648501,NR3C1,nuclear receptor subfamily 3 group C member 1 [Source:HGNC Symbol;Acc:HGNC:7978]
cg14117180,C9orf89,NA
cg14118546,KIAA1012,NA
cg14353079,SMC5,structural maintenance of chromosomes 5 [Source:HGNC Symbol;Acc:HGNC:20465]
cg14552260,MELK,maternal embryonic leucine zipper kinase [Source:HGNC Symbol;Acc:HGNC:16870]
cg14759078,METAP2,methionyl aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:16672]
cg15091337,POLE4,DNA polymerase epsilon 4, accessory subunit [Source:HGNC Symbol;Acc:HGNC:18755]
cg15345388,CCT4,chaperonin containing TCP1 subunit 4 [Source:HGNC Symbol;Acc:HGNC:1617]
cg15529542,KLHL25,kelch like family member 25 [Source:HGNC Symbol;Acc:HGNC:25732]
cg15739758,NAPB,NSF attachment protein beta [Source:HGNC Symbol;Acc:HGNC:15751]
cg16145216,HIVEP3,human immunodeficiency virus type I enhancer binding protein 3 [Source:HGNC Symbol;Acc:HGNC:13561]
cg16327227,DTNB,dystrobrevin beta [Source:HGNC Symbol;Acc:HGNC:3058]
cg16824377,ACAP2,ArfGAP with coiled-coil, ankyrin repeat and PH domains 2 [Source:HGNC Symbol;Acc:HGNC:16469]
cg16920189,MEF2A,myocyte enhancer factor 2A [Source:HGNC Symbol;Acc:HGNC:6993]
cg17010112,STBD1,starch binding domain 1 [Source:HGNC Symbol;Acc:HGNC:24854]
cg17055821,C17orf75,chromosome 17 open reading frame 75 [Source:HGNC Symbol;Acc:HGNC:30173]
cg17121955,SMPD1,sphingomyelin phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:11120]
cg17288551,ZNF292,zinc finger protein 292 [Source:HGNC Symbol;Acc:HGNC:18410]
cg17356733,IFNGR2,interferon gamma receptor 2 [Source:HGNC Symbol;Acc:HGNC:5440]
cg17479956,EXT2,exostosin glycosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:3513]
cg17928224,WDR91,WD repeat domain 91 [Source:HGNC Symbol;Acc:HGNC:24997]
cg18224556,DPF2,double PHD fingers 2 [Source:HGNC Symbol;Acc:HGNC:9964]
cg19601991,MARCH6,membrane associated ring-CH-type finger 6 [Source:HGNC Symbol;Acc:HGNC:30550]
cg19930885,C14orf102,NA
cg20074395,SNPH,syntaphilin [Source:HGNC Symbol;Acc:HGNC:15931]
cg20696605,KTELC1,NA
cg21030598,PAK2,p21 (RAC1) activated kinase 2 [Source:HGNC Symbol;Acc:HGNC:8591]
cg21361702,REPIN1,replication initiator 1 [Source:HGNC Symbol;Acc:HGNC:17922]
cg21415068,TROAP,trophinin associated protein [Source:HGNC Symbol;Acc:HGNC:12327]
cg22040815,RAB11A,RAB11A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9760]
cg22104478,SMEK2,NA
cg22153994,ARHGAP27,Rho GTPase activating protein 27 [Source:HGNC Symbol;Acc:HGNC:31813]
cg22312354,CCDC106,coiled-coil domain containing 106 [Source:HGNC Symbol;Acc:HGNC:30181]
cg22489057,ATF6B,activating transcription factor 6 beta [Source:HGNC Symbol;Acc:HGNC:2349]
cg23609150,ADCK2,aarF domain containing kinase 2 [Source:HGNC Symbol;Acc:HGNC:19039]
cg23912823,NAB2,NGFI-A binding protein 2 [Source:HGNC Symbol;Acc:HGNC:7627]
cg24660828,B3GALNT2,beta-1,3-N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:28596]
cg25270655,ABTB2,ankyrin repeat and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23842]
cg25392384,LOC728743,NA
cg26061304,KHDRBS3,KH RNA binding domain containing, signal transduction associated 3 [Source:HGNC Symbol;Acc:HGNC:18117]
cg26115276,RUFY1,RUN and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19760]
cg26353484,CNBP,CCHC-type zinc finger nucleic acid binding protein [Source:HGNC Symbol;Acc:HGNC:13164]
cg27142680,PIP4K2B,phosphatidylinositol-5-phosphate 4-kinase type 2 beta [Source:HGNC Symbol;Acc:HGNC:8998]
cg27271513,OXSR1,oxidative stress responsive 1 [Source:HGNC Symbol;Acc:HGNC:8508]
