id,gene,description
cg00367438,TMUB1,transmembrane and ubiquitin like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21709]
cg00380150,EIF4ENIF1,eukaryotic translation initiation factor 4E nuclear import factor 1 [Source:HGNC Symbol;Acc:HGNC:16687]
cg00386702,ZNF780B,zinc finger protein 780B [Source:HGNC Symbol;Acc:HGNC:33109]
cg00394040,IL10RA,interleukin 10 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5964]
cg00394793,TLE3,transducin like enhancer of split 3 [Source:HGNC Symbol;Acc:HGNC:11839]
cg00399591,RPS15A,ribosomal protein S15a [Source:HGNC Symbol;Acc:HGNC:10389]
cg00402533,HECW2,HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:29853]
cg00405086,MED23,mediator complex subunit 23 [Source:HGNC Symbol;Acc:HGNC:2372]
cg00410422,HBXIP,NA
cg00426822,MACF1,microtubule-actin crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:13664]
cg00427296,MYH10,myosin heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:7568]
cg00428492,GTPBP8,GTP binding protein 8 (putative) [Source:HGNC Symbol;Acc:HGNC:25007]
cg00445755,MGAT5B,mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B [Source:HGNC Symbol;Acc:HGNC:24140]
cg00450060,TMEM57,NA
cg00454932,METTL13,methyltransferase like 13 [Source:HGNC Symbol;Acc:HGNC:24248]
cg00459232,CD9,CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]
cg00460684,MSI2,musashi RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18585]
cg00471141,LPL,lipoprotein lipase [Source:HGNC Symbol;Acc:HGNC:6677]
cg00472375,ENTPD4,ectonucleoside triphosphate diphosphohydrolase 4 [Source:HGNC Symbol;Acc:HGNC:14573]
cg00475085,PRPF19,pre-mRNA processing factor 19 [Source:HGNC Symbol;Acc:HGNC:17896]
cg00480856,WASL,Wiskott-Aldrich syndrome like [Source:HGNC Symbol;Acc:HGNC:12735]
cg00487155,LOC100129637,NA
cg00489219,ZNF621,zinc finger protein 621 [Source:HGNC Symbol;Acc:HGNC:24787]
cg00493300,FRG1,FSHD region gene 1 [Source:HGNC Symbol;Acc:HGNC:3954]
cg00499475,TBX3,T-box 3 [Source:HGNC Symbol;Acc:HGNC:11602]
cg00500892,NPR1,natriuretic peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:7943]
cg00501711,PABPC1L,poly(A) binding protein cytoplasmic 1 like [Source:HGNC Symbol;Acc:HGNC:15797]
cg00503704,ZNF302,zinc finger protein 302 [Source:HGNC Symbol;Acc:HGNC:13848]
cg00505393,E2F1,E2F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3113]
cg00516030,CTGF,connective tissue growth factor [Source:HGNC Symbol;Acc:HGNC:2500]
cg00520135,TPM1,tropomyosin 1 [Source:HGNC Symbol;Acc:HGNC:12010]
cg00521255,HBEGF,heparin binding EGF like growth factor [Source:HGNC Symbol;Acc:HGNC:3059]
cg00522328,ABCF1,ATP binding cassette subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:70]
cg00524169,ACTN4,actinin alpha 4 [Source:HGNC Symbol;Acc:HGNC:166]
cg00534240,ST6GALNAC3,ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:19343]
cg00543329,CLSPN,claspin [Source:HGNC Symbol;Acc:HGNC:19715]
cg00545681,F3,coagulation factor III, tissue factor [Source:HGNC Symbol;Acc:HGNC:3541]
cg00552704,PPT2,palmitoyl-protein thioesterase 2 [Source:HGNC Symbol;Acc:HGNC:9326]
cg00555096,ZNF420,zinc finger protein 420 [Source:HGNC Symbol;Acc:HGNC:20649]
cg00559179,NAMPT,nicotinamide phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:30092]
cg00562905,FZD2,frizzled class receptor 2 [Source:HGNC Symbol;Acc:HGNC:4040]
cg00563793,PACS1,phosphofurin acidic cluster sorting protein 1 [Source:HGNC Symbol;Acc:HGNC:30032]
cg00576075,C1orf52,chromosome 1 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:24871]
cg00578719,KLF16,Kruppel like factor 16 [Source:HGNC Symbol;Acc:HGNC:16857]
cg00580230,PLK2,polo like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19699]
cg00581731,NPAS2,neuronal PAS domain protein 2 [Source:HGNC Symbol;Acc:HGNC:7895]
cg00584861,C12orf41,NA
cg00603512,PDCL3,phosducin like 3 [Source:HGNC Symbol;Acc:HGNC:28860]
cg00620452,GPD1L,glycerol-3-phosphate dehydrogenase 1 like [Source:HGNC Symbol;Acc:HGNC:28956]
cg00622682,FBXO7,F-box protein 7 [Source:HGNC Symbol;Acc:HGNC:13586]
cg00626843,RFX7,regulatory factor X7 [Source:HGNC Symbol;Acc:HGNC:25777]
cg00632811,PWP1,PWP1 homolog, endonuclein [Source:HGNC Symbol;Acc:HGNC:17015]
cg00635944,C16orf53,NA
cg00664682,SLC41A1,solute carrier family 41 member 1 [Source:HGNC Symbol;Acc:HGNC:19429]
cg00667976,ARL1,ADP ribosylation factor like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:692]
cg00668150,KIAA0664,NA
cg00683654,PLEKHF1,pleckstrin homology and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20764]
cg00685795,COASY,Coenzyme A synthase [Source:HGNC Symbol;Acc:HGNC:29932]
cg00686761,CEP192,centrosomal protein 192 [Source:HGNC Symbol;Acc:HGNC:25515]
cg00704305,ECHDC1,ethylmalonyl-CoA decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:21489]
cg00707741,FARP2,FERM, ARH/RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:HGNC:16460]
cg00715241,CAMTA2,calmodulin binding transcription activator 2 [Source:HGNC Symbol;Acc:HGNC:18807]
cg00716257,JDP2,Jun dimerization protein 2 [Source:HGNC Symbol;Acc:HGNC:17546]
cg00718036,SGMS2,sphingomyelin synthase 2 [Source:HGNC Symbol;Acc:HGNC:28395]
cg00719165,ZNF513,zinc finger protein 513 [Source:HGNC Symbol;Acc:HGNC:26498]
cg00723044,MAP3K9,mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861]
cg00757212,ST8SIA1,ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10869]
cg00771653,CHCHD10,coiled-coil-helix-coiled-coil-helix domain containing 10 [Source:HGNC Symbol;Acc:HGNC:15559]
cg00788375,TRAPPC5,trafficking protein particle complex 5 [Source:HGNC Symbol;Acc:HGNC:23067]
cg00792740,UBE3A,ubiquitin protein ligase E3A [Source:HGNC Symbol;Acc:HGNC:12496]
cg00804031,PIAS4,protein inhibitor of activated STAT 4 [Source:HGNC Symbol;Acc:HGNC:17002]
cg00805360,ADAM8,ADAM metallopeptidase domain 8 [Source:HGNC Symbol;Acc:HGNC:215]
cg00815862,FAM38A,NA
cg00823995,IRF2BP1,interferon regulatory factor 2 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:21728]
cg00831633,ALG10,ALG10, alpha-1,2-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23162]
cg00846300,ZNF543,zinc finger protein 543 [Source:HGNC Symbol;Acc:HGNC:25281]
cg00851333,TRIM8,tripartite motif containing 8 [Source:HGNC Symbol;Acc:HGNC:15579]
cg00870662,PARD6G,par-6 family cell polarity regulator gamma [Source:HGNC Symbol;Acc:HGNC:16076]
cg00877964,SLC1A4,solute carrier family 1 member 4 [Source:HGNC Symbol;Acc:HGNC:10942]
cg00880984,IBTK,inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853]
cg00884221,IGFBP7,insulin like growth factor binding protein 7 [Source:HGNC Symbol;Acc:HGNC:5476]
cg00889031,PSMB8,proteasome subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:9545]
cg00890378,PHC2,polyhomeotic homolog 2 [Source:HGNC Symbol;Acc:HGNC:3183]
cg00901401,FKBP1B,FK506 binding protein 1B [Source:HGNC Symbol;Acc:HGNC:3712]
cg00909993,PTPN4,protein tyrosine phosphatase, non-receptor type 4 [Source:HGNC Symbol;Acc:HGNC:9656]
cg00917031,MEGF9,multiple EGF like domains 9 [Source:HGNC Symbol;Acc:HGNC:3234]
cg00920254,SLC29A1,solute carrier family 29 member 1 (Augustine blood group) [Source:HGNC Symbol;Acc:HGNC:11003]
cg00929050,ARF6,ADP ribosylation factor 6 [Source:HGNC Symbol;Acc:HGNC:659]
cg00930707,RNPEP,arginyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:10078]
cg00934624,PTGR2,prostaglandin reductase 2 [Source:HGNC Symbol;Acc:HGNC:20149]
cg00937510,TMEM161B,transmembrane protein 161B [Source:HGNC Symbol;Acc:HGNC:28483]
cg00940212,GARS,glycyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:4162]
cg00944433,PRMT6,protein arginine methyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:18241]
cg00946479,FOXRED2,FAD dependent oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26264]
cg00951770,RABGGTA,Rab geranylgeranyltransferase alpha subunit [Source:HGNC Symbol;Acc:HGNC:9795]
cg00955686,MAP7D1,MAP7 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25514]
cg00964109,UBL7,ubiquitin like 7 [Source:HGNC Symbol;Acc:HGNC:28221]
cg00965469,LY6G5C,lymphocyte antigen 6 family member G5C [Source:HGNC Symbol;Acc:HGNC:13932]
cg00967238,HECTD1,HECT domain E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:20157]
cg00980776,ANAPC1,anaphase promoting complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19988]
cg00982271,ECE1,endothelin converting enzyme 1 [Source:HGNC Symbol;Acc:HGNC:3146]
cg00985729,IER3,immediate early response 3 [Source:HGNC Symbol;Acc:HGNC:5392]
cg00987176,NFKB2,nuclear factor kappa B subunit 2 [Source:HGNC Symbol;Acc:HGNC:7795]
cg00987278,MDN1,midasin AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:18302]
cg00987379,ZNF395,zinc finger protein 395 [Source:HGNC Symbol;Acc:HGNC:18737]
cg00992153,C8orf58,chromosome 8 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:32233]
cg00994601,C6orf47,chromosome 6 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:19076]
cg00996051,HSPC159,NA
cg01000553,ASAP3,ArfGAP with SH3 domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:14987]
cg01015879,RDX,radixin [Source:HGNC Symbol;Acc:HGNC:9944]
cg01017147,DNM3,dynamin 3 [Source:HGNC Symbol;Acc:HGNC:29125]
cg01024473,CCDC28B,coiled-coil domain containing 28B [Source:HGNC Symbol;Acc:HGNC:28163]
cg01029627,LRRK1,leucine rich repeat kinase 1 [Source:HGNC Symbol;Acc:HGNC:18608]
cg01032570,SLC39A14,solute carrier family 39 member 14 [Source:HGNC Symbol;Acc:HGNC:20858]
cg01036746,C14orf37,chromosome 14 open reading frame 37 [Source:HGNC Symbol;Acc:HGNC:19846]
cg01044394,MANF,mesencephalic astrocyte derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:15461]
cg01044662,C2orf3,NA
cg01044692,FAM119A,NA
cg01048372,C8orf73,NA
cg01049775,ATF4,activating transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:786]
cg01051642,C1orf93,NA
cg01065977,ISYNA1,inositol-3-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:29821]
cg01068808,GLT25D2,NA
cg01069965,B4GALT5,beta-1,4-galactosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:928]
cg01070095,SETD1A,SET domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29010]
cg01083689,DHRS3,dehydrogenase/reductase 3 [Source:HGNC Symbol;Acc:HGNC:17693]
cg01084871,KIAA1530,NA
cg01092213,UPP1,uridine phosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12576]
cg01092811,NUDT16,nudix hydrolase 16 [Source:HGNC Symbol;Acc:HGNC:26442]
cg01100984,FBXW4,F-box and WD repeat domain containing 4 [Source:HGNC Symbol;Acc:HGNC:10847]
cg01102379,GAB2,GRB2 associated binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14458]
cg01108219,SLC25A36,solute carrier family 25 member 36 [Source:HGNC Symbol;Acc:HGNC:25554]
cg01119680,PMM1,phosphomannomutase 1 [Source:HGNC Symbol;Acc:HGNC:9114]
cg01136750,PDSS1,decaprenyl diphosphate synthase subunit 1 [Source:HGNC Symbol;Acc:HGNC:17759]
cg01139031,TMED4,transmembrane p24 trafficking protein 4 [Source:HGNC Symbol;Acc:HGNC:22301]
cg01141580,TBX2,T-box 2 [Source:HGNC Symbol;Acc:HGNC:11597]
cg01147995,PLCG1,phospholipase C gamma 1 [Source:HGNC Symbol;Acc:HGNC:9065]
cg01148088,RNF144A,ring finger protein 144A [Source:HGNC Symbol;Acc:HGNC:20457]
cg01156108,ITGA3,integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]
cg01156557,AMACR,alpha-methylacyl-CoA racemase [Source:HGNC Symbol;Acc:HGNC:451]
cg01169952,SGEF,NA
cg01170643,DRG1,developmentally regulated GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3029]
cg01173485,POLD3,DNA polymerase delta 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:20932]
cg01176715,C2orf67,NA
cg01177854,ESRP2,epithelial splicing regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:26152]
cg01184449,EML4,echinoderm microtubule associated protein like 4 [Source:HGNC Symbol;Acc:HGNC:1316]
cg01186919,ALG9,ALG9, alpha-1,2-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:15672]
cg01187627,OSBP,oxysterol binding protein [Source:HGNC Symbol;Acc:HGNC:8503]
cg01189915,C7orf68,NA
cg01195833,NFATC4,nuclear factor of activated T cells 4 [Source:HGNC Symbol;Acc:HGNC:7778]
cg01200177,POLR2D,RNA polymerase II subunit D [Source:HGNC Symbol;Acc:HGNC:9191]
cg01200376,CTHRC1,collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:18831]
cg01210909,TET2,tet methylcytosine dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:25941]
cg01211109,RABEPK,Rab9 effector protein with kelch motifs [Source:HGNC Symbol;Acc:HGNC:16896]
cg01230243,KIAA1244,NA
cg01241986,YY1,YY1 transcription factor [Source:HGNC Symbol;Acc:HGNC:12856]
cg01248010,STK25,serine/threonine kinase 25 [Source:HGNC Symbol;Acc:HGNC:11404]
cg01256681,GTPBP3,GTP binding protein 3, mitochondrial [Source:HGNC Symbol;Acc:HGNC:14880]
cg01261503,POLG2,DNA polymerase gamma 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9180]
cg01267941,SHMT2,serine hydroxymethyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10852]
cg01281718,SMAP1,small ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:19651]
cg01286655,DKK3,dickkopf WNT signaling pathway inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:2893]
cg01287505,SEPT4,septin 4 [Source:HGNC Symbol;Acc:HGNC:9165]
cg01289020,FTSJD1,NA
cg01289861,VHL,von Hippel-Lindau tumor suppressor [Source:HGNC Symbol;Acc:HGNC:12687]
cg01289902,ANXA7,annexin A7 [Source:HGNC Symbol;Acc:HGNC:545]
cg01299579,NOL10,nucleolar protein 10 [Source:HGNC Symbol;Acc:HGNC:25862]
cg01305045,C17orf42,NA
cg01311222,HEG1,heart development protein with EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:29227]
cg01321189,BICD1,BICD cargo adaptor 1 [Source:HGNC Symbol;Acc:HGNC:1049]
cg01346589,RCC2,regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]
cg01356044,MTSS1L,MTSS1L, I-BAR domain containing [Source:HGNC Symbol;Acc:HGNC:25094]
cg01360067,PPP3CB,protein phosphatase 3 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9315]
cg01384143,C3orf14,chromosome 3 open reading frame 14 [Source:HGNC Symbol;Acc:HGNC:25024]
cg01387102,MLPH,melanophilin [Source:HGNC Symbol;Acc:HGNC:29643]
cg01393233,CACHD1,cache domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29314]
cg01403844,TMBIM4,transmembrane BAX inhibitor motif containing 4 [Source:HGNC Symbol;Acc:HGNC:24257]
cg01409735,HDAC11,histone deacetylase 11 [Source:HGNC Symbol;Acc:HGNC:19086]
cg01409985,SRPRB,SRP receptor beta subunit [Source:HGNC Symbol;Acc:HGNC:24085]
cg01411142,INTS10,integrator complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:25548]
cg01411731,NANP,N-acetylneuraminic acid phosphatase [Source:HGNC Symbol;Acc:HGNC:16140]
cg01412886,AHNAK2,AHNAK nucleoprotein 2 [Source:HGNC Symbol;Acc:HGNC:20125]
cg01414289,PLXNC1,plexin C1 [Source:HGNC Symbol;Acc:HGNC:9106]
cg01420215,MRPL44,mitochondrial ribosomal protein L44 [Source:HGNC Symbol;Acc:HGNC:16650]
cg01434121,SLC37A4,solute carrier family 37 member 4 [Source:HGNC Symbol;Acc:HGNC:4061]
cg01434783,SPRY1,sprouty RTK signaling antagonist 1 [Source:HGNC Symbol;Acc:HGNC:11269]
cg01436372,GPR137B,G protein-coupled receptor 137B [Source:HGNC Symbol;Acc:HGNC:11862]
cg01442481,RALY,RALY heterogeneous nuclear ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15921]
cg01457077,TRAF3IP1,TRAF3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:17861]
cg01461718,APEH,acylaminoacyl-peptide hydrolase [Source:HGNC Symbol;Acc:HGNC:586]
cg01468309,PARVA,parvin alpha [Source:HGNC Symbol;Acc:HGNC:14652]
cg01471232,SIGIRR,single Ig and TIR domain containing [Source:HGNC Symbol;Acc:HGNC:30575]
cg01472538,SETD6,SET domain containing 6 [Source:HGNC Symbol;Acc:HGNC:26116]
cg01475538,RRAS2,RAS related 2 [Source:HGNC Symbol;Acc:HGNC:17271]
cg01519094,PKNOX2,PBX/knotted 1 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:16714]
cg01542719,DHX36,DEAH-box helicase 36 [Source:HGNC Symbol;Acc:HGNC:14410]
cg01547733,FBXO5,F-box protein 5 [Source:HGNC Symbol;Acc:HGNC:13584]
cg01553004,C14orf4,NA
cg01557297,SLC22A17,solute carrier family 22 member 17 [Source:HGNC Symbol;Acc:HGNC:23095]
cg01561916,HAAO,3-hydroxyanthranilate 3,4-dioxygenase [Source:HGNC Symbol;Acc:HGNC:4796]
cg01574694,NDRG2,NDRG family member 2 [Source:HGNC Symbol;Acc:HGNC:14460]
cg01579928,CALM1,calmodulin 1 [Source:HGNC Symbol;Acc:HGNC:1442]
cg01594949,NRARP,NOTCH regulated ankyrin repeat protein [Source:HGNC Symbol;Acc:HGNC:33843]
cg01601050,STXBP6,syntaxin binding protein 6 [Source:HGNC Symbol;Acc:HGNC:19666]
cg01607849,TPI1,triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:12009]
cg01612478,ZNF709,zinc finger protein 709 [Source:HGNC Symbol;Acc:HGNC:20629]
cg01629435,DGUOK,deoxyguanosine kinase [Source:HGNC Symbol;Acc:HGNC:2858]
cg01642070,ASH2L,ASH2 like histone lysine methyltransferase complex subunit [Source:HGNC Symbol;Acc:HGNC:744]
cg01653445,BAI2,NA
cg01684579,NOP16,NOP16 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:26934]
cg01687711,CBARA1,NA
cg01719995,USP38,ubiquitin specific peptidase 38 [Source:HGNC Symbol;Acc:HGNC:20067]
cg01730857,PUF60,poly(U) binding splicing factor 60 [Source:HGNC Symbol;Acc:HGNC:17042]
cg01738805,MTMR15,NA
cg01745499,HMGA1,high mobility group AT-hook 1 [Source:HGNC Symbol;Acc:HGNC:5010]
cg01746514,LRRC16B,NA
cg01750654,GNB4,G protein subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:20731]
cg01777187,HMGN1,high mobility group nucleosome binding domain 1 [Source:HGNC Symbol;Acc:HGNC:4984]
cg01777397,CLIP4,CAP-Gly domain containing linker protein family member 4 [Source:HGNC Symbol;Acc:HGNC:26108]
cg01780109,PLCG2,phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]
cg01782826,RCSD1,RCSD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28310]
cg01800426,MTUS1,microtubule associated scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:29789]
cg01806346,MAN2B2,mannosidase alpha class 2B member 2 [Source:HGNC Symbol;Acc:HGNC:29623]
cg01811796,STMN1,stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510]
cg01816031,RPP40,ribonuclease P/MRP subunit p40 [Source:HGNC Symbol;Acc:HGNC:20992]
cg01820754,FERMT2,fermitin family member 2 [Source:HGNC Symbol;Acc:HGNC:15767]
cg01822242,ACOX3,acyl-CoA oxidase 3, pristanoyl [Source:HGNC Symbol;Acc:HGNC:121]
cg01834614,ACP6,acid phosphatase 6, lysophosphatidic [Source:HGNC Symbol;Acc:HGNC:29609]
cg01835489,KRT8,keratin 8 [Source:HGNC Symbol;Acc:HGNC:6446]
cg01845451,TCIRG1,T cell immune regulator 1, ATPase H+ transporting V0 subunit a3 [Source:HGNC Symbol;Acc:HGNC:11647]
cg01869219,AP1S3,adaptor related protein complex 1 sigma 3 subunit [Source:HGNC Symbol;Acc:HGNC:18971]
cg01891818,ICT1,NA
cg01894110,FN1,fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]
cg01901788,MAP1LC3A,microtubule associated protein 1 light chain 3 alpha [Source:HGNC Symbol;Acc:HGNC:6838]
cg01906709,C3orf59,NA
cg01912455,SMARCB1,SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:HGNC Symbol;Acc:HGNC:11103]
cg01931958,ERC1,ELKS/RAB6-interacting/CAST family member 1 [Source:HGNC Symbol;Acc:HGNC:17072]
cg01958916,SEMA6C,semaphorin 6C [Source:HGNC Symbol;Acc:HGNC:10740]
cg01969938,LIG4,DNA ligase 4 [Source:HGNC Symbol;Acc:HGNC:6601]
cg01977082,COX6C,cytochrome c oxidase subunit 6C [Source:HGNC Symbol;Acc:HGNC:2285]
cg01977762,UHRF1,ubiquitin like with PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:12556]
cg01978669,CC2D1B,coiled-coil and C2 domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29386]
cg01990225,LMAN2L,lectin, mannose binding 2 like [Source:HGNC Symbol;Acc:HGNC:19263]
cg01990334,FOXJ3,forkhead box J3 [Source:HGNC Symbol;Acc:HGNC:29178]
