id,gene,description
cg01986682,ALDOA,aldolase, fructose-bisphosphate A [Source:HGNC Symbol;Acc:HGNC:414]
cg02073525,DNAJA4,DnaJ heat shock protein family (Hsp40) member A4 [Source:HGNC Symbol;Acc:HGNC:14885]
cg02216295,ANKRD11,ankyrin repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:21316]
cg02268951,GRTP1,growth hormone regulated TBC protein 1 [Source:HGNC Symbol;Acc:HGNC:20310]
cg02276944,GPD2,glycerol-3-phosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4456]
cg02319142,SLC26A2,solute carrier family 26 member 2 [Source:HGNC Symbol;Acc:HGNC:10994]
cg02329205,LYSMD4,LysM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26571]
cg02339418,C12orf65,chromosome 12 open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:26784]
cg02428100,KEAP1,kelch like ECH associated protein 1 [Source:HGNC Symbol;Acc:HGNC:23177]
cg02441090,OXCT1,3-oxoacid CoA-transferase 1 [Source:HGNC Symbol;Acc:HGNC:8527]
cg02550119,LIG3,DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600]
cg02610689,FAM86A,NA
cg02717618,SETBP1,SET binding protein 1 [Source:HGNC Symbol;Acc:HGNC:15573]
cg02735446,VASH1,vasohibin 1 [Source:HGNC Symbol;Acc:HGNC:19964]
cg02737321,EIF4G1,eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]
cg02788021,KATNAL1,katanin catalytic subunit A1 like 1 [Source:HGNC Symbol;Acc:HGNC:28361]
cg02802029,PLOD2,procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:9082]
cg02809401,LTBP3,latent transforming growth factor beta binding protein 3 [Source:HGNC Symbol;Acc:HGNC:6716]
cg02825511,VPS4A,vacuolar protein sorting 4 homolog A [Source:HGNC Symbol;Acc:HGNC:13488]
cg02829456,CFLAR,CASP8 and FADD like apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1876]
cg02941852,SRPK2,SRSF protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:11306]
cg02975986,RAB4B,RAB4B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9782]
cg03059174,SFRS6,NA
cg03087198,SPTY2D1,SPT2 chromatin protein domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26818]
cg03154580,RALB,RAS like proto-oncogene B [Source:HGNC Symbol;Acc:HGNC:9840]
cg03161075,NIN,ninein [Source:HGNC Symbol;Acc:HGNC:14906]
cg03209642,FES,FES proto-oncogene, tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3657]
cg03214277,SLC25A23,solute carrier family 25 member 23 [Source:HGNC Symbol;Acc:HGNC:19375]
cg03267400,AGBL5,ATP/GTP binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:26147]
cg03328664,PFN2,profilin 2 [Source:HGNC Symbol;Acc:HGNC:8882]
cg03344955,MCCC1,methylcrotonoyl-CoA carboxylase 1 [Source:HGNC Symbol;Acc:HGNC:6936]
cg03353445,GPRC5A,G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]
cg03572772,PCDHB15,protocadherin beta 15 [Source:HGNC Symbol;Acc:HGNC:8686]
cg03589001,MORF4L1,mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989]
cg03591676,C8orf37,chromosome 8 open reading frame 37 [Source:HGNC Symbol;Acc:HGNC:27232]
cg03605365,INADL,NA
cg03609787,CTDSPL2,CTD small phosphatase like 2 [Source:HGNC Symbol;Acc:HGNC:26936]
cg03673368,STT3B,STT3B, catalytic subunit of the oligosaccharyltransferase complex [Source:HGNC Symbol;Acc:HGNC:30611]
cg03708230,TCOF1,treacle ribosome biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:11654]
cg03710140,CRLS1,cardiolipin synthase 1 [Source:HGNC Symbol;Acc:HGNC:16148]
cg03751272,LOC148189,NA
cg03766516,C19orf29,NA
cg03826976,CYB5R2,cytochrome b5 reductase 2 [Source:HGNC Symbol;Acc:HGNC:24376]
cg03833628,CHD1,chromodomain helicase DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1915]
cg03847636,GRPEL1,GrpE like 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:19696]
cg03857047,C12orf73,chromosome 12 open reading frame 73 [Source:HGNC Symbol;Acc:HGNC:34450]
cg03917623,RAB6A,RAB6A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9786]
cg03950476,ZCCHC11,zinc finger CCHC-type containing 11 [Source:HGNC Symbol;Acc:HGNC:28981]
cg03993166,SELS,NA
cg04002187,RPL37,ribosomal protein L37 [Source:HGNC Symbol;Acc:HGNC:10347]
cg04059835,ACAD9,acyl-CoA dehydrogenase family member 9 [Source:HGNC Symbol;Acc:HGNC:21497]
cg04096435,AMD1,adenosylmethionine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:457]
cg04155793,CDK10,cyclin dependent kinase 10 [Source:HGNC Symbol;Acc:HGNC:1770]
cg04166393,GNA12,G protein subunit alpha 12 [Source:HGNC Symbol;Acc:HGNC:4380]
cg04174180,ZNF23,zinc finger protein 23 [Source:HGNC Symbol;Acc:HGNC:13023]
cg04229238,RB1CC1,RB1 inducible coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:15574]
cg04413153,HHEX,hematopoietically expressed homeobox [Source:HGNC Symbol;Acc:HGNC:4901]
cg04424930,HNRNPF,heterogeneous nuclear ribonucleoprotein F [Source:HGNC Symbol;Acc:HGNC:5039]
cg04444006,ARFGAP2,ADP ribosylation factor GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:13504]
cg04463232,MCPH1,microcephalin 1 [Source:HGNC Symbol;Acc:HGNC:6954]
cg04575016,C3orf64,NA
cg04681849,PDGFRL,platelet derived growth factor receptor like [Source:HGNC Symbol;Acc:HGNC:8805]
cg04699474,PIN1,peptidylprolyl cis/trans isomerase, NIMA-interacting 1 [Source:HGNC Symbol;Acc:HGNC:8988]
cg04730047,TBC1D23,TBC1 domain family member 23 [Source:HGNC Symbol;Acc:HGNC:25622]
cg04852949,COL16A1,collagen type XVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2193]
cg04880762,VAMP1,vesicle associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:12642]
cg04895581,RBM12B,RNA binding motif protein 12B [Source:HGNC Symbol;Acc:HGNC:32310]
cg05095290,TRMT61A,tRNA methyltransferase 61A [Source:HGNC Symbol;Acc:HGNC:23790]
cg05131526,MAN2A2,mannosidase alpha class 2A member 2 [Source:HGNC Symbol;Acc:HGNC:6825]
cg05340597,ARL2BP,ADP ribosylation factor like GTPase 2 binding protein [Source:HGNC Symbol;Acc:HGNC:17146]
cg05351940,ARPC2,actin related protein 2/3 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:705]
cg05406101,RWDD2B,RWD domain containing 2B [Source:HGNC Symbol;Acc:HGNC:1302]
cg05531134,C21orf91,chromosome 21 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:16459]
cg05565052,TMEM184B,transmembrane protein 184B [Source:HGNC Symbol;Acc:HGNC:1310]
cg05786809,CKB,creatine kinase B [Source:HGNC Symbol;Acc:HGNC:1991]
cg05796909,SENP3,SUMO1/sentrin/SMT3 specific peptidase 3 [Source:HGNC Symbol;Acc:HGNC:17862]
cg05859264,MAPK13,mitogen-activated protein kinase 13 [Source:HGNC Symbol;Acc:HGNC:6875]
cg06265175,COL14A1,collagen type XIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2191]
cg06326971,KIFC3,kinesin family member C3 [Source:HGNC Symbol;Acc:HGNC:6326]
cg06337239,DDX58,DExD/H-box helicase 58 [Source:HGNC Symbol;Acc:HGNC:19102]
cg06338299,LCOR,ligand dependent nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29503]
cg06447795,TGM2,transglutaminase 2 [Source:HGNC Symbol;Acc:HGNC:11778]
cg06472439,NR2F1,nuclear receptor subfamily 2 group F member 1 [Source:HGNC Symbol;Acc:HGNC:7975]
cg06584503,LOC374443,NA
cg06591456,KIAA0415,NA
cg06636356,BICD2,BICD cargo adaptor 2 [Source:HGNC Symbol;Acc:HGNC:17208]
cg06695812,EDC4,enhancer of mRNA decapping 4 [Source:HGNC Symbol;Acc:HGNC:17157]
cg06804210,CD8A,CD8a molecule [Source:HGNC Symbol;Acc:HGNC:1706]
cg06834434,LTBP2,latent transforming growth factor beta binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6715]
cg06917450,C1orf109,chromosome 1 open reading frame 109 [Source:HGNC Symbol;Acc:HGNC:26039]
cg07064406,YWHAB,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta [Source:HGNC Symbol;Acc:HGNC:12849]
cg07123170,PSMD6,proteasome 26S subunit, non-ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9564]
cg07164659,BIN3,bridging integrator 3 [Source:HGNC Symbol;Acc:HGNC:1054]
cg07173100,RNASEH1,ribonuclease H1 [Source:HGNC Symbol;Acc:HGNC:18466]
cg07180252,ARHGAP26,Rho GTPase activating protein 26 [Source:HGNC Symbol;Acc:HGNC:17073]
cg07304015,MTCH2,mitochondrial carrier 2 [Source:HGNC Symbol;Acc:HGNC:17587]
cg07368443,PLK3,polo like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2154]
cg07389627,SEC24C,SEC24 homolog C, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10705]
cg07499546,SMAP2,small ArfGAP2 [Source:HGNC Symbol;Acc:HGNC:25082]
cg07537734,PDGFC,platelet derived growth factor C [Source:HGNC Symbol;Acc:HGNC:8801]
cg07562458,WDR26,WD repeat domain 26 [Source:HGNC Symbol;Acc:HGNC:21208]
cg07629187,KCNS3,potassium voltage-gated channel modifier subfamily S member 3 [Source:HGNC Symbol;Acc:HGNC:6302]
cg07713293,SERPINB9,serpin family B member 9 [Source:HGNC Symbol;Acc:HGNC:8955]
cg07738955,RAPGEFL1,Rap guanine nucleotide exchange factor like 1 [Source:HGNC Symbol;Acc:HGNC:17428]
cg07805730,SSX2IP,SSX family member 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:16509]
cg07835814,CBFA2T2,CBFA2/RUNX1 translocation partner 2 [Source:HGNC Symbol;Acc:HGNC:1536]
cg07874353,ZNF775,zinc finger protein 775 [Source:HGNC Symbol;Acc:HGNC:28501]
cg07884734,EHHADH,enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3247]
cg07925066,CDC14A,cell division cycle 14A [Source:HGNC Symbol;Acc:HGNC:1718]
cg07936430,ZNF768,zinc finger protein 768 [Source:HGNC Symbol;Acc:HGNC:26273]
cg08020051,GPAA1,glycosylphosphatidylinositol anchor attachment 1 [Source:HGNC Symbol;Acc:HGNC:4446]
cg08030545,POLR3E,RNA polymerase III subunit E [Source:HGNC Symbol;Acc:HGNC:30347]
cg08043024,MON1B,MON1 homolog B, secretory trafficking associated [Source:HGNC Symbol;Acc:HGNC:25020]
cg08047293,TERF2,telomeric repeat binding factor 2 [Source:HGNC Symbol;Acc:HGNC:11729]
cg08106792,S100A6,S100 calcium binding protein A6 [Source:HGNC Symbol;Acc:HGNC:10496]
cg08131309,BMF,Bcl2 modifying factor [Source:HGNC Symbol;Acc:HGNC:24132]
cg08226146,RCAN1,regulator of calcineurin 1 [Source:HGNC Symbol;Acc:HGNC:3040]
cg08690031,CDCA7,cell division cycle associated 7 [Source:HGNC Symbol;Acc:HGNC:14628]
cg08962709,SMARCAD1,SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1 [Source:HGNC Symbol;Acc:HGNC:18398]
cg08995368,FSCN1,fascin actin-bundling protein 1 [Source:HGNC Symbol;Acc:HGNC:11148]
cg09063262,TMEM126A,transmembrane protein 126A [Source:HGNC Symbol;Acc:HGNC:25382]
cg09071294,ALKBH2,alkB homolog 2, alpha-ketoglutarate dependent dioxygenase [Source:HGNC Symbol;Acc:HGNC:32487]
cg09279169,ZFP30,ZFP30 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:29555]
cg09322984,LRRC16A,NA
cg09521133,LSR,lipolysis stimulated lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:29572]
cg09537107,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D [Source:HGNC Symbol;Acc:HGNC:4588]
cg09569536,RIMKLB,ribosomal modification protein rimK like family member B [Source:HGNC Symbol;Acc:HGNC:29228]
cg09732987,MIR17HG,miR-17-92a-1 cluster host gene [Source:HGNC Symbol;Acc:HGNC:23564]
cg09818732,SLC48A1,solute carrier family 48 member 1 [Source:HGNC Symbol;Acc:HGNC:26035]
cg09974780,KIF2A,kinesin family member 2A [Source:HGNC Symbol;Acc:HGNC:6318]
cg10011232,FKBP8,FK506 binding protein 8 [Source:HGNC Symbol;Acc:HGNC:3724]
cg10033612,CRAMP1L,NA
cg10069353,RPL41,ribosomal protein L41 [Source:HGNC Symbol;Acc:HGNC:10354]
cg10101263,SNX19,sorting nexin 19 [Source:HGNC Symbol;Acc:HGNC:21532]
cg10105237,ZFAT,zinc finger and AT-hook domain containing [Source:HGNC Symbol;Acc:HGNC:19899]
cg10108626,GPR108,G protein-coupled receptor 108 [Source:HGNC Symbol;Acc:HGNC:17829]
cg10302505,MYC,MYC proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7553]
cg10410213,ELOVL5,ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:HGNC:21308]
cg10589385,SETDB1,SET domain bifurcated 1 [Source:HGNC Symbol;Acc:HGNC:10761]
cg10774636,DEDD2,death effector domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24450]
cg10790685,VIM,vimentin [Source:HGNC Symbol;Acc:HGNC:12692]
cg10815400,RAVER2,ribonucleoprotein, PTB binding 2 [Source:HGNC Symbol;Acc:HGNC:25577]
cg10829342,SLC9A3R1,SLC9A3 regulator 1 [Source:HGNC Symbol;Acc:HGNC:11075]
cg10878459,SMARCA5,SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:HGNC Symbol;Acc:HGNC:11101]
cg10935138,WBP2,WW domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12738]
cg10983623,DDX6,DEAD-box helicase 6 [Source:HGNC Symbol;Acc:HGNC:2747]
cg11139684,FAM177A1,family with sequence similarity 177 member A1 [Source:HGNC Symbol;Acc:HGNC:19829]
cg11245806,LAPTM4A,lysosomal protein transmembrane 4 alpha [Source:HGNC Symbol;Acc:HGNC:6924]
cg11326485,CHMP2B,charged multivesicular body protein 2B [Source:HGNC Symbol;Acc:HGNC:24537]
cg11335411,ZNF274,zinc finger protein 274 [Source:HGNC Symbol;Acc:HGNC:13068]
cg11405475,SNRPE,small nuclear ribonucleoprotein polypeptide E [Source:HGNC Symbol;Acc:HGNC:11161]
cg11613427,TMEM110,NA
cg11668079,MYL12B,myosin light chain 12B [Source:HGNC Symbol;Acc:HGNC:29827]
cg11752894,TMCC2,transmembrane and coiled-coil domain family 2 [Source:HGNC Symbol;Acc:HGNC:24239]
cg11789864,ABCB10,ATP binding cassette subfamily B member 10 [Source:HGNC Symbol;Acc:HGNC:41]
cg11850943,LANCL2,LanC like 2 [Source:HGNC Symbol;Acc:HGNC:6509]
cg12293415,RTTN,rotatin [Source:HGNC Symbol;Acc:HGNC:18654]
cg12344247,FAM120B,family with sequence similarity 120B [Source:HGNC Symbol;Acc:HGNC:21109]
cg12405775,MRPL3,mitochondrial ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10379]
cg12416033,SDHAF1,succinate dehydrogenase complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:33867]
cg12424468,C11orf2,NA
cg12479098,PRKCDBP,NA
cg12833952,USP28,ubiquitin specific peptidase 28 [Source:HGNC Symbol;Acc:HGNC:12625]
cg12875426,DYM,dymeclin [Source:HGNC Symbol;Acc:HGNC:21317]
cg13179085,SOCS2,suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:HGNC:19382]
cg13324205,SF3B5,splicing factor 3b subunit 5 [Source:HGNC Symbol;Acc:HGNC:21083]
cg13549152,AKIRIN1,akirin 1 [Source:HGNC Symbol;Acc:HGNC:25744]
cg13557631,SLCO3A1,solute carrier organic anion transporter family member 3A1 [Source:HGNC Symbol;Acc:HGNC:10952]
cg13806095,TASP1,taspase 1 [Source:HGNC Symbol;Acc:HGNC:15859]
cg13886636,ST6GALNAC4,ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:17846]
cg14012220,DUSP16,dual specificity phosphatase 16 [Source:HGNC Symbol;Acc:HGNC:17909]
cg14044916,TIMM44,translocase of inner mitochondrial membrane 44 [Source:HGNC Symbol;Acc:HGNC:17316]
cg14177930,C5orf45,NA
cg14346035,PDP1,pyruvate dehyrogenase phosphatase catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:9279]
cg14540337,MFGE8,milk fat globule-EGF factor 8 protein [Source:HGNC Symbol;Acc:HGNC:7036]
cg14557909,NEK8,NIMA related kinase 8 [Source:HGNC Symbol;Acc:HGNC:13387]
cg14568384,TMEM180,NA
cg14572307,NEK3,NIMA related kinase 3 [Source:HGNC Symbol;Acc:HGNC:7746]
cg14578028,FBXO3,F-box protein 3 [Source:HGNC Symbol;Acc:HGNC:13582]
cg14612785,EIF4E3,eukaryotic translation initiation factor 4E family member 3 [Source:HGNC Symbol;Acc:HGNC:31837]
cg14803765,CREB5,cAMP responsive element binding protein 5 [Source:HGNC Symbol;Acc:HGNC:16844]
cg14856108,OSBPL2,oxysterol binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:15761]
cg14871365,COPB2,coatomer protein complex subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:2232]
cg15451045,TNFSF9,TNF superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:11939]
cg15585372,BRI3,brain protein I3 [Source:HGNC Symbol;Acc:HGNC:1109]
cg15690092,PAFAH2,platelet activating factor acetylhydrolase 2 [Source:HGNC Symbol;Acc:HGNC:8579]
cg15700776,CYP2U1,cytochrome P450 family 2 subfamily U member 1 [Source:HGNC Symbol;Acc:HGNC:20582]
cg15793197,MAP3K3,mitogen-activated protein kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6855]
cg15821095,RBM15B,RNA binding motif protein 15B [Source:HGNC Symbol;Acc:HGNC:24303]
cg15869475,CAPZA2,capping actin protein of muscle Z-line alpha subunit 2 [Source:HGNC Symbol;Acc:HGNC:1490]
cg16088251,ADK,adenosine kinase [Source:HGNC Symbol;Acc:HGNC:257]
cg16423265,LSM14B,LSM family member 14B [Source:HGNC Symbol;Acc:HGNC:15887]
cg16670864,DUSP14,dual specificity phosphatase 14 [Source:HGNC Symbol;Acc:HGNC:17007]
cg16684811,LHFPL2,LHFPL tetraspan subfamily member 2 [Source:HGNC Symbol;Acc:HGNC:6588]
cg16903510,BCAT2,branched chain amino acid transaminase 2 [Source:HGNC Symbol;Acc:HGNC:977]
cg17006282,RPL36,ribosomal protein L36 [Source:HGNC Symbol;Acc:HGNC:13631]
cg17077762,OAZ2,ornithine decarboxylase antizyme 2 [Source:HGNC Symbol;Acc:HGNC:8096]
cg17099397,VAV3,vav guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:12659]
cg17108629,RAB38,RAB38, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9776]
cg17130815,LFNG,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:6560]
cg17485827,C2orf49,chromosome 2 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28772]
cg17691309,TPM2,tropomyosin 2 [Source:HGNC Symbol;Acc:HGNC:12011]
cg17707295,C4orf33,chromosome 4 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:27025]
cg17727492,ASNSD1,asparagine synthetase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24910]
cg17916407,KLHDC2,kelch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20231]
cg17995867,GATA6,GATA binding protein 6 [Source:HGNC Symbol;Acc:HGNC:4174]
cg18125208,MRPL55,mitochondrial ribosomal protein L55 [Source:HGNC Symbol;Acc:HGNC:16686]
cg18190164,ASCC2,activating signal cointegrator 1 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24103]
cg18480675,CMC1,C-X9-C motif containing 1 [Source:HGNC Symbol;Acc:HGNC:28783]
cg18491039,AGXT2L2,NA
cg18783781,SLC25A33,solute carrier family 25 member 33 [Source:HGNC Symbol;Acc:HGNC:29681]
cg19071452,NMI,N-myc and STAT interactor [Source:HGNC Symbol;Acc:HGNC:7854]
cg19350839,VKORC1L1,vitamin K epoxide reductase complex subunit 1 like 1 [Source:HGNC Symbol;Acc:HGNC:21492]
cg19434221,ABHD12,abhydrolase domain containing 12 [Source:HGNC Symbol;Acc:HGNC:15868]
cg19464016,PRDM1,PR/SET domain 1 [Source:HGNC Symbol;Acc:HGNC:9346]
