id,gene,description
cg02461883,OBFC2A,NA
cg02965178,AKTIP,AKT interacting protein [Source:HGNC Symbol;Acc:HGNC:16710]
cg02974126,UBE4B,ubiquitination factor E4B [Source:HGNC Symbol;Acc:HGNC:12500]
cg02998018,CAP1,cyclase associated actin cytoskeleton regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:20040]
cg03068319,FAM8A1,family with sequence similarity 8 member A1 [Source:HGNC Symbol;Acc:HGNC:16372]
cg03140883,PPAPDC1B,NA
cg03171646,HSF2,heat shock transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:5225]
cg03173570,SOD1,superoxide dismutase 1 [Source:HGNC Symbol;Acc:HGNC:11179]
cg03267697,GMPPA,GDP-mannose pyrophosphorylase A [Source:HGNC Symbol;Acc:HGNC:22923]
cg03275130,B3GAT3,beta-1,3-glucuronyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:923]
cg03328526,SYT11,synaptotagmin 11 [Source:HGNC Symbol;Acc:HGNC:19239]
cg03528946,SHB,SH2 domain containing adaptor protein B [Source:HGNC Symbol;Acc:HGNC:10838]
cg03658251,EBPL,emopamil binding protein like [Source:HGNC Symbol;Acc:HGNC:18061]
cg03870138,CYBA,cytochrome b-245 alpha chain [Source:HGNC Symbol;Acc:HGNC:2577]
cg03920623,YAF2,YY1 associated factor 2 [Source:HGNC Symbol;Acc:HGNC:17363]
cg03922748,DNAJB2,DnaJ heat shock protein family (Hsp40) member B2 [Source:HGNC Symbol;Acc:HGNC:5228]
cg04153536,FBXO10,F-box protein 10 [Source:HGNC Symbol;Acc:HGNC:13589]
cg04161365,DHRS13,dehydrogenase/reductase 13 [Source:HGNC Symbol;Acc:HGNC:28326]
cg04220155,ZHX1,zinc fingers and homeoboxes 1 [Source:HGNC Symbol;Acc:HGNC:12871]
cg04473902,PLBD1,phospholipase B domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26215]
cg04518342,PDLIM4,PDZ and LIM domain 4 [Source:HGNC Symbol;Acc:HGNC:16501]
cg04722756,DENND4B,DENN domain containing 4B [Source:HGNC Symbol;Acc:HGNC:29044]
cg04781305,CCNY,cyclin Y [Source:HGNC Symbol;Acc:HGNC:23354]
cg04823168,RGMA,repulsive guidance molecule BMP co-receptor a [Source:HGNC Symbol;Acc:HGNC:30308]
cg04885832,NSD1,nuclear receptor binding SET domain protein 1 [Source:HGNC Symbol;Acc:HGNC:14234]
cg04889050,KIAA1430,NA
cg04900486,RFX5,regulatory factor X5 [Source:HGNC Symbol;Acc:HGNC:9986]
cg05062896,PPOX,protoporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:9280]
cg05148623,NAB1,NGFI-A binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7626]
cg05169666,NLRX1,NLR family member X1 [Source:HGNC Symbol;Acc:HGNC:29890]
cg05291374,DIXDC1,DIX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23695]
cg05352500,WTIP,WT1 interacting protein [Source:HGNC Symbol;Acc:HGNC:20964]
cg05417985,ENPP1,ectonucleotide pyrophosphatase/phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:3356]
cg05539369,FNIP2,folliculin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29280]
cg05813380,SNTB1,syntrophin beta 1 [Source:HGNC Symbol;Acc:HGNC:11168]
cg05824755,NOTCH2,notch 2 [Source:HGNC Symbol;Acc:HGNC:7882]
cg05864191,TGFB3,transforming growth factor beta 3 [Source:HGNC Symbol;Acc:HGNC:11769]
cg05962325,ACAT1,acetyl-CoA acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:93]
cg06017677,DENR,density regulated re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:2769]
cg06030166,PARVB,parvin beta [Source:HGNC Symbol;Acc:HGNC:14653]
cg06098585,HEATR6,HEAT repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:24076]
cg06251078,PEX5,peroxisomal biogenesis factor 5 [Source:HGNC Symbol;Acc:HGNC:9719]
cg06353330,LRRC8C,leucine rich repeat containing 8 VRAC subunit C [Source:HGNC Symbol;Acc:HGNC:25075]
cg06382459,SKI,SKI proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10896]
cg06704132,FBXO9,F-box protein 9 [Source:HGNC Symbol;Acc:HGNC:13588]
cg06713267,BSDC1,BSD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25501]
cg07000334,ZNF385A,zinc finger protein 385A [Source:HGNC Symbol;Acc:HGNC:17521]
cg07003632,EML1,echinoderm microtubule associated protein like 1 [Source:HGNC Symbol;Acc:HGNC:3330]
cg07138512,RAP1GAP,RAP1 GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:9858]
cg07145366,C14orf132,chromosome 14 open reading frame 132 [Source:HGNC Symbol;Acc:HGNC:20346]
cg07180603,SMG7,SMG7, nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:16792]
cg07224215,SPC25,SPC25, NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:24031]
cg07557424,C9orf23,NA
cg07800806,LOC91316,NA
cg07813275,NPL,N-acetylneuraminate pyruvate lyase [Source:HGNC Symbol;Acc:HGNC:16781]
cg07953670,DMTF1,cyclin D binding myb like transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:14603]
cg08145723,ST14,suppression of tumorigenicity 14 [Source:HGNC Symbol;Acc:HGNC:11344]
cg08359347,FZD4,frizzled class receptor 4 [Source:HGNC Symbol;Acc:HGNC:4042]
cg08514765,MMP15,matrix metallopeptidase 15 [Source:HGNC Symbol;Acc:HGNC:7161]
cg08815320,FUK,fucokinase [Source:HGNC Symbol;Acc:HGNC:29500]
cg08926982,KIF1B,kinesin family member 1B [Source:HGNC Symbol;Acc:HGNC:16636]
cg09234995,C10orf18,NA
cg09274587,LEPREL2,NA
cg09589443,C20orf117,NA
cg09686236,KCNIP3,potassium voltage-gated channel interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:15523]
cg09800975,RBM17,RNA binding motif protein 17 [Source:HGNC Symbol;Acc:HGNC:16944]
cg10081723,B2M,beta-2-microglobulin [Source:HGNC Symbol;Acc:HGNC:914]
cg10107725,LY75,lymphocyte antigen 75 [Source:HGNC Symbol;Acc:HGNC:6729]
cg10157975,ZNF304,zinc finger protein 304 [Source:HGNC Symbol;Acc:HGNC:13505]
cg10286128,CHST12,carbohydrate sulfotransferase 12 [Source:HGNC Symbol;Acc:HGNC:17423]
cg10544039,TRIM52,tripartite motif containing 52 [Source:HGNC Symbol;Acc:HGNC:19024]
cg10773601,CLEC11A,C-type lectin domain containing 11A [Source:HGNC Symbol;Acc:HGNC:10576]
cg10952477,ARHGEF12,Rho guanine nucleotide exchange factor 12 [Source:HGNC Symbol;Acc:HGNC:14193]
cg10986864,EDC3,enhancer of mRNA decapping 3 [Source:HGNC Symbol;Acc:HGNC:26114]
cg11216616,RAB35,RAB35, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9774]
cg11367633,CHD6,chromodomain helicase DNA binding protein 6 [Source:HGNC Symbol;Acc:HGNC:19057]
cg11654737,BCKDHB,branched chain keto acid dehydrogenase E1 subunit beta [Source:HGNC Symbol;Acc:HGNC:987]
cg11740152,DSN1,DSN1 homolog, MIS12 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:16165]
cg11861731,DIRAS1,DIRAS family GTPase 1 [Source:HGNC Symbol;Acc:HGNC:19127]
cg11869784,HNRNPC,heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]
cg12140854,ABLIM3,actin binding LIM protein family member 3 [Source:HGNC Symbol;Acc:HGNC:29132]
cg12306853,FUCA2,alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008]
cg12393668,CCDC43,coiled-coil domain containing 43 [Source:HGNC Symbol;Acc:HGNC:26472]
cg12410273,GOLM1,golgi membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15451]
cg12421536,FAF1,Fas associated factor 1 [Source:HGNC Symbol;Acc:HGNC:3578]
cg12550574,SPCS3,signal peptidase complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26212]
cg12598340,TMEM54,transmembrane protein 54 [Source:HGNC Symbol;Acc:HGNC:24143]
cg12610972,CASD1,CAS1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16014]
cg12963850,NAGA,alpha-N-acetylgalactosaminidase [Source:HGNC Symbol;Acc:HGNC:7631]
cg13213755,NPTN,neuroplastin [Source:HGNC Symbol;Acc:HGNC:17867]
cg13532055,FXN,frataxin [Source:HGNC Symbol;Acc:HGNC:3951]
cg13560136,CCDC107,coiled-coil domain containing 107 [Source:HGNC Symbol;Acc:HGNC:28465]
cg13581475,MTHFD1,methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7432]
cg13774095,C9orf30,NA
cg13883984,HOMER2,homer scaffolding protein 2 [Source:HGNC Symbol;Acc:HGNC:17513]
cg14070162,PTRF,NA
cg14074042,PWWP2A,PWWP domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29406]
cg14088589,TLE4,transducin like enhancer of split 4 [Source:HGNC Symbol;Acc:HGNC:11840]
cg14150071,ADC,NA
cg14254745,DHDDS,dehydrodolichyl diphosphate synthase subunit [Source:HGNC Symbol;Acc:HGNC:20603]
cg14275845,MARK2,microtubule affinity regulating kinase 2 [Source:HGNC Symbol;Acc:HGNC:3332]
cg14342838,MYEOV2,NA
cg14665845,CSTF3,cleavage stimulation factor subunit 3 [Source:HGNC Symbol;Acc:HGNC:2485]
cg14773523,MINA,NA
cg14791530,CTBS,chitobiase [Source:HGNC Symbol;Acc:HGNC:2496]
cg14808739,SREBF1,sterol regulatory element binding transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11289]
cg14864773,ANKRD13A,ankyrin repeat domain 13A [Source:HGNC Symbol;Acc:HGNC:21268]
cg14941654,HLA-G,major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:HGNC:4964]
cg15332241,MFSD5,major facilitator superfamily domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28156]
cg15522984,LAMC1,laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492]
cg15611108,NR2F6,nuclear receptor subfamily 2 group F member 6 [Source:HGNC Symbol;Acc:HGNC:7977]
cg15623519,SLC15A4,solute carrier family 15 member 4 [Source:HGNC Symbol;Acc:HGNC:23090]
cg15804598,HEXIM1,hexamethylene bisacetamide inducible 1 [Source:HGNC Symbol;Acc:HGNC:24953]
cg15975824,MAGI3,membrane associated guanylate kinase, WW and PDZ domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29647]
cg16069236,MRPL39,mitochondrial ribosomal protein L39 [Source:HGNC Symbol;Acc:HGNC:14027]
cg16460466,ANP32A,acidic nuclear phosphoprotein 32 family member A [Source:HGNC Symbol;Acc:HGNC:13233]
cg16511795,LRPAP1,LDL receptor related protein associated protein 1 [Source:HGNC Symbol;Acc:HGNC:6701]
cg16546279,ATXN7L3,ataxin 7 like 3 [Source:HGNC Symbol;Acc:HGNC:25416]
cg16657244,NOLC1,nucleolar and coiled-body phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15608]
cg16799998,NME6,NME/NM23 nucleoside diphosphate kinase 6 [Source:HGNC Symbol;Acc:HGNC:20567]
cg17113158,RBL1,RB transcriptional corepressor like 1 [Source:HGNC Symbol;Acc:HGNC:9893]
cg17579214,RAP2A,RAP2A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9861]
cg17787710,RAC3,Rac family small GTPase 3 [Source:HGNC Symbol;Acc:HGNC:9803]
cg17918326,C20orf4,NA
cg18053505,KAT2B,lysine acetyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:8638]
cg18718234,FAF2,Fas associated factor family member 2 [Source:HGNC Symbol;Acc:HGNC:24666]
cg19028997,ELK4,ELK4, ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:3326]
cg19392656,FBLN2,fibulin 2 [Source:HGNC Symbol;Acc:HGNC:3601]
cg19896655,LEO1,LEO1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:30401]
cg20078025,LOC400043,NA
cg20452739,DHX35,DEAH-box helicase 35 [Source:HGNC Symbol;Acc:HGNC:15861]
cg20726948,RAPGEF6,Rap guanine nucleotide exchange factor 6 [Source:HGNC Symbol;Acc:HGNC:20655]
cg21975824,RBM26,RNA binding motif protein 26 [Source:HGNC Symbol;Acc:HGNC:20327]
cg24107338,RPS27,ribosomal protein S27 [Source:HGNC Symbol;Acc:HGNC:10416]
cg24129977,PXDN,peroxidasin [Source:HGNC Symbol;Acc:HGNC:14966]
cg24513567,SEC11A,SEC11 homolog A, signal peptidase complex subunit [Source:HGNC Symbol;Acc:HGNC:17718]
cg27023515,GCC2,GRIP and coiled-coil domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23218]
