id,gene,description
cg05246303,ITGA4,integrin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6140]
cg05307234,PHF20L1,PHD finger protein 20 like 1 [Source:HGNC Symbol;Acc:HGNC:24280]
cg05348871,PRR5L,proline rich 5 like [Source:HGNC Symbol;Acc:HGNC:25878]
cg05465916,LOC284023,NA
cg05560697,GNPDA1,glucosamine-6-phosphate deaminase 1 [Source:HGNC Symbol;Acc:HGNC:4417]
cg05642024,HERC2P2,hect domain and RLD 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:4870]
cg05698098,FADS2,fatty acid desaturase 2 [Source:HGNC Symbol;Acc:HGNC:3575]
cg05766251,LASP1,LIM and SH3 protein 1 [Source:HGNC Symbol;Acc:HGNC:6513]
cg05797660,PLEKHF2,pleckstrin homology and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20757]
cg05881135,SYNM,synemin [Source:HGNC Symbol;Acc:HGNC:24466]
cg05943971,TDRKH,tudor and KH domain containing [Source:HGNC Symbol;Acc:HGNC:11713]
cg05981247,ID2,inhibitor of DNA binding 2 [Source:HGNC Symbol;Acc:HGNC:5361]
cg05999005,ARL5A,ADP ribosylation factor like GTPase 5A [Source:HGNC Symbol;Acc:HGNC:696]
cg06049791,ADA,adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186]
cg06119536,SLTM,SAFB like transcription modulator [Source:HGNC Symbol;Acc:HGNC:20709]
cg06191390,SFXN5,sideroflexin 5 [Source:HGNC Symbol;Acc:HGNC:16073]
cg06200714,TMEM18,transmembrane protein 18 [Source:HGNC Symbol;Acc:HGNC:25257]
cg06365091,TCEB2,NA
cg06377221,ARRDC2,arrestin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25225]
cg06416491,KIF21A,kinesin family member 21A [Source:HGNC Symbol;Acc:HGNC:19349]
cg06417225,PEBP1,phosphatidylethanolamine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8630]
cg06464111,TIAM1,T cell lymphoma invasion and metastasis 1 [Source:HGNC Symbol;Acc:HGNC:11805]
cg06498773,TAX1BP1,Tax1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11575]
cg06597466,C2orf18,NA
cg06705237,FBP1,fructose-bisphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3606]
cg06764498,SERBP1,SERPINE1 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17860]
cg06793267,FLNB,filamin B [Source:HGNC Symbol;Acc:HGNC:3755]
cg06818514,SUV420H2,NA
cg06922305,USP39,ubiquitin specific peptidase 39 [Source:HGNC Symbol;Acc:HGNC:20071]
cg07007118,CXCR7,NA
cg07141452,CDC25B,cell division cycle 25B [Source:HGNC Symbol;Acc:HGNC:1726]
cg07191600,TRERF1,transcriptional regulating factor 1 [Source:HGNC Symbol;Acc:HGNC:18273]
cg07242805,MXD4,MAX dimerization protein 4 [Source:HGNC Symbol;Acc:HGNC:13906]
cg07294323,ZFHX3,zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:777]
cg07315372,PAIP1,poly(A) binding protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16945]
cg07318049,ATPIF1,NA
cg07324054,NEDD4L,neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7728]
cg07380095,PLEKHG1,pleckstrin homology and RhoGEF domain containing G1 [Source:HGNC Symbol;Acc:HGNC:20884]
cg07414574,HVCN1,hydrogen voltage gated channel 1 [Source:HGNC Symbol;Acc:HGNC:28240]
cg07450214,ANKRD26,ankyrin repeat domain 26 [Source:HGNC Symbol;Acc:HGNC:29186]
cg07838495,RPL26,ribosomal protein L26 [Source:HGNC Symbol;Acc:HGNC:10327]
cg07926758,FAM20C,FAM20C, golgi associated secretory pathway kinase [Source:HGNC Symbol;Acc:HGNC:22140]
cg08014158,ZKSCAN4,zinc finger with KRAB and SCAN domains 4 [Source:HGNC Symbol;Acc:HGNC:13854]
cg08159594,NAPEPLD,N-acyl phosphatidylethanolamine phospholipase D [Source:HGNC Symbol;Acc:HGNC:21683]
cg08235875,ST3GAL1,ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]
cg08360631,SNX11,sorting nexin 11 [Source:HGNC Symbol;Acc:HGNC:14975]
cg08438126,WBP4,WW domain binding protein 4 [Source:HGNC Symbol;Acc:HGNC:12739]
cg08531263,ZNF468,zinc finger protein 468 [Source:HGNC Symbol;Acc:HGNC:33105]
cg08593229,CD320,CD320 molecule [Source:HGNC Symbol;Acc:HGNC:16692]
cg08621926,WDR33,WD repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:25651]
cg08715226,TNFRSF6B,TNF receptor superfamily member 6b [Source:HGNC Symbol;Acc:HGNC:11921]
cg08737815,SDHB,succinate dehydrogenase complex iron sulfur subunit B [Source:HGNC Symbol;Acc:HGNC:10681]
cg08827079,ZNF181,zinc finger protein 181 [Source:HGNC Symbol;Acc:HGNC:12971]
cg08827391,GDI2,GDP dissociation inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:4227]
cg08896629,TYK2,tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12440]
cg08923379,ODF2,outer dense fiber of sperm tails 2 [Source:HGNC Symbol;Acc:HGNC:8114]
cg08965723,IFT140,intraflagellar transport 140 [Source:HGNC Symbol;Acc:HGNC:29077]
cg08979515,ABHD10,abhydrolase domain containing 10 [Source:HGNC Symbol;Acc:HGNC:25656]
cg09093931,MATN2,matrilin 2 [Source:HGNC Symbol;Acc:HGNC:6908]
cg09105657,C10orf125,NA
cg09224523,DYRK3,dual specificity tyrosine phosphorylation regulated kinase 3 [Source:HGNC Symbol;Acc:HGNC:3094]
cg09305680,UTP23,UTP23, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:28224]
cg09359933,C19orf10,NA
cg09371063,ACACA,acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:HGNC:84]
cg09478591,C6orf153,NA
cg09514188,TOB1,transducer of ERBB2, 1 [Source:HGNC Symbol;Acc:HGNC:11979]
cg09549240,RPP25,ribonuclease P and MRP subunit p25 [Source:HGNC Symbol;Acc:HGNC:30361]
cg09651136,PKM2,NA
cg09687947,MCM2,minichromosome maintenance complex component 2 [Source:HGNC Symbol;Acc:HGNC:6944]
cg09813986,ZFR,zinc finger RNA binding protein [Source:HGNC Symbol;Acc:HGNC:17277]
cg09868274,UNG,uracil DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:12572]
cg09896503,ZKSCAN5,zinc finger with KRAB and SCAN domains 5 [Source:HGNC Symbol;Acc:HGNC:12867]
cg09916765,WRB,tryptophan rich basic protein [Source:HGNC Symbol;Acc:HGNC:12790]
cg10135532,KCTD6,potassium channel tetramerization domain containing 6 [Source:HGNC Symbol;Acc:HGNC:22235]
cg10208821,SUPT16H,SPT16 homolog, facilitates chromatin remodeling subunit [Source:HGNC Symbol;Acc:HGNC:11465]
cg10215570,DPY30,dpy-30, histone methyltransferase complex regulatory subunit [Source:HGNC Symbol;Acc:HGNC:24590]
cg10260935,TOB2,transducer of ERBB2, 2 [Source:HGNC Symbol;Acc:HGNC:11980]
cg10359929,IRS1,insulin receptor substrate 1 [Source:HGNC Symbol;Acc:HGNC:6125]
cg10396357,TFAP4,transcription factor AP-4 [Source:HGNC Symbol;Acc:HGNC:11745]
cg10505791,HYOU1,hypoxia up-regulated 1 [Source:HGNC Symbol;Acc:HGNC:16931]
cg10565270,FAM86C,NA
cg10625266,SH3GLB1,SH3 domain containing GRB2 like, endophilin B1 [Source:HGNC Symbol;Acc:HGNC:10833]
cg10694587,GTF2I,general transcription factor IIi [Source:HGNC Symbol;Acc:HGNC:4659]
cg10818319,DECR1,2,4-dienoyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:2753]
cg10893370,UTP6,UTP6, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:18279]
cg10995755,TPRKB,TP53RK binding protein [Source:HGNC Symbol;Acc:HGNC:24259]
cg11089837,BRMS1L,breast cancer metastasis-suppressor 1 like [Source:HGNC Symbol;Acc:HGNC:20512]
cg11186933,TTC35,NA
cg11208853,LOC653113,NA
cg11304212,UHRF1BP1,UHRF1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:21216]
cg11336311,ID3,inhibitor of DNA binding 3, HLH protein [Source:HGNC Symbol;Acc:HGNC:5362]
cg11346541,GUK1,guanylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:4693]
cg11346754,TGFBRAP1,transforming growth factor beta receptor associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16836]
cg11450750,PRR5,proline rich 5 [Source:HGNC Symbol;Acc:HGNC:31682]
cg11526405,SH3GLB2,SH3 domain containing GRB2 like, endophilin B2 [Source:HGNC Symbol;Acc:HGNC:10834]
cg11534677,KBTBD2,kelch repeat and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21751]
cg11623036,FNIP1,folliculin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29418]
cg11647421,LRRC56,leucine rich repeat containing 56 [Source:HGNC Symbol;Acc:HGNC:25430]
cg11667754,CDH1,cadherin 1 [Source:HGNC Symbol;Acc:HGNC:1748]
cg11691393,PIF1,PIF1 5'-to-3' DNA helicase [Source:HGNC Symbol;Acc:HGNC:26220]
cg11695653,LDOC1L,NA
cg12265604,HAS3,hyaluronan synthase 3 [Source:HGNC Symbol;Acc:HGNC:4820]
cg12271587,TTF1,transcription termination factor 1 [Source:HGNC Symbol;Acc:HGNC:12397]
cg12323347,DUSP5,dual specificity phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:3071]
cg12355862,ADRB2,adrenoceptor beta 2 [Source:HGNC Symbol;Acc:HGNC:286]
cg12386015,RAB20,RAB20, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18260]
cg12492027,DLGAP4,DLG associated protein 4 [Source:HGNC Symbol;Acc:HGNC:24476]
cg12985164,TSEN2,tRNA splicing endonuclease subunit 2 [Source:HGNC Symbol;Acc:HGNC:28422]
cg13148824,DDIT3,DNA damage inducible transcript 3 [Source:HGNC Symbol;Acc:HGNC:2726]
cg13234062,FOSL1,FOS like 1, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:13718]
cg13660655,AUTS2,AUTS2, activator of transcription and developmental regulator [Source:HGNC Symbol;Acc:HGNC:14262]
cg13777294,ACSS2,acyl-CoA synthetase short chain family member 2 [Source:HGNC Symbol;Acc:HGNC:15814]
cg13849825,CCNB1,cyclin B1 [Source:HGNC Symbol;Acc:HGNC:1579]
cg14076411,RNGTT,RNA guanylyltransferase and 5'-phosphatase [Source:HGNC Symbol;Acc:HGNC:10073]
cg14261780,IMMP2L,inner mitochondrial membrane peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:14598]
cg14321601,NIPSNAP3A,nipsnap homolog 3A [Source:HGNC Symbol;Acc:HGNC:23619]
cg14502172,NET1,neuroepithelial cell transforming 1 [Source:HGNC Symbol;Acc:HGNC:14592]
cg14562086,COL1A1,collagen type I alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2197]
cg14582100,SPATA5L1,spermatogenesis associated 5 like 1 [Source:HGNC Symbol;Acc:HGNC:28762]
cg14751914,SMAD7,SMAD family member 7 [Source:HGNC Symbol;Acc:HGNC:6773]
cg14950039,KIAA1310,NA
cg15628222,TRAM1,translocation associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:20568]
cg15694987,EXT1,exostosin glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3512]
cg15837503,MRPL12,mitochondrial ribosomal protein L12 [Source:HGNC Symbol;Acc:HGNC:10378]
cg16257029,ADAM12,ADAM metallopeptidase domain 12 [Source:HGNC Symbol;Acc:HGNC:190]
cg16311344,EIF2C4,NA
cg16330965,SNAPC5,small nuclear RNA activating complex polypeptide 5 [Source:HGNC Symbol;Acc:HGNC:15484]
cg16341159,DLG4,discs large MAGUK scaffold protein 4 [Source:HGNC Symbol;Acc:HGNC:2903]
cg16387467,CNDP2,carnosine dipeptidase 2 [Source:HGNC Symbol;Acc:HGNC:24437]
cg16505550,PPAP2B,NA
cg16592150,MAP3K7,mitogen-activated protein kinase kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6859]
cg16658130,ZNF642,NA
cg16826874,DOCK5,dedicator of cytokinesis 5 [Source:HGNC Symbol;Acc:HGNC:23476]
cg17084863,UAP1,UDP-N-acetylglucosamine pyrophosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12457]
cg17128415,ZNF337,zinc finger protein 337 [Source:HGNC Symbol;Acc:HGNC:15809]
cg17311927,NF1,neurofibromin 1 [Source:HGNC Symbol;Acc:HGNC:7765]
cg17351085,RAB3IL1,RAB3A interacting protein like 1 [Source:HGNC Symbol;Acc:HGNC:9780]
cg17726575,E2F6,E2F transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:3120]
cg17736676,TTC39C,tetratricopeptide repeat domain 39C [Source:HGNC Symbol;Acc:HGNC:26595]
cg17808646,PFKFB2,6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:8873]
cg18452600,MSRA,methionine sulfoxide reductase A [Source:HGNC Symbol;Acc:HGNC:7377]
cg18505367,C5orf41,NA
cg18512512,MDC1,mediator of DNA damage checkpoint 1 [Source:HGNC Symbol;Acc:HGNC:21163]
cg18580322,G2E3,G2/M-phase specific E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:20338]
cg18645398,NUS1,NUS1 dehydrodolichyl diphosphate synthase subunit [Source:HGNC Symbol;Acc:HGNC:21042]
cg18923964,SRP54,signal recognition particle 54 [Source:HGNC Symbol;Acc:HGNC:11301]
cg18938674,RGS10,regulator of G protein signaling 10 [Source:HGNC Symbol;Acc:HGNC:9992]
cg19319069,UBE2H,ubiquitin conjugating enzyme E2 H [Source:HGNC Symbol;Acc:HGNC:12484]
cg19342382,POM121C,POM121 transmembrane nucleoporin C [Source:HGNC Symbol;Acc:HGNC:34005]
cg19787841,PCBP2,poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8648]
cg19878733,MALAT1,metastasis associated lung adenocarcinoma transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:29665]
cg19993006,FAM109A,family with sequence similarity 109 member A [Source:HGNC Symbol;Acc:HGNC:26509]
cg20513950,ARAP1,ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16925]
cg20915447,CLN8,CLN8, transmembrane ER and ERGIC protein [Source:HGNC Symbol;Acc:HGNC:2079]
cg21020944,AKAP11,A-kinase anchoring protein 11 [Source:HGNC Symbol;Acc:HGNC:369]
cg21818252,SEC24B,SEC24 homolog B, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10704]
cg21828345,ITGA11,integrin subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:6136]
cg22019649,CXXC5,CXXC finger protein 5 [Source:HGNC Symbol;Acc:HGNC:26943]
cg22082456,SCP2,sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]
cg23051349,KLC1,kinesin light chain 1 [Source:HGNC Symbol;Acc:HGNC:6387]
cg23208590,CARD10,caspase recruitment domain family member 10 [Source:HGNC Symbol;Acc:HGNC:16422]
cg23325384,ACSL3,acyl-CoA synthetase long chain family member 3 [Source:HGNC Symbol;Acc:HGNC:3570]
cg23665603,SEC14L2,SEC14 like lipid binding 2 [Source:HGNC Symbol;Acc:HGNC:10699]
cg23822915,CYB5R4,cytochrome b5 reductase 4 [Source:HGNC Symbol;Acc:HGNC:20147]
cg24062754,RNF44,ring finger protein 44 [Source:HGNC Symbol;Acc:HGNC:19180]
cg24482202,ZFYVE9,zinc finger FYVE-type containing 9 [Source:HGNC Symbol;Acc:HGNC:6775]
cg24924563,TGOLN2,trans-golgi network protein 2 [Source:HGNC Symbol;Acc:HGNC:15450]
cg25032094,MYO15B,myosin XVB [Source:HGNC Symbol;Acc:HGNC:14083]
cg25149881,PEX16,peroxisomal biogenesis factor 16 [Source:HGNC Symbol;Acc:HGNC:8857]
cg25227227,UGDH,UDP-glucose 6-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12525]
cg25325038,AMOTL1,angiomotin like 1 [Source:HGNC Symbol;Acc:HGNC:17811]
cg25536787,C17orf108,NA
