id,gene,description
cg03005261,CCDC109B,NA
cg03109505,BCAS3,BCAS3, microtubule associated cell migration factor [Source:HGNC Symbol;Acc:HGNC:14347]
cg03152913,RBM45,RNA binding motif protein 45 [Source:HGNC Symbol;Acc:HGNC:24468]
cg03218146,RUFY3,RUN and FYVE domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30285]
cg03267502,NEK1,NIMA related kinase 1 [Source:HGNC Symbol;Acc:HGNC:7744]
cg03287740,ARMC1,armadillo repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:17684]
cg03356087,SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918]
cg03419014,HLCS,holocarboxylase synthetase [Source:HGNC Symbol;Acc:HGNC:4976]
cg03449406,CFL2,cofilin 2 [Source:HGNC Symbol;Acc:HGNC:1875]
cg03573443,ATG2B,autophagy related 2B [Source:HGNC Symbol;Acc:HGNC:20187]
cg03698892,IFT81,intraflagellar transport 81 [Source:HGNC Symbol;Acc:HGNC:14313]
cg03823154,FOXO3,forkhead box O3 [Source:HGNC Symbol;Acc:HGNC:3821]
cg03835987,ELOVL6,ELOVL fatty acid elongase 6 [Source:HGNC Symbol;Acc:HGNC:15829]
cg03854262,NINJ1,ninjurin 1 [Source:HGNC Symbol;Acc:HGNC:7824]
cg04051458,THBS1,thrombospondin 1 [Source:HGNC Symbol;Acc:HGNC:11785]
cg04170442,WDR75,WD repeat domain 75 [Source:HGNC Symbol;Acc:HGNC:25725]
cg04256466,PALLD,palladin, cytoskeletal associated protein [Source:HGNC Symbol;Acc:HGNC:17068]
cg04297457,C16orf63,NA
cg04427462,PRKD2,protein kinase D2 [Source:HGNC Symbol;Acc:HGNC:17293]
cg04482879,DENND4A,DENN domain containing 4A [Source:HGNC Symbol;Acc:HGNC:24321]
cg04691264,LOC387647,NA
cg04790761,MAPKAPK2,mitogen-activated protein kinase-activated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:6887]
cg04880195,ENAH,ENAH, actin regulator [Source:HGNC Symbol;Acc:HGNC:18271]
cg04888113,HIST2H2BF,histone cluster 2 H2B family member f [Source:HGNC Symbol;Acc:HGNC:24700]
cg04953061,DDHD1,DDHD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19714]
cg05192898,TXNRD1,thioredoxin reductase 1 [Source:HGNC Symbol;Acc:HGNC:12437]
cg05223591,ATP5G3,NA
cg05280148,MAPK3,mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6877]
cg05358404,RTEL1,regulator of telomere elongation helicase 1 [Source:HGNC Symbol;Acc:HGNC:15888]
cg05379891,CLDND1,claudin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1322]
cg05557255,TSSC4,tumor suppressing subtransferable candidate 4 [Source:HGNC Symbol;Acc:HGNC:12386]
cg05800683,KCTD1,potassium channel tetramerization domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18249]
cg05800761,ZNF532,zinc finger protein 532 [Source:HGNC Symbol;Acc:HGNC:30940]
cg05806233,GNAI1,G protein subunit alpha i1 [Source:HGNC Symbol;Acc:HGNC:4384]
cg05806645,PPP1R3B,protein phosphatase 1 regulatory subunit 3B [Source:HGNC Symbol;Acc:HGNC:14942]
cg05856399,ZBTB24,zinc finger and BTB domain containing 24 [Source:HGNC Symbol;Acc:HGNC:21143]
cg05909475,ETV3,ETS variant 3 [Source:HGNC Symbol;Acc:HGNC:3492]
cg06197769,CDKN1B,cyclin dependent kinase inhibitor 1B [Source:HGNC Symbol;Acc:HGNC:1785]
cg06234342,GTF3C6,general transcription factor IIIC subunit 6 [Source:HGNC Symbol;Acc:HGNC:20872]
cg06241380,CTCF,CCCTC-binding factor [Source:HGNC Symbol;Acc:HGNC:13723]
cg06311804,DDX47,DEAD-box helicase 47 [Source:HGNC Symbol;Acc:HGNC:18682]
cg06414596,CSNK2A2,casein kinase 2 alpha 2 [Source:HGNC Symbol;Acc:HGNC:2459]
cg06459724,RAB7L1,NA
cg06701500,YWHAQ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta [Source:HGNC Symbol;Acc:HGNC:12854]
cg06908458,SLC4A8,solute carrier family 4 member 8 [Source:HGNC Symbol;Acc:HGNC:11034]
cg07037964,C5orf54,NA
cg07170183,TRAF6,TNF receptor associated factor 6 [Source:HGNC Symbol;Acc:HGNC:12036]
cg07197059,EFS,embryonal Fyn-associated substrate [Source:HGNC Symbol;Acc:HGNC:16898]
cg07293947,SFXN1,sideroflexin 1 [Source:HGNC Symbol;Acc:HGNC:16085]
cg07538206,C2CD2,C2 calcium dependent domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1266]
cg07611000,EHBP1L1,EH domain binding protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:30682]
cg07730848,MED10,mediator complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:28760]
cg07752472,STAG1,stromal antigen 1 [Source:HGNC Symbol;Acc:HGNC:11354]
cg07773434,PPP1R14B,protein phosphatase 1 regulatory inhibitor subunit 14B [Source:HGNC Symbol;Acc:HGNC:9057]
cg08019195,SCN4B,sodium voltage-gated channel beta subunit 4 [Source:HGNC Symbol;Acc:HGNC:10592]
cg08160643,RRP15,ribosomal RNA processing 15 homolog [Source:HGNC Symbol;Acc:HGNC:24255]
cg08253651,SNRPF,small nuclear ribonucleoprotein polypeptide F [Source:HGNC Symbol;Acc:HGNC:11162]
cg08310116,NEK9,NIMA related kinase 9 [Source:HGNC Symbol;Acc:HGNC:18591]
cg08312600,GIPC1,GIPC PDZ domain containing family member 1 [Source:HGNC Symbol;Acc:HGNC:1226]
cg08327566,PIK3AP1,phosphoinositide-3-kinase adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30034]
cg08479476,PCBP1,poly(rC) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8647]
cg08512456,LOC401052,NA
cg08690976,LYRM2,LYR motif containing 2 [Source:HGNC Symbol;Acc:HGNC:25229]
cg08731623,PMP22,peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118]
cg08949974,RBM47,RNA binding motif protein 47 [Source:HGNC Symbol;Acc:HGNC:30358]
cg09323728,TP53INP1,tumor protein p53 inducible nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:18022]
cg09348431,SCRIB,scribbled planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:30377]
cg09704223,SEPX1,NA
cg09836324,ELL3,elongation factor for RNA polymerase II 3 [Source:HGNC Symbol;Acc:HGNC:23113]
cg09906309,C11orf46,NA
cg10143807,EFNA3,ephrin A3 [Source:HGNC Symbol;Acc:HGNC:3223]
cg10332202,KPNA6,karyopherin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6399]
cg10973622,IMMT,inner membrane mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:6047]
cg11059800,EEF2K,eukaryotic elongation factor 2 kinase [Source:HGNC Symbol;Acc:HGNC:24615]
cg11108432,PINX1,PIN2/TERF1 interacting telomerase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:30046]
cg11200358,C6orf62,chromosome 6 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:20998]
cg11259628,ZNF134,zinc finger protein 134 [Source:HGNC Symbol;Acc:HGNC:12918]
cg11297723,TFCP2,transcription factor CP2 [Source:HGNC Symbol;Acc:HGNC:11748]
cg11531628,AHDC1,AT-hook DNA binding motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25230]
cg11709225,FBRSL1,fibrosin like 1 [Source:HGNC Symbol;Acc:HGNC:29308]
cg11914902,POLR3B,RNA polymerase III subunit B [Source:HGNC Symbol;Acc:HGNC:30348]
cg11987645,CDCA7L,cell division cycle associated 7 like [Source:HGNC Symbol;Acc:HGNC:30777]
cg12578959,CWF19L2,CWF19 like 2, cell cycle control (S. pombe) [Source:HGNC Symbol;Acc:HGNC:26508]
cg12670862,METTL10,NA
cg12670903,SPRED1,sprouty related EVH1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20249]
cg13229360,SH3PXD2B,SH3 and PX domains 2B [Source:HGNC Symbol;Acc:HGNC:29242]
cg13391363,FLOT1,flotillin 1 [Source:HGNC Symbol;Acc:HGNC:3757]
cg13405161,EIF2C2,NA
cg13501527,PHF19,PHD finger protein 19 [Source:HGNC Symbol;Acc:HGNC:24566]
cg13560436,MIER3,MIER family member 3 [Source:HGNC Symbol;Acc:HGNC:26678]
cg13833535,POLA2,DNA polymerase alpha 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:30073]
cg13908523,PRKCD,protein kinase C delta [Source:HGNC Symbol;Acc:HGNC:9399]
cg14151259,ID4,inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]
cg14162959,SMCR7L,NA
cg14191360,MET,MET proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7029]
cg14336578,LETM2,leucine zipper and EF-hand containing transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:14648]
cg14461913,CAMSAP1,calmodulin regulated spectrin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:19946]
cg14522055,DAPK2,death associated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:2675]
cg15871229,CCDC109A,NA
cg15908081,RNF139,ring finger protein 139 [Source:HGNC Symbol;Acc:HGNC:17023]
cg15908398,ATXN2,ataxin 2 [Source:HGNC Symbol;Acc:HGNC:10555]
cg16043990,PPP1R13B,protein phosphatase 1 regulatory subunit 13B [Source:HGNC Symbol;Acc:HGNC:14950]
cg16520737,C19orf6,NA
cg17215438,TTC4,tetratricopeptide repeat domain 4 [Source:HGNC Symbol;Acc:HGNC:12394]
cg17957801,VPS53,VPS53, GARP complex subunit [Source:HGNC Symbol;Acc:HGNC:25608]
cg18100153,A2LD1,NA
cg18107072,TPPP3,tubulin polymerization promoting protein family member 3 [Source:HGNC Symbol;Acc:HGNC:24162]
cg18113602,CMTM6,CKLF like MARVEL transmembrane domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19177]
cg18295152,LSM11,LSM11, U7 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:30860]
cg18309129,DHX34,DExH-box helicase 34 [Source:HGNC Symbol;Acc:HGNC:16719]
cg18577618,METTL2A,methyltransferase like 2A [Source:HGNC Symbol;Acc:HGNC:25755]
cg19040620,MTMR4,myotubularin related protein 4 [Source:HGNC Symbol;Acc:HGNC:7452]
cg19399326,SR140,NA
cg19594822,HEY1,hes related family bHLH transcription factor with YRPW motif 1 [Source:HGNC Symbol;Acc:HGNC:4880]
cg19702703,AFAP1,actin filament associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24017]
cg19995112,CSE1L,chromosome segregation 1 like [Source:HGNC Symbol;Acc:HGNC:2431]
cg20072951,PSMC1,proteasome 26S subunit, ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9547]
cg20215290,DNM1L,dynamin 1 like [Source:HGNC Symbol;Acc:HGNC:2973]
cg20785715,ZNF623,zinc finger protein 623 [Source:HGNC Symbol;Acc:HGNC:29084]
cg21360828,CENPA,centromere protein A [Source:HGNC Symbol;Acc:HGNC:1851]
cg21500300,BCAT1,branched chain amino acid transaminase 1 [Source:HGNC Symbol;Acc:HGNC:976]
cg21879233,SUMO2,small ubiquitin-like modifier 2 [Source:HGNC Symbol;Acc:HGNC:11125]
cg22032706,TSPAN12,tetraspanin 12 [Source:HGNC Symbol;Acc:HGNC:21641]
cg22425197,HIVEP2,human immunodeficiency virus type I enhancer binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4921]
cg23693487,PPP2CB,protein phosphatase 2 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9300]
cg24050613,ST6GAL1,ST6 beta-galactoside alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10860]
cg24728542,C6orf64,NA
cg24977027,THNSL2,threonine synthase like 2 [Source:HGNC Symbol;Acc:HGNC:25602]
cg25060890,RPS6KC1,ribosomal protein S6 kinase C1 [Source:HGNC Symbol;Acc:HGNC:10439]
cg26515186,RPS6KA1,ribosomal protein S6 kinase A1 [Source:HGNC Symbol;Acc:HGNC:10430]
cg26734943,ZKSCAN2,zinc finger with KRAB and SCAN domains 2 [Source:HGNC Symbol;Acc:HGNC:25677]
cg27509381,C1QBP,complement C1q binding protein [Source:HGNC Symbol;Acc:HGNC:1243]
