id,gene,description
cg07224215,SPC25,SPC25, NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:24031]
cg07304068,SMARCC1,SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1 [Source:HGNC Symbol;Acc:HGNC:11104]
cg07389627,SEC24C,SEC24 homolog C, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10705]
cg07629187,KCNS3,potassium voltage-gated channel modifier subfamily S member 3 [Source:HGNC Symbol;Acc:HGNC:6302]
cg07713293,SERPINB9,serpin family B member 9 [Source:HGNC Symbol;Acc:HGNC:8955]
cg07953670,DMTF1,cyclin D binding myb like transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:14603]
cg08102256,GRASP,general receptor for phosphoinositides 1 associated scaffold protein [Source:HGNC Symbol;Acc:HGNC:18707]
cg08110500,DCP1B,decapping mRNA 1B [Source:HGNC Symbol;Acc:HGNC:24451]
cg08131100,KRBA1,KRAB-A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22228]
cg08229532,TOPBP1,DNA topoisomerase II binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17008]
cg08268254,DCAF5,DDB1 and CUL4 associated factor 5 [Source:HGNC Symbol;Acc:HGNC:20224]
cg08690031,CDCA7,cell division cycle associated 7 [Source:HGNC Symbol;Acc:HGNC:14628]
cg09053081,CD40,CD40 molecule [Source:HGNC Symbol;Acc:HGNC:11919]
cg09071294,ALKBH2,alkB homolog 2, alpha-ketoglutarate dependent dioxygenase [Source:HGNC Symbol;Acc:HGNC:32487]
cg09322984,LRRC16A,NA
cg09537107,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D [Source:HGNC Symbol;Acc:HGNC:4588]
cg09569536,RIMKLB,ribosomal modification protein rimK like family member B [Source:HGNC Symbol;Acc:HGNC:29228]
cg09732987,MIR17HG,miR-17-92a-1 cluster host gene [Source:HGNC Symbol;Acc:HGNC:23564]
cg09974780,KIF2A,kinesin family member 2A [Source:HGNC Symbol;Acc:HGNC:6318]
cg10069353,RPL41,ribosomal protein L41 [Source:HGNC Symbol;Acc:HGNC:10354]
cg10140309,ADNP,activity dependent neuroprotector homeobox [Source:HGNC Symbol;Acc:HGNC:15766]
cg10302505,MYC,MYC proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7553]
cg10533536,ADCK5,aarF domain containing kinase 5 [Source:HGNC Symbol;Acc:HGNC:21738]
cg10773601,CLEC11A,C-type lectin domain containing 11A [Source:HGNC Symbol;Acc:HGNC:10576]
cg10811474,ANGPTL4,angiopoietin like 4 [Source:HGNC Symbol;Acc:HGNC:16039]
cg10877050,PCCA,propionyl-CoA carboxylase alpha subunit [Source:HGNC Symbol;Acc:HGNC:8653]
cg10968187,MED28,mediator complex subunit 28 [Source:HGNC Symbol;Acc:HGNC:24628]
cg11216616,RAB35,RAB35, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9774]
cg11335411,ZNF274,zinc finger protein 274 [Source:HGNC Symbol;Acc:HGNC:13068]
cg11654737,BCKDHB,branched chain keto acid dehydrogenase E1 subunit beta [Source:HGNC Symbol;Acc:HGNC:987]
cg11780934,ANKRD13B,ankyrin repeat domain 13B [Source:HGNC Symbol;Acc:HGNC:26363]
cg11850943,LANCL2,LanC like 2 [Source:HGNC Symbol;Acc:HGNC:6509]
cg12073353,MRPS23,mitochondrial ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:14509]
cg12293415,RTTN,rotatin [Source:HGNC Symbol;Acc:HGNC:18654]
cg12344247,FAM120B,family with sequence similarity 120B [Source:HGNC Symbol;Acc:HGNC:21109]
cg12416033,SDHAF1,succinate dehydrogenase complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:33867]
cg12598340,TMEM54,transmembrane protein 54 [Source:HGNC Symbol;Acc:HGNC:24143]
cg13353311,DEPDC1B,DEP domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24902]
cg13465995,SURF6,surfeit 6 [Source:HGNC Symbol;Acc:HGNC:11478]
cg13557631,SLCO3A1,solute carrier organic anion transporter family member 3A1 [Source:HGNC Symbol;Acc:HGNC:10952]
cg13774095,C9orf30,NA
cg13806095,TASP1,taspase 1 [Source:HGNC Symbol;Acc:HGNC:15859]
cg13841742,OCIAD2,OCIA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28685]
cg13904771,C10orf47,NA
cg14012220,DUSP16,dual specificity phosphatase 16 [Source:HGNC Symbol;Acc:HGNC:17909]
cg14070162,PTRF,NA
cg14177930,C5orf45,NA
cg14215464,SLC24A6,NA
cg14465900,FNBP1,formin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17069]
cg14557909,NEK8,NIMA related kinase 8 [Source:HGNC Symbol;Acc:HGNC:13387]
cg14612785,EIF4E3,eukaryotic translation initiation factor 4E family member 3 [Source:HGNC Symbol;Acc:HGNC:31837]
cg14864773,ANKRD13A,ankyrin repeat domain 13A [Source:HGNC Symbol;Acc:HGNC:21268]
cg14871365,COPB2,coatomer protein complex subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:2232]
cg15376367,TBCA,tubulin folding cofactor A [Source:HGNC Symbol;Acc:HGNC:11579]
cg15522984,LAMC1,laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492]
cg15611108,NR2F6,nuclear receptor subfamily 2 group F member 6 [Source:HGNC Symbol;Acc:HGNC:7977]
cg15623519,SLC15A4,solute carrier family 15 member 4 [Source:HGNC Symbol;Acc:HGNC:23090]
cg15690092,PAFAH2,platelet activating factor acetylhydrolase 2 [Source:HGNC Symbol;Acc:HGNC:8579]
cg16088251,ADK,adenosine kinase [Source:HGNC Symbol;Acc:HGNC:257]
cg16511795,LRPAP1,LDL receptor related protein associated protein 1 [Source:HGNC Symbol;Acc:HGNC:6701]
cg16546279,ATXN7L3,ataxin 7 like 3 [Source:HGNC Symbol;Acc:HGNC:25416]
cg17113158,RBL1,RB transcriptional corepressor like 1 [Source:HGNC Symbol;Acc:HGNC:9893]
cg17294237,PSD3,pleckstrin and Sec7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19093]
cg17447147,CENPC1,NA
cg17995867,GATA6,GATA binding protein 6 [Source:HGNC Symbol;Acc:HGNC:4174]
cg18053505,KAT2B,lysine acetyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:8638]
cg18273818,KIAA0947,NA
cg18491039,AGXT2L2,NA
cg19028997,ELK4,ELK4, ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:3326]
cg19071452,NMI,N-myc and STAT interactor [Source:HGNC Symbol;Acc:HGNC:7854]
cg19392656,FBLN2,fibulin 2 [Source:HGNC Symbol;Acc:HGNC:3601]
cg19825525,PDS5B,PDS5 cohesin associated factor B [Source:HGNC Symbol;Acc:HGNC:20418]
cg19896655,LEO1,LEO1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:30401]
cg20173065,ANXA5,annexin A5 [Source:HGNC Symbol;Acc:HGNC:543]
cg20703614,YDJC,YdjC chitooligosaccharide deacetylase homolog [Source:HGNC Symbol;Acc:HGNC:27158]
cg21176629,SNHG6,small nucleolar RNA host gene 6 [Source:HGNC Symbol;Acc:HGNC:32965]
cg21213111,NUP214,nucleoporin 214 [Source:HGNC Symbol;Acc:HGNC:8064]
cg21335266,BHLHE41,basic helix-loop-helix family member e41 [Source:HGNC Symbol;Acc:HGNC:16617]
cg21634100,FECH,ferrochelatase [Source:HGNC Symbol;Acc:HGNC:3647]
cg22198615,DPP8,dipeptidyl peptidase 8 [Source:HGNC Symbol;Acc:HGNC:16490]
cg22418565,MMP11,matrix metallopeptidase 11 [Source:HGNC Symbol;Acc:HGNC:7157]
cg23641267,LPXN,leupaxin [Source:HGNC Symbol;Acc:HGNC:14061]
cg25387624,LARP1,La ribonucleoprotein domain family member 1 [Source:HGNC Symbol;Acc:HGNC:29531]
cg25779063,MRFAP1,Morf4 family associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24549]
cg26009035,CHCHD5,coiled-coil-helix-coiled-coil-helix domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17840]
cg26408003,HAUS4,HAUS augmin like complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:20163]
cg26804848,CDAN1,codanin 1 [Source:HGNC Symbol;Acc:HGNC:1713]
cg26808417,ARL8A,ADP ribosylation factor like GTPase 8A [Source:HGNC Symbol;Acc:HGNC:25192]
cg27546241,STXBP2,syntaxin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11445]
