id,gene,description
cg02324432,KLHL2,kelch like family member 2 [Source:HGNC Symbol;Acc:HGNC:6353]
cg02352687,DUSP1,dual specificity phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3064]
cg02487422,NICN1,nicolin 1 [Source:HGNC Symbol;Acc:HGNC:18317]
cg02668984,PDK2,pyruvate dehydrogenase kinase 2 [Source:HGNC Symbol;Acc:HGNC:8810]
cg02713153,GRINA,glutamate ionotropic receptor NMDA type subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4589]
cg02792140,FZR1,fizzy and cell division cycle 20 related 1 [Source:HGNC Symbol;Acc:HGNC:24824]
cg02830576,RAF1,Raf-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:9829]
cg02835421,IPO13,importin 13 [Source:HGNC Symbol;Acc:HGNC:16853]
cg02848875,SNX1,sorting nexin 1 [Source:HGNC Symbol;Acc:HGNC:11172]
cg02877240,IFRD1,interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456]
cg02908942,CHST11,carbohydrate sulfotransferase 11 [Source:HGNC Symbol;Acc:HGNC:17422]
cg03039974,FTL,ferritin light chain [Source:HGNC Symbol;Acc:HGNC:3999]
cg03077453,ZNF528,zinc finger protein 528 [Source:HGNC Symbol;Acc:HGNC:29384]
cg03124231,HMGB2,high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000]
cg03173975,MTG1,mitochondrial ribosome associated GTPase 1 [Source:HGNC Symbol;Acc:HGNC:32159]
cg03218563,ICK,intestinal cell kinase [Source:HGNC Symbol;Acc:HGNC:21219]
cg03466432,SLC12A6,solute carrier family 12 member 6 [Source:HGNC Symbol;Acc:HGNC:10914]
cg03541334,ZBTB12,zinc finger and BTB domain containing 12 [Source:HGNC Symbol;Acc:HGNC:19066]
cg03552156,BCL6,B cell CLL/lymphoma 6 [Source:HGNC Symbol;Acc:HGNC:1001]
cg03571225,TRIM25,tripartite motif containing 25 [Source:HGNC Symbol;Acc:HGNC:12932]
cg03621001,RAB8A,RAB8A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:7007]
cg03894815,SLC2A4RG,SLC2A4 regulator [Source:HGNC Symbol;Acc:HGNC:15930]
cg03916787,RPL35,ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:10344]
cg03997139,ROCK2,Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252]
cg04003500,TJP2,tight junction protein 2 [Source:HGNC Symbol;Acc:HGNC:11828]
cg04006913,RAB23,RAB23, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14263]
cg04166432,UBE2E3,ubiquitin conjugating enzyme E2 E3 [Source:HGNC Symbol;Acc:HGNC:12479]
cg04220482,GGH,gamma-glutamyl hydrolase [Source:HGNC Symbol;Acc:HGNC:4248]
cg04313552,KIAA2013,KIAA2013 [Source:HGNC Symbol;Acc:HGNC:28513]
cg04336836,HDGFRP3,NA
cg04347447,CACNA2D2,calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400]
cg04474049,CAV1,caveolin 1 [Source:HGNC Symbol;Acc:HGNC:1527]
cg04555665,PDRG1,p53 and DNA damage regulated 1 [Source:HGNC Symbol;Acc:HGNC:16119]
cg04570518,ARID3A,AT-rich interaction domain 3A [Source:HGNC Symbol;Acc:HGNC:3031]
cg04573175,CDADC1,cytidine and dCMP deaminase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20299]
cg04687486,FUT10,fucosyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:19234]
cg04826215,PRKAB1,protein kinase AMP-activated non-catalytic subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9378]
cg04842828,IFNAR1,interferon alpha and beta receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:5432]
cg04844995,CDK2AP1,cyclin dependent kinase 2 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:14002]
cg04857257,OSGIN2,oxidative stress induced growth inhibitor family member 2 [Source:HGNC Symbol;Acc:HGNC:1355]
cg04859918,AIFM2,apoptosis inducing factor, mitochondria associated 2 [Source:HGNC Symbol;Acc:HGNC:21411]
cg04864640,PSMA3,proteasome subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:9532]
cg04879387,ABCC1,ATP binding cassette subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:51]
cg04879506,BRPF1,bromodomain and PHD finger containing 1 [Source:HGNC Symbol;Acc:HGNC:14255]
cg04887328,MPRIP,myosin phosphatase Rho interacting protein [Source:HGNC Symbol;Acc:HGNC:30321]
cg04999502,FCHO2,FCH domain only 2 [Source:HGNC Symbol;Acc:HGNC:25180]
cg05004431,SF3A3,splicing factor 3a subunit 3 [Source:HGNC Symbol;Acc:HGNC:10767]
cg05078726,SH2B1,SH2B adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30417]
cg05165378,ZNF655,zinc finger protein 655 [Source:HGNC Symbol;Acc:HGNC:30899]
cg05285228,POT1,protection of telomeres 1 [Source:HGNC Symbol;Acc:HGNC:17284]
cg05318777,BBS7,Bardet-Biedl syndrome 7 [Source:HGNC Symbol;Acc:HGNC:18758]
cg05638776,FAM21C,NA
cg05666372,TUFM,Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]
cg05671018,LYSMD2,LysM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28571]
cg05868516,HIST1H4H,histone cluster 1 H4 family member h [Source:HGNC Symbol;Acc:HGNC:4788]
cg05885484,CSNK1G3,casein kinase 1 gamma 3 [Source:HGNC Symbol;Acc:HGNC:2456]
cg05940536,ACVR1B,activin A receptor type 1B [Source:HGNC Symbol;Acc:HGNC:172]
cg06098283,PLCL1,phospholipase C like 1 (inactive) [Source:HGNC Symbol;Acc:HGNC:9063]
cg06155606,MRPL17,mitochondrial ribosomal protein L17 [Source:HGNC Symbol;Acc:HGNC:14053]
cg06159340,CTF1,cardiotrophin 1 [Source:HGNC Symbol;Acc:HGNC:2499]
cg06160171,ARSJ,arylsulfatase family member J [Source:HGNC Symbol;Acc:HGNC:26286]
cg06180915,EIF3B,eukaryotic translation initiation factor 3 subunit B [Source:HGNC Symbol;Acc:HGNC:3280]
cg06235973,LOC113230,NA
cg06277849,ANKRD37,ankyrin repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:29593]
cg06350257,LOC339524,NA
cg06386929,TRIM24,tripartite motif containing 24 [Source:HGNC Symbol;Acc:HGNC:11812]
cg06406157,TMEM132A,transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]
cg06440065,C19orf12,chromosome 19 open reading frame 12 [Source:HGNC Symbol;Acc:HGNC:25443]
cg06441106,TUFT1,tuftelin 1 [Source:HGNC Symbol;Acc:HGNC:12422]
cg06452513,UNC119,unc-119 lipid binding chaperone [Source:HGNC Symbol;Acc:HGNC:12565]
cg06499565,NDRG3,NDRG family member 3 [Source:HGNC Symbol;Acc:HGNC:14462]
cg06724108,CBLL1,Cbl proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:21225]
cg06757436,NUP133,nucleoporin 133 [Source:HGNC Symbol;Acc:HGNC:18016]
cg06797533,PLIN2,perilipin 2 [Source:HGNC Symbol;Acc:HGNC:248]
cg06886059,DDX10,DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]
cg06886867,HNRNPR,heterogeneous nuclear ribonucleoprotein R [Source:HGNC Symbol;Acc:HGNC:5047]
cg06913869,RFX2,regulatory factor X2 [Source:HGNC Symbol;Acc:HGNC:9983]
cg06948937,CDK18,cyclin dependent kinase 18 [Source:HGNC Symbol;Acc:HGNC:8751]
cg07095671,C8orf59,chromosome 8 open reading frame 59 [Source:HGNC Symbol;Acc:HGNC:32235]
cg07116194,BAIAP3,BAI1 associated protein 3 [Source:HGNC Symbol;Acc:HGNC:948]
cg07335405,RPS19BP1,ribosomal protein S19 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:28749]
cg07544451,SNAPC1,small nuclear RNA activating complex polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:11134]
cg07747515,FADS3,fatty acid desaturase 3 [Source:HGNC Symbol;Acc:HGNC:3576]
cg07749845,ESAM,endothelial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:17474]
cg07908160,MKS1,Meckel syndrome, type 1 [Source:HGNC Symbol;Acc:HGNC:7121]
cg07982057,GNB2,G protein subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:4398]
cg08101172,PSIP1,PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]
cg08152926,ACTN1,actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]
cg08340277,POLR3A,RNA polymerase III subunit A [Source:HGNC Symbol;Acc:HGNC:30074]
cg08342721,UNC5B,unc-5 netrin receptor B [Source:HGNC Symbol;Acc:HGNC:12568]
cg08514994,STAU1,staufen double-stranded RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11370]
cg08712824,TNKS1BP1,tankyrase 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19081]
cg08748948,SCARF2,scavenger receptor class F member 2 [Source:HGNC Symbol;Acc:HGNC:19869]
cg08886482,TMEM201,transmembrane protein 201 [Source:HGNC Symbol;Acc:HGNC:33719]
cg08939008,ZDHHC18,zinc finger DHHC-type containing 18 [Source:HGNC Symbol;Acc:HGNC:20712]
cg08940669,SPNS1,sphingolipid transporter 1 (putative) [Source:HGNC Symbol;Acc:HGNC:30621]
cg08987251,GOT2,glutamic-oxaloacetic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4433]
cg09004581,MTO1,mitochondrial tRNA translation optimization 1 [Source:HGNC Symbol;Acc:HGNC:19261]
cg09013092,DEF8,differentially expressed in FDCP 8 homolog [Source:HGNC Symbol;Acc:HGNC:25969]
cg09019013,NBR1,NBR1, autophagy cargo receptor [Source:HGNC Symbol;Acc:HGNC:6746]
cg09700630,CNIH2,cornichon family AMPA receptor auxiliary protein 2 [Source:HGNC Symbol;Acc:HGNC:28744]
cg09809242,MKI67IP,NA
cg09868035,C20orf135,NA
cg09898695,SPINT1,serine peptidase inhibitor, Kunitz type 1 [Source:HGNC Symbol;Acc:HGNC:11246]
cg09938768,EPHB3,EPH receptor B3 [Source:HGNC Symbol;Acc:HGNC:3394]
cg10503854,EIF4A3,eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683]
cg10582648,IFFO2,intermediate filament family orphan 2 [Source:HGNC Symbol;Acc:HGNC:27006]
cg10589848,FBXL20,F-box and leucine rich repeat protein 20 [Source:HGNC Symbol;Acc:HGNC:24679]
cg10906530,LOC645332,NA
cg10935586,RNF114,ring finger protein 114 [Source:HGNC Symbol;Acc:HGNC:13094]
cg10954182,NFYB,nuclear transcription factor Y subunit beta [Source:HGNC Symbol;Acc:HGNC:7805]
cg11141497,TAF10,TATA-box binding protein associated factor 10 [Source:HGNC Symbol;Acc:HGNC:11543]
cg11152302,NYNRIN,NYN domain and retroviral integrase containing [Source:HGNC Symbol;Acc:HGNC:20165]
cg11178321,DDX12,NA
cg11200858,UNC93B1,unc-93 homolog B1, TLR signaling regulator [Source:HGNC Symbol;Acc:HGNC:13481]
cg11228717,DERA,deoxyribose-phosphate aldolase [Source:HGNC Symbol;Acc:HGNC:24269]
cg11890639,TEX264,testis expressed 264 [Source:HGNC Symbol;Acc:HGNC:30247]
cg12099051,SAMHD1,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:15925]
cg12136126,CCDC15,coiled-coil domain containing 15 [Source:HGNC Symbol;Acc:HGNC:25798]
cg12181372,SYCP2,synaptonemal complex protein 2 [Source:HGNC Symbol;Acc:HGNC:11490]
cg12249809,ZNF792,zinc finger protein 792 [Source:HGNC Symbol;Acc:HGNC:24751]
cg12267291,SQLE,squalene epoxidase [Source:HGNC Symbol;Acc:HGNC:11279]
cg12537162,ITGB3,integrin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:6156]
cg13393754,HDAC2,histone deacetylase 2 [Source:HGNC Symbol;Acc:HGNC:4853]
cg13521538,ALDH1B1,aldehyde dehydrogenase 1 family member B1 [Source:HGNC Symbol;Acc:HGNC:407]
cg13755373,RCOR1,REST corepressor 1 [Source:HGNC Symbol;Acc:HGNC:17441]
cg13792581,TOMM34,translocase of outer mitochondrial membrane 34 [Source:HGNC Symbol;Acc:HGNC:15746]
cg14131038,NCK2,NCK adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:7665]
cg14242292,H2AFY,H2A histone family member Y [Source:HGNC Symbol;Acc:HGNC:4740]
cg14274609,ATE1,arginyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:782]
cg14676711,ME2,malic enzyme 2 [Source:HGNC Symbol;Acc:HGNC:6984]
cg14947789,FBXO34,F-box protein 34 [Source:HGNC Symbol;Acc:HGNC:20201]
cg15046818,ELK3,ELK3, ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:3325]
cg15345388,CCT4,chaperonin containing TCP1 subunit 4 [Source:HGNC Symbol;Acc:HGNC:1617]
cg15573879,STK40,serine/threonine kinase 40 [Source:HGNC Symbol;Acc:HGNC:21373]
cg15739758,NAPB,NSF attachment protein beta [Source:HGNC Symbol;Acc:HGNC:15751]
cg15745401,P2RY6,pyrimidinergic receptor P2Y6 [Source:HGNC Symbol;Acc:HGNC:8543]
cg15964212,PLEKHH1,pleckstrin homology, MyTH4 and FERM domain containing H1 [Source:HGNC Symbol;Acc:HGNC:17733]
cg15971010,SLC47A1,solute carrier family 47 member 1 [Source:HGNC Symbol;Acc:HGNC:25588]
cg16357287,SEH1L,SEH1 like nucleoporin [Source:HGNC Symbol;Acc:HGNC:30379]
cg16946439,MICAL2,microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24693]
cg17356733,IFNGR2,interferon gamma receptor 2 [Source:HGNC Symbol;Acc:HGNC:5440]
cg17849709,MKNK2,MAP kinase interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:7111]
cg18224556,DPF2,double PHD fingers 2 [Source:HGNC Symbol;Acc:HGNC:9964]
cg18591973,SMARCD1,SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:HGNC Symbol;Acc:HGNC:11106]
cg18697156,KLHL7,kelch like family member 7 [Source:HGNC Symbol;Acc:HGNC:15646]
cg19016967,SMARCD2,SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2 [Source:HGNC Symbol;Acc:HGNC:11107]
cg19037388,ATP13A1,ATPase 13A1 [Source:HGNC Symbol;Acc:HGNC:24215]
cg19040483,DLC1,DLC1 Rho GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:2897]
cg19047180,KIAA1279,NA
cg19255853,LOC93622,NA
cg19355621,EIF4G2,eukaryotic translation initiation factor 4 gamma 2 [Source:HGNC Symbol;Acc:HGNC:3297]
cg19478057,NRF1,nuclear respiratory factor 1 [Source:HGNC Symbol;Acc:HGNC:7996]
cg19585100,PAPLN,papilin, proteoglycan like sulfated glycoprotein [Source:HGNC Symbol;Acc:HGNC:19262]
cg19862860,C22orf25,NA
cg19863411,PCYT2,phosphate cytidylyltransferase 2, ethanolamine [Source:HGNC Symbol;Acc:HGNC:8756]
cg19930885,C14orf102,NA
cg20157398,PQLC3,PQ loop repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:28503]
cg20627971,CD59,CD59 molecule (CD59 blood group) [Source:HGNC Symbol;Acc:HGNC:1689]
cg20830965,BLMH,bleomycin hydrolase [Source:HGNC Symbol;Acc:HGNC:1059]
cg22341471,ABCB9,ATP binding cassette subfamily B member 9 [Source:HGNC Symbol;Acc:HGNC:50]
cg22555392,CISH,cytokine inducible SH2 containing protein [Source:HGNC Symbol;Acc:HGNC:1984]
cg23155118,RP9P,RP9 pseudogene [Source:HGNC Symbol;Acc:HGNC:33969]
cg24176566,ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:812]
cg24431096,MANBA,mannosidase beta [Source:HGNC Symbol;Acc:HGNC:6831]
cg24988444,COQ10B,coenzyme Q10B [Source:HGNC Symbol;Acc:HGNC:25819]
cg26001467,METTL3,methyltransferase like 3 [Source:HGNC Symbol;Acc:HGNC:17563]
cg26786924,PNKD,paroxysmal nonkinesigenic dyskinesia [Source:HGNC Symbol;Acc:HGNC:9153]
cg27610579,BAG2,BCL2 associated athanogene 2 [Source:HGNC Symbol;Acc:HGNC:938]
