id,gene,description
cg06616710,MARVELD1,MARVEL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28674]
cg06704132,FBXO9,F-box protein 9 [Source:HGNC Symbol;Acc:HGNC:13588]
cg06890909,RPRD2,regulation of nuclear pre-mRNA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29039]
cg07112131,H2AFJ,H2A histone family member J [Source:HGNC Symbol;Acc:HGNC:14456]
cg07136325,PRKD1,protein kinase D1 [Source:HGNC Symbol;Acc:HGNC:9407]
cg07138512,RAP1GAP,RAP1 GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:9858]
cg07139928,P4HB,prolyl 4-hydroxylase subunit beta [Source:HGNC Symbol;Acc:HGNC:8548]
cg08259313,NSUN4,NOP2/Sun RNA methyltransferase family member 4 [Source:HGNC Symbol;Acc:HGNC:31802]
cg08336152,MAPK7,mitogen-activated protein kinase 7 [Source:HGNC Symbol;Acc:HGNC:6880]
cg08737421,MAX,MYC associated factor X [Source:HGNC Symbol;Acc:HGNC:6913]
cg08806632,LYL1,LYL1, basic helix-loop-helix family member [Source:HGNC Symbol;Acc:HGNC:6734]
cg08815320,FUK,fucokinase [Source:HGNC Symbol;Acc:HGNC:29500]
cg08889748,ZNF639,zinc finger protein 639 [Source:HGNC Symbol;Acc:HGNC:30950]
cg09054876,PECI,NA
cg09451763,EI24,EI24, autophagy associated transmembrane protein [Source:HGNC Symbol;Acc:HGNC:13276]
cg09686236,KCNIP3,potassium voltage-gated channel interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:15523]
cg09800975,RBM17,RNA binding motif protein 17 [Source:HGNC Symbol;Acc:HGNC:16944]
cg09923756,DAZAP1,DAZ associated protein 1 [Source:HGNC Symbol;Acc:HGNC:2683]
cg10154122,SPINT2,serine peptidase inhibitor, Kunitz type 2 [Source:HGNC Symbol;Acc:HGNC:11247]
cg10165864,PDK1,pyruvate dehydrogenase kinase 1 [Source:HGNC Symbol;Acc:HGNC:8809]
cg10427793,PAPD4,poly(A) RNA polymerase D4, non-canonical [Source:HGNC Symbol;Acc:HGNC:26776]
cg10819847,KLF2,Kruppel like factor 2 [Source:HGNC Symbol;Acc:HGNC:6347]
cg11192537,ARHGEF7,Rho guanine nucleotide exchange factor 7 [Source:HGNC Symbol;Acc:HGNC:15607]
cg11367633,CHD6,chromodomain helicase DNA binding protein 6 [Source:HGNC Symbol;Acc:HGNC:19057]
cg11846816,CDK2AP2,cyclin dependent kinase 2 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:30833]
cg12963850,NAGA,alpha-N-acetylgalactosaminidase [Source:HGNC Symbol;Acc:HGNC:7631]
cg13560136,CCDC107,coiled-coil domain containing 107 [Source:HGNC Symbol;Acc:HGNC:28465]
cg13610497,ANKRD19,NA
cg13637042,SREBF2,sterol regulatory element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11290]
cg13883984,HOMER2,homer scaffolding protein 2 [Source:HGNC Symbol;Acc:HGNC:17513]
cg14196303,KDM4C,lysine demethylase 4C [Source:HGNC Symbol;Acc:HGNC:17071]
cg14854718,MTOR,mechanistic target of rapamycin kinase [Source:HGNC Symbol;Acc:HGNC:3942]
cg15070848,WNT5A,Wnt family member 5A [Source:HGNC Symbol;Acc:HGNC:12784]
cg15090714,MED13,mediator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:22474]
cg15901199,POGZ,pogo transposable element derived with ZNF domain [Source:HGNC Symbol;Acc:HGNC:18801]
cg16069236,MRPL39,mitochondrial ribosomal protein L39 [Source:HGNC Symbol;Acc:HGNC:14027]
cg16739865,TSPAN9,tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640]
cg17074575,JAGN1,jagunal homolog 1 [Source:HGNC Symbol;Acc:HGNC:26926]
cg17111669,NCOA5,nuclear receptor coactivator 5 [Source:HGNC Symbol;Acc:HGNC:15909]
cg17297328,SLC25A24,solute carrier family 25 member 24 [Source:HGNC Symbol;Acc:HGNC:20662]
cg17304222,FLT4,fms related tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3767]
cg17579214,RAP2A,RAP2A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9861]
cg17787710,RAC3,Rac family small GTPase 3 [Source:HGNC Symbol;Acc:HGNC:9803]
cg18167921,DEPDC1,DEP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22949]
cg19312157,DDX21,DExD-box helicase 21 [Source:HGNC Symbol;Acc:HGNC:2744]
cg19357416,LAPTM4B,lysosomal protein transmembrane 4 beta [Source:HGNC Symbol;Acc:HGNC:13646]
cg20069738,ZBTB45,zinc finger and BTB domain containing 45 [Source:HGNC Symbol;Acc:HGNC:23715]
cg20726948,RAPGEF6,Rap guanine nucleotide exchange factor 6 [Source:HGNC Symbol;Acc:HGNC:20655]
cg20981402,CAPRIN1,cell cycle associated protein 1 [Source:HGNC Symbol;Acc:HGNC:6743]
cg22933646,EEF1G,eukaryotic translation elongation factor 1 gamma [Source:HGNC Symbol;Acc:HGNC:3213]
cg24129977,PXDN,peroxidasin [Source:HGNC Symbol;Acc:HGNC:14966]
cg24207698,TTC21B,tetratricopeptide repeat domain 21B [Source:HGNC Symbol;Acc:HGNC:25660]
cg25192651,CPSF6,cleavage and polyadenylation specific factor 6 [Source:HGNC Symbol;Acc:HGNC:13871]
cg25741319,CCDC138,coiled-coil domain containing 138 [Source:HGNC Symbol;Acc:HGNC:26531]
cg26579032,ALKBH3,alkB homolog 3, alpha-ketoglutaratedependent dioxygenase [Source:HGNC Symbol;Acc:HGNC:30141]
cg26674779,GOLGA7,golgin A7 [Source:HGNC Symbol;Acc:HGNC:24876]
