id,gene,description
cg08291098,STMN3,stathmin 3 [Source:HGNC Symbol;Acc:HGNC:15926]
cg08516450,CNOT1,CCR4-NOT transcription complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:7877]
cg09434175,ATL3,atlastin GTPase 3 [Source:HGNC Symbol;Acc:HGNC:24526]
cg09720785,LRBA,LPS responsive beige-like anchor protein [Source:HGNC Symbol;Acc:HGNC:1742]
cg09738193,PSKH1,protein serine kinase H1 [Source:HGNC Symbol;Acc:HGNC:9529]
cg09795195,DHX40,DEAH-box helicase 40 [Source:HGNC Symbol;Acc:HGNC:18018]
cg10219512,ZNF318,zinc finger protein 318 [Source:HGNC Symbol;Acc:HGNC:13578]
cg10465551,TNIP2,TNFAIP3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:19118]
cg10607603,HN1,NA
cg10814135,ASPSCR1,ASPSCR1, UBX domain containing tether for SLC2A4 [Source:HGNC Symbol;Acc:HGNC:13825]
cg11629232,EPN1,epsin 1 [Source:HGNC Symbol;Acc:HGNC:21604]
cg11640610,ZNRF3,zinc and ring finger 3 [Source:HGNC Symbol;Acc:HGNC:18126]
cg11800794,MAPRE1,microtubule associated protein RP/EB family member 1 [Source:HGNC Symbol;Acc:HGNC:6890]
cg11903177,MED9,mediator complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:25487]
cg12237286,DIS3L2,DIS3 like 3'-5' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:28648]
cg12597839,CYB561D1,cytochrome b561 family member D1 [Source:HGNC Symbol;Acc:HGNC:26804]
cg13609040,B4GALT4,beta-1,4-galactosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:927]
cg13620028,SH3BP5L,SH3 binding domain protein 5 like [Source:HGNC Symbol;Acc:HGNC:29360]
cg13648501,NR3C1,nuclear receptor subfamily 3 group C member 1 [Source:HGNC Symbol;Acc:HGNC:7978]
cg13906792,C15orf17,NA
cg14117180,C9orf89,NA
cg14118546,KIAA1012,NA
cg14164252,ARSA,arylsulfatase A [Source:HGNC Symbol;Acc:HGNC:713]
cg14220764,JUB,NA
cg14229247,ANP32B,acidic nuclear phosphoprotein 32 family member B [Source:HGNC Symbol;Acc:HGNC:16677]
cg14260485,AKT2,AKT serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:392]
cg14812448,FAM161A,family with sequence similarity 161 member A [Source:HGNC Symbol;Acc:HGNC:25808]
cg14884747,ZNF330,zinc finger protein 330 [Source:HGNC Symbol;Acc:HGNC:15462]
cg15176895,FAHD2B,fumarylacetoacetate hydrolase domain containing 2B [Source:HGNC Symbol;Acc:HGNC:25318]
cg15480137,SUGT1,SGT1 homolog, MIS12 kinetochore complex assembly cochaperone [Source:HGNC Symbol;Acc:HGNC:16987]
cg15605918,DOHH,deoxyhypusine hydroxylase [Source:HGNC Symbol;Acc:HGNC:28662]
cg16145216,HIVEP3,human immunodeficiency virus type I enhancer binding protein 3 [Source:HGNC Symbol;Acc:HGNC:13561]
cg16279835,ATG2A,autophagy related 2A [Source:HGNC Symbol;Acc:HGNC:29028]
cg16323609,PRKAR2A,protein kinase cAMP-dependent type II regulatory subunit alpha [Source:HGNC Symbol;Acc:HGNC:9391]
cg16747861,TRAPPC6B,trafficking protein particle complex 6B [Source:HGNC Symbol;Acc:HGNC:23066]
cg17174775,AASS,aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]
cg18317589,PNRC1,proline rich nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:17278]
cg18718327,MAPKBP1,mitogen-activated protein kinase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29536]
cg18919684,SCAMP5,secretory carrier membrane protein 5 [Source:HGNC Symbol;Acc:HGNC:30386]
cg19241744,SLC29A3,solute carrier family 29 member 3 [Source:HGNC Symbol;Acc:HGNC:23096]
cg19601991,MARCH6,membrane associated ring-CH-type finger 6 [Source:HGNC Symbol;Acc:HGNC:30550]
cg20117675,DHX16,DEAH-box helicase 16 [Source:HGNC Symbol;Acc:HGNC:2739]
cg20330296,NDUFS7,NADH:ubiquinone oxidoreductase core subunit S7 [Source:HGNC Symbol;Acc:HGNC:7714]
cg20393975,ARRDC1,arrestin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28633]
cg20703320,PPTC7,PTC7 protein phosphatase homolog [Source:HGNC Symbol;Acc:HGNC:30695]
cg20716209,STAT3,signal transducer and activator of transcription 3 [Source:HGNC Symbol;Acc:HGNC:11364]
cg20908260,MPI,mannose phosphate isomerase [Source:HGNC Symbol;Acc:HGNC:7216]
cg21712812,TMEM65,transmembrane protein 65 [Source:HGNC Symbol;Acc:HGNC:25203]
cg22153994,ARHGAP27,Rho GTPase activating protein 27 [Source:HGNC Symbol;Acc:HGNC:31813]
cg22411710,ACTR1B,ARP1 actin related protein 1 homolog B [Source:HGNC Symbol;Acc:HGNC:168]
cg22712893,SLU7,SLU7 homolog, splicing factor [Source:HGNC Symbol;Acc:HGNC:16939]
cg23105471,CTDSP2,CTD small phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:17077]
cg23423766,NOL7,nucleolar protein 7 [Source:HGNC Symbol;Acc:HGNC:21040]
cg23546851,SAMD4B,sterile alpha motif domain containing 4B [Source:HGNC Symbol;Acc:HGNC:25492]
cg23861930,GSK3A,glycogen synthase kinase 3 alpha [Source:HGNC Symbol;Acc:HGNC:4616]
cg23912823,NAB2,NGFI-A binding protein 2 [Source:HGNC Symbol;Acc:HGNC:7627]
cg24149806,C17orf61,NA
cg25620797,PNPT1,polyribonucleotide nucleotidyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23166]
cg26349568,ATAD2,ATPase family, AAA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30123]
