id,gene,description
cg06201907,RHOC,ras homolog family member C [Source:HGNC Symbol;Acc:HGNC:669]
cg06253956,MLF2,myeloid leukemia factor 2 [Source:HGNC Symbol;Acc:HGNC:7126]
cg06263834,SEMA7A,semaphorin 7A (John Milton Hagen blood group) [Source:HGNC Symbol;Acc:HGNC:10741]
cg06302118,GALNT6,polypeptide N-acetylgalactosaminyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:4128]
cg06326853,RHOG,ras homolog family member G [Source:HGNC Symbol;Acc:HGNC:672]
cg06417522,PRKAR1A,protein kinase cAMP-dependent type I regulatory subunit alpha [Source:HGNC Symbol;Acc:HGNC:9388]
cg06486124,PIGQ,phosphatidylinositol glycan anchor biosynthesis class Q [Source:HGNC Symbol;Acc:HGNC:14135]
cg06641593,VILL,villin like [Source:HGNC Symbol;Acc:HGNC:30906]
cg06650786,NOTCH3,notch 3 [Source:HGNC Symbol;Acc:HGNC:7883]
cg06777352,ITPRIPL2,ITPRIP like 2 [Source:HGNC Symbol;Acc:HGNC:27257]
cg06815817,ZNF212,zinc finger protein 212 [Source:HGNC Symbol;Acc:HGNC:13004]
cg06825512,APCDD1,APC down-regulated 1 [Source:HGNC Symbol;Acc:HGNC:15718]
cg06847283,SMARCAL1,SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1 [Source:HGNC Symbol;Acc:HGNC:11102]
cg06928924,ISOC1,isochorismatase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24254]
cg07125725,ZKSCAN1,zinc finger with KRAB and SCAN domains 1 [Source:HGNC Symbol;Acc:HGNC:13101]
cg07139985,CAPN1,calpain 1 [Source:HGNC Symbol;Acc:HGNC:1476]
cg07321681,CEP55,centrosomal protein 55 [Source:HGNC Symbol;Acc:HGNC:1161]
cg07448319,ZNF620,zinc finger protein 620 [Source:HGNC Symbol;Acc:HGNC:28742]
cg07570677,ZNF691,zinc finger protein 691 [Source:HGNC Symbol;Acc:HGNC:28028]
cg07656304,NAP1L1,nucleosome assembly protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:7637]
cg07660236,ZSCAN12,zinc finger and SCAN domain containing 12 [Source:HGNC Symbol;Acc:HGNC:13172]
cg07661836,PFDN5,prefoldin subunit 5 [Source:HGNC Symbol;Acc:HGNC:8869]
cg07817279,SFRS1,NA
cg07960067,MBOAT2,membrane bound O-acyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25193]
cg07987148,TP53RK,TP53 regulating kinase [Source:HGNC Symbol;Acc:HGNC:16197]
cg08027199,GTDC1,glycosyltransferase like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20887]
cg08163803,EFHA1,NA
cg08208812,HBP1,HMG-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:23200]
cg08209577,CPSF1,cleavage and polyadenylation specific factor 1 [Source:HGNC Symbol;Acc:HGNC:2324]
cg08257923,CHST1,carbohydrate sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:1969]
cg08627604,NUP155,nucleoporin 155 [Source:HGNC Symbol;Acc:HGNC:8063]
cg08670517,UBQLN1,ubiquilin 1 [Source:HGNC Symbol;Acc:HGNC:12508]
cg08742780,RMND5B,required for meiotic nuclear division 5 homolog B [Source:HGNC Symbol;Acc:HGNC:26181]
cg09163369,C1orf107,NA
cg09560399,ZDHHC13,zinc finger DHHC-type containing 13 [Source:HGNC Symbol;Acc:HGNC:18413]
cg09563120,KAZALD1,Kazal type serine peptidase inhibitor domain 1 [Source:HGNC Symbol;Acc:HGNC:25460]
cg09824721,RPL22L1,ribosomal protein L22 like 1 [Source:HGNC Symbol;Acc:HGNC:27610]
cg09903430,ST3GAL3,ST3 beta-galactoside alpha-2,3-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:10866]
cg10035321,CLASP1,cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088]
cg10244461,LEPREL1,NA
cg10377582,POU6F1,POU class 6 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9224]
cg10990081,TRNT1,tRNA nucleotidyl transferase 1 [Source:HGNC Symbol;Acc:HGNC:17341]
cg11096108,KLC2,kinesin light chain 2 [Source:HGNC Symbol;Acc:HGNC:20716]
cg11561462,SUDS3,SDS3 homolog, SIN3A corepressor complex component [Source:HGNC Symbol;Acc:HGNC:29545]
cg11614536,KIAA1462,NA
cg11715966,CCDC8,coiled-coil domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25367]
cg11953434,RFWD2,NA
cg11965671,CCNJL,cyclin J like [Source:HGNC Symbol;Acc:HGNC:25876]
cg12213457,CHPT1,choline phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:17852]
cg12718440,MORN4,MORN repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:24001]
cg12726807,GCHFR,GTP cyclohydrolase I feedback regulator [Source:HGNC Symbol;Acc:HGNC:4194]
cg12850379,TCEA1,transcription elongation factor A1 [Source:HGNC Symbol;Acc:HGNC:11612]
cg12972062,ZNF121,zinc finger protein 121 [Source:HGNC Symbol;Acc:HGNC:12904]
cg12998491,FAM78A,family with sequence similarity 78 member A [Source:HGNC Symbol;Acc:HGNC:25465]
cg13049629,SHQ1,SHQ1, H/ACA ribonucleoprotein assembly factor [Source:HGNC Symbol;Acc:HGNC:25543]
cg13390800,DCHS1,dachsous cadherin-related 1 [Source:HGNC Symbol;Acc:HGNC:13681]
cg13735965,ZNF616,zinc finger protein 616 [Source:HGNC Symbol;Acc:HGNC:28062]
cg14546261,C12orf57,chromosome 12 open reading frame 57 [Source:HGNC Symbol;Acc:HGNC:29521]
cg14865907,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1 [Source:HGNC Symbol;Acc:HGNC:12458]
cg14876761,MFSD7,NA
cg14974772,FBLN5,fibulin 5 [Source:HGNC Symbol;Acc:HGNC:3602]
cg15341750,INCENP,inner centromere protein [Source:HGNC Symbol;Acc:HGNC:6058]
cg15421984,RICTOR,RPTOR independent companion of MTOR complex 2 [Source:HGNC Symbol;Acc:HGNC:28611]
cg15443145,ADH5,alcohol dehydrogenase 5 (class III), chi polypeptide [Source:HGNC Symbol;Acc:HGNC:253]
cg15487600,DPM3,dolichyl-phosphate mannosyltransferase subunit 3 [Source:HGNC Symbol;Acc:HGNC:3007]
cg15646382,TMCO6,transmembrane and coiled-coil domains 6 [Source:HGNC Symbol;Acc:HGNC:28814]
cg16298282,KIAA0776,NA
cg16617366,KIAA0427,NA
cg16709384,LRIG2,leucine rich repeats and immunoglobulin like domains 2 [Source:HGNC Symbol;Acc:HGNC:20889]
cg16936060,HOPX,HOP homeobox [Source:HGNC Symbol;Acc:HGNC:24961]
cg17200564,EIF3F,eukaryotic translation initiation factor 3 subunit F [Source:HGNC Symbol;Acc:HGNC:3275]
cg18023909,TPRG1L,tumor protein p63 regulated 1 like [Source:HGNC Symbol;Acc:HGNC:27007]
cg18678763,RRM1,ribonucleotide reductase catalytic subunit M1 [Source:HGNC Symbol;Acc:HGNC:10451]
cg19225095,TSG101,tumor susceptibility 101 [Source:HGNC Symbol;Acc:HGNC:15971]
cg19495650,JMJD1C,jumonji domain containing 1C [Source:HGNC Symbol;Acc:HGNC:12313]
cg19870978,FAM53C,family with sequence similarity 53 member C [Source:HGNC Symbol;Acc:HGNC:1336]
cg20114528,ASB8,ankyrin repeat and SOCS box containing 8 [Source:HGNC Symbol;Acc:HGNC:17183]
cg20161772,TADA1,transcriptional adaptor 1 [Source:HGNC Symbol;Acc:HGNC:30631]
cg20263435,AGPAT6,NA
cg20335185,MSTO2P,misato family member 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:26329]
cg20948151,LSM10,LSM10, U7 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:17562]
cg21197678,FRMD3,FERM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24125]
cg21251230,ZBTB43,zinc finger and BTB domain containing 43 [Source:HGNC Symbol;Acc:HGNC:17908]
cg21361702,REPIN1,replication initiator 1 [Source:HGNC Symbol;Acc:HGNC:17922]
cg21442626,ATP6V1C1,ATPase H+ transporting V1 subunit C1 [Source:HGNC Symbol;Acc:HGNC:856]
cg22186600,ZNF143,zinc finger protein 143 [Source:HGNC Symbol;Acc:HGNC:12928]
cg22510442,TMEM167B,transmembrane protein 167B [Source:HGNC Symbol;Acc:HGNC:30187]
cg22946670,PMVK,phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]
cg22957201,TMEM44,transmembrane protein 44 [Source:HGNC Symbol;Acc:HGNC:25120]
cg23036025,SLC27A5,solute carrier family 27 member 5 [Source:HGNC Symbol;Acc:HGNC:10999]
cg23691220,SFT2D2,SFT2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25140]
cg23836139,ZNF498,NA
cg25124030,MRPL48,mitochondrial ribosomal protein L48 [Source:HGNC Symbol;Acc:HGNC:16653]
cg25212146,DSEL,dermatan sulfate epimerase-like [Source:HGNC Symbol;Acc:HGNC:18144]
cg27271513,OXSR1,oxidative stress responsive 1 [Source:HGNC Symbol;Acc:HGNC:8508]
cg27372027,DNAJA3,DnaJ heat shock protein family (Hsp40) member A3 [Source:HGNC Symbol;Acc:HGNC:11808]
