id,gene,description
cg01430385,GTPBP4,GTP binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21535]
cg01433520,SEC13,SEC13 homolog, nuclear pore and COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10697]
cg01436372,GPR137B,G protein-coupled receptor 137B [Source:HGNC Symbol;Acc:HGNC:11862]
cg01442843,RASSF5,Ras association domain family member 5 [Source:HGNC Symbol;Acc:HGNC:17609]
cg01513714,BCL11B,B cell CLL/lymphoma 11B [Source:HGNC Symbol;Acc:HGNC:13222]
cg01542719,DHX36,DEAH-box helicase 36 [Source:HGNC Symbol;Acc:HGNC:14410]
cg01545242,ASF1B,anti-silencing function 1B histone chaperone [Source:HGNC Symbol;Acc:HGNC:20996]
cg01576340,CTNNBIP1,catenin beta interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16913]
cg01579928,CALM1,calmodulin 1 [Source:HGNC Symbol;Acc:HGNC:1442]
cg01587771,LYPLA2,lysophospholipase II [Source:HGNC Symbol;Acc:HGNC:6738]
cg01612478,ZNF709,zinc finger protein 709 [Source:HGNC Symbol;Acc:HGNC:20629]
cg01618530,ATP6V1H,ATPase H+ transporting V1 subunit H [Source:HGNC Symbol;Acc:HGNC:18303]
cg01627483,MTMR9L,NA
cg01684579,NOP16,NOP16 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:26934]
cg01713348,C16orf91,chromosome 16 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:27558]
cg01730857,PUF60,poly(U) binding splicing factor 60 [Source:HGNC Symbol;Acc:HGNC:17042]
cg01732415,MFF,mitochondrial fission factor [Source:HGNC Symbol;Acc:HGNC:24858]
cg01738805,MTMR15,NA
cg01750157,GPRC5C,G protein-coupled receptor class C group 5 member C [Source:HGNC Symbol;Acc:HGNC:13309]
cg01750654,GNB4,G protein subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:20731]
cg01775098,MEGF8,multiple EGF like domains 8 [Source:HGNC Symbol;Acc:HGNC:3233]
cg01781662,METTL11A,NA
cg01798443,RPSA,ribosomal protein SA [Source:HGNC Symbol;Acc:HGNC:6502]
cg01804429,YTHDC1,YTH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30626]
cg01808739,FNBP1L,formin binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:20851]
cg01834614,ACP6,acid phosphatase 6, lysophosphatidic [Source:HGNC Symbol;Acc:HGNC:29609]
cg01841118,MGAT4A,mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A [Source:HGNC Symbol;Acc:HGNC:7047]
cg01849970,FCHSD1,FCH and double SH3 domains 1 [Source:HGNC Symbol;Acc:HGNC:25463]
cg01891818,ICT1,NA
cg01901788,MAP1LC3A,microtubule associated protein 1 light chain 3 alpha [Source:HGNC Symbol;Acc:HGNC:6838]
cg01958916,SEMA6C,semaphorin 6C [Source:HGNC Symbol;Acc:HGNC:10740]
cg01962077,FABP5,fatty acid binding protein 5 [Source:HGNC Symbol;Acc:HGNC:3560]
cg01978669,CC2D1B,coiled-coil and C2 domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29386]
cg01996091,CCDC94,coiled-coil domain containing 94 [Source:HGNC Symbol;Acc:HGNC:25518]
cg02016838,ZC3H12C,zinc finger CCCH-type containing 12C [Source:HGNC Symbol;Acc:HGNC:29362]
cg02045669,PTPN13,protein tyrosine phosphatase, non-receptor type 13 [Source:HGNC Symbol;Acc:HGNC:9646]
cg02059813,HLTF,helicase like transcription factor [Source:HGNC Symbol;Acc:HGNC:11099]
cg02062123,SLC46A1,solute carrier family 46 member 1 [Source:HGNC Symbol;Acc:HGNC:30521]
cg02147791,SAP18,Sin3A associated protein 18 [Source:HGNC Symbol;Acc:HGNC:10530]
cg02161262,BIN1,bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]
cg02176725,SLC35C1,solute carrier family 35 member C1 [Source:HGNC Symbol;Acc:HGNC:20197]
cg02189719,ENTPD7,ectonucleoside triphosphate diphosphohydrolase 7 [Source:HGNC Symbol;Acc:HGNC:19745]
cg02217814,FAM125A,NA
cg02219997,WFDC1,WAP four-disulfide core domain 1 [Source:HGNC Symbol;Acc:HGNC:15466]
cg02234314,ZNF628,zinc finger protein 628 [Source:HGNC Symbol;Acc:HGNC:28054]
cg02235760,RAB5C,RAB5C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9785]
cg02252907,AP3D1,adaptor related protein complex 3 delta 1 subunit [Source:HGNC Symbol;Acc:HGNC:568]
cg02254056,TXNDC5,thioredoxin domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21073]
cg02306493,FARSA,phenylalanyl-tRNA synthetase alpha subunit [Source:HGNC Symbol;Acc:HGNC:3592]
cg02337583,ZC3H11A,zinc finger CCCH-type containing 11A [Source:HGNC Symbol;Acc:HGNC:29093]
cg02338142,ZFAND1,zinc finger AN1-type containing 1 [Source:HGNC Symbol;Acc:HGNC:25858]
cg02341811,PYGO2,pygopus family PHD finger 2 [Source:HGNC Symbol;Acc:HGNC:30257]
cg02363950,CRABP2,cellular retinoic acid binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2339]
cg02396005,LPCAT1,lysophosphatidylcholine acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:25718]
cg02435538,RHBDD2,rhomboid domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23082]
cg02445972,CLDN7,claudin 7 [Source:HGNC Symbol;Acc:HGNC:2049]
cg02458384,TBL3,transducin beta like 3 [Source:HGNC Symbol;Acc:HGNC:11587]
cg02499576,ZNF335,zinc finger protein 335 [Source:HGNC Symbol;Acc:HGNC:15807]
cg02528979,SEC31A,SEC31 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:17052]
cg02616710,ACER2,alkaline ceramidase 2 [Source:HGNC Symbol;Acc:HGNC:23675]
cg02622557,EIF3A,eukaryotic translation initiation factor 3 subunit A [Source:HGNC Symbol;Acc:HGNC:3271]
cg02637948,DIAPH1,diaphanous related formin 1 [Source:HGNC Symbol;Acc:HGNC:2876]
cg02662840,TLCD1,TLC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25177]
cg02672854,HCG11,HLA complex group 11 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:17707]
cg02674114,ERI3,ERI1 exoribonuclease family member 3 [Source:HGNC Symbol;Acc:HGNC:17276]
cg02678688,TRMT61B,tRNA methyltransferase 61B [Source:HGNC Symbol;Acc:HGNC:26070]
cg02708341,PTMA,prothymosin alpha [Source:HGNC Symbol;Acc:HGNC:9623]
cg02715246,NKTR,natural killer cell triggering receptor [Source:HGNC Symbol;Acc:HGNC:7833]
cg02720697,NFIC,nuclear factor I C [Source:HGNC Symbol;Acc:HGNC:7786]
cg02724435,TBC1D5,TBC1 domain family member 5 [Source:HGNC Symbol;Acc:HGNC:19166]
cg02735919,MRPS21,mitochondrial ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:14046]
cg02746232,MAP2K4,mitogen-activated protein kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6844]
cg02756107,TRIM4,tripartite motif containing 4 [Source:HGNC Symbol;Acc:HGNC:16275]
cg02767164,ABI2,abl interactor 2 [Source:HGNC Symbol;Acc:HGNC:24011]
cg02784848,FUZ,fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:26219]
cg02799643,CAV2,caveolin 2 [Source:HGNC Symbol;Acc:HGNC:1528]
cg02801482,TANC1,tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:29364]
cg02815516,KANK2,KN motif and ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:29300]
cg02855432,ERGIC1,endoplasmic reticulum-golgi intermediate compartment 1 [Source:HGNC Symbol;Acc:HGNC:29205]
cg02869963,SYTL2,synaptotagmin like 2 [Source:HGNC Symbol;Acc:HGNC:15585]
cg02876297,KIF22,kinesin family member 22 [Source:HGNC Symbol;Acc:HGNC:6391]
cg02880877,HDDC2,HD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21078]
cg02921472,C20orf30,NA
cg02923393,TELO2,telomere maintenance 2 [Source:HGNC Symbol;Acc:HGNC:29099]
cg02924961,HIST1H2BC,histone cluster 1 H2B family member c [Source:HGNC Symbol;Acc:HGNC:4757]
cg02943720,ATN1,atrophin 1 [Source:HGNC Symbol;Acc:HGNC:3033]
cg02954252,NACA,nascent polypeptide-associated complex alpha subunit [Source:HGNC Symbol;Acc:HGNC:7629]
cg02961109,MCL1,MCL1, BCL2 family apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:6943]
cg03009080,MTIF3,mitochondrial translational initiation factor 3 [Source:HGNC Symbol;Acc:HGNC:29788]
cg03052962,NDUFV3,NADH:ubiquinone oxidoreductase subunit V3 [Source:HGNC Symbol;Acc:HGNC:7719]
cg03054480,BMP4,bone morphogenetic protein 4 [Source:HGNC Symbol;Acc:HGNC:1071]
cg03079208,AFF1,AF4/FMR2 family member 1 [Source:HGNC Symbol;Acc:HGNC:7135]
cg03090351,DOT1L,DOT1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:24948]
cg03117005,TAF4,TATA-box binding protein associated factor 4 [Source:HGNC Symbol;Acc:HGNC:11537]
cg03137447,VDR,vitamin D receptor [Source:HGNC Symbol;Acc:HGNC:12679]
cg03146154,IPP,intracisternal A particle-promoted polypeptide [Source:HGNC Symbol;Acc:HGNC:6108]
cg03236992,WWOX,WW domain containing oxidoreductase [Source:HGNC Symbol;Acc:HGNC:12799]
cg03264464,TRAF4,TNF receptor associated factor 4 [Source:HGNC Symbol;Acc:HGNC:12034]
cg03284102,NDUFA4,NDUFA4, mitochondrial complex associated [Source:HGNC Symbol;Acc:HGNC:7687]
cg03301240,SPI1,Spi-1 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:11241]
cg03346802,CSNK2A1,casein kinase 2 alpha 1 [Source:HGNC Symbol;Acc:HGNC:2457]
cg03350493,RPAP1,RNA polymerase II associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24567]
cg03369465,DAXX,death domain associated protein [Source:HGNC Symbol;Acc:HGNC:2681]
cg03392673,OLFML2B,olfactomedin like 2B [Source:HGNC Symbol;Acc:HGNC:24558]
cg03393602,ABHD3,abhydrolase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18718]
cg03402001,ZNF598,zinc finger protein 598 [Source:HGNC Symbol;Acc:HGNC:28079]
cg03441257,VPS45,vacuolar protein sorting 45 homolog [Source:HGNC Symbol;Acc:HGNC:14579]
cg03496780,CDK6,cyclin dependent kinase 6 [Source:HGNC Symbol;Acc:HGNC:1777]
cg03498173,DUSP6,dual specificity phosphatase 6 [Source:HGNC Symbol;Acc:HGNC:3072]
cg03514937,FKBPL,FK506 binding protein like [Source:HGNC Symbol;Acc:HGNC:13949]
cg03570417,MMP17,matrix metallopeptidase 17 [Source:HGNC Symbol;Acc:HGNC:7163]
cg03680128,RNF24,ring finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13779]
cg03698956,ABAT,4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]
cg03700679,TTC30B,tetratricopeptide repeat domain 30B [Source:HGNC Symbol;Acc:HGNC:26425]
cg03700944,PLA2G7,phospholipase A2 group VII [Source:HGNC Symbol;Acc:HGNC:9040]
cg03760387,C16orf62,NA
cg03782956,HMGN4,high mobility group nucleosomal binding domain 4 [Source:HGNC Symbol;Acc:HGNC:4989]
cg03793407,SPRY4,sprouty RTK signaling antagonist 4 [Source:HGNC Symbol;Acc:HGNC:15533]
cg03802191,TARBP1,TAR (HIV-1) RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11568]
cg03802907,LRRC37A3,leucine rich repeat containing 37 member A3 [Source:HGNC Symbol;Acc:HGNC:32427]
cg03861115,LPIN3,lipin 3 [Source:HGNC Symbol;Acc:HGNC:14451]
cg03869608,PDZRN3,PDZ domain containing ring finger 3 [Source:HGNC Symbol;Acc:HGNC:17704]
cg03884132,GREM1,gremlin 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:2001]
cg03907454,KIF2C,kinesin family member 2C [Source:HGNC Symbol;Acc:HGNC:6393]
cg03925157,DSTN,destrin, actin depolymerizing factor [Source:HGNC Symbol;Acc:HGNC:15750]
cg03960313,TNFRSF19,TNF receptor superfamily member 19 [Source:HGNC Symbol;Acc:HGNC:11915]
cg03972466,C16orf72,chromosome 16 open reading frame 72 [Source:HGNC Symbol;Acc:HGNC:30103]
cg03985459,ZFAND3,zinc finger AN1-type containing 3 [Source:HGNC Symbol;Acc:HGNC:18019]
cg04020309,ZNF496,zinc finger protein 496 [Source:HGNC Symbol;Acc:HGNC:23713]
cg04049033,RILP,Rab interacting lysosomal protein [Source:HGNC Symbol;Acc:HGNC:30266]
cg04081153,ARID1A,AT-rich interaction domain 1A [Source:HGNC Symbol;Acc:HGNC:11110]
cg04107140,ADRA2C,adrenoceptor alpha 2C [Source:HGNC Symbol;Acc:HGNC:283]
cg04121555,PYGL,glycogen phosphorylase L [Source:HGNC Symbol;Acc:HGNC:9725]
cg04133410,PTCH1,patched 1 [Source:HGNC Symbol;Acc:HGNC:9585]
cg04154290,LRP8,LDL receptor related protein 8 [Source:HGNC Symbol;Acc:HGNC:6700]
cg04230699,GPR19,G protein-coupled receptor 19 [Source:HGNC Symbol;Acc:HGNC:4473]
cg04234238,PSMD7,proteasome 26S subunit, non-ATPase 7 [Source:HGNC Symbol;Acc:HGNC:9565]
cg04244494,CCDC77,coiled-coil domain containing 77 [Source:HGNC Symbol;Acc:HGNC:28203]
cg04267284,PYGB,glycogen phosphorylase B [Source:HGNC Symbol;Acc:HGNC:9723]
cg04289131,IVNS1ABP,influenza virus NS1A binding protein [Source:HGNC Symbol;Acc:HGNC:16951]
cg04310316,PODXL,podocalyxin like [Source:HGNC Symbol;Acc:HGNC:9171]
cg04340772,MTHFD2L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like [Source:HGNC Symbol;Acc:HGNC:31865]
cg04402095,HDGF,heparin binding growth factor [Source:HGNC Symbol;Acc:HGNC:4856]
cg04405414,ATP1B1,ATPase Na+/K+ transporting subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:804]
cg04410516,GADD45GIP1,GADD45G interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29996]
cg04467958,PCM1,pericentriolar material 1 [Source:HGNC Symbol;Acc:HGNC:8727]
cg04471409,RPS6KA2,ribosomal protein S6 kinase A2 [Source:HGNC Symbol;Acc:HGNC:10431]
cg04542415,ZFP64,ZFP64 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:15940]
cg04543865,GAN,gigaxonin [Source:HGNC Symbol;Acc:HGNC:4137]
cg04554033,C1QTNF1,C1q and TNF related 1 [Source:HGNC Symbol;Acc:HGNC:14324]
cg04598733,SEC63,SEC63 homolog, protein translocation regulator [Source:HGNC Symbol;Acc:HGNC:21082]
cg04608290,PGM2L1,phosphoglucomutase 2 like 1 [Source:HGNC Symbol;Acc:HGNC:20898]
cg04658021,PER1,period circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:8845]
cg04690793,SNRPC,small nuclear ribonucleoprotein polypeptide C [Source:HGNC Symbol;Acc:HGNC:11157]
cg04714088,CMIP,c-Maf inducing protein [Source:HGNC Symbol;Acc:HGNC:24319]
cg04727356,NFE2L1,nuclear factor, erythroid 2 like 1 [Source:HGNC Symbol;Acc:HGNC:7781]
cg04774374,CALU,calumenin [Source:HGNC Symbol;Acc:HGNC:1458]
cg04800168,MYL6B,myosin light chain 6B [Source:HGNC Symbol;Acc:HGNC:29823]
cg04813639,RASGRF1,Ras protein specific guanine nucleotide releasing factor 1 [Source:HGNC Symbol;Acc:HGNC:9875]
cg04822973,ARG2,arginase 2 [Source:HGNC Symbol;Acc:HGNC:664]
cg04879861,ATPAF1,ATP synthase mitochondrial F1 complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:18803]
cg04951739,ZNF70,zinc finger protein 70 [Source:HGNC Symbol;Acc:HGNC:13140]
cg04967775,HDAC1,histone deacetylase 1 [Source:HGNC Symbol;Acc:HGNC:4852]
cg04979599,AFAP1L1,actin filament associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:26714]
cg05013422,WDR81,WD repeat domain 81 [Source:HGNC Symbol;Acc:HGNC:26600]
cg05030735,LDB1,LIM domain binding 1 [Source:HGNC Symbol;Acc:HGNC:6532]
cg05051117,NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1 [Source:HGNC Symbol;Acc:HGNC:29923]
cg05055782,GPX1,glutathione peroxidase 1 [Source:HGNC Symbol;Acc:HGNC:4553]
cg05072008,FIGNL1,fidgetin like 1 [Source:HGNC Symbol;Acc:HGNC:13286]
cg05122622,TSC22D2,TSC22 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:29095]
cg05131254,TNFAIP3,TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896]
cg05142982,C8orf42,NA
cg05201477,ARNT2,aryl hydrocarbon receptor nuclear translocator 2 [Source:HGNC Symbol;Acc:HGNC:16876]
cg05234888,ITPR3,inositol 1,4,5-trisphosphate receptor type 3 [Source:HGNC Symbol;Acc:HGNC:6182]
cg05243311,LOC348926,NA
cg05303842,SLC26A6,solute carrier family 26 member 6 [Source:HGNC Symbol;Acc:HGNC:14472]
cg05352754,CHST10,carbohydrate sulfotransferase 10 [Source:HGNC Symbol;Acc:HGNC:19650]
cg05364710,ZNF548,zinc finger protein 548 [Source:HGNC Symbol;Acc:HGNC:26561]
