id,gene,description
cg03643520,RBM42,RNA binding motif protein 42 [Source:HGNC Symbol;Acc:HGNC:28117]
cg03645851,DGCR2,DiGeorge syndrome critical region gene 2 [Source:HGNC Symbol;Acc:HGNC:2845]
cg03691735,FZD7,frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045]
cg03691812,CORO1A,coronin 1A [Source:HGNC Symbol;Acc:HGNC:2252]
cg03708230,TCOF1,treacle ribosome biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:11654]
cg03710140,CRLS1,cardiolipin synthase 1 [Source:HGNC Symbol;Acc:HGNC:16148]
cg03733229,COL18A1,collagen type XVIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2195]
cg03743605,TOR3A,torsin family 3 member A [Source:HGNC Symbol;Acc:HGNC:11997]
cg03751356,ZNF789,zinc finger protein 789 [Source:HGNC Symbol;Acc:HGNC:27801]
cg03752689,C1orf74,chromosome 1 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:26319]
cg03779258,LARGE,NA
cg03796659,MYO1B,myosin IB [Source:HGNC Symbol;Acc:HGNC:7596]
cg03812837,PARD6B,par-6 family cell polarity regulator beta [Source:HGNC Symbol;Acc:HGNC:16245]
cg03827118,RAB5A,RAB5A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9783]
cg03829839,CDK4,cyclin dependent kinase 4 [Source:HGNC Symbol;Acc:HGNC:1773]
cg03896792,CDK17,cyclin dependent kinase 17 [Source:HGNC Symbol;Acc:HGNC:8750]
cg03948452,SYPL1,synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507]
cg03974859,KIAA1009,NA
cg04000474,PGGT1B,protein geranylgeranyltransferase type I subunit beta [Source:HGNC Symbol;Acc:HGNC:8895]
cg04001726,NAA25,N(alpha)-acetyltransferase 25, NatB auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:25783]
cg04002187,RPL37,ribosomal protein L37 [Source:HGNC Symbol;Acc:HGNC:10347]
cg04062383,USP13,ubiquitin specific peptidase 13 [Source:HGNC Symbol;Acc:HGNC:12611]
cg04081326,FAM149A,family with sequence similarity 149 member A [Source:HGNC Symbol;Acc:HGNC:24527]
