id,gene,description
cg02216295,ANKRD11,ankyrin repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:21316]
cg02216380,DZIP1L,DAZ interacting zinc finger protein 1 like [Source:HGNC Symbol;Acc:HGNC:26551]
cg02224749,LMCD1,LIM and cysteine rich domains 1 [Source:HGNC Symbol;Acc:HGNC:6633]
cg02326796,NIPA1,non imprinted in Prader-Willi/Angelman syndrome 1 [Source:HGNC Symbol;Acc:HGNC:17043]
cg02328223,MGLL,monoglyceride lipase [Source:HGNC Symbol;Acc:HGNC:17038]
cg02343275,TMEM206,transmembrane protein 206 [Source:HGNC Symbol;Acc:HGNC:25593]
cg02343318,ZNF790,zinc finger protein 790 [Source:HGNC Symbol;Acc:HGNC:33114]
cg02370113,C7orf25,chromosome 7 open reading frame 25 [Source:HGNC Symbol;Acc:HGNC:21703]
cg02371408,VCAN,versican [Source:HGNC Symbol;Acc:HGNC:2464]
cg02421543,DR1,down-regulator of transcription 1 [Source:HGNC Symbol;Acc:HGNC:3017]
cg02441090,OXCT1,3-oxoacid CoA-transferase 1 [Source:HGNC Symbol;Acc:HGNC:8527]
cg02478379,NPM1,nucleophosmin 1 [Source:HGNC Symbol;Acc:HGNC:7910]
cg02549492,RHOBTB3,Rho related BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18757]
cg02583576,HAX1,HCLS1 associated protein X-1 [Source:HGNC Symbol;Acc:HGNC:16915]
cg02704907,HIST1H2BK,histone cluster 1 H2B family member k [Source:HGNC Symbol;Acc:HGNC:13954]
cg02720725,TOMM20,translocase of outer mitochondrial membrane 20 [Source:HGNC Symbol;Acc:HGNC:20947]
cg02788021,KATNAL1,katanin catalytic subunit A1 like 1 [Source:HGNC Symbol;Acc:HGNC:28361]
cg02788090,SOX9,SRY-box 9 [Source:HGNC Symbol;Acc:HGNC:11204]
cg02801598,PDP2,pyruvate dehyrogenase phosphatase catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:30263]
cg02846329,ZNF10,zinc finger protein 10 [Source:HGNC Symbol;Acc:HGNC:12879]
cg02852407,CD34,CD34 molecule [Source:HGNC Symbol;Acc:HGNC:1662]
cg02861781,GJB2,gap junction protein beta 2 [Source:HGNC Symbol;Acc:HGNC:4284]
cg02904235,RPS6KA5,ribosomal protein S6 kinase A5 [Source:HGNC Symbol;Acc:HGNC:10434]
cg02905426,FAM76A,family with sequence similarity 76 member A [Source:HGNC Symbol;Acc:HGNC:28530]
cg02935132,INPP5D,inositol polyphosphate-5-phosphatase D [Source:HGNC Symbol;Acc:HGNC:6079]
cg02941852,SRPK2,SRSF protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:11306]
cg02945740,PSMC3IP,PSMC3 interacting protein [Source:HGNC Symbol;Acc:HGNC:17928]
cg02974815,DUSP7,dual specificity phosphatase 7 [Source:HGNC Symbol;Acc:HGNC:3073]
cg02980604,RASL10B,RAS like family 10 member B [Source:HGNC Symbol;Acc:HGNC:30295]
cg02987906,FIP1L1,factor interacting with PAPOLA and CPSF1 [Source:HGNC Symbol;Acc:HGNC:19124]
cg02988267,ZZZ3,NA
cg03004497,FAM111B,family with sequence similarity 111 member B [Source:HGNC Symbol;Acc:HGNC:24200]
cg03055499,PRKCA,protein kinase C alpha [Source:HGNC Symbol;Acc:HGNC:9393]
cg03064080,ZNF333,zinc finger protein 333 [Source:HGNC Symbol;Acc:HGNC:15624]
cg03140827,MAN1A2,mannosidase alpha class 1A member 2 [Source:HGNC Symbol;Acc:HGNC:6822]
cg03152385,RRN3,RRN3 homolog, RNA polymerase I transcription factor [Source:HGNC Symbol;Acc:HGNC:30346]
cg03154580,RALB,RAS like proto-oncogene B [Source:HGNC Symbol;Acc:HGNC:9840]
cg03168184,CCDC85C,coiled-coil domain containing 85C [Source:HGNC Symbol;Acc:HGNC:35459]
cg03212674,CLK2,CDC like kinase 2 [Source:HGNC Symbol;Acc:HGNC:2069]
cg03216085,FANCF,Fanconi anemia complementation group F [Source:HGNC Symbol;Acc:HGNC:3587]
cg03232960,C7orf27,NA
cg03252977,TBC1D20,TBC1 domain family member 20 [Source:HGNC Symbol;Acc:HGNC:16133]
cg03253625,CCDC53,NA
cg03282336,ARL5B,ADP ribosylation factor like GTPase 5B [Source:HGNC Symbol;Acc:HGNC:23052]
cg03340036,PIGY,phosphatidylinositol glycan anchor biosynthesis class Y [Source:HGNC Symbol;Acc:HGNC:28213]
cg03341334,DUSP23,dual specificity phosphatase 23 [Source:HGNC Symbol;Acc:HGNC:21480]
cg03352438,POLR3H,RNA polymerase III subunit H [Source:HGNC Symbol;Acc:HGNC:30349]
cg03368690,NSMCE1,NSE1 homolog, SMC5-SMC6 complex component [Source:HGNC Symbol;Acc:HGNC:29897]
cg03411979,INTS6,integrator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:14879]
cg03441514,GALE,UDP-galactose-4-epimerase [Source:HGNC Symbol;Acc:HGNC:4116]
cg03489712,ZYX,zyxin [Source:HGNC Symbol;Acc:HGNC:13200]
cg03503471,SDAD1,SDA1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25537]
cg03517466,RGS16,regulator of G protein signaling 16 [Source:HGNC Symbol;Acc:HGNC:9997]
cg03539474,SLC25A12,solute carrier family 25 member 12 [Source:HGNC Symbol;Acc:HGNC:10982]
cg03589001,MORF4L1,mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989]
cg03613649,FGF11,fibroblast growth factor 11 [Source:HGNC Symbol;Acc:HGNC:3667]
cg03693762,BACH1,BTB domain and CNC homolog 1 [Source:HGNC Symbol;Acc:HGNC:935]
cg03698765,POP4,POP4 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:30081]
cg03752138,SOCS3,suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:HGNC:19391]
cg03833628,CHD1,chromodomain helicase DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1915]
cg03853793,BRP44L,NA
cg03885332,CD151,CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]
cg03962527,ADD3,adducin 3 [Source:HGNC Symbol;Acc:HGNC:245]
cg03973663,LYN,LYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6735]
cg04028634,ADCY1,adenylate cyclase 1 [Source:HGNC Symbol;Acc:HGNC:232]
cg04036329,ULK2,unc-51 like autophagy activating kinase 2 [Source:HGNC Symbol;Acc:HGNC:13480]
cg04100190,COL9A2,collagen type IX alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2218]
cg04137171,ADAMTS7,ADAM metallopeptidase with thrombospondin type 1 motif 7 [Source:HGNC Symbol;Acc:HGNC:223]
cg04152629,CACNB3,calcium voltage-gated channel auxiliary subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:1403]
cg04198824,USPL1,ubiquitin specific peptidase like 1 [Source:HGNC Symbol;Acc:HGNC:20294]
cg04259752,LOXL2,lysyl oxidase like 2 [Source:HGNC Symbol;Acc:HGNC:6666]
cg04286697,B3GNT7,UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:18811]
cg04391205,C2orf88,chromosome 2 open reading frame 88 [Source:HGNC Symbol;Acc:HGNC:28191]
cg04400047,UBIAD1,UbiA prenyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30791]
cg04540406,SHCBP1,SHC binding and spindle associated 1 [Source:HGNC Symbol;Acc:HGNC:29547]
cg04571130,COPG,NA
cg04608326,RPL11,ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:10301]
cg04635671,SCN1B,sodium voltage-gated channel beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:10586]
cg04641168,SRP72,signal recognition particle 72 [Source:HGNC Symbol;Acc:HGNC:11303]
cg04663564,AKR1B1,aldo-keto reductase family 1 member B [Source:HGNC Symbol;Acc:HGNC:381]
cg04681849,PDGFRL,platelet derived growth factor receptor like [Source:HGNC Symbol;Acc:HGNC:8805]
cg04718342,CLPX,caseinolytic mitochondrial matrix peptidase chaperone subunit [Source:HGNC Symbol;Acc:HGNC:2088]
cg04733431,C4orf34,NA
cg04745336,DNAJC9,DnaJ heat shock protein family (Hsp40) member C9 [Source:HGNC Symbol;Acc:HGNC:19123]
cg04777071,RABAC1,Rab acceptor 1 [Source:HGNC Symbol;Acc:HGNC:9794]
cg04800195,ZFP62,ZFP62 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23241]
cg04891094,GGA1,golgi associated, gamma adaptin ear containing, ARF binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17842]
cg04923576,BMP8A,bone morphogenetic protein 8a [Source:HGNC Symbol;Acc:HGNC:21650]
cg05015635,GAS1,growth arrest specific 1 [Source:HGNC Symbol;Acc:HGNC:4165]
cg05038881,APITD1,NA
cg05047710,RNASEK,ribonuclease K [Source:HGNC Symbol;Acc:HGNC:33911]
cg05108547,TAP2,transporter 2, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:44]
cg05191006,NQO1,NAD(P)H quinone dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:2874]
cg05211836,F2RL3,F2R like thrombin or trypsin receptor 3 [Source:HGNC Symbol;Acc:HGNC:3540]
cg05237014,TMEM184C,transmembrane protein 184C [Source:HGNC Symbol;Acc:HGNC:25587]
cg05297121,NPNT,nephronectin [Source:HGNC Symbol;Acc:HGNC:27405]
cg05431626,NDFIP2,Nedd4 family interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:18537]
cg05458841,ERBB2IP,NA
cg05465935,C5orf34,chromosome 5 open reading frame 34 [Source:HGNC Symbol;Acc:HGNC:24738]
cg05483406,ZNF34,zinc finger protein 34 [Source:HGNC Symbol;Acc:HGNC:13098]
cg05540413,ZNF32,zinc finger protein 32 [Source:HGNC Symbol;Acc:HGNC:13095]
cg05562419,SNAPC4,small nuclear RNA activating complex polypeptide 4 [Source:HGNC Symbol;Acc:HGNC:11137]
cg05598969,JAK1,Janus kinase 1 [Source:HGNC Symbol;Acc:HGNC:6190]
cg05702280,DNAJB5,DnaJ heat shock protein family (Hsp40) member B5 [Source:HGNC Symbol;Acc:HGNC:14887]
cg05777658,C2orf29,NA
cg05859264,MAPK13,mitogen-activated protein kinase 13 [Source:HGNC Symbol;Acc:HGNC:6875]
cg05865679,KIAA0195,NA
cg05906871,ALDH18A1,aldehyde dehydrogenase 18 family member A1 [Source:HGNC Symbol;Acc:HGNC:9722]
cg05938316,CGGBP1,CGG triplet repeat binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1888]
cg05995220,RBM38,RNA binding motif protein 38 [Source:HGNC Symbol;Acc:HGNC:15818]
cg06148118,LMO2,LIM domain only 2 [Source:HGNC Symbol;Acc:HGNC:6642]
cg06162746,CAND1,cullin associated and neddylation dissociated 1 [Source:HGNC Symbol;Acc:HGNC:30688]
cg06189303,BOC,BOC cell adhesion associated, oncogene regulated [Source:HGNC Symbol;Acc:HGNC:17173]
cg06204730,ANKRD40,ankyrin repeat domain 40 [Source:HGNC Symbol;Acc:HGNC:28233]
cg06209689,TAL1,TAL bHLH transcription factor 1, erythroid differentiation factor [Source:HGNC Symbol;Acc:HGNC:11556]
cg06293365,TMEM120A,transmembrane protein 120A [Source:HGNC Symbol;Acc:HGNC:21697]
cg06303168,WIBG,NA
cg06326914,ZNF770,zinc finger protein 770 [Source:HGNC Symbol;Acc:HGNC:26061]
cg06401851,FUS,FUS RNA binding protein [Source:HGNC Symbol;Acc:HGNC:4010]
cg06613012,ST3GAL4,ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10864]
cg06761203,MARCH9,membrane associated ring-CH-type finger 9 [Source:HGNC Symbol;Acc:HGNC:25139]
cg06835245,LOC729375,NA
cg06836736,ME1,malic enzyme 1 [Source:HGNC Symbol;Acc:HGNC:6983]
cg06842519,SYDE2,synapse defective Rho GTPase homolog 2 [Source:HGNC Symbol;Acc:HGNC:25841]
cg06940574,ICMT,isoprenylcysteine carboxyl methyltransferase [Source:HGNC Symbol;Acc:HGNC:5350]
cg07003632,EML1,echinoderm microtubule associated protein like 1 [Source:HGNC Symbol;Acc:HGNC:3330]
cg07023327,MRPS17,mitochondrial ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:14047]
cg07123170,PSMD6,proteasome 26S subunit, non-ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9564]
cg07209624,PRPF18,pre-mRNA processing factor 18 [Source:HGNC Symbol;Acc:HGNC:17351]
cg07312854,BMPR2,bone morphogenetic protein receptor type 2 [Source:HGNC Symbol;Acc:HGNC:1078]
cg07313589,PRCC,papillary renal cell carcinoma (translocation-associated) [Source:HGNC Symbol;Acc:HGNC:9343]
cg07368443,PLK3,polo like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2154]
cg07441272,RPL39L,ribosomal protein L39 like [Source:HGNC Symbol;Acc:HGNC:17094]
cg07450086,SELT,NA
cg07491796,DEPDC7,DEP domain containing 7 [Source:HGNC Symbol;Acc:HGNC:29899]
cg07551364,MAP3K6,mitogen-activated protein kinase kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6858]
cg07562458,WDR26,WD repeat domain 26 [Source:HGNC Symbol;Acc:HGNC:21208]
cg07596299,C11orf51,NA
cg07628084,LAMA4,laminin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6484]
cg07679695,TMEM2,transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:11869]
cg07698901,PDGFRA,platelet derived growth factor receptor alpha [Source:HGNC Symbol;Acc:HGNC:8803]
cg07745624,KCNIP4,potassium voltage-gated channel interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30083]
cg07747553,RASD2,RASD family member 2 [Source:HGNC Symbol;Acc:HGNC:18229]
cg07748159,CCDC90B,coiled-coil domain containing 90B [Source:HGNC Symbol;Acc:HGNC:28108]
cg07761842,CRTAP,cartilage associated protein [Source:HGNC Symbol;Acc:HGNC:2379]
cg07765167,MRPL45,mitochondrial ribosomal protein L45 [Source:HGNC Symbol;Acc:HGNC:16651]
cg07777224,ZNF584,zinc finger protein 584 [Source:HGNC Symbol;Acc:HGNC:27318]
cg07902673,LMO4,LIM domain only 4 [Source:HGNC Symbol;Acc:HGNC:6644]
cg07949083,CDV3,CDV3 homolog [Source:HGNC Symbol;Acc:HGNC:26928]
cg07956515,FAM126A,family with sequence similarity 126 member A [Source:HGNC Symbol;Acc:HGNC:24587]
cg08295608,C14orf79,NA
cg08404299,MT1F,metallothionein 1F [Source:HGNC Symbol;Acc:HGNC:7398]
cg08642743,EXOC7,exocyst complex component 7 [Source:HGNC Symbol;Acc:HGNC:23214]
cg08705697,PCDH9,protocadherin 9 [Source:HGNC Symbol;Acc:HGNC:8661]
cg08719289,CITED4,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4 [Source:HGNC Symbol;Acc:HGNC:18696]
cg08753222,INPPL1,inositol polyphosphate phosphatase like 1 [Source:HGNC Symbol;Acc:HGNC:6080]
cg08831594,TSPAN15,tetraspanin 15 [Source:HGNC Symbol;Acc:HGNC:23298]
cg08995368,FSCN1,fascin actin-bundling protein 1 [Source:HGNC Symbol;Acc:HGNC:11148]
cg09139451,TRAF5,TNF receptor associated factor 5 [Source:HGNC Symbol;Acc:HGNC:12035]
cg09253150,C3orf39,NA
cg09285418,TBC1D8,TBC1 domain family member 8 [Source:HGNC Symbol;Acc:HGNC:17791]
cg09386139,PHF23,PHD finger protein 23 [Source:HGNC Symbol;Acc:HGNC:28428]
cg09431913,EGR3,early growth response 3 [Source:HGNC Symbol;Acc:HGNC:3240]
cg09476149,TRAP1,TNF receptor associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16264]
cg09619309,TPD52,tumor protein D52 [Source:HGNC Symbol;Acc:HGNC:12005]
cg09788352,CLN6,CLN6, transmembrane ER protein [Source:HGNC Symbol;Acc:HGNC:2077]
cg09882128,OTUD1,OTU deubiquitinase 1 [Source:HGNC Symbol;Acc:HGNC:27346]
cg09920557,ACE,angiotensin I converting enzyme [Source:HGNC Symbol;Acc:HGNC:2707]
cg10101263,SNX19,sorting nexin 19 [Source:HGNC Symbol;Acc:HGNC:21532]
cg10105237,ZFAT,zinc finger and AT-hook domain containing [Source:HGNC Symbol;Acc:HGNC:19899]
cg10115191,TUBA8,tubulin alpha 8 [Source:HGNC Symbol;Acc:HGNC:12410]
cg10143731,BAT2L2,NA
cg10167478,C15orf44,NA
cg10172107,SKIL,SKI like proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10897]
cg10203522,NUDT16L1,nudix hydrolase 16 like 1 [Source:HGNC Symbol;Acc:HGNC:28154]
cg10207052,SLC10A7,solute carrier family 10 member 7 [Source:HGNC Symbol;Acc:HGNC:23088]
cg10207787,PPP2R2A,protein phosphatase 2 regulatory subunit Balpha [Source:HGNC Symbol;Acc:HGNC:9304]
cg10286983,ALDH5A1,aldehyde dehydrogenase 5 family member A1 [Source:HGNC Symbol;Acc:HGNC:408]
cg10319600,TMEM19,transmembrane protein 19 [Source:HGNC Symbol;Acc:HGNC:25605]
cg10333520,TRANK1,tetratricopeptide repeat and ankyrin repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:29011]
cg10336108,ALDH1A3,aldehyde dehydrogenase 1 family member A3 [Source:HGNC Symbol;Acc:HGNC:409]
cg10341152,RFXAP,regulatory factor X associated protein [Source:HGNC Symbol;Acc:HGNC:9988]
cg10364514,CPLX1,complexin 1 [Source:HGNC Symbol;Acc:HGNC:2309]
cg10536303,DCAF11,DDB1 and CUL4 associated factor 11 [Source:HGNC Symbol;Acc:HGNC:20258]
cg10544039,TRIM52,tripartite motif containing 52 [Source:HGNC Symbol;Acc:HGNC:19024]
cg10683527,NEIL3,nei like DNA glycosylase 3 [Source:HGNC Symbol;Acc:HGNC:24573]
cg10790685,VIM,vimentin [Source:HGNC Symbol;Acc:HGNC:12692]
cg10919177,ZNF445,zinc finger protein 445 [Source:HGNC Symbol;Acc:HGNC:21018]
cg11007426,AEN,apoptosis enhancing nuclease [Source:HGNC Symbol;Acc:HGNC:25722]
cg11028445,FAM96A,family with sequence similarity 96 member A [Source:HGNC Symbol;Acc:HGNC:26235]
cg11088051,SLC25A3,solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989]
cg11164506,TIPIN,TIMELESS interacting protein [Source:HGNC Symbol;Acc:HGNC:30750]
cg11325604,TULP3,tubby like protein 3 [Source:HGNC Symbol;Acc:HGNC:12425]
cg11351475,KIAA0913,NA
cg11361262,ST3GAL5,ST3 beta-galactoside alpha-2,3-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:10872]
cg11380830,NOC3L,NOC3 like DNA replication regulator [Source:HGNC Symbol;Acc:HGNC:24034]
cg11404039,PLRG1,pleiotropic regulator 1 [Source:HGNC Symbol;Acc:HGNC:9089]
