id,gene,description
cg00871133,STARD3,StAR related lipid transfer domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17579]
cg00871560,TMEM108,transmembrane protein 108 [Source:HGNC Symbol;Acc:HGNC:28451]
cg00910127,AARS2,alanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21022]
cg00921973,DPM2,dolichyl-phosphate mannosyltransferase subunit 2, regulatory [Source:HGNC Symbol;Acc:HGNC:3006]
cg00978698,ZNF394,zinc finger protein 394 [Source:HGNC Symbol;Acc:HGNC:18832]
cg00993400,ZNF692,zinc finger protein 692 [Source:HGNC Symbol;Acc:HGNC:26049]
cg01036409,FAM20A,FAM20A, golgi associated secretory pathway pseudokinase [Source:HGNC Symbol;Acc:HGNC:23015]
cg01051642,C1orf93,NA
cg01060964,CDK5RAP1,CDK5 regulatory subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15880]
cg01065960,ERAL1,Era like 12S mitochondrial rRNA chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3424]
cg01068412,ZNF416,zinc finger protein 416 [Source:HGNC Symbol;Acc:HGNC:20645]
cg01098785,MDM2,MDM2 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:6973]
cg01106145,ANO10,anoctamin 10 [Source:HGNC Symbol;Acc:HGNC:25519]
cg01106412,OSBPL3,oxysterol binding protein like 3 [Source:HGNC Symbol;Acc:HGNC:16370]
cg01146320,OAF,out at first homolog [Source:HGNC Symbol;Acc:HGNC:28752]
cg01153872,HDAC4,histone deacetylase 4 [Source:HGNC Symbol;Acc:HGNC:14063]
cg01154930,GAA,glucosidase alpha, acid [Source:HGNC Symbol;Acc:HGNC:4065]
cg01181681,TLR5,toll like receptor 5 [Source:HGNC Symbol;Acc:HGNC:11851]
cg01184520,ZNRF1,zinc and ring finger 1 [Source:HGNC Symbol;Acc:HGNC:18452]
cg01245656,ASNS,asparagine synthetase (glutamine-hydrolyzing) [Source:HGNC Symbol;Acc:HGNC:753]
cg01261798,DPYSL4,dihydropyrimidinase like 4 [Source:HGNC Symbol;Acc:HGNC:3016]
cg01286655,DKK3,dickkopf WNT signaling pathway inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:2893]
cg01305127,DGCR6,DiGeorge syndrome critical region gene 6 [Source:HGNC Symbol;Acc:HGNC:2846]
cg01305328,SLK,STE20 like kinase [Source:HGNC Symbol;Acc:HGNC:11088]
cg01321189,BICD1,BICD cargo adaptor 1 [Source:HGNC Symbol;Acc:HGNC:1049]
cg01354088,KLF11,Kruppel like factor 11 [Source:HGNC Symbol;Acc:HGNC:11811]
cg01355753,SEPHS2,selenophosphate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:19686]
cg01378158,PLEKHG4,pleckstrin homology and RhoGEF domain containing G4 [Source:HGNC Symbol;Acc:HGNC:24501]
cg01396418,PEX11G,peroxisomal biogenesis factor 11 gamma [Source:HGNC Symbol;Acc:HGNC:20208]
cg01403844,TMBIM4,transmembrane BAX inhibitor motif containing 4 [Source:HGNC Symbol;Acc:HGNC:24257]
cg01455880,DFNB31,NA
cg01519765,ETV5,ETS variant 5 [Source:HGNC Symbol;Acc:HGNC:3494]
cg01539186,GZF1,GDNF inducible zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:15808]
cg01566283,ZNF192,NA
cg01574694,NDRG2,NDRG family member 2 [Source:HGNC Symbol;Acc:HGNC:14460]
cg01630150,SHC4,SHC adaptor protein 4 [Source:HGNC Symbol;Acc:HGNC:16743]
cg01641778,BRD2,bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]
cg01643320,MRPS24,mitochondrial ribosomal protein S24 [Source:HGNC Symbol;Acc:HGNC:14510]
cg01672455,CEMP1,cementum protein 1 [Source:HGNC Symbol;Acc:HGNC:32553]
cg01720941,PLXNA2,plexin A2 [Source:HGNC Symbol;Acc:HGNC:9100]
cg01724041,CREB1,cAMP responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2345]
cg01738638,APLP2,amyloid beta precursor like protein 2 [Source:HGNC Symbol;Acc:HGNC:598]
cg01744130,KDM3A,lysine demethylase 3A [Source:HGNC Symbol;Acc:HGNC:20815]
cg01746514,LRRC16B,NA
cg01758993,SLC35C2,solute carrier family 35 member C2 [Source:HGNC Symbol;Acc:HGNC:17117]
cg01771416,NFKBIZ,NFKB inhibitor zeta [Source:HGNC Symbol;Acc:HGNC:29805]
cg01785046,MTERF,NA
cg01792902,PIK3CA,phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:8975]
cg01795562,RAB3GAP2,RAB3 GTPase activating non-catalytic protein subunit 2 [Source:HGNC Symbol;Acc:HGNC:17168]
cg01803059,SMAD1,SMAD family member 1 [Source:HGNC Symbol;Acc:HGNC:6767]
cg01834151,KIAA1370,NA
cg01870962,MAFF,MAF bZIP transcription factor F [Source:HGNC Symbol;Acc:HGNC:6780]
cg01906055,NCAPH,non-SMC condensin I complex subunit H [Source:HGNC Symbol;Acc:HGNC:1112]
cg01910869,EDNRB,endothelin receptor type B [Source:HGNC Symbol;Acc:HGNC:3180]
cg01942719,MIIP,migration and invasion inhibitory protein [Source:HGNC Symbol;Acc:HGNC:25715]
cg01946442,ZRANB2,zinc finger RANBP2-type containing 2 [Source:HGNC Symbol;Acc:HGNC:13058]
cg01989461,GTF2A1,general transcription factor IIA subunit 1 [Source:HGNC Symbol;Acc:HGNC:4646]
cg01999046,TRAF2,TNF receptor associated factor 2 [Source:HGNC Symbol;Acc:HGNC:12032]
cg02011404,ZBTB39,zinc finger and BTB domain containing 39 [Source:HGNC Symbol;Acc:HGNC:29014]
cg02058108,SSPN,sarcospan [Source:HGNC Symbol;Acc:HGNC:11322]
cg02201132,HDLBP,high density lipoprotein binding protein [Source:HGNC Symbol;Acc:HGNC:4857]
cg02208432,ACER3,alkaline ceramidase 3 [Source:HGNC Symbol;Acc:HGNC:16066]
cg02213475,FAM164C,NA
cg02291204,CDC42BPA,CDC42 binding protein kinase alpha [Source:HGNC Symbol;Acc:HGNC:1737]
cg02294176,IQGAP2,IQ motif containing GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:6111]
cg02319392,HSBP1,heat shock factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5203]
cg02330214,PRDM2,PR/SET domain 2 [Source:HGNC Symbol;Acc:HGNC:9347]
cg02346282,BTF3,basic transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:1125]
cg02350107,ZNF575,zinc finger protein 575 [Source:HGNC Symbol;Acc:HGNC:27606]
cg02362506,C4orf52,NA
cg02377915,PPM1F,protein phosphatase, Mg2+/Mn2+ dependent 1F [Source:HGNC Symbol;Acc:HGNC:19388]
cg02399645,DPYSL3,dihydropyrimidinase like 3 [Source:HGNC Symbol;Acc:HGNC:3015]
cg02418535,NIT2,nitrilase family member 2 [Source:HGNC Symbol;Acc:HGNC:29878]
cg02420886,C7orf23,NA
cg02438892,LOC401010,NA
cg02447229,TMEM181,transmembrane protein 181 [Source:HGNC Symbol;Acc:HGNC:20958]
cg02454483,NAP1L4,nucleosome assembly protein 1 like 4 [Source:HGNC Symbol;Acc:HGNC:7640]
cg02481714,TNRC6B,trinucleotide repeat containing 6B [Source:HGNC Symbol;Acc:HGNC:29190]
cg02507578,NFE2L2,nuclear factor, erythroid 2 like 2 [Source:HGNC Symbol;Acc:HGNC:7782]
cg02588309,TTC33,tetratricopeptide repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:29959]
cg02589501,USP46,ubiquitin specific peptidase 46 [Source:HGNC Symbol;Acc:HGNC:20075]
cg02592615,HIVEP1,human immunodeficiency virus type I enhancer binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4920]
cg02609473,MEIS1,Meis homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7000]
cg02621032,ZNF717,zinc finger protein 717 [Source:HGNC Symbol;Acc:HGNC:29448]
cg02628801,S1PR1,sphingosine-1-phosphate receptor 1 [Source:HGNC Symbol;Acc:HGNC:3165]
cg02630207,SRBD1,S1 RNA binding domain 1 [Source:HGNC Symbol;Acc:HGNC:25521]
cg02653521,GPC1,glypican 1 [Source:HGNC Symbol;Acc:HGNC:4449]
cg02659117,KIAA0232,KIAA0232 [Source:HGNC Symbol;Acc:HGNC:28992]
cg02680487,DDR1,discoidin domain receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:2730]
cg02683363,ZNF579,zinc finger protein 579 [Source:HGNC Symbol;Acc:HGNC:26646]
cg02689023,STK39,serine/threonine kinase 39 [Source:HGNC Symbol;Acc:HGNC:17717]
cg02700478,TRIB2,tribbles pseudokinase 2 [Source:HGNC Symbol;Acc:HGNC:30809]
cg02740658,SOCS5,suppressor of cytokine signaling 5 [Source:HGNC Symbol;Acc:HGNC:16852]
cg02758040,HTATIP2,HIV-1 Tat interactive protein 2 [Source:HGNC Symbol;Acc:HGNC:16637]
cg02769172,SUV420H1,NA
cg02812793,CISD3,CDGSH iron sulfur domain 3 [Source:HGNC Symbol;Acc:HGNC:27578]
cg02813863,APOLD1,apolipoprotein L domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25268]
cg02817981,MOBKL3,NA
cg02847575,TBC1D10B,TBC1 domain family member 10B [Source:HGNC Symbol;Acc:HGNC:24510]
cg02921350,ZFP36L1,ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107]
cg02927655,TM7SF3,transmembrane 7 superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:23049]
cg02956148,SRCIN1,SRC kinase signaling inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:29506]
cg02957488,PHF20,PHD finger protein 20 [Source:HGNC Symbol;Acc:HGNC:16098]
cg02960249,EPB41L2,erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]
cg02985292,C16orf13,NA
cg03007571,HIST1H2BD,histone cluster 1 H2B family member d [Source:HGNC Symbol;Acc:HGNC:4747]
cg03039399,CREBBP,CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348]
cg03046705,C5orf56,chromosome 5 open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:33838]
cg03152785,KCNC4,potassium voltage-gated channel subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:6236]
cg03156389,NXT1,nuclear transport factor 2 like export factor 1 [Source:HGNC Symbol;Acc:HGNC:15913]
cg03163734,SPRED2,sprouty related EVH1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17722]
cg03178748,OSBPL1A,oxysterol binding protein like 1A [Source:HGNC Symbol;Acc:HGNC:16398]
cg03198372,KREMEN1,kringle containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:17550]
cg03210340,FLJ10357,NA
cg03215005,MX1,MX dynamin like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:7532]
cg03232933,BTG3,BTG anti-proliferation factor 3 [Source:HGNC Symbol;Acc:HGNC:1132]
cg03243946,LDHB,lactate dehydrogenase B [Source:HGNC Symbol;Acc:HGNC:6541]
cg03280026,TMEM168,transmembrane protein 168 [Source:HGNC Symbol;Acc:HGNC:25826]
cg03366168,C22orf9,NA
cg03371404,CAPN10,calpain 10 [Source:HGNC Symbol;Acc:HGNC:1477]
cg03375056,YTHDF2,YTH N6-methyladenosine RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:31675]
cg03482339,DDHD2,DDHD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29106]
cg03486832,KDM2B,lysine demethylase 2B [Source:HGNC Symbol;Acc:HGNC:13610]
cg03500977,HLA-B,major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:HGNC:4932]
cg03512692,SAMM50,SAMM50 sorting and assembly machinery component [Source:HGNC Symbol;Acc:HGNC:24276]
cg03518058,ITGB5,integrin subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:6160]
cg03522615,KIAA0831,NA
cg03539340,IFT52,intraflagellar transport 52 [Source:HGNC Symbol;Acc:HGNC:15901]
cg03570332,LENG8,leukocyte receptor cluster member 8 [Source:HGNC Symbol;Acc:HGNC:15500]
cg03600516,FAM105A,family with sequence similarity 105 member A [Source:HGNC Symbol;Acc:HGNC:25629]
cg03605761,RNF126,ring finger protein 126 [Source:HGNC Symbol;Acc:HGNC:21151]
cg03697708,CACNA1A,calcium voltage-gated channel subunit alpha1 A [Source:HGNC Symbol;Acc:HGNC:1388]
cg03702236,SEMA5A,semaphorin 5A [Source:HGNC Symbol;Acc:HGNC:10736]
cg03712038,ZNF160,zinc finger protein 160 [Source:HGNC Symbol;Acc:HGNC:12948]
cg03723506,LIFR,LIF receptor alpha [Source:HGNC Symbol;Acc:HGNC:6597]
cg03763387,DHX9,DExH-box helicase 9 [Source:HGNC Symbol;Acc:HGNC:2750]
cg03785076,SNED1,sushi, nidogen and EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:24696]
cg03801871,LBH,limb bud and heart development [Source:HGNC Symbol;Acc:HGNC:29532]
cg03802185,SH2B2,SH2B adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:17381]
cg03819286,MGRN1,mahogunin ring finger 1 [Source:HGNC Symbol;Acc:HGNC:20254]
cg03840511,CSNK1G1,casein kinase 1 gamma 1 [Source:HGNC Symbol;Acc:HGNC:2454]
cg03847895,ANKRD52,ankyrin repeat domain 52 [Source:HGNC Symbol;Acc:HGNC:26614]
cg03856723,PRKACA,protein kinase cAMP-activated catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9380]
cg03904897,ATP2C1,ATPase secretory pathway Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:13211]
cg03918306,ITPR1,inositol 1,4,5-trisphosphate receptor type 1 [Source:HGNC Symbol;Acc:HGNC:6180]
cg03919657,ACSF2,acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101]
cg03919779,UBB,ubiquitin B [Source:HGNC Symbol;Acc:HGNC:12463]
cg03930474,ING4,inhibitor of growth family member 4 [Source:HGNC Symbol;Acc:HGNC:19423]
cg03931078,WIPI1,WD repeat domain, phosphoinositide interacting 1 [Source:HGNC Symbol;Acc:HGNC:25471]
cg03970088,FANCA,Fanconi anemia complementation group A [Source:HGNC Symbol;Acc:HGNC:3582]
cg04013959,MED26,mediator complex subunit 26 [Source:HGNC Symbol;Acc:HGNC:2376]
cg04058169,BUB3,BUB3, mitotic checkpoint protein [Source:HGNC Symbol;Acc:HGNC:1151]
cg04093149,SLC6A9,solute carrier family 6 member 9 [Source:HGNC Symbol;Acc:HGNC:11056]
cg04110665,PDE4B,phosphodiesterase 4B [Source:HGNC Symbol;Acc:HGNC:8781]
cg04193415,LIF,LIF, interleukin 6 family cytokine [Source:HGNC Symbol;Acc:HGNC:6596]
cg04225902,SUB1,SUB1 homolog, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:19985]
cg04240373,PSMA5,proteasome subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:9534]
cg04265051,LRP5,LDL receptor related protein 5 [Source:HGNC Symbol;Acc:HGNC:6697]
cg04279973,PRKCB,protein kinase C beta [Source:HGNC Symbol;Acc:HGNC:9395]
cg04347161,POLR2C,RNA polymerase II subunit C [Source:HGNC Symbol;Acc:HGNC:9189]
cg04385631,SFRS2IP,NA
cg04391722,ZBTB10,zinc finger and BTB domain containing 10 [Source:HGNC Symbol;Acc:HGNC:30953]
cg04396539,KLF7,Kruppel like factor 7 [Source:HGNC Symbol;Acc:HGNC:6350]
cg04396765,MYST4,NA
cg04436646,KLHDC1,kelch domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19836]
cg04518912,SMARCA2,SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:HGNC Symbol;Acc:HGNC:11098]
cg04523069,HIATL1,NA
cg04553559,ZNF703,zinc finger protein 703 [Source:HGNC Symbol;Acc:HGNC:25883]
cg04609126,RHOB,ras homolog family member B [Source:HGNC Symbol;Acc:HGNC:668]
cg04622772,WRNIP1,Werner helicase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20876]
cg04652441,DIS3L,DIS3 like exosome 3'-5' exoribonuclease [Source:HGNC Symbol;Acc:HGNC:28698]
cg04669894,TBL2,transducin beta like 2 [Source:HGNC Symbol;Acc:HGNC:11586]
cg04682133,USP24,ubiquitin specific peptidase 24 [Source:HGNC Symbol;Acc:HGNC:12623]
cg04713108,MRPS30,mitochondrial ribosomal protein S30 [Source:HGNC Symbol;Acc:HGNC:8769]
cg04738552,TUBB4,NA
cg04860852,KIF21B,kinesin family member 21B [Source:HGNC Symbol;Acc:HGNC:29442]
cg04918921,CCDC64,NA
cg04964702,CBL,Cbl proto-oncogene [Source:HGNC Symbol;Acc:HGNC:1541]
cg04982619,CYLD,CYLD lysine 63 deubiquitinase [Source:HGNC Symbol;Acc:HGNC:2584]
cg05020510,NOV,nephroblastoma overexpressed [Source:HGNC Symbol;Acc:HGNC:7885]
cg05031016,ADCY4,adenylate cyclase 4 [Source:HGNC Symbol;Acc:HGNC:235]
cg05038804,GSK3B,glycogen synthase kinase 3 beta [Source:HGNC Symbol;Acc:HGNC:4617]
cg05064937,TYSND1,trypsin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28531]
cg05081497,RASSF2,Ras association domain family member 2 [Source:HGNC Symbol;Acc:HGNC:9883]
cg05087309,CHD9,chromodomain helicase DNA binding protein 9 [Source:HGNC Symbol;Acc:HGNC:25701]
cg05149085,C15orf42,NA
cg05156742,FAM63B,NA
cg05191729,P4HA1,prolyl 4-hydroxylase subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8546]
cg05216862,FAM46A,family with sequence similarity 46 member A [Source:HGNC Symbol;Acc:HGNC:18345]
cg05227667,RNF122,ring finger protein 122 [Source:HGNC Symbol;Acc:HGNC:21147]
cg05245650,CDC42EP3,CDC42 effector protein 3 [Source:HGNC Symbol;Acc:HGNC:16943]
cg05264454,PDE5A,phosphodiesterase 5A [Source:HGNC Symbol;Acc:HGNC:8784]
cg05377527,PTPMT1,protein tyrosine phosphatase, mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:26965]
cg05447673,ZNF259,NA
cg05454284,EPC1,enhancer of polycomb homolog 1 [Source:HGNC Symbol;Acc:HGNC:19876]
cg05456662,USP8,ubiquitin specific peptidase 8 [Source:HGNC Symbol;Acc:HGNC:12631]
cg05460370,LIMD1,LIM domains containing 1 [Source:HGNC Symbol;Acc:HGNC:6612]
cg05560728,BCL6B,B cell CLL/lymphoma 6B [Source:HGNC Symbol;Acc:HGNC:1002]
cg05588757,ZNF514,zinc finger protein 514 [Source:HGNC Symbol;Acc:HGNC:25894]
cg05595602,MRPL20,mitochondrial ribosomal protein L20 [Source:HGNC Symbol;Acc:HGNC:14478]
cg05623727,RBM5,RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]
cg05714396,SSBP2,single stranded DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15831]
cg05724997,BCL2,BCL2, apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:990]
cg05898524,LMNA,lamin A/C [Source:HGNC Symbol;Acc:HGNC:6636]
cg05898659,BFAR,bifunctional apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:17613]
cg05913672,TNPO2,transportin 2 [Source:HGNC Symbol;Acc:HGNC:19998]
cg05932936,SERINC3,serine incorporator 3 [Source:HGNC Symbol;Acc:HGNC:11699]
cg05940463,C1orf86,NA
cg05944800,INSIG2,insulin induced gene 2 [Source:HGNC Symbol;Acc:HGNC:20452]
cg06043419,RASGRF2,Ras protein specific guanine nucleotide releasing factor 2 [Source:HGNC Symbol;Acc:HGNC:9876]
cg06063856,DHRS12,dehydrogenase/reductase 12 [Source:HGNC Symbol;Acc:HGNC:25832]
cg06084313,EDEM1,ER degradation enhancing alpha-mannosidase like protein 1 [Source:HGNC Symbol;Acc:HGNC:18967]
cg06090684,UTP20,UTP20, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:17897]
cg06150925,SNX3,sorting nexin 3 [Source:HGNC Symbol;Acc:HGNC:11174]
cg06194119,TMEM185B,transmembrane protein 185B [Source:HGNC Symbol;Acc:HGNC:18896]
cg06200397,MICAL3,microtubule associated monooxygenase, calponin and LIM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24694]
cg06228542,CD63,CD63 molecule [Source:HGNC Symbol;Acc:HGNC:1692]
cg06255524,DNAJC3,DnaJ heat shock protein family (Hsp40) member C3 [Source:HGNC Symbol;Acc:HGNC:9439]
cg06270993,C7orf30,NA
cg06296570,FLJ43663,NA
cg06390653,KIF16B,kinesin family member 16B [Source:HGNC Symbol;Acc:HGNC:15869]
cg06495924,CYC1,cytochrome c1 [Source:HGNC Symbol;Acc:HGNC:2579]
cg06523128,DHCR7,7-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2860]
cg06550462,EPB41L3,erythrocyte membrane protein band 4.1 like 3 [Source:HGNC Symbol;Acc:HGNC:3380]
cg06555971,PYCR1,pyrroline-5-carboxylate reductase 1 [Source:HGNC Symbol;Acc:HGNC:9721]
cg06610559,SNORD1C,small nucleolar RNA, C/D box 1C [Source:HGNC Symbol;Acc:HGNC:32677]
cg06612736,PTAR1,protein prenyltransferase alpha subunit repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:30449]
