id,gene,description
cg01458759,ACY1,aminoacylase 1 [Source:HGNC Symbol;Acc:HGNC:177]
cg01708812,TEX261,testis expressed 261 [Source:HGNC Symbol;Acc:HGNC:30712]
cg01894352,BTBD9,BTB domain containing 9 [Source:HGNC Symbol;Acc:HGNC:21228]
cg01915196,MBD6,methyl-CpG binding domain protein 6 [Source:HGNC Symbol;Acc:HGNC:20445]
cg02028562,SIN3A,SIN3 transcription regulator family member A [Source:HGNC Symbol;Acc:HGNC:19353]
cg02034720,FBXO4,F-box protein 4 [Source:HGNC Symbol;Acc:HGNC:13583]
cg02036950,SLC19A1,solute carrier family 19 member 1 [Source:HGNC Symbol;Acc:HGNC:10937]
cg02094827,ZFYVE27,zinc finger FYVE-type containing 27 [Source:HGNC Symbol;Acc:HGNC:26559]
cg02113729,UBAC2,UBA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20486]
cg02133324,FAM18B2,NA
cg02150674,PHYH,phytanoyl-CoA 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:8940]
cg02273970,SCIN,scinderin [Source:HGNC Symbol;Acc:HGNC:21695]
cg02459447,PLEKHH3,pleckstrin homology, MyTH4 and FERM domain containing H3 [Source:HGNC Symbol;Acc:HGNC:26105]
cg02569115,TIMP2,TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]
cg02639608,GADD45A,growth arrest and DNA damage inducible alpha [Source:HGNC Symbol;Acc:HGNC:4095]
cg02658693,RBPMS2,RNA binding protein, mRNA processing factor 2 [Source:HGNC Symbol;Acc:HGNC:19098]
cg02886541,SIP1,NA
cg02891332,TWSG1,twisted gastrulation BMP signaling modulator 1 [Source:HGNC Symbol;Acc:HGNC:12429]
cg02953624,EIF4G3,eukaryotic translation initiation factor 4 gamma 3 [Source:HGNC Symbol;Acc:HGNC:3298]
cg02972026,GPR155,G protein-coupled receptor 155 [Source:HGNC Symbol;Acc:HGNC:22951]
cg02988826,GMPS,guanine monophosphate synthase [Source:HGNC Symbol;Acc:HGNC:4378]
cg02995055,KIAA0564,NA
cg02995271,FAM83H,family with sequence similarity 83 member H [Source:HGNC Symbol;Acc:HGNC:24797]
cg03326689,MYO5C,myosin VC [Source:HGNC Symbol;Acc:HGNC:7604]
cg03433394,SEC22C,SEC22 homolog C, vesicle trafficking protein [Source:HGNC Symbol;Acc:HGNC:16828]
cg03451178,MAP1D,NA
cg03451204,BCAR1,BCAR1, Cas family scaffolding protein [Source:HGNC Symbol;Acc:HGNC:971]
cg03453890,SLC39A4,solute carrier family 39 member 4 [Source:HGNC Symbol;Acc:HGNC:17129]
cg03588376,RPS11,ribosomal protein S11 [Source:HGNC Symbol;Acc:HGNC:10384]
cg03601354,SORBS3,sorbin and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30907]
cg03648334,MME,membrane metalloendopeptidase [Source:HGNC Symbol;Acc:HGNC:7154]
cg03690162,BAG3,BCL2 associated athanogene 3 [Source:HGNC Symbol;Acc:HGNC:939]
cg03868770,RNF215,ring finger protein 215 [Source:HGNC Symbol;Acc:HGNC:33434]
cg03946269,MANEAL,mannosidase endo-alpha like [Source:HGNC Symbol;Acc:HGNC:26452]
cg03998173,RHEB,Ras homolog, mTORC1 binding [Source:HGNC Symbol;Acc:HGNC:10011]
cg04118119,ESD,esterase D [Source:HGNC Symbol;Acc:HGNC:3465]
cg04206329,ZNF785,zinc finger protein 785 [Source:HGNC Symbol;Acc:HGNC:26496]
cg04306507,LGALS3,galectin 3 [Source:HGNC Symbol;Acc:HGNC:6563]
cg04482760,SECISBP2L,SECIS binding protein 2 like [Source:HGNC Symbol;Acc:HGNC:28997]
cg04552531,PDGFB,platelet derived growth factor subunit B [Source:HGNC Symbol;Acc:HGNC:8800]
cg04581377,SLC35F2,solute carrier family 35 member F2 [Source:HGNC Symbol;Acc:HGNC:23615]
cg04804539,MAL,mal, T cell differentiation protein [Source:HGNC Symbol;Acc:HGNC:6817]
cg04886391,KDM1A,lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079]
cg04901763,CAB39,calcium binding protein 39 [Source:HGNC Symbol;Acc:HGNC:20292]
cg05065583,CLK1,CDC like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2068]
cg05203615,SLC38A10,solute carrier family 38 member 10 [Source:HGNC Symbol;Acc:HGNC:28237]
cg05228244,WDR37,WD repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:31406]
cg05346899,LASS4,NA
cg05347473,FBXO30,F-box protein 30 [Source:HGNC Symbol;Acc:HGNC:15600]
cg05349922,RWDD1,RWD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20993]
cg05518543,MAEA,macrophage erythroblast attacher [Source:HGNC Symbol;Acc:HGNC:13731]
cg05604720,RIPK2,receptor interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:10020]
cg05657090,RNASEH2A,ribonuclease H2 subunit A [Source:HGNC Symbol;Acc:HGNC:18518]
cg05671585,SLC25A4,solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]
cg05979879,AFTPH,aftiphilin [Source:HGNC Symbol;Acc:HGNC:25951]
cg06085476,CLOCK,clock circadian regulator [Source:HGNC Symbol;Acc:HGNC:2082]
cg06443583,CFL1,cofilin 1 [Source:HGNC Symbol;Acc:HGNC:1874]
cg06603828,RPS14,ribosomal protein S14 [Source:HGNC Symbol;Acc:HGNC:10387]
cg06798642,TEC,tec protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11719]
cg06845268,GFPT1,glutamine--fructose-6-phosphate transaminase 1 [Source:HGNC Symbol;Acc:HGNC:4241]
cg06884262,KHSRP,KH-type splicing regulatory protein [Source:HGNC Symbol;Acc:HGNC:6316]
cg07310916,NCL,nucleolin [Source:HGNC Symbol;Acc:HGNC:7667]
cg07801681,ARL6IP1,ADP ribosylation factor like GTPase 6 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:697]
cg07866131,TYRO3,TYRO3 protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12446]
cg08016310,MED25,mediator complex subunit 25 [Source:HGNC Symbol;Acc:HGNC:28845]
cg08223837,CSNK1D,casein kinase 1 delta [Source:HGNC Symbol;Acc:HGNC:2452]
cg08224159,AKAP12,A-kinase anchoring protein 12 [Source:HGNC Symbol;Acc:HGNC:370]
cg08233088,RSL24D1,ribosomal L24 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18479]
cg08359336,SH3BP5,SH3 domain binding protein 5 [Source:HGNC Symbol;Acc:HGNC:10827]
cg08438126,WBP4,WW domain binding protein 4 [Source:HGNC Symbol;Acc:HGNC:12739]
cg08644711,RB1,RB transcriptional corepressor 1 [Source:HGNC Symbol;Acc:HGNC:9884]
cg08715146,ATXN10,ataxin 10 [Source:HGNC Symbol;Acc:HGNC:10549]
cg08742424,KLHDC5,NA
cg09105193,CPM,carboxypeptidase M [Source:HGNC Symbol;Acc:HGNC:2311]
cg09224523,DYRK3,dual specificity tyrosine phosphorylation regulated kinase 3 [Source:HGNC Symbol;Acc:HGNC:3094]
cg09239756,CKAP4,cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]
cg09258965,TBC1D7,TBC1 domain family member 7 [Source:HGNC Symbol;Acc:HGNC:21066]
cg09321108,NUP160,nucleoporin 160 [Source:HGNC Symbol;Acc:HGNC:18017]
cg09341423,SPTLC2,serine palmitoyltransferase long chain base subunit 2 [Source:HGNC Symbol;Acc:HGNC:11278]
cg09446127,UBAC1,UBA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30221]
cg09549240,RPP25,ribonuclease P and MRP subunit p25 [Source:HGNC Symbol;Acc:HGNC:30361]
cg10006408,WDR89,WD repeat domain 89 [Source:HGNC Symbol;Acc:HGNC:20489]
cg10045446,LSM5,LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17162]
cg10113467,TBC1D4,TBC1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:19165]
cg10139015,PSMC3,proteasome 26S subunit, ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9549]
cg10228629,ATAD3B,ATPase family, AAA domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24007]
cg10818319,DECR1,2,4-dienoyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:2753]
cg11512258,SEC24A,SEC24 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10703]
cg11856688,CAMSAP1L1,NA
cg11921908,SAP30L,SAP30 like [Source:HGNC Symbol;Acc:HGNC:25663]
cg12051613,ATRIP,ATR interacting protein [Source:HGNC Symbol;Acc:HGNC:33499]
cg12589387,YTHDF1,YTH N6-methyladenosine RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:15867]
cg12650252,NDUFC2,NADH:ubiquinone oxidoreductase subunit C2 [Source:HGNC Symbol;Acc:HGNC:7706]
cg12722569,RNASET2,ribonuclease T2 [Source:HGNC Symbol;Acc:HGNC:21686]
cg13365375,AHCYL2,adenosylhomocysteinase like 2 [Source:HGNC Symbol;Acc:HGNC:22204]
cg13379408,MPPE1,metallophosphoesterase 1 [Source:HGNC Symbol;Acc:HGNC:15988]
cg13564468,C6orf192,NA
cg13789015,NCRNA00094,NA
cg13909909,TXN,thioredoxin [Source:HGNC Symbol;Acc:HGNC:12435]
cg14318237,ZDHHC23,zinc finger DHHC-type containing 23 [Source:HGNC Symbol;Acc:HGNC:28654]
cg14562086,COL1A1,collagen type I alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2197]
cg14645085,RANBP9,RAN binding protein 9 [Source:HGNC Symbol;Acc:HGNC:13727]
cg14773826,NDUFS4,NADH:ubiquinone oxidoreductase subunit S4 [Source:HGNC Symbol;Acc:HGNC:7711]
cg14825887,WDSUB1,WD repeat, sterile alpha motif and U-box domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26697]
cg14925024,C1orf35,chromosome 1 open reading frame 35 [Source:HGNC Symbol;Acc:HGNC:19032]
cg15500320,JUN,Jun proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6204]
cg15925179,UBXN7,UBX domain protein 7 [Source:HGNC Symbol;Acc:HGNC:29119]
cg16376612,PLDN,NA
cg16477886,WHSC1L1,NA
cg16569014,BCLAF1,BCL2 associated transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16863]
cg16704389,KATNB1,katanin regulatory subunit B1 [Source:HGNC Symbol;Acc:HGNC:6217]
cg17093267,XPNPEP1,X-prolyl aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:12822]
cg17168630,PLAUR,plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]
cg17432898,DTNBP1,dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328]
cg17814596,TRIM7,tripartite motif containing 7 [Source:HGNC Symbol;Acc:HGNC:16278]
cg17977795,IL6ST,interleukin 6 signal transducer [Source:HGNC Symbol;Acc:HGNC:6021]
cg18078696,PAFAH1B2,platelet activating factor acetylhydrolase 1b catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:8575]
cg18639049,CHMP6,charged multivesicular body protein 6 [Source:HGNC Symbol;Acc:HGNC:25675]
cg19303748,TSPAN4,tetraspanin 4 [Source:HGNC Symbol;Acc:HGNC:11859]
cg19483159,DYNLT1,dynein light chain Tctex-type 1 [Source:HGNC Symbol;Acc:HGNC:11697]
cg20074048,SECISBP2,SECIS binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30972]
cg20091107,ATL2,atlastin GTPase 2 [Source:HGNC Symbol;Acc:HGNC:24047]
cg20468883,BNIP2,BCL2 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:1083]
cg20518154,MAFB,MAF bZIP transcription factor B [Source:HGNC Symbol;Acc:HGNC:6408]
cg21175642,CELSR3,cadherin EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:HGNC:3230]
cg22026687,XPR1,xenotropic and polytropic retrovirus receptor 1 [Source:HGNC Symbol;Acc:HGNC:12827]
cg22319885,CNOT4,CCR4-NOT transcription complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:7880]
cg22828900,NTN4,netrin 4 [Source:HGNC Symbol;Acc:HGNC:13658]
cg25187463,DDX11,DEAD/H-box helicase 11 [Source:HGNC Symbol;Acc:HGNC:2736]
cg25353308,ZNF697,zinc finger protein 697 [Source:HGNC Symbol;Acc:HGNC:32034]
