id,gene,description
cg02073525,DNAJA4,DnaJ heat shock protein family (Hsp40) member A4 [Source:HGNC Symbol;Acc:HGNC:14885]
cg02161262,BIN1,bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]
cg02298193,RNF145,ring finger protein 145 [Source:HGNC Symbol;Acc:HGNC:20853]
cg02497902,ICAM1,intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344]
cg02550027,BLOC1S2,biogenesis of lysosomal organelles complex 1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:20984]
cg02610689,FAM86A,NA
cg02639095,TTC39B,tetratricopeptide repeat domain 39B [Source:HGNC Symbol;Acc:HGNC:23704]
cg02696517,MTMR15,NA
cg02720725,TOMM20,translocase of outer mitochondrial membrane 20 [Source:HGNC Symbol;Acc:HGNC:20947]
cg02769172,SUV420H1,NA
cg02891332,TWSG1,twisted gastrulation BMP signaling modulator 1 [Source:HGNC Symbol;Acc:HGNC:12429]
cg02966153,GAMT,guanidinoacetate N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:4136]
cg03066283,ZNF720,zinc finger protein 720 [Source:HGNC Symbol;Acc:HGNC:26987]
cg03077621,PARD6B,par-6 family cell polarity regulator beta [Source:HGNC Symbol;Acc:HGNC:16245]
cg03099611,PKD2,polycystin 2, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9009]
cg03106958,BAHCC1,BAH domain and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:29279]
cg03137447,VDR,vitamin D receptor [Source:HGNC Symbol;Acc:HGNC:12679]
cg03284102,NDUFA4,NDUFA4, mitochondrial complex associated [Source:HGNC Symbol;Acc:HGNC:7687]
cg03329976,SOX17,SRY-box 17 [Source:HGNC Symbol;Acc:HGNC:18122]
cg03433033,ACADM,acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89]
cg03518179,MEF2D,myocyte enhancer factor 2D [Source:HGNC Symbol;Acc:HGNC:6997]
cg03726881,PTGER3,prostaglandin E receptor 3 [Source:HGNC Symbol;Acc:HGNC:9595]
cg03822639,PALLD,palladin, cytoskeletal associated protein [Source:HGNC Symbol;Acc:HGNC:17068]
cg03904897,ATP2C1,ATPase secretory pathway Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:13211]
cg04063216,FAM84A,family with sequence similarity 84 member A [Source:HGNC Symbol;Acc:HGNC:20743]
cg04092762,LBH,limb bud and heart development [Source:HGNC Symbol;Acc:HGNC:29532]
cg04161365,DHRS13,dehydrogenase/reductase 13 [Source:HGNC Symbol;Acc:HGNC:28326]
cg04198824,USPL1,ubiquitin specific peptidase like 1 [Source:HGNC Symbol;Acc:HGNC:20294]
cg04218099,ERLIN1,ER lipid raft associated 1 [Source:HGNC Symbol;Acc:HGNC:16947]
cg04263685,ATP6V1H,ATPase H+ transporting V1 subunit H [Source:HGNC Symbol;Acc:HGNC:18303]
cg04264726,APEH,acylaminoacyl-peptide hydrolase [Source:HGNC Symbol;Acc:HGNC:586]
cg04279973,PRKCB,protein kinase C beta [Source:HGNC Symbol;Acc:HGNC:9395]
cg04289385,ETV7,ETS variant 7 [Source:HGNC Symbol;Acc:HGNC:18160]
cg04438497,MTL5,NA
cg04729562,CHSY3,chondroitin sulfate synthase 3 [Source:HGNC Symbol;Acc:HGNC:24293]
cg04767753,PSMG4,proteasome assembly chaperone 4 [Source:HGNC Symbol;Acc:HGNC:21108]
cg05196905,DIP2A,disco interacting protein 2 homolog A [Source:HGNC Symbol;Acc:HGNC:17217]
cg05234888,ITPR3,inositol 1,4,5-trisphosphate receptor type 3 [Source:HGNC Symbol;Acc:HGNC:6182]
cg05388545,CRLF3,cytokine receptor like factor 3 [Source:HGNC Symbol;Acc:HGNC:17177]
cg05408284,PCBD2,pterin-4 alpha-carbinolamine dehydratase 2 [Source:HGNC Symbol;Acc:HGNC:24474]
cg05414479,IGFBP2,insulin like growth factor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:5471]
cg05465916,LOC284023,NA
cg05616010,ZSCAN18,zinc finger and SCAN domain containing 18 [Source:HGNC Symbol;Acc:HGNC:21037]
cg05621195,DENR,density regulated re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:2769]
cg05698069,PDLIM2,PDZ and LIM domain 2 [Source:HGNC Symbol;Acc:HGNC:13992]
cg05974498,ZNF841,zinc finger protein 841 [Source:HGNC Symbol;Acc:HGNC:27611]
cg06008617,MRPS36,mitochondrial ribosomal protein S36 [Source:HGNC Symbol;Acc:HGNC:16631]
cg06046705,ANKRD50,ankyrin repeat domain 50 [Source:HGNC Symbol;Acc:HGNC:29223]
cg06162493,GGNBP2,gametogenetin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:19357]
cg06417225,PEBP1,phosphatidylethanolamine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8630]
cg06499565,NDRG3,NDRG family member 3 [Source:HGNC Symbol;Acc:HGNC:14462]
cg06609646,GRAMD3,NA
cg06862150,G3BP1,G3BP stress granule assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30292]
cg06938406,COX6A1,cytochrome c oxidase subunit 6A1 [Source:HGNC Symbol;Acc:HGNC:2277]
cg06988775,AHCYL2,adenosylhomocysteinase like 2 [Source:HGNC Symbol;Acc:HGNC:22204]
cg07005078,LAP3,leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]
cg07007118,CXCR7,NA
cg07025471,GPBP1,GC-rich promoter binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29520]
cg07056057,DYNLL2,dynein light chain LC8-type 2 [Source:HGNC Symbol;Acc:HGNC:24596]
cg07304015,MTCH2,mitochondrial carrier 2 [Source:HGNC Symbol;Acc:HGNC:17587]
cg07399369,CHST2,carbohydrate sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:1970]
cg07435237,ARMC5,armadillo repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:25781]
cg07441272,RPL39L,ribosomal protein L39 like [Source:HGNC Symbol;Acc:HGNC:17094]
cg07562458,WDR26,WD repeat domain 26 [Source:HGNC Symbol;Acc:HGNC:21208]
cg07568298,KLHDC10,kelch domain containing 10 [Source:HGNC Symbol;Acc:HGNC:22194]
cg07588141,CBLB,Cbl proto-oncogene B [Source:HGNC Symbol;Acc:HGNC:1542]
cg07765167,MRPL45,mitochondrial ribosomal protein L45 [Source:HGNC Symbol;Acc:HGNC:16651]
cg07800806,LOC91316,NA
cg07953670,DMTF1,cyclin D binding myb like transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:14603]
cg08108966,EEF2,eukaryotic translation elongation factor 2 [Source:HGNC Symbol;Acc:HGNC:3214]
cg08140458,ZNF586,zinc finger protein 586 [Source:HGNC Symbol;Acc:HGNC:25949]
cg08159663,NLRC5,NLR family CARD domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29933]
cg08172044,HEY2,hes related family bHLH transcription factor with YRPW motif 2 [Source:HGNC Symbol;Acc:HGNC:4881]
cg08183291,SFRS18,NA
cg08282385,ZNF480,zinc finger protein 480 [Source:HGNC Symbol;Acc:HGNC:23305]
cg08359099,ARMC7,armadillo repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:26168]
cg08715226,TNFRSF6B,TNF receptor superfamily member 6b [Source:HGNC Symbol;Acc:HGNC:11921]
cg08830576,C16orf91,chromosome 16 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:27558]
cg09013092,DEF8,differentially expressed in FDCP 8 homolog [Source:HGNC Symbol;Acc:HGNC:25969]
cg09178261,EPHA2,EPH receptor A2 [Source:HGNC Symbol;Acc:HGNC:3386]
cg09220061,SNTB2,syntrophin beta 2 [Source:HGNC Symbol;Acc:HGNC:11169]
cg09341423,SPTLC2,serine palmitoyltransferase long chain base subunit 2 [Source:HGNC Symbol;Acc:HGNC:11278]
cg09778229,ZNF488,zinc finger protein 488 [Source:HGNC Symbol;Acc:HGNC:23535]
cg09898695,SPINT1,serine peptidase inhibitor, Kunitz type 1 [Source:HGNC Symbol;Acc:HGNC:11246]
cg09938768,EPHB3,EPH receptor B3 [Source:HGNC Symbol;Acc:HGNC:3394]
cg09980774,HIST1H4H,histone cluster 1 H4 family member h [Source:HGNC Symbol;Acc:HGNC:4788]
cg09989939,STK24,serine/threonine kinase 24 [Source:HGNC Symbol;Acc:HGNC:11403]
cg10094443,UGDH,UDP-glucose 6-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12525]
cg10237252,TOM1L1,target of myb1 like 1 membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:11983]
cg10260072,TRERF1,transcriptional regulating factor 1 [Source:HGNC Symbol;Acc:HGNC:18273]
cg10482632,CSRP1,cysteine and glycine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2469]
cg10589848,FBXL20,F-box and leucine rich repeat protein 20 [Source:HGNC Symbol;Acc:HGNC:24679]
cg10607603,HN1,NA
cg10853556,STT3A,STT3A, catalytic subunit of the oligosaccharyltransferase complex [Source:HGNC Symbol;Acc:HGNC:6172]
cg11063877,LARP4,La ribonucleoprotein domain family member 4 [Source:HGNC Symbol;Acc:HGNC:24320]
cg11483915,SLC40A1,solute carrier family 40 member 1 [Source:HGNC Symbol;Acc:HGNC:10909]
cg11579999,ZNF295,NA
cg11668079,MYL12B,myosin light chain 12B [Source:HGNC Symbol;Acc:HGNC:29827]
cg11905624,TPM4,tropomyosin 4 [Source:HGNC Symbol;Acc:HGNC:12013]
cg11920449,CDKN1A,cyclin dependent kinase inhibitor 1A [Source:HGNC Symbol;Acc:HGNC:1784]
cg12043747,SERPINH1,serpin family H member 1 [Source:HGNC Symbol;Acc:HGNC:1546]
cg12104477,ARID3B,AT-rich interaction domain 3B [Source:HGNC Symbol;Acc:HGNC:14350]
cg13282195,NAPRT1,NA
cg13339112,KRCC1,lysine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28039]
cg13419814,IDH3B,isocitrate dehydrogenase 3 (NAD(+)) beta [Source:HGNC Symbol;Acc:HGNC:5385]
cg13769004,HSPA5,heat shock protein family A (Hsp70) member 5 [Source:HGNC Symbol;Acc:HGNC:5238]
cg13831329,PTGR1,prostaglandin reductase 1 [Source:HGNC Symbol;Acc:HGNC:18429]
cg14173624,RPL38,ribosomal protein L38 [Source:HGNC Symbol;Acc:HGNC:10349]
cg14177930,C5orf45,NA
cg14218513,PHF19,PHD finger protein 19 [Source:HGNC Symbol;Acc:HGNC:24566]
cg14237749,SLC2A6,solute carrier family 2 member 6 [Source:HGNC Symbol;Acc:HGNC:11011]
cg14787260,STAT5B,signal transducer and activator of transcription 5B [Source:HGNC Symbol;Acc:HGNC:11367]
cg14950039,KIAA1310,NA
cg15027630,SRRM3,serine/arginine repetitive matrix 3 [Source:HGNC Symbol;Acc:HGNC:26729]
cg15470750,FDPS,farnesyl diphosphate synthase [Source:HGNC Symbol;Acc:HGNC:3631]
cg15680902,IL1RAP,interleukin 1 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:5995]
cg15919396,NRCAM,neuronal cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:7994]
cg16742990,RNF146,ring finger protein 146 [Source:HGNC Symbol;Acc:HGNC:21336]
cg16799965,PSME1,proteasome activator subunit 1 [Source:HGNC Symbol;Acc:HGNC:9568]
cg16906347,ARRB1,arrestin beta 1 [Source:HGNC Symbol;Acc:HGNC:711]
cg16951550,STX5,syntaxin 5 [Source:HGNC Symbol;Acc:HGNC:11440]
cg16998353,TRIM3,tripartite motif containing 3 [Source:HGNC Symbol;Acc:HGNC:10064]
cg17094296,CBR4,carbonyl reductase 4 [Source:HGNC Symbol;Acc:HGNC:25891]
cg17231906,CCDC112,coiled-coil domain containing 112 [Source:HGNC Symbol;Acc:HGNC:28599]
cg17807903,ZNHIT6,zinc finger HIT-type containing 6 [Source:HGNC Symbol;Acc:HGNC:26089]
cg18225895,MCM3,minichromosome maintenance complex component 3 [Source:HGNC Symbol;Acc:HGNC:6945]
cg18857021,ARL15,ADP ribosylation factor like GTPase 15 [Source:HGNC Symbol;Acc:HGNC:25945]
cg18999165,FAM115C,NA
cg19415743,TMEM41B,transmembrane protein 41B [Source:HGNC Symbol;Acc:HGNC:28948]
cg19569081,PPRC1,peroxisome proliferator-activated receptor gamma, coactivator-related 1 [Source:HGNC Symbol;Acc:HGNC:30025]
cg20263435,AGPAT6,NA
cg20416037,PIP4K2C,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma [Source:HGNC Symbol;Acc:HGNC:23786]
cg20530204,B3GALT4,beta-1,3-galactosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:919]
cg20609679,SMYD3,SET and MYND domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15513]
cg20617583,NRGN,neurogranin [Source:HGNC Symbol;Acc:HGNC:8000]
cg22209441,CRCP,CGRP receptor component [Source:HGNC Symbol;Acc:HGNC:17888]
cg22232206,SRF,serum response factor [Source:HGNC Symbol;Acc:HGNC:11291]
cg23055159,COMMD8,COMM domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26036]
cg23194354,SDK1,sidekick cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:19307]
cg23261372,QTRT1,queuine tRNA-ribosyltransferase catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:23797]
cg23408670,C17orf96,NA
cg23575063,KIAA0247,NA
cg23596567,ZNF18,zinc finger protein 18 [Source:HGNC Symbol;Acc:HGNC:12969]
cg24394667,IL1RL2,interleukin 1 receptor like 2 [Source:HGNC Symbol;Acc:HGNC:5999]
cg26235537,MKI67,marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]
cg26383001,THOC1,THO complex 1 [Source:HGNC Symbol;Acc:HGNC:19070]
cg26741262,MTHFS,methenyltetrahydrofolate synthetase [Source:HGNC Symbol;Acc:HGNC:7437]
cg26786924,PNKD,paroxysmal nonkinesigenic dyskinesia [Source:HGNC Symbol;Acc:HGNC:9153]
cg27372898,APP,amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]
cg27513890,COL6A1,collagen type VI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2211]
