id,gene,description
cg00954566,SCD,stearoyl-CoA desaturase [Source:HGNC Symbol;Acc:HGNC:10571]
cg00960700,TBCD,tubulin folding cofactor D [Source:HGNC Symbol;Acc:HGNC:11581]
cg00969047,NXPH4,neurexophilin 4 [Source:HGNC Symbol;Acc:HGNC:8078]
cg00969323,DTYMK,deoxythymidylate kinase [Source:HGNC Symbol;Acc:HGNC:3061]
cg00987630,EIF3B,eukaryotic translation initiation factor 3 subunit B [Source:HGNC Symbol;Acc:HGNC:3280]
cg01000553,ASAP3,ArfGAP with SH3 domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:14987]
cg01004144,SMEK1,NA
cg01014287,FUBP1,far upstream element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4004]
cg01024473,CCDC28B,coiled-coil domain containing 28B [Source:HGNC Symbol;Acc:HGNC:28163]
cg01047432,OSBPL9,oxysterol binding protein like 9 [Source:HGNC Symbol;Acc:HGNC:16386]
cg01048372,C8orf73,NA
cg01048751,GPR3,G protein-coupled receptor 3 [Source:HGNC Symbol;Acc:HGNC:4484]
cg01065977,ISYNA1,inositol-3-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:29821]
cg01092561,PPP1R3B,protein phosphatase 1 regulatory subunit 3B [Source:HGNC Symbol;Acc:HGNC:14942]
cg01092811,NUDT16,nudix hydrolase 16 [Source:HGNC Symbol;Acc:HGNC:26442]
cg01107185,ZC3HAV1,zinc finger CCCH-type containing, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]
cg01110552,MGEA5,meningioma expressed antigen 5 (hyaluronidase) [Source:HGNC Symbol;Acc:HGNC:7056]
cg01119680,PMM1,phosphomannomutase 1 [Source:HGNC Symbol;Acc:HGNC:9114]
cg01120308,PICALM,phosphatidylinositol binding clathrin assembly protein [Source:HGNC Symbol;Acc:HGNC:15514]
cg01128109,LRRC8B,leucine rich repeat containing 8 VRAC subunit B [Source:HGNC Symbol;Acc:HGNC:30692]
cg01132598,TMEM219,transmembrane protein 219 [Source:HGNC Symbol;Acc:HGNC:25201]
cg01154966,TRPC4AP,transient receptor potential cation channel subfamily C member 4 associated protein [Source:HGNC Symbol;Acc:HGNC:16181]
cg01156834,SRCIN1,SRC kinase signaling inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:29506]
cg01158680,MAGI2,membrane associated guanylate kinase, WW and PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18957]
cg01170643,DRG1,developmentally regulated GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3029]
cg01184522,ZNF496,zinc finger protein 496 [Source:HGNC Symbol;Acc:HGNC:23713]
cg01195861,POP5,POP5 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:17689]
cg01202666,TWIST1,twist family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12428]
cg01206705,PTPLAD1,NA
cg01209271,LPCAT4,lysophosphatidylcholine acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:30059]
cg01211109,RABEPK,Rab9 effector protein with kelch motifs [Source:HGNC Symbol;Acc:HGNC:16896]
cg01239651,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8979]
cg01241986,YY1,YY1 transcription factor [Source:HGNC Symbol;Acc:HGNC:12856]
cg01247628,SEMA6D,semaphorin 6D [Source:HGNC Symbol;Acc:HGNC:16770]
cg01258201,CPNE5,copine 5 [Source:HGNC Symbol;Acc:HGNC:2318]
cg01266287,RRAD,RRAD, Ras related glycolysis inhibitor and calcium channel regulator [Source:HGNC Symbol;Acc:HGNC:10446]
cg01271641,XPO1,exportin 1 [Source:HGNC Symbol;Acc:HGNC:12825]
cg01280609,BID,BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050]
cg01286655,DKK3,dickkopf WNT signaling pathway inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:2893]
cg01290153,ZNF628,zinc finger protein 628 [Source:HGNC Symbol;Acc:HGNC:28054]
cg01291010,SLC7A6,solute carrier family 7 member 6 [Source:HGNC Symbol;Acc:HGNC:11064]
cg01299579,NOL10,nucleolar protein 10 [Source:HGNC Symbol;Acc:HGNC:25862]
cg01305745,VKORC1,vitamin K epoxide reductase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:23663]
cg01313363,PLXNB1,plexin B1 [Source:HGNC Symbol;Acc:HGNC:9103]
cg01320361,SEC63,SEC63 homolog, protein translocation regulator [Source:HGNC Symbol;Acc:HGNC:21082]
cg01324115,DEDD2,death effector domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24450]
cg01332259,CREB5,cAMP responsive element binding protein 5 [Source:HGNC Symbol;Acc:HGNC:16844]
cg01337293,RUNX1,runt related transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]
cg01338378,PRKRIP1,PRKR interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21894]
cg01341487,BIK,BCL2 interacting killer [Source:HGNC Symbol;Acc:HGNC:1051]
cg01346589,RCC2,regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]
cg01353524,HEXIM2,hexamethylene bisacetamide inducible 2 [Source:HGNC Symbol;Acc:HGNC:28591]
cg01354088,KLF11,Kruppel like factor 11 [Source:HGNC Symbol;Acc:HGNC:11811]
cg01356044,MTSS1L,MTSS1L, I-BAR domain containing [Source:HGNC Symbol;Acc:HGNC:25094]
cg01359962,C3orf39,NA
cg01369406,ANKRD5,NA
cg01428115,MDK,midkine [Source:HGNC Symbol;Acc:HGNC:6972]
cg01430385,GTPBP4,GTP binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21535]
cg01436526,ECSIT,ECSIT signalling integrator [Source:HGNC Symbol;Acc:HGNC:29548]
cg01438892,REL,REL proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9954]
cg01443538,MAP3K10,mitogen-activated protein kinase kinase kinase 10 [Source:HGNC Symbol;Acc:HGNC:6849]
cg01444643,PCSK9,proprotein convertase subtilisin/kexin type 9 [Source:HGNC Symbol;Acc:HGNC:20001]
cg01474720,FST,follistatin [Source:HGNC Symbol;Acc:HGNC:3971]
cg01508380,MMP14,matrix metallopeptidase 14 [Source:HGNC Symbol;Acc:HGNC:7160]
cg01513714,BCL11B,B cell CLL/lymphoma 11B [Source:HGNC Symbol;Acc:HGNC:13222]
cg01530283,RBAK,RB associated KRAB zinc finger [Source:HGNC Symbol;Acc:HGNC:17680]
cg01542719,DHX36,DEAH-box helicase 36 [Source:HGNC Symbol;Acc:HGNC:14410]
cg01552059,QARS,glutaminyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:9751]
cg01570589,PLEKHO1,pleckstrin homology domain containing O1 [Source:HGNC Symbol;Acc:HGNC:24310]
cg01574694,NDRG2,NDRG family member 2 [Source:HGNC Symbol;Acc:HGNC:14460]
cg01576340,CTNNBIP1,catenin beta interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16913]
cg01580888,RHPN2,rhophilin Rho GTPase binding protein 2 [Source:HGNC Symbol;Acc:HGNC:19974]
cg01604401,BLCAP,bladder cancer associated protein [Source:HGNC Symbol;Acc:HGNC:1055]
cg01604611,ADSL,adenylosuccinate lyase [Source:HGNC Symbol;Acc:HGNC:291]
cg01606027,LIMK2,LIM domain kinase 2 [Source:HGNC Symbol;Acc:HGNC:6614]
cg01606324,PHF13,PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]
cg01607849,TPI1,triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:12009]
cg01620248,ZBTB42,zinc finger and BTB domain containing 42 [Source:HGNC Symbol;Acc:HGNC:32550]
cg01627483,MTMR9L,NA
cg01629435,DGUOK,deoxyguanosine kinase [Source:HGNC Symbol;Acc:HGNC:2858]
cg01642070,ASH2L,ASH2 like histone lysine methyltransferase complex subunit [Source:HGNC Symbol;Acc:HGNC:744]
cg01663232,IKZF2,IKAROS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:13177]
cg01682615,ADD1,adducin 1 [Source:HGNC Symbol;Acc:HGNC:243]
cg01684579,NOP16,NOP16 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:26934]
cg01689311,SFRP4,secreted frizzled related protein 4 [Source:HGNC Symbol;Acc:HGNC:10778]
cg01693305,CAPZB,capping actin protein of muscle Z-line beta subunit [Source:HGNC Symbol;Acc:HGNC:1491]
cg01697163,SH3BP1,SH3 domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10824]
cg01715842,ZDHHC7,zinc finger DHHC-type containing 7 [Source:HGNC Symbol;Acc:HGNC:18459]
cg01716667,ATP6V0B,ATPase H+ transporting V0 subunit b [Source:HGNC Symbol;Acc:HGNC:861]
cg01717376,TTLL4,tubulin tyrosine ligase like 4 [Source:HGNC Symbol;Acc:HGNC:28976]
cg01720742,HSPC157,NA
cg01722343,PI4K2B,phosphatidylinositol 4-kinase type 2 beta [Source:HGNC Symbol;Acc:HGNC:18215]
cg01724041,CREB1,cAMP responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2345]
cg01733438,SEPT9,septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]
cg01758041,COPS6,COP9 signalosome subunit 6 [Source:HGNC Symbol;Acc:HGNC:21749]
cg01769344,USP38,ubiquitin specific peptidase 38 [Source:HGNC Symbol;Acc:HGNC:20067]
cg01784928,TMEM63C,transmembrane protein 63C [Source:HGNC Symbol;Acc:HGNC:23787]
cg01787808,C15orf29,NA
cg01789150,RPA2,replication protein A2 [Source:HGNC Symbol;Acc:HGNC:10290]
cg01791648,SENP7,SUMO1/sentrin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:30402]
cg01798443,RPSA,ribosomal protein SA [Source:HGNC Symbol;Acc:HGNC:6502]
cg01805732,PXDN,peroxidasin [Source:HGNC Symbol;Acc:HGNC:14966]
cg01820777,MICALL2,MICAL like 2 [Source:HGNC Symbol;Acc:HGNC:29672]
cg01821058,MMP2,matrix metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:7166]
cg01821126,PDXDC2,NA
cg01834151,KIAA1370,NA
cg01851399,PKP2,plakophilin 2 [Source:HGNC Symbol;Acc:HGNC:9024]
cg01865108,ITPK1,inositol-tetrakisphosphate 1-kinase [Source:HGNC Symbol;Acc:HGNC:6177]
cg01871907,GNG7,G protein subunit gamma 7 [Source:HGNC Symbol;Acc:HGNC:4410]
cg01884537,RAD18,RAD18, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:18278]
cg01890417,ZNF644,zinc finger protein 644 [Source:HGNC Symbol;Acc:HGNC:29222]
cg01890845,TUB,tubby bipartite transcription factor [Source:HGNC Symbol;Acc:HGNC:12406]
cg01894110,FN1,fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]
cg01901788,MAP1LC3A,microtubule associated protein 1 light chain 3 alpha [Source:HGNC Symbol;Acc:HGNC:6838]
cg01905102,PPPDE1,NA
cg01914242,ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3 [Source:HGNC Symbol;Acc:HGNC:813]
cg01934790,FBXL16,F-box and leucine rich repeat protein 16 [Source:HGNC Symbol;Acc:HGNC:14150]
cg01958916,SEMA6C,semaphorin 6C [Source:HGNC Symbol;Acc:HGNC:10740]
cg01965476,PAK6,p21 (RAC1) activated kinase 6 [Source:HGNC Symbol;Acc:HGNC:16061]
cg01968759,OTUD4,OTU deubiquitinase 4 [Source:HGNC Symbol;Acc:HGNC:24949]
cg01969910,GNB4,G protein subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:20731]
cg01972009,PITPNM1,phosphatidylinositol transfer protein membrane associated 1 [Source:HGNC Symbol;Acc:HGNC:9003]
cg01978549,PRRG4,proline rich and Gla domain 4 [Source:HGNC Symbol;Acc:HGNC:30799]
cg01978669,CC2D1B,coiled-coil and C2 domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29386]
cg01990225,LMAN2L,lectin, mannose binding 2 like [Source:HGNC Symbol;Acc:HGNC:19263]
cg01994542,EIF5,eukaryotic translation initiation factor 5 [Source:HGNC Symbol;Acc:HGNC:3299]
cg01999046,TRAF2,TNF receptor associated factor 2 [Source:HGNC Symbol;Acc:HGNC:12032]
cg02006107,MRPS28,mitochondrial ribosomal protein S28 [Source:HGNC Symbol;Acc:HGNC:14513]
cg02048890,FHOD3,formin homology 2 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26178]
cg02075296,RGMB,repulsive guidance molecule BMP co-receptor b [Source:HGNC Symbol;Acc:HGNC:26896]
cg02096001,EIF1,eukaryotic translation initiation factor 1 [Source:HGNC Symbol;Acc:HGNC:3249]
