id,gene,description
cg04850055,UBR3,ubiquitin protein ligase E3 component n-recognin 3 (putative) [Source:HGNC Symbol;Acc:HGNC:30467]
cg04888113,HIST2H2BF,histone cluster 2 H2B family member f [Source:HGNC Symbol;Acc:HGNC:24700]
cg05549854,ZNF629,zinc finger protein 629 [Source:HGNC Symbol;Acc:HGNC:29008]
cg05657805,ZNF642,NA
cg05786809,CKB,creatine kinase B [Source:HGNC Symbol;Acc:HGNC:1991]
cg05951828,OTUD7B,OTU deubiquitinase 7B [Source:HGNC Symbol;Acc:HGNC:16683]
cg05995220,RBM38,RNA binding motif protein 38 [Source:HGNC Symbol;Acc:HGNC:15818]
cg06441106,TUFT1,tuftelin 1 [Source:HGNC Symbol;Acc:HGNC:12422]
cg06608599,SLC25A28,solute carrier family 25 member 28 [Source:HGNC Symbol;Acc:HGNC:23472]
cg06716437,ABCB6,ATP binding cassette subfamily B member 6 (Langereis blood group) [Source:HGNC Symbol;Acc:HGNC:47]
cg06790825,ZDHHC17,zinc finger DHHC-type containing 17 [Source:HGNC Symbol;Acc:HGNC:18412]
cg06933574,PITX1,paired like homeodomain 1 [Source:HGNC Symbol;Acc:HGNC:9004]
cg07066755,CBS,cystathionine-beta-synthase [Source:HGNC Symbol;Acc:HGNC:1550]
cg07164581,PTHLH,parathyroid hormone like hormone [Source:HGNC Symbol;Acc:HGNC:9607]
cg07283011,RYK,receptor-like tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:10481]
cg07332178,BLVRA,biliverdin reductase A [Source:HGNC Symbol;Acc:HGNC:1062]
cg07450086,SELT,NA
cg07797805,GINS1,GINS complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28980]
cg07835094,CABC1,NA
cg07874353,ZNF775,zinc finger protein 775 [Source:HGNC Symbol;Acc:HGNC:28501]
cg08095532,PSMA4,proteasome subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:9533]
cg08256260,KCTD13,potassium channel tetramerization domain containing 13 [Source:HGNC Symbol;Acc:HGNC:22234]
cg08365388,SASH1,SAM and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19182]
cg08435936,ASNSD1,asparagine synthetase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24910]
cg08442217,TUBB3,tubulin beta 3 class III [Source:HGNC Symbol;Acc:HGNC:20772]
cg08593229,CD320,CD320 molecule [Source:HGNC Symbol;Acc:HGNC:16692]
cg08940669,SPNS1,sphingolipid transporter 1 (putative) [Source:HGNC Symbol;Acc:HGNC:30621]
cg09029571,YBX1,Y-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8014]
cg09440298,KCNJ2,potassium voltage-gated channel subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:6263]
cg09866208,C16orf80,NA
cg10022155,EXPH5,exophilin 5 [Source:HGNC Symbol;Acc:HGNC:30578]
cg10148764,RPL31,ribosomal protein L31 [Source:HGNC Symbol;Acc:HGNC:10334]
cg10157975,ZNF304,zinc finger protein 304 [Source:HGNC Symbol;Acc:HGNC:13505]
cg10180406,PTGS2,prostaglandin-endoperoxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:9605]
cg10607745,CAMTA1,calmodulin binding transcription activator 1 [Source:HGNC Symbol;Acc:HGNC:18806]
cg10814135,ASPSCR1,ASPSCR1, UBX domain containing tether for SLC2A4 [Source:HGNC Symbol;Acc:HGNC:13825]
cg10830518,REV3L,REV3 like, DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]
cg11178920,CA12,carbonic anhydrase 12 [Source:HGNC Symbol;Acc:HGNC:1371]
cg11399891,ZNF444,zinc finger protein 444 [Source:HGNC Symbol;Acc:HGNC:16052]
cg11418783,LAD1,ladinin 1 [Source:HGNC Symbol;Acc:HGNC:6472]
cg11586382,PITRM1,pitrilysin metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:17663]
cg11850943,LANCL2,LanC like 2 [Source:HGNC Symbol;Acc:HGNC:6509]
cg11970806,VEZF1,vascular endothelial zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:12949]
cg12103453,FAM57A,family with sequence similarity 57 member A [Source:HGNC Symbol;Acc:HGNC:29646]
cg12344247,FAM120B,family with sequence similarity 120B [Source:HGNC Symbol;Acc:HGNC:21109]
cg12615866,MRPL1,mitochondrial ribosomal protein L1 [Source:HGNC Symbol;Acc:HGNC:14275]
cg12784766,CYTH1,cytohesin 1 [Source:HGNC Symbol;Acc:HGNC:9501]
cg13153661,TOP1MT,DNA topoisomerase I mitochondrial [Source:HGNC Symbol;Acc:HGNC:29787]
cg13637042,SREBF2,sterol regulatory element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11290]
cg13846796,LSM14A,LSM14A, mRNA processing body assembly factor [Source:HGNC Symbol;Acc:HGNC:24489]
cg14061503,TSC1,TSC complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:12362]
cg14864773,ANKRD13A,ankyrin repeat domain 13A [Source:HGNC Symbol;Acc:HGNC:21268]
cg14941654,HLA-G,major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:HGNC:4964]
cg15720675,PRPF3,pre-mRNA processing factor 3 [Source:HGNC Symbol;Acc:HGNC:17348]
cg15936318,TMEM14C,transmembrane protein 14C [Source:HGNC Symbol;Acc:HGNC:20952]
cg17148978,SNX27,sorting nexin family member 27 [Source:HGNC Symbol;Acc:HGNC:20073]
cg17420218,TTC32,tetratricopeptide repeat domain 32 [Source:HGNC Symbol;Acc:HGNC:32954]
cg17910564,VDAC3,voltage dependent anion channel 3 [Source:HGNC Symbol;Acc:HGNC:12674]
cg18030007,C8orf41,NA
cg18455249,CEP135,centrosomal protein 135 [Source:HGNC Symbol;Acc:HGNC:29086]
cg18532480,MTFR1,mitochondrial fission regulator 1 [Source:HGNC Symbol;Acc:HGNC:29510]
cg18799069,LYPLA1,lysophospholipase I [Source:HGNC Symbol;Acc:HGNC:6737]
cg18825419,ABI1,abl interactor 1 [Source:HGNC Symbol;Acc:HGNC:11320]
cg19275978,PAPOLG,poly(A) polymerase gamma [Source:HGNC Symbol;Acc:HGNC:14982]
cg19526425,RPL8,ribosomal protein L8 [Source:HGNC Symbol;Acc:HGNC:10368]
cg20114528,ASB8,ankyrin repeat and SOCS box containing 8 [Source:HGNC Symbol;Acc:HGNC:17183]
cg20441175,DNAJC9,DnaJ heat shock protein family (Hsp40) member C9 [Source:HGNC Symbol;Acc:HGNC:19123]
cg20452739,DHX35,DEAH-box helicase 35 [Source:HGNC Symbol;Acc:HGNC:15861]
cg20716209,STAT3,signal transducer and activator of transcription 3 [Source:HGNC Symbol;Acc:HGNC:11364]
cg21008098,ZHX2,zinc fingers and homeoboxes 2 [Source:HGNC Symbol;Acc:HGNC:18513]
cg22322798,DHX34,DExH-box helicase 34 [Source:HGNC Symbol;Acc:HGNC:16719]
cg22964598,SLC39A13,solute carrier family 39 member 13 [Source:HGNC Symbol;Acc:HGNC:20859]
cg23830937,OPLAH,5-oxoprolinase, ATP-hydrolysing [Source:HGNC Symbol;Acc:HGNC:8149]
cg24304000,AEBP2,AE binding protein 2 [Source:HGNC Symbol;Acc:HGNC:24051]
cg26254393,CTNNBL1,catenin beta like 1 [Source:HGNC Symbol;Acc:HGNC:15879]
cg27610579,BAG2,BCL2 associated athanogene 2 [Source:HGNC Symbol;Acc:HGNC:938]
