id,gene,description
cg00033533,KIAA1539,NA
cg06000963,HUNK,hormonally up-regulated Neu-associated kinase [Source:HGNC Symbol;Acc:HGNC:13326]
cg06284322,TAF7,TATA-box binding protein associated factor 7 [Source:HGNC Symbol;Acc:HGNC:11541]
cg06311804,DDX47,DEAD-box helicase 47 [Source:HGNC Symbol;Acc:HGNC:18682]
cg06382459,SKI,SKI proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10896]
cg06609049,THOP1,thimet oligopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:11793]
cg06652632,ITSN2,intersectin 2 [Source:HGNC Symbol;Acc:HGNC:6184]
cg06797533,PLIN2,perilipin 2 [Source:HGNC Symbol;Acc:HGNC:248]
cg06823926,SNUPN,snurportin 1 [Source:HGNC Symbol;Acc:HGNC:14245]
cg06842637,PBX3,PBX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:8634]
cg06927337,LFNG,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:6560]
cg07036370,PKIB,cAMP-dependent protein kinase inhibitor beta [Source:HGNC Symbol;Acc:HGNC:9018]
cg07300610,ZNF688,zinc finger protein 688 [Source:HGNC Symbol;Acc:HGNC:30489]
cg07435215,LOC729082,NA
cg07484849,HOOK2,hook microtubule tethering protein 2 [Source:HGNC Symbol;Acc:HGNC:19885]
cg07509155,IL28RA,NA
cg07572770,CHD1L,chromodomain helicase DNA binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:1916]
cg07654982,EFHC1,EF-hand domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16406]
cg07682663,CHCHD5,coiled-coil-helix-coiled-coil-helix domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17840]
cg07824483,MAFG,MAF bZIP transcription factor G [Source:HGNC Symbol;Acc:HGNC:6781]
cg07853084,KLF5,Kruppel like factor 5 [Source:HGNC Symbol;Acc:HGNC:6349]
cg07903144,KIFC1,kinesin family member C1 [Source:HGNC Symbol;Acc:HGNC:6389]
cg07959104,TUBGCP5,tubulin gamma complex associated protein 5 [Source:HGNC Symbol;Acc:HGNC:18600]
cg08081407,ARF4,ADP ribosylation factor 4 [Source:HGNC Symbol;Acc:HGNC:655]
cg08134877,PPM1B,protein phosphatase, Mg2+/Mn2+ dependent 1B [Source:HGNC Symbol;Acc:HGNC:9276]
cg08233088,RSL24D1,ribosomal L24 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18479]
cg08287994,PHIP,pleckstrin homology domain interacting protein [Source:HGNC Symbol;Acc:HGNC:15673]
cg08397344,FNDC1,fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21184]
cg08625094,MAT2B,methionine adenosyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:6905]
cg08627604,NUP155,nucleoporin 155 [Source:HGNC Symbol;Acc:HGNC:8063]
cg08863844,MRC2,mannose receptor C type 2 [Source:HGNC Symbol;Acc:HGNC:16875]
cg09011256,SNHG11,small nucleolar RNA host gene 11 [Source:HGNC Symbol;Acc:HGNC:25046]
cg09133028,PTPRB,protein tyrosine phosphatase, receptor type B [Source:HGNC Symbol;Acc:HGNC:9665]
cg09509863,CUL3,cullin 3 [Source:HGNC Symbol;Acc:HGNC:2553]
cg09546802,PRELID2,PRELI domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28306]
cg09764206,IRF2,interferon regulatory factor 2 [Source:HGNC Symbol;Acc:HGNC:6117]
cg09800975,RBM17,RNA binding motif protein 17 [Source:HGNC Symbol;Acc:HGNC:16944]
cg09809242,MKI67IP,NA
cg10250651,PNN,pinin, desmosome associated protein [Source:HGNC Symbol;Acc:HGNC:9162]
cg10410213,ELOVL5,ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:HGNC:21308]
cg10425506,RPS23,ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410]
cg10844844,KCNK5,potassium two pore domain channel subfamily K member 5 [Source:HGNC Symbol;Acc:HGNC:6280]
cg11515215,LOC387647,NA
cg11685814,PLEKHG2,pleckstrin homology and RhoGEF domain containing G2 [Source:HGNC Symbol;Acc:HGNC:29515]
cg11736500,EIF4A1,eukaryotic translation initiation factor 4A1 [Source:HGNC Symbol;Acc:HGNC:3282]
cg11750183,C9orf40,chromosome 9 open reading frame 40 [Source:HGNC Symbol;Acc:HGNC:23433]
cg11966070,RPLP2,ribosomal protein lateral stalk subunit P2 [Source:HGNC Symbol;Acc:HGNC:10377]
cg12190048,GRAMD1C,GRAM domain containing 1C [Source:HGNC Symbol;Acc:HGNC:25252]
cg12243582,ZNF138,zinc finger protein 138 [Source:HGNC Symbol;Acc:HGNC:12922]
cg13049629,SHQ1,SHQ1, H/ACA ribonucleoprotein assembly factor [Source:HGNC Symbol;Acc:HGNC:25543]
cg13085976,C9orf167,NA
cg13182412,H3F3B,H3 histone family member 3B [Source:HGNC Symbol;Acc:HGNC:4765]
cg13531748,LOXL2,lysyl oxidase like 2 [Source:HGNC Symbol;Acc:HGNC:6666]
cg13626774,ARFGEF1,ADP ribosylation factor guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:15772]
cg13648501,NR3C1,nuclear receptor subfamily 3 group C member 1 [Source:HGNC Symbol;Acc:HGNC:7978]
cg13798780,PUS7,pseudouridylate synthase 7 (putative) [Source:HGNC Symbol;Acc:HGNC:26033]
cg13872065,FAM20C,FAM20C, golgi associated secretory pathway kinase [Source:HGNC Symbol;Acc:HGNC:22140]
cg13999877,FAM171A1,family with sequence similarity 171 member A1 [Source:HGNC Symbol;Acc:HGNC:23522]
cg14148253,COX19,COX19, cytochrome c oxidase assembly factor [Source:HGNC Symbol;Acc:HGNC:28074]
cg14871365,COPB2,coatomer protein complex subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:2232]
cg14876761,MFSD7,NA
cg14948448,EDNRA,endothelin receptor type A [Source:HGNC Symbol;Acc:HGNC:3179]
cg15140619,ACAD9,acyl-CoA dehydrogenase family member 9 [Source:HGNC Symbol;Acc:HGNC:21497]
cg16279835,ATG2A,autophagy related 2A [Source:HGNC Symbol;Acc:HGNC:29028]
cg16658737,ZNF529,zinc finger protein 529 [Source:HGNC Symbol;Acc:HGNC:29328]
cg16684811,LHFPL2,LHFPL tetraspan subfamily member 2 [Source:HGNC Symbol;Acc:HGNC:6588]
cg17249268,C18orf45,NA
cg17301506,EIF2S2,eukaryotic translation initiation factor 2 subunit beta [Source:HGNC Symbol;Acc:HGNC:3266]
cg17396989,WHSC2,NA
cg17463698,WHAMM,WAS protein homolog associated with actin, golgi membranes and microtubules [Source:HGNC Symbol;Acc:HGNC:30493]
cg17504397,TOP2A,DNA topoisomerase II alpha [Source:HGNC Symbol;Acc:HGNC:11989]
cg18320734,CBARA1,NA
cg18419276,SNRNP200,small nuclear ribonucleoprotein U5 subunit 200 [Source:HGNC Symbol;Acc:HGNC:30859]
cg18821083,CCDC46,NA
cg18903834,PSMD3,proteasome 26S subunit, non-ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9560]
cg19048496,TCEB2,NA
cg19221489,SPATA2,spermatogenesis associated 2 [Source:HGNC Symbol;Acc:HGNC:14681]
cg19245943,NUCB1,nucleobindin 1 [Source:HGNC Symbol;Acc:HGNC:8043]
cg19350839,VKORC1L1,vitamin K epoxide reductase complex subunit 1 like 1 [Source:HGNC Symbol;Acc:HGNC:21492]
cg19900896,EMB,embigin [Source:HGNC Symbol;Acc:HGNC:30465]
cg19904653,BRF2,BRF2, RNA polymerase III transcription initiation factor subunit [Source:HGNC Symbol;Acc:HGNC:17298]
cg19991916,PIGB,phosphatidylinositol glycan anchor biosynthesis class B [Source:HGNC Symbol;Acc:HGNC:8959]
cg20043291,THBS1,thrombospondin 1 [Source:HGNC Symbol;Acc:HGNC:11785]
cg20457147,PRKCH,protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403]
cg20734996,NEURL4,neuralized E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:HGNC:34410]
cg21211748,E2F2,E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]
cg21541030,LRRC8C,leucine rich repeat containing 8 VRAC subunit C [Source:HGNC Symbol;Acc:HGNC:25075]
cg21678388,ZNF354B,zinc finger protein 354B [Source:HGNC Symbol;Acc:HGNC:17197]
cg22389121,ST20,suppressor of tumorigenicity 20 [Source:HGNC Symbol;Acc:HGNC:33520]
cg22420505,PPM1K,protein phosphatase, Mg2+/Mn2+ dependent 1K [Source:HGNC Symbol;Acc:HGNC:25415]
cg22611163,ORC2L,NA
cg23279887,TMEM161A,transmembrane protein 161A [Source:HGNC Symbol;Acc:HGNC:26020]
cg23791011,HTRA1,HtrA serine peptidase 1 [Source:HGNC Symbol;Acc:HGNC:9476]
cg24524538,ANO10,anoctamin 10 [Source:HGNC Symbol;Acc:HGNC:25519]
cg24708350,PTPN21,protein tyrosine phosphatase, non-receptor type 21 [Source:HGNC Symbol;Acc:HGNC:9651]
cg24812167,SNAPC4,small nuclear RNA activating complex polypeptide 4 [Source:HGNC Symbol;Acc:HGNC:11137]
cg25487404,ZNF703,zinc finger protein 703 [Source:HGNC Symbol;Acc:HGNC:25883]
cg25742394,GPR160,G protein-coupled receptor 160 [Source:HGNC Symbol;Acc:HGNC:23693]
cg25811575,EGR3,early growth response 3 [Source:HGNC Symbol;Acc:HGNC:3240]
cg26028810,MICA,MHC class I polypeptide-related sequence A [Source:HGNC Symbol;Acc:HGNC:7090]
cg26154973,BRF1,BRF1, RNA polymerase III transcription initiation factor subunit [Source:HGNC Symbol;Acc:HGNC:11551]
cg26585868,ZNF767,NA
cg26622232,OXR1,oxidation resistance 1 [Source:HGNC Symbol;Acc:HGNC:15822]
cg26807590,YIF1A,Yip1 interacting factor homolog A, membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:16688]
