id,gene,description
cg00743929,RASSF1,Ras association domain family member 1 [Source:HGNC Symbol;Acc:HGNC:9882]
cg00757414,TPST1,tyrosylprotein sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:12020]
cg00803804,LPIN2,lipin 2 [Source:HGNC Symbol;Acc:HGNC:14450]
cg00807892,MOBKL1A,NA
cg00855661,WDR19,WD repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:18340]
cg00865537,ZNF846,zinc finger protein 846 [Source:HGNC Symbol;Acc:HGNC:27260]
cg00872628,SMC3,structural maintenance of chromosomes 3 [Source:HGNC Symbol;Acc:HGNC:2468]
cg00879206,PRR14,proline rich 14 [Source:HGNC Symbol;Acc:HGNC:28458]
cg00929392,IFFO2,intermediate filament family orphan 2 [Source:HGNC Symbol;Acc:HGNC:27006]
cg00940212,GARS,glycyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:4162]
cg00955682,PAIP2,poly(A) binding protein interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17970]
cg00962304,RPL28,ribosomal protein L28 [Source:HGNC Symbol;Acc:HGNC:10330]
cg00980776,ANAPC1,anaphase promoting complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19988]
cg00996690,ACCN2,NA
cg01001468,MAF,MAF bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:6776]
cg01007665,AMZ2,archaelysin family metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:28041]
cg01036746,C14orf37,chromosome 14 open reading frame 37 [Source:HGNC Symbol;Acc:HGNC:19846]
cg01044662,C2orf3,NA
cg01044692,FAM119A,NA
cg01060409,RAN,RAN, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9846]
cg01070095,SETD1A,SET domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29010]
cg01089331,LCORL,ligand dependent nuclear receptor corepressor like [Source:HGNC Symbol;Acc:HGNC:30776]
cg01108219,SLC25A36,solute carrier family 25 member 36 [Source:HGNC Symbol;Acc:HGNC:25554]
cg01132484,TBL1XR1,transducin beta like 1 X-linked receptor 1 [Source:HGNC Symbol;Acc:HGNC:29529]
cg01136750,PDSS1,decaprenyl diphosphate synthase subunit 1 [Source:HGNC Symbol;Acc:HGNC:17759]
cg01163369,RPN1,ribophorin I [Source:HGNC Symbol;Acc:HGNC:10381]
cg01172965,KCNK13,potassium two pore domain channel subfamily K member 13 [Source:HGNC Symbol;Acc:HGNC:6275]
cg01186240,FOXN3,forkhead box N3 [Source:HGNC Symbol;Acc:HGNC:1928]
cg01187627,OSBP,oxysterol binding protein [Source:HGNC Symbol;Acc:HGNC:8503]
cg01225095,YARS2,tyrosyl-tRNA synthetase 2 [Source:HGNC Symbol;Acc:HGNC:24249]
cg01244650,HIST1H2BJ,histone cluster 1 H2B family member j [Source:HGNC Symbol;Acc:HGNC:4761]
cg01250235,WDR91,WD repeat domain 91 [Source:HGNC Symbol;Acc:HGNC:24997]
cg01256681,GTPBP3,GTP binding protein 3, mitochondrial [Source:HGNC Symbol;Acc:HGNC:14880]
cg01263716,PHLDA2,pleckstrin homology like domain family A member 2 [Source:HGNC Symbol;Acc:HGNC:12385]
cg01277615,BCAP29,B cell receptor associated protein 29 [Source:HGNC Symbol;Acc:HGNC:24131]
cg01277844,PYGO2,pygopus family PHD finger 2 [Source:HGNC Symbol;Acc:HGNC:30257]
cg01287605,TTC38,tetratricopeptide repeat domain 38 [Source:HGNC Symbol;Acc:HGNC:26082]
cg01302165,C20orf117,NA
cg01316047,LRP3,LDL receptor related protein 3 [Source:HGNC Symbol;Acc:HGNC:6695]
cg01323954,FAM103A1,family with sequence similarity 103 member A1 [Source:HGNC Symbol;Acc:HGNC:31022]
cg01335042,HMG20B,high mobility group 20B [Source:HGNC Symbol;Acc:HGNC:5002]
cg01359246,UBE2CBP,NA
cg01393233,CACHD1,cache domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29314]
cg01409985,SRPRB,SRP receptor beta subunit [Source:HGNC Symbol;Acc:HGNC:24085]
cg01421119,C1orf97,NA
cg01423643,F11R,F11 receptor [Source:HGNC Symbol;Acc:HGNC:14685]
cg01426475,RAPGEF5,Rap guanine nucleotide exchange factor 5 [Source:HGNC Symbol;Acc:HGNC:16862]
cg01441114,JUNB,JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]
cg01462829,HS3ST1,heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]
cg01494896,RPIA,ribose 5-phosphate isomerase A [Source:HGNC Symbol;Acc:HGNC:10297]
cg01499172,DAAM2,dishevelled associated activator of morphogenesis 2 [Source:HGNC Symbol;Acc:HGNC:18143]
cg01516933,LPHN1,NA
cg01519158,PSMC4,proteasome 26S subunit, ATPase 4 [Source:HGNC Symbol;Acc:HGNC:9551]
cg01579928,CALM1,calmodulin 1 [Source:HGNC Symbol;Acc:HGNC:1442]
cg01585852,MIF,macrophage migration inhibitory factor [Source:HGNC Symbol;Acc:HGNC:7097]
cg01620569,AK2,adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362]
cg01653445,BAI2,NA
cg01657207,ZNF35,zinc finger protein 35 [Source:HGNC Symbol;Acc:HGNC:13099]
cg01705291,RELL1,RELT like 1 [Source:HGNC Symbol;Acc:HGNC:27379]
cg01733570,DFNA5,NA
cg01744130,KDM3A,lysine demethylase 3A [Source:HGNC Symbol;Acc:HGNC:20815]
cg01747547,ACTR3B,ARP3 actin related protein 3 homolog B [Source:HGNC Symbol;Acc:HGNC:17256]
cg01768926,ZNF397,zinc finger protein 397 [Source:HGNC Symbol;Acc:HGNC:18818]
cg01785046,MTERF,NA
cg01794932,UBE2J2,ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268]
cg01811796,STMN1,stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510]
cg01817714,EIF4G1,eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]
cg01877814,POLG,DNA polymerase gamma, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9179]
cg01950844,SENP6,SUMO1/sentrin specific peptidase 6 [Source:HGNC Symbol;Acc:HGNC:20944]
cg01970017,PSMB3,proteasome subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:9540]
cg01979540,PABPN1,poly(A) binding protein nuclear 1 [Source:HGNC Symbol;Acc:HGNC:8565]
cg02003041,CBFA2T3,CBFA2/RUNX1 translocation partner 3 [Source:HGNC Symbol;Acc:HGNC:1537]
cg02028562,SIN3A,SIN3 transcription regulator family member A [Source:HGNC Symbol;Acc:HGNC:19353]
cg02029665,LOC100271722,NA
cg02083999,POLQ,DNA polymerase theta [Source:HGNC Symbol;Acc:HGNC:9186]
cg02099053,RBM15,RNA binding motif protein 15 [Source:HGNC Symbol;Acc:HGNC:14959]
cg02137183,AGK,acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869]
cg02147791,SAP18,Sin3A associated protein 18 [Source:HGNC Symbol;Acc:HGNC:10530]
cg02177621,STYX,serine/threonine/tyrosine interacting protein [Source:HGNC Symbol;Acc:HGNC:11447]
cg02195676,C22orf40,NA
cg02203656,GPNMB,glycoprotein nmb [Source:HGNC Symbol;Acc:HGNC:4462]
cg02215357,HNRNPA1L2,heterogeneous nuclear ribonucleoprotein A1-like 2 [Source:HGNC Symbol;Acc:HGNC:27067]
cg02216295,ANKRD11,ankyrin repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:21316]
cg02220965,MYST1,NA
cg02221347,DARS,aspartyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:2678]
cg02236651,LIMD2,LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28142]
cg02252000,FLJ43663,NA
cg02258066,RAB1A,RAB1A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9758]
cg02259743,ACTR10,actin related protein 10 homolog [Source:HGNC Symbol;Acc:HGNC:17372]
cg02289189,PHF11,PHD finger protein 11 [Source:HGNC Symbol;Acc:HGNC:17024]
cg02290110,SHC2,SHC adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:29869]
cg02332500,C5orf43,NA
cg02344715,KIAA1731,NA
cg02357046,FAM53A,family with sequence similarity 53 member A [Source:HGNC Symbol;Acc:HGNC:31860]
cg02382044,TMOD3,tropomodulin 3 [Source:HGNC Symbol;Acc:HGNC:11873]
cg02397782,DGAT2,diacylglycerol O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16940]
cg02404636,SFI1,SFI1 centrin binding protein [Source:HGNC Symbol;Acc:HGNC:29064]
cg02405813,TPBG,trophoblast glycoprotein [Source:HGNC Symbol;Acc:HGNC:12004]
cg02413092,NOM1,nucleolar protein with MIF4G domain 1 [Source:HGNC Symbol;Acc:HGNC:13244]
cg02414034,RABEP1,rabaptin, RAB GTPase binding effector protein 1 [Source:HGNC Symbol;Acc:HGNC:17677]
cg02570593,ING1,inhibitor of growth family member 1 [Source:HGNC Symbol;Acc:HGNC:6062]
cg02594940,USF2,upstream transcription factor 2, c-fos interacting [Source:HGNC Symbol;Acc:HGNC:12594]
cg02639634,RGS20,regulator of G protein signaling 20 [Source:HGNC Symbol;Acc:HGNC:14600]
cg02672220,SIM2,single-minded family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10883]
cg02674114,ERI3,ERI1 exoribonuclease family member 3 [Source:HGNC Symbol;Acc:HGNC:17276]
cg02683363,ZNF579,zinc finger protein 579 [Source:HGNC Symbol;Acc:HGNC:26646]
cg02705964,LOC651250,NA
cg02718531,FLYWCH2,FLYWCH family member 2 [Source:HGNC Symbol;Acc:HGNC:25178]
cg02774935,YPEL1,yippee like 1 [Source:HGNC Symbol;Acc:HGNC:12845]
cg02779761,ZNF264,zinc finger protein 264 [Source:HGNC Symbol;Acc:HGNC:13057]
cg02784848,FUZ,fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:26219]
cg02792829,CHST14,carbohydrate sulfotransferase 14 [Source:HGNC Symbol;Acc:HGNC:24464]
cg02825511,VPS4A,vacuolar protein sorting 4 homolog A [Source:HGNC Symbol;Acc:HGNC:13488]
cg02846329,ZNF10,zinc finger protein 10 [Source:HGNC Symbol;Acc:HGNC:12879]
cg02852407,CD34,CD34 molecule [Source:HGNC Symbol;Acc:HGNC:1662]
cg02869963,SYTL2,synaptotagmin like 2 [Source:HGNC Symbol;Acc:HGNC:15585]
cg02871995,LAYN,layilin [Source:HGNC Symbol;Acc:HGNC:29471]
cg02899870,NECAB3,N-terminal EF-hand calcium binding protein 3 [Source:HGNC Symbol;Acc:HGNC:15851]
cg02902079,CXCR4,C-X-C motif chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:2561]
cg02905426,FAM76A,family with sequence similarity 76 member A [Source:HGNC Symbol;Acc:HGNC:28530]
cg02930996,B4GALT6,beta-1,4-galactosyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:929]
cg02943290,C1orf198,chromosome 1 open reading frame 198 [Source:HGNC Symbol;Acc:HGNC:25900]
cg02988267,ZZZ3,NA
cg02992311,FBXO27,F-box protein 27 [Source:HGNC Symbol;Acc:HGNC:18753]
cg03001832,HTATIP2,HIV-1 Tat interactive protein 2 [Source:HGNC Symbol;Acc:HGNC:16637]
cg03023437,MOBKL3,NA
cg03024536,RFTN1,raftlin, lipid raft linker 1 [Source:HGNC Symbol;Acc:HGNC:30278]
cg03043127,F2R,coagulation factor II thrombin receptor [Source:HGNC Symbol;Acc:HGNC:3537]
cg03080820,ZNF333,zinc finger protein 333 [Source:HGNC Symbol;Acc:HGNC:15624]
cg03085712,ATP2C2,ATPase secretory pathway Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:29103]
cg03098012,CCDC3,coiled-coil domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23813]
cg03167559,GAN,gigaxonin [Source:HGNC Symbol;Acc:HGNC:4137]
cg03173570,SOD1,superoxide dismutase 1 [Source:HGNC Symbol;Acc:HGNC:11179]
cg03179429,CDC27,cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728]
cg03184588,FAM60A,NA
cg03203239,PCGF1,polycomb group ring finger 1 [Source:HGNC Symbol;Acc:HGNC:17615]
cg03218146,RUFY3,RUN and FYVE domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30285]
cg03306368,FBXL4,F-box and leucine rich repeat protein 4 [Source:HGNC Symbol;Acc:HGNC:13601]
cg03312716,TRPV4,transient receptor potential cation channel subfamily V member 4 [Source:HGNC Symbol;Acc:HGNC:18083]
cg03340036,PIGY,phosphatidylinositol glycan anchor biosynthesis class Y [Source:HGNC Symbol;Acc:HGNC:28213]
cg03349118,NSMAF,neutral sphingomyelinase activation associated factor [Source:HGNC Symbol;Acc:HGNC:8017]
cg03357077,SNAPC5,small nuclear RNA activating complex polypeptide 5 [Source:HGNC Symbol;Acc:HGNC:15484]
cg03361549,SLTM,SAFB like transcription modulator [Source:HGNC Symbol;Acc:HGNC:20709]
cg03402001,ZNF598,zinc finger protein 598 [Source:HGNC Symbol;Acc:HGNC:28079]
cg03470772,CDS1,CDP-diacylglycerol synthase 1 [Source:HGNC Symbol;Acc:HGNC:1800]
cg03523550,VEGFB,vascular endothelial growth factor B [Source:HGNC Symbol;Acc:HGNC:12681]
cg03547062,PKP3,plakophilin 3 [Source:HGNC Symbol;Acc:HGNC:9025]
cg03570417,MMP17,matrix metallopeptidase 17 [Source:HGNC Symbol;Acc:HGNC:7163]
cg03621406,FBXL12,F-box and leucine rich repeat protein 12 [Source:HGNC Symbol;Acc:HGNC:13611]
cg03648155,PPIF,peptidylprolyl isomerase F [Source:HGNC Symbol;Acc:HGNC:9259]
cg03648789,CYP1B1,cytochrome P450 family 1 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2597]
cg03680128,RNF24,ring finger protein 24 [Source:HGNC Symbol;Acc:HGNC:13779]
cg03705396,MAP6D1,MAP6 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25753]
cg03746590,DCTN6,dynactin subunit 6 [Source:HGNC Symbol;Acc:HGNC:16964]
cg03771939,TBC1D12,TBC1 domain family member 12 [Source:HGNC Symbol;Acc:HGNC:29082]
cg03797115,CASP6,caspase 6 [Source:HGNC Symbol;Acc:HGNC:1507]
cg03802191,TARBP1,TAR (HIV-1) RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11568]
cg03862225,CTBP2,C-terminal binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2495]
cg03869608,PDZRN3,PDZ domain containing ring finger 3 [Source:HGNC Symbol;Acc:HGNC:17704]
cg03891319,ACY1,aminoacylase 1 [Source:HGNC Symbol;Acc:HGNC:177]
cg03918306,ITPR1,inositol 1,4,5-trisphosphate receptor type 1 [Source:HGNC Symbol;Acc:HGNC:6180]
cg03945577,ENSA,endosulfine alpha [Source:HGNC Symbol;Acc:HGNC:3360]
cg03974859,KIAA1009,NA
cg04058169,BUB3,BUB3, mitotic checkpoint protein [Source:HGNC Symbol;Acc:HGNC:1151]
cg04081153,ARID1A,AT-rich interaction domain 1A [Source:HGNC Symbol;Acc:HGNC:11110]
cg04084401,RCOR3,REST corepressor 3 [Source:HGNC Symbol;Acc:HGNC:25594]
cg04112495,MOGS,mannosyl-oligosaccharide glucosidase [Source:HGNC Symbol;Acc:HGNC:24862]
cg04153536,FBXO10,F-box protein 10 [Source:HGNC Symbol;Acc:HGNC:13589]
cg04206417,EMID1,EMI domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18036]
cg04207142,E2F5,E2F transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:3119]
cg04208928,LIN9,lin-9 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:30830]
cg04218418,DDHD2,DDHD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29106]
cg04229238,RB1CC1,RB1 inducible coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:15574]
cg04297457,C16orf63,NA
cg04303335,SEL1L,SEL1L ERAD E3 ligase adaptor subunit [Source:HGNC Symbol;Acc:HGNC:10717]
cg04312358,NUMBL,NUMB like, endocytic adaptor protein [Source:HGNC Symbol;Acc:HGNC:8061]
cg04327761,ZNF410,zinc finger protein 410 [Source:HGNC Symbol;Acc:HGNC:20144]
cg04369958,SUPT5H,SPT5 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11469]
cg04410516,GADD45GIP1,GADD45G interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29996]
cg04413986,NACA,nascent polypeptide-associated complex alpha subunit [Source:HGNC Symbol;Acc:HGNC:7629]
cg04519918,ARL2BP,ADP ribosylation factor like GTPase 2 binding protein [Source:HGNC Symbol;Acc:HGNC:17146]
cg04558386,CCDC90A,NA
cg04565255,CLN5,CLN5, intracellular trafficking protein [Source:HGNC Symbol;Acc:HGNC:2076]
cg04569888,ZNF768,zinc finger protein 768 [Source:HGNC Symbol;Acc:HGNC:26273]
cg04605667,SIAH2,siah E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:10858]
cg04609126,RHOB,ras homolog family member B [Source:HGNC Symbol;Acc:HGNC:668]
cg04657044,ITM2B,integral membrane protein 2B [Source:HGNC Symbol;Acc:HGNC:6174]
cg04672837,N4BP1,NEDD4 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29850]
cg04724659,C1orf96,NA
cg04800168,MYL6B,myosin light chain 6B [Source:HGNC Symbol;Acc:HGNC:29823]
cg04804539,MAL,mal, T cell differentiation protein [Source:HGNC Symbol;Acc:HGNC:6817]
cg04823720,SLC25A13,solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983]
cg04840356,TWIST2,twist family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:20670]
cg04846203,MPZL1,myelin protein zero like 1 [Source:HGNC Symbol;Acc:HGNC:7226]
cg04852821,ANGEL1,angel homolog 1 [Source:HGNC Symbol;Acc:HGNC:19961]
cg04925385,DHRS12,dehydrogenase/reductase 12 [Source:HGNC Symbol;Acc:HGNC:25832]
cg05064937,TYSND1,trypsin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28531]
cg05104080,ILKAP,ILK associated serine/threonine phosphatase [Source:HGNC Symbol;Acc:HGNC:15566]
cg05108547,TAP2,transporter 2, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:44]
cg05133314,GPR153,G protein-coupled receptor 153 [Source:HGNC Symbol;Acc:HGNC:23618]
cg05135156,C1orf21,chromosome 1 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:15494]
cg05168378,EPHB4,EPH receptor B4 [Source:HGNC Symbol;Acc:HGNC:3395]
cg05201477,ARNT2,aryl hydrocarbon receptor nuclear translocator 2 [Source:HGNC Symbol;Acc:HGNC:16876]
cg05212664,REC8,REC8 meiotic recombination protein [Source:HGNC Symbol;Acc:HGNC:16879]
cg05213296,RPF2,ribosome production factor 2 homolog [Source:HGNC Symbol;Acc:HGNC:20870]
cg05223591,ATP5G3,NA
cg05238530,POLR2E,RNA polymerase II subunit E [Source:HGNC Symbol;Acc:HGNC:9192]
cg05304331,ZNF561,zinc finger protein 561 [Source:HGNC Symbol;Acc:HGNC:28684]
cg05354479,MAP3K9,mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861]
cg05375277,SLC43A1,solute carrier family 43 member 1 [Source:HGNC Symbol;Acc:HGNC:9225]
cg05377527,PTPMT1,protein tyrosine phosphatase, mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:26965]
cg05385684,NRBP1,nuclear receptor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7993]
cg05386230,ZNF133,zinc finger protein 133 [Source:HGNC Symbol;Acc:HGNC:12917]
cg05571413,FAM117A,family with sequence similarity 117 member A [Source:HGNC Symbol;Acc:HGNC:24179]
cg05661273,C7orf63,NA
cg05674199,AHCY,adenosylhomocysteinase [Source:HGNC Symbol;Acc:HGNC:343]
cg05714334,PJA2,praja ring finger ubiquitin ligase 2 [Source:HGNC Symbol;Acc:HGNC:17481]
cg05732794,CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2 [Source:HGNC Symbol;Acc:HGNC:1987]
cg05797660,PLEKHF2,pleckstrin homology and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20757]
cg05802532,RSBN1L,round spermatid basic protein 1 like [Source:HGNC Symbol;Acc:HGNC:24765]
cg05812599,CLPB,ClpB homolog, mitochondrial AAA ATPase chaperonin [Source:HGNC Symbol;Acc:HGNC:30664]
cg05892960,COLEC12,collectin subfamily member 12 [Source:HGNC Symbol;Acc:HGNC:16016]
cg05896524,C21orf56,NA
cg05897169,SLFN5,schlafen family member 5 [Source:HGNC Symbol;Acc:HGNC:28286]
cg05906777,MIF4GD,MIF4G domain containing [Source:HGNC Symbol;Acc:HGNC:24030]
cg05934755,DUSP28,dual specificity phosphatase 28 [Source:HGNC Symbol;Acc:HGNC:33237]
cg05941624,SYNJ2,synaptojanin 2 [Source:HGNC Symbol;Acc:HGNC:11504]
cg05958659,FAM174A,family with sequence similarity 174 member A [Source:HGNC Symbol;Acc:HGNC:24943]
cg05966809,SNX24,sorting nexin 24 [Source:HGNC Symbol;Acc:HGNC:21533]
cg05986680,MTIF2,mitochondrial translational initiation factor 2 [Source:HGNC Symbol;Acc:HGNC:7441]
cg06060673,CBX6,chromobox 6 [Source:HGNC Symbol;Acc:HGNC:1556]
cg06060853,C20orf20,NA
cg06084313,EDEM1,ER degradation enhancing alpha-mannosidase like protein 1 [Source:HGNC Symbol;Acc:HGNC:18967]
cg06095752,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6866]
cg06148685,LPAR1,lysophosphatidic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:3166]
cg06272678,PIK3R3,phosphoinositide-3-kinase regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:8981]
cg06295404,SOCS1,suppressor of cytokine signaling 1 [Source:HGNC Symbol;Acc:HGNC:19383]
