id,gene,description
cg01015416,PTPN12,protein tyrosine phosphatase, non-receptor type 12 [Source:HGNC Symbol;Acc:HGNC:9645]
cg01023769,ARL13B,ADP ribosylation factor like GTPase 13B [Source:HGNC Symbol;Acc:HGNC:25419]
cg01046309,TMC7,transmembrane channel like 7 [Source:HGNC Symbol;Acc:HGNC:23000]
cg01063572,NFIA,nuclear factor I A [Source:HGNC Symbol;Acc:HGNC:7784]
cg01071279,SUPV3L1,Suv3 like RNA helicase [Source:HGNC Symbol;Acc:HGNC:11471]
cg01073178,TESC,tescalcin [Source:HGNC Symbol;Acc:HGNC:26065]
cg01177854,ESRP2,epithelial splicing regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:26152]
cg01184520,ZNRF1,zinc and ring finger 1 [Source:HGNC Symbol;Acc:HGNC:18452]
cg01210909,TET2,tet methylcytosine dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:25941]
cg01265662,CCDC150,coiled-coil domain containing 150 [Source:HGNC Symbol;Acc:HGNC:26834]
cg01396418,PEX11G,peroxisomal biogenesis factor 11 gamma [Source:HGNC Symbol;Acc:HGNC:20208]
cg01442481,RALY,RALY heterogeneous nuclear ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15921]
cg01470323,SLC29A2,solute carrier family 29 member 2 [Source:HGNC Symbol;Acc:HGNC:11004]
cg01472538,SETD6,SET domain containing 6 [Source:HGNC Symbol;Acc:HGNC:26116]
cg01610915,THOC5,THO complex 5 [Source:HGNC Symbol;Acc:HGNC:19074]
cg01746514,LRRC16B,NA
cg01784819,MAFK,MAF bZIP transcription factor K [Source:HGNC Symbol;Acc:HGNC:6782]
cg01862266,CMTM4,CKLF like MARVEL transmembrane domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19175]
cg01894352,BTBD9,BTB domain containing 9 [Source:HGNC Symbol;Acc:HGNC:21228]
cg02003159,BTBD11,BTB domain containing 11 [Source:HGNC Symbol;Acc:HGNC:23844]
cg02050181,NRD1,NA
cg02062123,SLC46A1,solute carrier family 46 member 1 [Source:HGNC Symbol;Acc:HGNC:30521]
cg02073318,SCMH1,Scm polycomb group protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:19003]
cg02085838,TRIO,trio Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12303]
cg02134660,FAM83B,family with sequence similarity 83 member B [Source:HGNC Symbol;Acc:HGNC:21357]
cg02225143,MANF,mesencephalic astrocyte derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:15461]
cg02271943,COMTD1,catechol-O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26309]
cg02322140,USP7,ubiquitin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:12630]
cg02359346,VPS4B,vacuolar protein sorting 4 homolog B [Source:HGNC Symbol;Acc:HGNC:10895]
cg02461883,OBFC2A,NA
cg02475416,RING1,ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:10018]
cg02508656,EEFSEC,eukaryotic elongation factor, selenocysteine-tRNA specific [Source:HGNC Symbol;Acc:HGNC:24614]
cg02535111,TRMT11,tRNA methyltransferase 11 homolog [Source:HGNC Symbol;Acc:HGNC:21080]
cg02577049,TMEM52,transmembrane protein 52 [Source:HGNC Symbol;Acc:HGNC:27916]
cg02588309,TTC33,tetratricopeptide repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:29959]
cg02679955,LLGL2,LLGL2, scribble cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:6629]
cg02716776,S1PR4,sphingosine-1-phosphate receptor 4 [Source:HGNC Symbol;Acc:HGNC:3170]
cg02729352,ZNF432,zinc finger protein 432 [Source:HGNC Symbol;Acc:HGNC:20810]
cg02756845,MAPK8IP2,mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]
cg02834449,C16orf74,chromosome 16 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:23362]
cg02875130,REXO1,RNA exonuclease 1 homolog [Source:HGNC Symbol;Acc:HGNC:24616]
cg02921350,ZFP36L1,ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107]
cg02925229,RBP1,retinol binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9919]
cg02945056,GCC1,GRIP and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19095]
cg02999755,DCUN1D5,defective in cullin neddylation 1 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28409]
cg03046705,C5orf56,chromosome 5 open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:33838]
cg03079640,LOC388796,NA
cg03161075,NIN,ninein [Source:HGNC Symbol;Acc:HGNC:14906]
cg03192551,SLC25A39,solute carrier family 25 member 39 [Source:HGNC Symbol;Acc:HGNC:24279]
cg03205140,PLEKHA1,pleckstrin homology domain containing A1 [Source:HGNC Symbol;Acc:HGNC:14335]
cg03341469,YIPF1,Yip1 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:25231]
cg03400131,SGK1,serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:HGNC:10810]
cg03451178,MAP1D,NA
cg03453890,SLC39A4,solute carrier family 39 member 4 [Source:HGNC Symbol;Acc:HGNC:17129]
cg03614664,RBX1,ring-box 1 [Source:HGNC Symbol;Acc:HGNC:9928]
cg03617487,TP53BP1,tumor protein p53 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11999]
cg03829839,CDK4,cyclin dependent kinase 4 [Source:HGNC Symbol;Acc:HGNC:1773]
cg04136149,ELMO1,engulfment and cell motility 1 [Source:HGNC Symbol;Acc:HGNC:16286]
cg04193218,PACRGL,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]
cg04201744,RBM45,RNA binding motif protein 45 [Source:HGNC Symbol;Acc:HGNC:24468]
cg04225902,SUB1,SUB1 homolog, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:19985]
cg04413153,HHEX,hematopoietically expressed homeobox [Source:HGNC Symbol;Acc:HGNC:4901]
cg04498739,PDK4,pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812]
cg04548463,CAND2,cullin associated and neddylation dissociated 2 (putative) [Source:HGNC Symbol;Acc:HGNC:30689]
cg04571130,COPG,NA
cg04571604,UBR5,ubiquitin protein ligase E3 component n-recognin 5 [Source:HGNC Symbol;Acc:HGNC:16806]
cg04578317,ADSSL1,adenylosuccinate synthase like 1 [Source:HGNC Symbol;Acc:HGNC:20093]
cg04746520,DIAPH3,diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480]
cg04800195,ZFP62,ZFP62 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23241]
cg04879861,ATPAF1,ATP synthase mitochondrial F1 complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:18803]
cg04887328,MPRIP,myosin phosphatase Rho interacting protein [Source:HGNC Symbol;Acc:HGNC:30321]
cg04935041,CAMKK1,calcium/calmodulin dependent protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:1469]
cg04953061,DDHD1,DDHD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19714]
cg05029638,RABEP2,rabaptin, RAB GTPase binding effector protein 2 [Source:HGNC Symbol;Acc:HGNC:24817]
cg05149085,C15orf42,NA
cg05264454,PDE5A,phosphodiesterase 5A [Source:HGNC Symbol;Acc:HGNC:8784]
cg05346832,CDKN2D,cyclin dependent kinase inhibitor 2D [Source:HGNC Symbol;Acc:HGNC:1790]
cg05374463,FBXO22,F-box protein 22 [Source:HGNC Symbol;Acc:HGNC:13593]
cg05401522,NAA16,N(alpha)-acetyltransferase 16, NatA auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:26164]
cg05591210,KCNE3,potassium voltage-gated channel subfamily E regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:6243]
cg05623562,C18orf22,NA
cg05649885,NUFIP2,NUFIP2, FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17634]
cg05687834,NUAK1,NUAK family kinase 1 [Source:HGNC Symbol;Acc:HGNC:14311]
cg05729093,IL4R,interleukin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6015]
cg05797418,TRIOBP,TRIO and F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:17009]
cg05829482,MAP2,microtubule associated protein 2 [Source:HGNC Symbol;Acc:HGNC:6839]
cg05934259,SGPP1,sphingosine-1-phosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:17720]
cg06024236,RHOT1,ras homolog family member T1 [Source:HGNC Symbol;Acc:HGNC:21168]
cg06030229,MIB1,mindbomb E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21086]
cg06291334,SPOP,speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254]
cg06417522,PRKAR1A,protein kinase cAMP-dependent type I regulatory subunit alpha [Source:HGNC Symbol;Acc:HGNC:9388]
cg06525062,RALGAPA2,Ral GTPase activating protein catalytic alpha subunit 2 [Source:HGNC Symbol;Acc:HGNC:16207]
cg06557887,CDC6,cell division cycle 6 [Source:HGNC Symbol;Acc:HGNC:1744]
cg06578097,PRMT3,protein arginine methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30163]
cg06626102,CLPTM1L,CLPTM1 like [Source:HGNC Symbol;Acc:HGNC:24308]
cg06718723,ILVBL,ilvB acetolactate synthase like [Source:HGNC Symbol;Acc:HGNC:6041]
cg06952751,C18orf8,NA
cg07220554,C1orf203,NA
cg07576541,SNAPIN,SNAP associated protein [Source:HGNC Symbol;Acc:HGNC:17145]
cg07639483,ZBED4,zinc finger BED-type containing 4 [Source:HGNC Symbol;Acc:HGNC:20721]
cg07671620,WDR81,WD repeat domain 81 [Source:HGNC Symbol;Acc:HGNC:26600]
cg07843027,TMEM170A,transmembrane protein 170A [Source:HGNC Symbol;Acc:HGNC:29577]
cg07855993,SLC25A42,solute carrier family 25 member 42 [Source:HGNC Symbol;Acc:HGNC:28380]
cg07891971,CHAC1,ChaC glutathione specific gamma-glutamylcyclotransferase 1 [Source:HGNC Symbol;Acc:HGNC:28680]
cg07915542,IDH1,isocitrate dehydrogenase (NADP(+)) 1, cytosolic [Source:HGNC Symbol;Acc:HGNC:5382]
cg07932300,HECA,hdc homolog, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:21041]
cg07962051,TNKS,tankyrase [Source:HGNC Symbol;Acc:HGNC:11941]
cg08028026,NCCRP1,non-specific cytotoxic cell receptor protein 1 homolog (zebrafish) [Source:HGNC Symbol;Acc:HGNC:33739]
cg08101172,PSIP1,PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]
cg08241117,SLC2A11,solute carrier family 2 member 11 [Source:HGNC Symbol;Acc:HGNC:14239]
cg08247611,KIAA0174,NA
cg08247921,MANBA,mannosidase beta [Source:HGNC Symbol;Acc:HGNC:6831]
cg08359336,SH3BP5,SH3 domain binding protein 5 [Source:HGNC Symbol;Acc:HGNC:10827]
cg08404299,MT1F,metallothionein 1F [Source:HGNC Symbol;Acc:HGNC:7398]
cg08593074,C19orf51,NA
cg08638928,GPR155,G protein-coupled receptor 155 [Source:HGNC Symbol;Acc:HGNC:22951]
cg08649954,ARL8A,ADP ribosylation factor like GTPase 8A [Source:HGNC Symbol;Acc:HGNC:25192]
cg08657247,PHF12,PHD finger protein 12 [Source:HGNC Symbol;Acc:HGNC:20816]
cg08695062,SNX18,sorting nexin 18 [Source:HGNC Symbol;Acc:HGNC:19245]
cg08715146,ATXN10,ataxin 10 [Source:HGNC Symbol;Acc:HGNC:10549]
cg08719486,DAPK1,death associated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:2674]
cg08723793,WNK1,WNK lysine deficient protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:14540]
cg08729135,PDE9A,phosphodiesterase 9A [Source:HGNC Symbol;Acc:HGNC:8795]
cg08782213,SLC25A23,solute carrier family 25 member 23 [Source:HGNC Symbol;Acc:HGNC:19375]
cg08941576,C11orf49,chromosome 11 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28720]
cg08987251,GOT2,glutamic-oxaloacetic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4433]
cg09009042,PPP1R8,protein phosphatase 1 regulatory subunit 8 [Source:HGNC Symbol;Acc:HGNC:9296]
cg09305680,UTP23,UTP23, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:28224]
cg09386954,FXYD5,FXYD domain containing ion transport regulator 5 [Source:HGNC Symbol;Acc:HGNC:4029]
cg09814151,TSC22D1,TSC22 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:16826]
cg09898070,MSH6,mutS homolog 6 [Source:HGNC Symbol;Acc:HGNC:7329]
cg10260935,TOB2,transducer of ERBB2, 2 [Source:HGNC Symbol;Acc:HGNC:11980]
cg10465551,TNIP2,TNFAIP3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:19118]
cg10495758,DYNC1LI2,dynein cytoplasmic 1 light intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2966]
cg10631284,MALAT1,metastasis associated lung adenocarcinoma transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:29665]
cg10638118,TMBIM6,transmembrane BAX inhibitor motif containing 6 [Source:HGNC Symbol;Acc:HGNC:11723]
cg10919177,ZNF445,zinc finger protein 445 [Source:HGNC Symbol;Acc:HGNC:21018]
cg11056045,PPIA,peptidylprolyl isomerase A [Source:HGNC Symbol;Acc:HGNC:9253]
cg11201654,HLA-F,major histocompatibility complex, class I, F [Source:HGNC Symbol;Acc:HGNC:4963]
cg11314042,AIG1,androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:21607]
cg11427928,LRPPRC,leucine rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714]
cg11753600,RP9,RP9, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:10288]
cg11811621,LRRC37A3,leucine rich repeat containing 37 member A3 [Source:HGNC Symbol;Acc:HGNC:32427]
cg12147105,PPA2,pyrophosphatase (inorganic) 2 [Source:HGNC Symbol;Acc:HGNC:28883]
cg12151656,TTLL3,tubulin tyrosine ligase like 3 [Source:HGNC Symbol;Acc:HGNC:24483]
cg12597839,CYB561D1,cytochrome b561 family member D1 [Source:HGNC Symbol;Acc:HGNC:26804]
cg12650252,NDUFC2,NADH:ubiquinone oxidoreductase subunit C2 [Source:HGNC Symbol;Acc:HGNC:7706]
cg12651761,LLGL1,LLGL1, scribble cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:6628]
cg12726807,GCHFR,GTP cyclohydrolase I feedback regulator [Source:HGNC Symbol;Acc:HGNC:4194]
cg12850379,TCEA1,transcription elongation factor A1 [Source:HGNC Symbol;Acc:HGNC:11612]
cg12933790,PATZ1,POZ/BTB and AT hook containing zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13071]
cg12944530,CFLAR,CASP8 and FADD like apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1876]
cg12965421,ACN9,NA
cg13634864,ADAP1,ArfGAP with dual PH domains 1 [Source:HGNC Symbol;Acc:HGNC:16486]
cg14016166,POR,cytochrome p450 oxidoreductase [Source:HGNC Symbol;Acc:HGNC:9208]
cg14118546,KIAA1012,NA
cg14523131,INPP5E,inositol polyphosphate-5-phosphatase E [Source:HGNC Symbol;Acc:HGNC:21474]
cg14713118,LAPTM4B,lysosomal protein transmembrane 4 beta [Source:HGNC Symbol;Acc:HGNC:13646]
cg14951955,ATG5,autophagy related 5 [Source:HGNC Symbol;Acc:HGNC:589]
cg15083158,KIAA0664,NA
cg15384599,SETMAR,SET domain and mariner transposase fusion gene [Source:HGNC Symbol;Acc:HGNC:10762]
cg15537000,PSMA1,proteasome subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]
cg15760943,ETV5,ETS variant 5 [Source:HGNC Symbol;Acc:HGNC:3494]
cg16240424,FAM168B,family with sequence similarity 168 member B [Source:HGNC Symbol;Acc:HGNC:27016]
cg16252905,TNFRSF4,TNF receptor superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:11918]
cg16604218,EIF2B3,eukaryotic translation initiation factor 2B subunit gamma [Source:HGNC Symbol;Acc:HGNC:3259]
cg16910448,ECE1,endothelin converting enzyme 1 [Source:HGNC Symbol;Acc:HGNC:3146]
cg17283447,ADPRH,ADP-ribosylarginine hydrolase [Source:HGNC Symbol;Acc:HGNC:269]
cg17479303,LRRFIP2,LRR binding FLII interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6703]
cg17682309,STX7,syntaxin 7 [Source:HGNC Symbol;Acc:HGNC:11442]
cg18107072,TPPP3,tubulin polymerization promoting protein family member 3 [Source:HGNC Symbol;Acc:HGNC:24162]
cg18637380,MTHFD1,methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7432]
cg18940763,XBP1,X-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12801]
cg19045644,IGFBP7,insulin like growth factor binding protein 7 [Source:HGNC Symbol;Acc:HGNC:5476]
cg19199590,LRRN4CL,LRRN4 C-terminal like [Source:HGNC Symbol;Acc:HGNC:33724]
cg19216791,PLAC2,NA
cg19437626,NKIRAS2,NFKB inhibitor interacting Ras like 2 [Source:HGNC Symbol;Acc:HGNC:17898]
cg19586881,STC2,stanniocalcin 2 [Source:HGNC Symbol;Acc:HGNC:11374]
cg19754094,STAMBP,STAM binding protein [Source:HGNC Symbol;Acc:HGNC:16950]
cg19793905,RBM43,RNA binding motif protein 43 [Source:HGNC Symbol;Acc:HGNC:24790]
cg19995094,INTS8,integrator complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:26048]
cg20026673,C7orf70,NA
cg20405508,PDE6D,phosphodiesterase 6D [Source:HGNC Symbol;Acc:HGNC:8788]
cg20870885,TFCP2L1,transcription factor CP2 like 1 [Source:HGNC Symbol;Acc:HGNC:17925]
cg21077330,STK32C,serine/threonine kinase 32C [Source:HGNC Symbol;Acc:HGNC:21332]
cg21317088,MEX3C,mex-3 RNA binding family member C [Source:HGNC Symbol;Acc:HGNC:28040]
cg21578207,RNF220,ring finger protein 220 [Source:HGNC Symbol;Acc:HGNC:25552]
cg21644628,HEATR3,HEAT repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:26087]
cg21658405,PPAPDC1B,NA
cg21667061,NARG2,NA
cg21783442,TIMM17A,translocase of inner mitochondrial membrane 17A [Source:HGNC Symbol;Acc:HGNC:17315]
cg21931839,GCA,grancalcin [Source:HGNC Symbol;Acc:HGNC:15990]
cg21988067,SETD7,SET domain containing lysine methyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:30412]
cg22325530,HVCN1,hydrogen voltage gated channel 1 [Source:HGNC Symbol;Acc:HGNC:28240]
cg22510442,TMEM167B,transmembrane protein 167B [Source:HGNC Symbol;Acc:HGNC:30187]
cg22683154,KDM1A,lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079]
cg22687382,AP3D1,adaptor related protein complex 3 delta 1 subunit [Source:HGNC Symbol;Acc:HGNC:568]
cg22996440,GALNT14,polypeptide N-acetylgalactosaminyltransferase 14 [Source:HGNC Symbol;Acc:HGNC:22946]
cg23473904,COL6A2,collagen type VI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2212]
cg23670203,STK38,serine/threonine kinase 38 [Source:HGNC Symbol;Acc:HGNC:17847]
cg24596998,C1orf115,chromosome 1 open reading frame 115 [Source:HGNC Symbol;Acc:HGNC:25873]
cg24765394,FAM125B,NA
cg24858440,GNAL,G protein subunit alpha L [Source:HGNC Symbol;Acc:HGNC:4388]
cg24910739,ARL17A,ADP ribosylation factor like GTPase 17A [Source:HGNC Symbol;Acc:HGNC:24096]
cg24923684,TLK1,tousled like kinase 1 [Source:HGNC Symbol;Acc:HGNC:11841]
cg25032094,MYO15B,myosin XVB [Source:HGNC Symbol;Acc:HGNC:14083]
cg25167574,PAQR3,progestin and adipoQ receptor family member 3 [Source:HGNC Symbol;Acc:HGNC:30130]
