id,gene,description
cg07315372,PAIP1,poly(A) binding protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16945]
cg07318049,ATPIF1,NA
cg07919466,KCNC3,potassium voltage-gated channel subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:6235]
cg08120044,BACE2,beta-site APP-cleaving enzyme 2 [Source:HGNC Symbol;Acc:HGNC:934]
cg08190979,LRRC27,leucine rich repeat containing 27 [Source:HGNC Symbol;Acc:HGNC:29346]
cg09624910,NIPA2,non imprinted in Prader-Willi/Angelman syndrome 2 [Source:HGNC Symbol;Acc:HGNC:17044]
cg09651136,PKM2,NA
cg09758869,GSPT1,G1 to S phase transition 1 [Source:HGNC Symbol;Acc:HGNC:4621]
cg10168894,RAB21,RAB21, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18263]
cg10240744,CHSY1,chondroitin sulfate synthase 1 [Source:HGNC Symbol;Acc:HGNC:17198]
cg10336108,ALDH1A3,aldehyde dehydrogenase 1 family member A3 [Source:HGNC Symbol;Acc:HGNC:409]
cg10714403,AKAP1,A-kinase anchoring protein 1 [Source:HGNC Symbol;Acc:HGNC:367]
cg10840389,LRRC20,leucine rich repeat containing 20 [Source:HGNC Symbol;Acc:HGNC:23421]
cg10893370,UTP6,UTP6, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:18279]
cg11666208,VCPIP1,valosin containing protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30897]
cg11715966,CCDC8,coiled-coil domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25367]
cg11921908,SAP30L,SAP30 like [Source:HGNC Symbol;Acc:HGNC:25663]
cg12504804,CDK5R1,cyclin dependent kinase 5 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:1775]
cg12662530,ADO,2-aminoethanethiol dioxygenase [Source:HGNC Symbol;Acc:HGNC:23506]
cg13030908,MAD2L2,mitotic arrest deficient 2 like 2 [Source:HGNC Symbol;Acc:HGNC:6764]
cg13557631,SLCO3A1,solute carrier organic anion transporter family member 3A1 [Source:HGNC Symbol;Acc:HGNC:10952]
cg13576061,IL6ST,interleukin 6 signal transducer [Source:HGNC Symbol;Acc:HGNC:6021]
cg13690989,MEF2C,myocyte enhancer factor 2C [Source:HGNC Symbol;Acc:HGNC:6996]
cg13916266,CHD3,chromodomain helicase DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:1918]
cg14686309,USP43,ubiquitin specific peptidase 43 [Source:HGNC Symbol;Acc:HGNC:20072]
cg14906103,TMEM33,transmembrane protein 33 [Source:HGNC Symbol;Acc:HGNC:25541]
cg17231677,FAM178A,NA
cg17374002,UVRAG,UV radiation resistance associated [Source:HGNC Symbol;Acc:HGNC:12640]
cg19037555,ESD,esterase D [Source:HGNC Symbol;Acc:HGNC:3465]
cg19167080,CLIP2,CAP-Gly domain containing linker protein 2 [Source:HGNC Symbol;Acc:HGNC:2586]
cg19220838,PRR22,proline rich 22 [Source:HGNC Symbol;Acc:HGNC:28354]
cg19993006,FAM109A,family with sequence similarity 109 member A [Source:HGNC Symbol;Acc:HGNC:26509]
cg20043466,PLK1S1,NA
cg20430807,PTK6,protein tyrosine kinase 6 [Source:HGNC Symbol;Acc:HGNC:9617]
cg20932765,TRIM33,tripartite motif containing 33 [Source:HGNC Symbol;Acc:HGNC:16290]
cg22459320,SMURF2,SMAD specific E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16809]
cg22467129,ETFA,electron transfer flavoprotein alpha subunit [Source:HGNC Symbol;Acc:HGNC:3481]
cg22489583,IGLON5,IgLON family member 5 [Source:HGNC Symbol;Acc:HGNC:34550]
cg22712893,SLU7,SLU7 homolog, splicing factor [Source:HGNC Symbol;Acc:HGNC:16939]
cg22755785,ZNF227,zinc finger protein 227 [Source:HGNC Symbol;Acc:HGNC:13020]
cg23094728,MAP3K1,mitogen-activated protein kinase kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6848]
cg23346960,ZFP36,ZFP36 ring finger protein [Source:HGNC Symbol;Acc:HGNC:12862]
cg23438040,ZNF341,zinc finger protein 341 [Source:HGNC Symbol;Acc:HGNC:15992]
cg23843505,MYBL2,MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548]
cg25169784,UGGT2,UDP-glucose glycoprotein glucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15664]
cg25279059,TMEM11,transmembrane protein 11 [Source:HGNC Symbol;Acc:HGNC:16823]
