id,gene,description
cg07134045,PIP5KL1,phosphatidylinositol-4-phosphate 5-kinase like 1 [Source:HGNC Symbol;Acc:HGNC:28711]
cg07544451,SNAPC1,small nuclear RNA activating complex polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:11134]
cg07626637,DPP8,dipeptidyl peptidase 8 [Source:HGNC Symbol;Acc:HGNC:16490]
cg07836370,GLTP,glycolipid transfer protein [Source:HGNC Symbol;Acc:HGNC:24867]
cg08129583,GYPC,glycophorin C (Gerbich blood group) [Source:HGNC Symbol;Acc:HGNC:4704]
cg08254353,TMEM98,transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]
cg08457898,EPHX3,epoxide hydrolase 3 [Source:HGNC Symbol;Acc:HGNC:23760]
cg08458338,XPA,XPA, DNA damage recognition and repair factor [Source:HGNC Symbol;Acc:HGNC:12814]
cg08468138,AZIN1,antizyme inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:16432]
cg08608762,C6orf203,chromosome 6 open reading frame 203 [Source:HGNC Symbol;Acc:HGNC:17971]
cg08695703,GALK1,galactokinase 1 [Source:HGNC Symbol;Acc:HGNC:4118]
cg09135343,DYRK2,dual specificity tyrosine phosphorylation regulated kinase 2 [Source:HGNC Symbol;Acc:HGNC:3093]
cg09190051,ZNF280D,zinc finger protein 280D [Source:HGNC Symbol;Acc:HGNC:25953]
cg10337027,ST3GAL5,ST3 beta-galactoside alpha-2,3-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:10872]
cg10583144,FAM124A,family with sequence similarity 124 member A [Source:HGNC Symbol;Acc:HGNC:26413]
cg10878170,CREBL2,cAMP responsive element binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:2350]
cg11191337,PLTP,phospholipid transfer protein [Source:HGNC Symbol;Acc:HGNC:9093]
cg11625933,GBE1,1,4-alpha-glucan branching enzyme 1 [Source:HGNC Symbol;Acc:HGNC:4180]
cg12220058,NMB,neuromedin B [Source:HGNC Symbol;Acc:HGNC:7842]
cg12463346,PPP3CA,protein phosphatase 3 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9314]
cg12610972,CASD1,CAS1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16014]
cg13052755,PVT1,Pvt1 oncogene (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:9709]
cg13191008,TRIM68,tripartite motif containing 68 [Source:HGNC Symbol;Acc:HGNC:21161]
cg13560136,CCDC107,coiled-coil domain containing 107 [Source:HGNC Symbol;Acc:HGNC:28465]
cg13583115,YPEL5,yippee like 5 [Source:HGNC Symbol;Acc:HGNC:18329]
cg14073011,CMAH,NA
cg14391622,SLC12A8,solute carrier family 12 member 8 [Source:HGNC Symbol;Acc:HGNC:15595]
cg14452121,CTNNAL1,catenin alpha like 1 [Source:HGNC Symbol;Acc:HGNC:2512]
cg14676711,ME2,malic enzyme 2 [Source:HGNC Symbol;Acc:HGNC:6984]
cg14843030,LCK,LCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6524]
cg14853771,PSMD1,proteasome 26S subunit, non-ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9554]
cg14856108,OSBPL2,oxysterol binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:15761]
cg15304692,REPIN1,replication initiator 1 [Source:HGNC Symbol;Acc:HGNC:17922]
cg15316583,LASS6,NA
cg15424054,SLC27A1,solute carrier family 27 member 1 [Source:HGNC Symbol;Acc:HGNC:10995]
cg15971010,SLC47A1,solute carrier family 47 member 1 [Source:HGNC Symbol;Acc:HGNC:25588]
cg17978425,TATDN2,TatD DNase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28988]
cg18159324,C12orf44,NA
cg18601426,PTPRN2,protein tyrosine phosphatase, receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]
cg18632602,OSBPL1A,oxysterol binding protein like 1A [Source:HGNC Symbol;Acc:HGNC:16398]
cg19645639,SLC16A1,solute carrier family 16 member 1 [Source:HGNC Symbol;Acc:HGNC:10922]
cg19973659,TMCC1,transmembrane and coiled-coil domain family 1 [Source:HGNC Symbol;Acc:HGNC:29116]
cg20345978,HMGN2,high mobility group nucleosomal binding domain 2 [Source:HGNC Symbol;Acc:HGNC:4986]
cg20976968,PRPF38B,pre-mRNA processing factor 38B [Source:HGNC Symbol;Acc:HGNC:25512]
cg22082456,SCP2,sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]
cg22809411,TCEB1,NA
cg23427565,ATG4D,autophagy related 4D cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:20789]
cg26403975,OSTC,oligosaccharyltransferase complex non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:24448]
cg26801613,LMO4,LIM domain only 4 [Source:HGNC Symbol;Acc:HGNC:6644]
