id,gene,description
cg00253564,PLEKHG5,pleckstrin homology and RhoGEF domain containing G5 [Source:HGNC Symbol;Acc:HGNC:29105]
cg00255919,IRF1,interferon regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:6116]
cg00259249,GJB3,gap junction protein beta 3 [Source:HGNC Symbol;Acc:HGNC:4285]
cg00267122,EFHD1,EF-hand domain family member D1 [Source:HGNC Symbol;Acc:HGNC:29556]
cg00276826,NSUN6,NOP2/Sun RNA methyltransferase family member 6 [Source:HGNC Symbol;Acc:HGNC:23529]
cg00280345,GPT,glutamic--pyruvic transaminase [Source:HGNC Symbol;Acc:HGNC:4552]
cg00290028,RFXAP,regulatory factor X associated protein [Source:HGNC Symbol;Acc:HGNC:9988]
cg00291003,CHCHD1,coiled-coil-helix-coiled-coil-helix domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23518]
cg00291877,SNRPA1,small nuclear ribonucleoprotein polypeptide A' [Source:HGNC Symbol;Acc:HGNC:11152]
cg00296189,CHRAC1,chromatin accessibility complex 1 [Source:HGNC Symbol;Acc:HGNC:13544]
cg00306198,TTC35,NA
cg00326131,RTKN,rhotekin [Source:HGNC Symbol;Acc:HGNC:10466]
cg00328227,C1orf59,NA
cg00335633,C19orf48,chromosome 19 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:29667]
cg00344358,GDF11,growth differentiation factor 11 [Source:HGNC Symbol;Acc:HGNC:4216]
cg00345366,SAAL1,serum amyloid A like 1 [Source:HGNC Symbol;Acc:HGNC:25158]
cg00350296,CD248,CD248 molecule [Source:HGNC Symbol;Acc:HGNC:18219]
cg00355089,TLCD1,TLC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25177]
cg00374224,OTX1,orthodenticle homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8521]
cg00386702,ZNF780B,zinc finger protein 780B [Source:HGNC Symbol;Acc:HGNC:33109]
cg00394830,PAN2,PAN2 poly(A) specific ribonuclease subunit [Source:HGNC Symbol;Acc:HGNC:20074]
cg00396230,EPHB2,EPH receptor B2 [Source:HGNC Symbol;Acc:HGNC:3393]
cg00399591,RPS15A,ribosomal protein S15a [Source:HGNC Symbol;Acc:HGNC:10389]
cg00417742,C7orf60,NA
cg00454305,UNKL,unkempt family like zinc finger [Source:HGNC Symbol;Acc:HGNC:14184]
cg00454409,ATP6V1C2,ATPase H+ transporting V1 subunit C2 [Source:HGNC Symbol;Acc:HGNC:18264]
cg00460049,SGIP1,SH3 domain GRB2 like endophilin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:25412]
cg00460684,MSI2,musashi RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18585]
cg00463562,PIF1,PIF1 5'-to-3' DNA helicase [Source:HGNC Symbol;Acc:HGNC:26220]
cg00466301,PMEPA1,prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:14107]
cg00470183,TSPYL4,TSPY like 4 [Source:HGNC Symbol;Acc:HGNC:21559]
cg00470794,CHFR,checkpoint with forkhead and ring finger domains [Source:HGNC Symbol;Acc:HGNC:20455]
cg00478851,PPFIBP2,PPFIA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9250]
cg00500936,CAMKK2,calcium/calmodulin dependent protein kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:1470]
cg00502442,ZDHHC14,zinc finger DHHC-type containing 14 [Source:HGNC Symbol;Acc:HGNC:20341]
cg00504034,COMMD6,COMM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24015]
cg00505318,UBA3,ubiquitin like modifier activating enzyme 3 [Source:HGNC Symbol;Acc:HGNC:12470]
cg00505936,HAS3,hyaluronan synthase 3 [Source:HGNC Symbol;Acc:HGNC:4820]
cg00510111,HECW2,HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:29853]
cg00513208,UPF2,UPF2, regulator of nonsense mediated mRNA decay [Source:HGNC Symbol;Acc:HGNC:17854]
cg00516222,CORO6,coronin 6 [Source:HGNC Symbol;Acc:HGNC:21356]
cg00528640,SEMA4C,semaphorin 4C [Source:HGNC Symbol;Acc:HGNC:10731]
cg00533364,ZNF331,zinc finger protein 331 [Source:HGNC Symbol;Acc:HGNC:15489]
cg00536383,ASAP2,ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:2721]
cg00540449,MPHOSPH6,M-phase phosphoprotein 6 [Source:HGNC Symbol;Acc:HGNC:7214]
cg00545804,TSHZ3,teashirt zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:30700]
cg00573124,C9orf69,NA
cg00574819,LARP1B,La ribonucleoprotein domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24704]
cg00584008,AMPD2,adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469]
cg00601387,WDR36,WD repeat domain 36 [Source:HGNC Symbol;Acc:HGNC:30696]
cg00624212,NBEAL2,neurobeachin like 2 [Source:HGNC Symbol;Acc:HGNC:31928]
cg00628130,CCNE2,cyclin E2 [Source:HGNC Symbol;Acc:HGNC:1590]
cg00640087,MSH5,mutS homolog 5 [Source:HGNC Symbol;Acc:HGNC:7328]
cg00643111,TGFB1I1,transforming growth factor beta 1 induced transcript 1 [Source:HGNC Symbol;Acc:HGNC:11767]
cg00646492,GSTO1,glutathione S-transferase omega 1 [Source:HGNC Symbol;Acc:HGNC:13312]
cg00659991,C15orf41,chromosome 15 open reading frame 41 [Source:HGNC Symbol;Acc:HGNC:26929]
cg00666446,ZNF670,zinc finger protein 670 [Source:HGNC Symbol;Acc:HGNC:28167]
cg00685193,SPATA7,spermatogenesis associated 7 [Source:HGNC Symbol;Acc:HGNC:20423]
cg00686761,CEP192,centrosomal protein 192 [Source:HGNC Symbol;Acc:HGNC:25515]
cg00689580,TFAP2A,transcription factor AP-2 alpha [Source:HGNC Symbol;Acc:HGNC:11742]
cg00692549,TARDBP,TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571]
cg00697642,PHYHIP,phytanoyl-CoA 2-hydroxylase interacting protein [Source:HGNC Symbol;Acc:HGNC:16865]
cg00698124,SETBP1,SET binding protein 1 [Source:HGNC Symbol;Acc:HGNC:15573]
cg00708844,C14orf135,NA
cg00741700,TCHP,trichoplein keratin filament binding [Source:HGNC Symbol;Acc:HGNC:28135]
cg00757212,ST8SIA1,ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10869]
cg00762662,OTUD1,OTU deubiquitinase 1 [Source:HGNC Symbol;Acc:HGNC:27346]
cg00782174,SLC1A5,solute carrier family 1 member 5 [Source:HGNC Symbol;Acc:HGNC:10943]
cg00784718,DUSP10,dual specificity phosphatase 10 [Source:HGNC Symbol;Acc:HGNC:3065]
cg00785193,CRIM1,cysteine rich transmembrane BMP regulator 1 [Source:HGNC Symbol;Acc:HGNC:2359]
cg00805381,C6orf62,chromosome 6 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:20998]
cg00809164,MT1L,metallothionein 1L, pseudogene [Source:HGNC Symbol;Acc:HGNC:7404]
cg00814733,CCND2,cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583]
cg00825173,IFT88,intraflagellar transport 88 [Source:HGNC Symbol;Acc:HGNC:20606]
cg00830735,PPP1R3C,protein phosphatase 1 regulatory subunit 3C [Source:HGNC Symbol;Acc:HGNC:9293]
cg00831633,ALG10,ALG10, alpha-1,2-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23162]
cg00840516,HYAL2,hyaluronoglucosaminidase 2 [Source:HGNC Symbol;Acc:HGNC:5321]
cg00841001,CDC25A,cell division cycle 25A [Source:HGNC Symbol;Acc:HGNC:1725]
cg00841968,ACTN1,actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]
cg00841985,ANKRD28,ankyrin repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29024]
cg00848245,XPO6,exportin 6 [Source:HGNC Symbol;Acc:HGNC:19733]
cg00858400,SLC7A5,solute carrier family 7 member 5 [Source:HGNC Symbol;Acc:HGNC:11063]
cg00859465,ARAP2,ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16924]
cg00866814,LMTK3,lemur tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:19295]
cg00876678,RNPS1,RNA binding protein with serine rich domain 1 [Source:HGNC Symbol;Acc:HGNC:10080]
cg00877964,SLC1A4,solute carrier family 1 member 4 [Source:HGNC Symbol;Acc:HGNC:10942]
cg00901401,FKBP1B,FK506 binding protein 1B [Source:HGNC Symbol;Acc:HGNC:3712]
cg00902741,KCNJ14,potassium voltage-gated channel subfamily J member 14 [Source:HGNC Symbol;Acc:HGNC:6260]
cg00908631,CDKN2C,cyclin dependent kinase inhibitor 2C [Source:HGNC Symbol;Acc:HGNC:1789]
cg00910127,AARS2,alanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21022]
cg00917893,PDHB,pyruvate dehydrogenase E1 beta subunit [Source:HGNC Symbol;Acc:HGNC:8808]
cg00919013,LONRF1,LON peptidase N-terminal domain and ring finger 1 [Source:HGNC Symbol;Acc:HGNC:26302]
cg00930455,DLX5,distal-less homeobox 5 [Source:HGNC Symbol;Acc:HGNC:2918]
cg00939391,FGFRL1,fibroblast growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:3693]
cg00945507,SEC61G,Sec61 translocon gamma subunit [Source:HGNC Symbol;Acc:HGNC:18277]
cg00955482,ENOSF1,enolase superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:30365]
cg00959308,DIDO1,death inducer-obliterator 1 [Source:HGNC Symbol;Acc:HGNC:2680]
cg00967238,HECTD1,HECT domain E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:20157]
cg00967901,HTR7,5-hydroxytryptamine receptor 7 [Source:HGNC Symbol;Acc:HGNC:5302]
cg01023593,ZNF324B,zinc finger protein 324B [Source:HGNC Symbol;Acc:HGNC:33107]
cg01046673,NF2,neurofibromin 2 [Source:HGNC Symbol;Acc:HGNC:7773]
cg01068808,GLT25D2,NA
cg01075763,TGIF1,TGFB induced factor homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11776]
cg01077267,GIN1,gypsy retrotransposon integrase 1 [Source:HGNC Symbol;Acc:HGNC:25959]
cg01079658,ZNF655,zinc finger protein 655 [Source:HGNC Symbol;Acc:HGNC:30899]
cg01089395,CCDC28A,coiled-coil domain containing 28A [Source:HGNC Symbol;Acc:HGNC:21098]
cg01095819,E4F1,E4F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3121]
cg01105948,FRY,FRY microtubule binding protein [Source:HGNC Symbol;Acc:HGNC:20367]
cg01106412,OSBPL3,oxysterol binding protein like 3 [Source:HGNC Symbol;Acc:HGNC:16370]
cg01115990,PRSS27,serine protease 27 [Source:HGNC Symbol;Acc:HGNC:15475]
cg01128503,ARHGEF10,Rho guanine nucleotide exchange factor 10 [Source:HGNC Symbol;Acc:HGNC:14103]
cg01131866,KIF2A,kinesin family member 2A [Source:HGNC Symbol;Acc:HGNC:6318]
cg01144693,LPAR3,lysophosphatidic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:14298]
cg01156557,AMACR,alpha-methylacyl-CoA racemase [Source:HGNC Symbol;Acc:HGNC:451]
cg01173611,PATL1,PAT1 homolog 1, processing body mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:26721]
cg01177642,NFKB2,nuclear factor kappa B subunit 2 [Source:HGNC Symbol;Acc:HGNC:7795]
cg01182585,C7orf30,NA
cg01184449,EML4,echinoderm microtubule associated protein like 4 [Source:HGNC Symbol;Acc:HGNC:1316]
cg01200376,CTHRC1,collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:18831]
cg01204655,CYFIP2,cytoplasmic FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:13760]
cg01217202,SLC35E4,solute carrier family 35 member E4 [Source:HGNC Symbol;Acc:HGNC:17058]
cg01260308,KLHDC2,kelch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20231]
cg01266338,C9orf103,NA
cg01268859,A4GALT,alpha 1,4-galactosyltransferase (P blood group) [Source:HGNC Symbol;Acc:HGNC:18149]
cg01272601,AAK1,AP2 associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:19679]
cg01314743,C7orf47,NA
cg01321189,BICD1,BICD cargo adaptor 1 [Source:HGNC Symbol;Acc:HGNC:1049]
cg01332151,U2AF1,U2 small nuclear RNA auxiliary factor 1 [Source:HGNC Symbol;Acc:HGNC:12453]
cg01359822,ETS2,ETS proto-oncogene 2, transcription factor [Source:HGNC Symbol;Acc:HGNC:3489]
cg01367750,ACBD5,acyl-CoA binding domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23338]
cg01373024,NACAD,NAC alpha domain containing [Source:HGNC Symbol;Acc:HGNC:22196]
cg01376079,SSH3,slingshot protein phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:30581]
cg01394093,SLC39A8,solute carrier family 39 member 8 [Source:HGNC Symbol;Acc:HGNC:20862]
cg01395650,ZBTB41,zinc finger and BTB domain containing 41 [Source:HGNC Symbol;Acc:HGNC:24819]
cg01411731,NANP,N-acetylneuraminic acid phosphatase [Source:HGNC Symbol;Acc:HGNC:16140]
cg01414934,SH3BGRL3,SH3 domain binding glutamate rich protein like 3 [Source:HGNC Symbol;Acc:HGNC:15568]
cg01434121,SLC37A4,solute carrier family 37 member 4 [Source:HGNC Symbol;Acc:HGNC:4061]
cg01442843,RASSF5,Ras association domain family member 5 [Source:HGNC Symbol;Acc:HGNC:17609]
cg01460276,PSD3,pleckstrin and Sec7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19093]
cg01462053,ARRDC2,arrestin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25225]
cg01467419,ZNF57,zinc finger protein 57 [Source:HGNC Symbol;Acc:HGNC:13125]
cg01471036,ALDH3A1,aldehyde dehydrogenase 3 family member A1 [Source:HGNC Symbol;Acc:HGNC:405]
cg01482407,MAN2A2,mannosidase alpha class 2A member 2 [Source:HGNC Symbol;Acc:HGNC:6825]
cg01497501,ZFAND2A,zinc finger AN1-type containing 2A [Source:HGNC Symbol;Acc:HGNC:28073]
cg01513967,RERE,arginine-glutamic acid dipeptide repeats [Source:HGNC Symbol;Acc:HGNC:9965]
cg01523474,C14orf28,chromosome 14 open reading frame 28 [Source:HGNC Symbol;Acc:HGNC:19834]
cg01535567,WDR90,WD repeat domain 90 [Source:HGNC Symbol;Acc:HGNC:26960]
cg01544807,POLB,DNA polymerase beta [Source:HGNC Symbol;Acc:HGNC:9174]
cg01553004,C14orf4,NA
cg01557749,TDRD3,tudor domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20612]
cg01582182,RELA,RELA proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9955]
cg01596986,NUDT15,nudix hydrolase 15 [Source:HGNC Symbol;Acc:HGNC:23063]
cg01620308,PRNP,prion protein [Source:HGNC Symbol;Acc:HGNC:9449]
cg01659459,PPP2R5C,protein phosphatase 2 regulatory subunit B'gamma [Source:HGNC Symbol;Acc:HGNC:9311]
cg01687401,FAM110A,family with sequence similarity 110 member A [Source:HGNC Symbol;Acc:HGNC:16188]
cg01693650,LZTFL1,leucine zipper transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:6741]
cg01693652,RPS21,ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:10409]
cg01726854,SUPT4H1,SPT4 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11467]
cg01732415,MFF,mitochondrial fission factor [Source:HGNC Symbol;Acc:HGNC:24858]
cg01732984,SUCLA2,succinate-CoA ligase ADP-forming beta subunit [Source:HGNC Symbol;Acc:HGNC:11448]
cg01738638,APLP2,amyloid beta precursor like protein 2 [Source:HGNC Symbol;Acc:HGNC:598]
cg01748573,GNAS,GNAS complex locus [Source:HGNC Symbol;Acc:HGNC:4392]
cg01758993,SLC35C2,solute carrier family 35 member C2 [Source:HGNC Symbol;Acc:HGNC:17117]
cg01770362,SLC25A37,solute carrier family 25 member 37 [Source:HGNC Symbol;Acc:HGNC:29786]
cg01779903,ADRB2,adrenoceptor beta 2 [Source:HGNC Symbol;Acc:HGNC:286]
cg01804429,YTHDC1,YTH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30626]
cg01816031,RPP40,ribonuclease P/MRP subunit p40 [Source:HGNC Symbol;Acc:HGNC:20992]
cg01829450,MSL2,MSL complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:25544]
cg01834614,ACP6,acid phosphatase 6, lysophosphatidic [Source:HGNC Symbol;Acc:HGNC:29609]
cg01849970,FCHSD1,FCH and double SH3 domains 1 [Source:HGNC Symbol;Acc:HGNC:25463]
cg01861509,SPOCK2,SPARC/osteonectin, cwcv and kazal like domains proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:13564]
cg01877937,L3MBTL,NA
cg01942445,HNRNPD,heterogeneous nuclear ribonucleoprotein D [Source:HGNC Symbol;Acc:HGNC:5036]
cg01950845,RGMA,repulsive guidance molecule BMP co-receptor a [Source:HGNC Symbol;Acc:HGNC:30308]
cg01950958,NUDT17,nudix hydrolase 17 [Source:HGNC Symbol;Acc:HGNC:26618]
cg01962077,FABP5,fatty acid binding protein 5 [Source:HGNC Symbol;Acc:HGNC:3560]
cg01963002,LMTK2,lemur tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:17880]
cg01965872,TP53INP2,tumor protein p53 inducible nuclear protein 2 [Source:HGNC Symbol;Acc:HGNC:16104]
cg01968178,REEP1,receptor accessory protein 1 [Source:HGNC Symbol;Acc:HGNC:25786]
cg01969938,LIG4,DNA ligase 4 [Source:HGNC Symbol;Acc:HGNC:6601]
cg01977082,COX6C,cytochrome c oxidase subunit 6C [Source:HGNC Symbol;Acc:HGNC:2285]
cg01990874,COX7A1,cytochrome c oxidase subunit 7A1 [Source:HGNC Symbol;Acc:HGNC:2287]
cg02009651,AREG,amphiregulin [Source:HGNC Symbol;Acc:HGNC:651]
cg02010868,ZBTB7A,zinc finger and BTB domain containing 7A [Source:HGNC Symbol;Acc:HGNC:18078]
cg02026948,PTGER4,prostaglandin E receptor 4 [Source:HGNC Symbol;Acc:HGNC:9596]
cg02029926,CXCL1,C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]
cg02040583,DUT,deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3078]
cg02045294,MAMSTR,MEF2 activating motif and SAP domain containing transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:26689]
cg02061553,ARHGEF16,Rho guanine nucleotide exchange factor 16 [Source:HGNC Symbol;Acc:HGNC:15515]
cg02062326,TMED10,transmembrane p24 trafficking protein 10 [Source:HGNC Symbol;Acc:HGNC:16998]
cg02072231,ALS2CR4,NA
cg02077702,ISLR,immunoglobulin superfamily containing leucine rich repeat [Source:HGNC Symbol;Acc:HGNC:6133]
cg02085507,TRIP10,thyroid hormone receptor interactor 10 [Source:HGNC Symbol;Acc:HGNC:12304]
cg02102075,RAB11FIP3,RAB11 family interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:17224]
cg02123547,PIM1,Pim-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8986]
cg02132560,MT1M,metallothionein 1M [Source:HGNC Symbol;Acc:HGNC:14296]
cg02153089,PDDC1,NA
cg02157306,ELMOD2,ELMO domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28111]
cg02186966,BET1,Bet1 golgi vesicular membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:14562]
cg02212772,ZNF589,zinc finger protein 589 [Source:HGNC Symbol;Acc:HGNC:16747]
cg02268951,GRTP1,growth hormone regulated TBC protein 1 [Source:HGNC Symbol;Acc:HGNC:20310]
cg02271343,ARAP1,ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16925]
cg02278165,COX7A2L,cytochrome c oxidase subunit 7A2 like [Source:HGNC Symbol;Acc:HGNC:2289]
cg02285784,CDH24,cadherin 24 [Source:HGNC Symbol;Acc:HGNC:14265]
cg02289127,PREB,prolactin regulatory element binding [Source:HGNC Symbol;Acc:HGNC:9356]
cg02303324,MAP7,microtubule associated protein 7 [Source:HGNC Symbol;Acc:HGNC:6869]
cg02305853,C20orf46,NA
cg02322203,HSD11B2,hydroxysteroid 11-beta dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:5209]
cg02324021,RASA1,RAS p21 protein activator 1 [Source:HGNC Symbol;Acc:HGNC:9871]
cg02324432,KLHL2,kelch like family member 2 [Source:HGNC Symbol;Acc:HGNC:6353]
cg02328223,MGLL,monoglyceride lipase [Source:HGNC Symbol;Acc:HGNC:17038]
cg02347773,HOXD8,homeobox D8 [Source:HGNC Symbol;Acc:HGNC:5139]
cg02359409,PEX6,peroxisomal biogenesis factor 6 [Source:HGNC Symbol;Acc:HGNC:8859]
cg02365862,DSP,desmoplakin [Source:HGNC Symbol;Acc:HGNC:3052]
cg02371408,VCAN,versican [Source:HGNC Symbol;Acc:HGNC:2464]
cg02375320,SFRS7,NA
cg02396496,CYGB,cytoglobin [Source:HGNC Symbol;Acc:HGNC:16505]
cg02404933,DCXR,dicarbonyl and L-xylulose reductase [Source:HGNC Symbol;Acc:HGNC:18985]
cg02415029,ATXN7L2,ataxin 7 like 2 [Source:HGNC Symbol;Acc:HGNC:28713]
cg02428100,KEAP1,kelch like ECH associated protein 1 [Source:HGNC Symbol;Acc:HGNC:23177]
cg02429674,GNA13,G protein subunit alpha 13 [Source:HGNC Symbol;Acc:HGNC:4381]
cg02437376,VDAC2,voltage dependent anion channel 2 [Source:HGNC Symbol;Acc:HGNC:12672]
cg02446434,MARCKS,myristoylated alanine rich protein kinase C substrate [Source:HGNC Symbol;Acc:HGNC:6759]
cg02459447,PLEKHH3,pleckstrin homology, MyTH4 and FERM domain containing H3 [Source:HGNC Symbol;Acc:HGNC:26105]
cg02464093,DCBLD2,discoidin, CUB and LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24627]
cg02487499,ZSCAN20,zinc finger and SCAN domain containing 20 [Source:HGNC Symbol;Acc:HGNC:13093]
cg02487654,TSGA14,NA
cg02494664,SLMAP,sarcolemma associated protein [Source:HGNC Symbol;Acc:HGNC:16643]
cg02497700,ZNF238,NA
cg02510453,RPS3A,ribosomal protein S3A [Source:HGNC Symbol;Acc:HGNC:10421]
cg02523617,UBE2K,ubiquitin conjugating enzyme E2 K [Source:HGNC Symbol;Acc:HGNC:4914]
cg02537105,RICH2,NA
cg02555074,TRNP1,TMF1-regulated nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:34348]
cg02559423,PRKCD,protein kinase C delta [Source:HGNC Symbol;Acc:HGNC:9399]
cg02564313,ABAT,4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]
cg02570004,FBXO11,F-box protein 11 [Source:HGNC Symbol;Acc:HGNC:13590]
cg02571816,PPP1R14A,protein phosphatase 1 regulatory inhibitor subunit 14A [Source:HGNC Symbol;Acc:HGNC:14871]
cg02579494,UBE2H,ubiquitin conjugating enzyme E2 H [Source:HGNC Symbol;Acc:HGNC:12484]
cg02581909,VAPB,VAMP associated protein B and C [Source:HGNC Symbol;Acc:HGNC:12649]
cg02592214,IWS1,IWS1, SUPT6H interacting protein [Source:HGNC Symbol;Acc:HGNC:25467]
cg02592615,HIVEP1,human immunodeficiency virus type I enhancer binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4920]
cg02599068,DNAJC27,DnaJ heat shock protein family (Hsp40) member C27 [Source:HGNC Symbol;Acc:HGNC:30290]
cg02614016,MINPP1,multiple inositol-polyphosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:7102]
cg02631906,PRDX1,peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352]
cg02634421,TRAP1,TNF receptor associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16264]
cg02650323,ERLIN2,ER lipid raft associated 2 [Source:HGNC Symbol;Acc:HGNC:1356]
cg02653521,GPC1,glypican 1 [Source:HGNC Symbol;Acc:HGNC:4449]
cg02666901,HMGB2,high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000]
cg02672854,HCG11,HLA complex group 11 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:17707]
cg02679503,MTA3,metastasis associated 1 family member 3 [Source:HGNC Symbol;Acc:HGNC:23784]
cg02680487,DDR1,discoidin domain receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:2730]
cg02693127,ARHGAP10,Rho GTPase activating protein 10 [Source:HGNC Symbol;Acc:HGNC:26099]
cg02700478,TRIB2,tribbles pseudokinase 2 [Source:HGNC Symbol;Acc:HGNC:30809]
cg02708341,PTMA,prothymosin alpha [Source:HGNC Symbol;Acc:HGNC:9623]
cg02715246,NKTR,natural killer cell triggering receptor [Source:HGNC Symbol;Acc:HGNC:7833]
cg02727605,MEMO1,mediator of cell motility 1 [Source:HGNC Symbol;Acc:HGNC:14014]
cg02758599,C3orf21,NA
cg02781268,GRSF1,G-rich RNA sequence binding factor 1 [Source:HGNC Symbol;Acc:HGNC:4610]
cg02782292,SMARCA5,SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:HGNC Symbol;Acc:HGNC:11101]
