id,gene,description
cg02276944,GPD2,glycerol-3-phosphate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4456]
cg02661372,IER5,immediate early response 5 [Source:HGNC Symbol;Acc:HGNC:5393]
cg02724047,B3GNT9,UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:28714]
cg02835981,BNIP3,BCL2 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1084]
cg02896624,SDCBP,syndecan binding protein [Source:HGNC Symbol;Acc:HGNC:10662]
cg02914427,SPN,sialophorin [Source:HGNC Symbol;Acc:HGNC:11249]
cg02959669,ZNF256,zinc finger protein 256 [Source:HGNC Symbol;Acc:HGNC:13049]
cg02984009,C7orf23,NA
cg03026306,CABYR,calcium binding tyrosine phosphorylation regulated [Source:HGNC Symbol;Acc:HGNC:15569]
cg03483464,CPOX,coproporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:2321]
cg03531512,TFIP11,tuftelin interacting protein 11 [Source:HGNC Symbol;Acc:HGNC:17165]
cg03797398,C4orf48,chromosome 4 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:34437]
cg03827118,RAB5A,RAB5A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9783]
cg04194852,TPM1,tropomyosin 1 [Source:HGNC Symbol;Acc:HGNC:12010]
cg04352505,USP3,ubiquitin specific peptidase 3 [Source:HGNC Symbol;Acc:HGNC:12626]
cg04396721,MOSC1,NA
cg04714088,CMIP,c-Maf inducing protein [Source:HGNC Symbol;Acc:HGNC:24319]
cg04840669,GINS3,GINS complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:25851]
cg05014452,TMED3,transmembrane p24 trafficking protein 3 [Source:HGNC Symbol;Acc:HGNC:28889]
cg05202084,NR2C1,nuclear receptor subfamily 2 group C member 1 [Source:HGNC Symbol;Acc:HGNC:7971]
cg05224385,AAAS,aladin WD repeat nucleoporin [Source:HGNC Symbol;Acc:HGNC:13666]
cg05228244,WDR37,WD repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:31406]
cg05297105,CD63,CD63 molecule [Source:HGNC Symbol;Acc:HGNC:1692]
cg05305140,SDR16C5,short chain dehydrogenase/reductase family 16C member 5 [Source:HGNC Symbol;Acc:HGNC:30311]
cg05428946,ZNF462,zinc finger protein 462 [Source:HGNC Symbol;Acc:HGNC:21684]
cg05560728,BCL6B,B cell CLL/lymphoma 6B [Source:HGNC Symbol;Acc:HGNC:1002]
cg05691004,SPATS2L,spermatogenesis associated serine rich 2 like [Source:HGNC Symbol;Acc:HGNC:24574]
cg05846707,DDX50,DExD-box helicase 50 [Source:HGNC Symbol;Acc:HGNC:17906]
cg06320134,KLHL21,kelch like family member 21 [Source:HGNC Symbol;Acc:HGNC:29041]
cg06533408,SLC35E3,solute carrier family 35 member E3 [Source:HGNC Symbol;Acc:HGNC:20864]
cg06694641,ZNF605,zinc finger protein 605 [Source:HGNC Symbol;Acc:HGNC:28068]
cg06818514,SUV420H2,NA
cg06938467,FAM100B,NA
cg06968724,ABR,active BCR-related [Source:HGNC Symbol;Acc:HGNC:81]
cg07116194,BAIAP3,BAI1 associated protein 3 [Source:HGNC Symbol;Acc:HGNC:948]
cg07125725,ZKSCAN1,zinc finger with KRAB and SCAN domains 1 [Source:HGNC Symbol;Acc:HGNC:13101]
cg07138452,FLCN,folliculin [Source:HGNC Symbol;Acc:HGNC:27310]
cg07175301,IGSF9,immunoglobulin superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:18132]
cg07592090,INTS3,integrator complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26153]
cg07695826,C18orf54,chromosome 18 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:13796]
cg08102256,GRASP,general receptor for phosphoinositides 1 associated scaffold protein [Source:HGNC Symbol;Acc:HGNC:18707]
cg08174718,WNT5A,Wnt family member 5A [Source:HGNC Symbol;Acc:HGNC:12784]
cg08762449,IGF1R,insulin like growth factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:5465]
cg09026253,IFITM1,interferon induced transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:5412]
cg09121269,PNMA1,PNMA family member 1 [Source:HGNC Symbol;Acc:HGNC:9158]
cg09288789,CNKSR3,CNKSR family member 3 [Source:HGNC Symbol;Acc:HGNC:23034]
cg09350414,C4orf3,chromosome 4 open reading frame 3 [Source:HGNC Symbol;Acc:HGNC:19225]
cg09637470,ZC3H12C,zinc finger CCCH-type containing 12C [Source:HGNC Symbol;Acc:HGNC:29362]
cg09922117,C12orf73,chromosome 12 open reading frame 73 [Source:HGNC Symbol;Acc:HGNC:34450]
cg10001458,ZNF33B,zinc finger protein 33B [Source:HGNC Symbol;Acc:HGNC:13097]
cg10143807,EFNA3,ephrin A3 [Source:HGNC Symbol;Acc:HGNC:3223]
cg10164137,DVL1,dishevelled segment polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:3084]
cg10211861,FGGY,FGGY carbohydrate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:25610]
cg10247358,CDCA4,cell division cycle associated 4 [Source:HGNC Symbol;Acc:HGNC:14625]
cg10585486,EGLN2,egl-9 family hypoxia inducible factor 2 [Source:HGNC Symbol;Acc:HGNC:14660]
cg10589385,SETDB1,SET domain bifurcated 1 [Source:HGNC Symbol;Acc:HGNC:10761]
cg10780647,C20orf29,NA
cg11114063,STXBP5,syntaxin binding protein 5 [Source:HGNC Symbol;Acc:HGNC:19665]
cg11326485,CHMP2B,charged multivesicular body protein 2B [Source:HGNC Symbol;Acc:HGNC:24537]
cg11398680,PTK2,protein tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:9611]
cg11644596,LRRC3,leucine rich repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:14965]
cg11913894,MAP3K4,mitogen-activated protein kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6856]
cg12444385,UST,uronyl 2-sulfotransferase [Source:HGNC Symbol;Acc:HGNC:17223]
cg12580870,CCAR1,cell division cycle and apoptosis regulator 1 [Source:HGNC Symbol;Acc:HGNC:24236]
cg12805727,TNKS2,tankyrase 2 [Source:HGNC Symbol;Acc:HGNC:15677]
cg12817423,PPP1R12A,protein phosphatase 1 regulatory subunit 12A [Source:HGNC Symbol;Acc:HGNC:7618]
cg12867448,ODF2,outer dense fiber of sperm tails 2 [Source:HGNC Symbol;Acc:HGNC:8114]
cg13035052,TFAP4,transcription factor AP-4 [Source:HGNC Symbol;Acc:HGNC:11745]
cg13160251,NEDD4,neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7727]
cg13443092,NXN,nucleoredoxin [Source:HGNC Symbol;Acc:HGNC:18008]
cg13606015,ABHD5,abhydrolase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21396]
cg13792581,TOMM34,translocase of outer mitochondrial membrane 34 [Source:HGNC Symbol;Acc:HGNC:15746]
cg14067834,SUZ12P,NA
cg14153737,FAM78B,family with sequence similarity 78 member B [Source:HGNC Symbol;Acc:HGNC:13495]
cg14916095,FRMD6,FERM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19839]
cg15286618,AIP,aryl hydrocarbon receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:358]
cg15445000,MED1,mediator complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:9234]
cg15502893,LENG8,leukocyte receptor cluster member 8 [Source:HGNC Symbol;Acc:HGNC:15500]
cg16265557,ACOX3,acyl-CoA oxidase 3, pristanoyl [Source:HGNC Symbol;Acc:HGNC:121]
cg17341370,NUP43,nucleoporin 43 [Source:HGNC Symbol;Acc:HGNC:21182]
cg17465827,TMEM184C,transmembrane protein 184C [Source:HGNC Symbol;Acc:HGNC:25587]
cg18658371,RPS6KA5,ribosomal protein S6 kinase A5 [Source:HGNC Symbol;Acc:HGNC:10434]
cg18891020,DPH2,DPH2 homolog [Source:HGNC Symbol;Acc:HGNC:3004]
cg20447568,EPB41L2,erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]
cg20509780,FBLN1,fibulin 1 [Source:HGNC Symbol;Acc:HGNC:3600]
cg20841134,VPS54,VPS54, GARP complex subunit [Source:HGNC Symbol;Acc:HGNC:18652]
cg20850602,MED9,mediator complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:25487]
cg22367962,SFRS8,NA
cg22793614,LETMD1,LETM1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24241]
cg24664957,VPS37B,VPS37B, ESCRT-I subunit [Source:HGNC Symbol;Acc:HGNC:25754]
cg25974617,TRAM1,translocation associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:20568]
cg25991937,RNF44,ring finger protein 44 [Source:HGNC Symbol;Acc:HGNC:19180]
cg26112661,MAGOH,mago homolog, exon junction complex core component [Source:HGNC Symbol;Acc:HGNC:6815]
cg26279025,IL11,interleukin 11 [Source:HGNC Symbol;Acc:HGNC:5966]
cg26805606,NUP107,nucleoporin 107 [Source:HGNC Symbol;Acc:HGNC:29914]
cg27100806,FXR1,FMR1 autosomal homolog 1 [Source:HGNC Symbol;Acc:HGNC:4023]
cg27139933,DLL1,delta like canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2908]
cg27294629,FGFR4,fibroblast growth factor receptor 4 [Source:HGNC Symbol;Acc:HGNC:3691]
