id,gene,description
cg00475645,STAU2,staufen double-stranded RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11371]
cg00477378,RCBTB1,RCC1 and BTB domain containing protein 1 [Source:HGNC Symbol;Acc:HGNC:18243]
cg00482398,DLK2,delta like non-canonical Notch ligand 2 [Source:HGNC Symbol;Acc:HGNC:21113]
cg00484396,NAT15,NA
cg00526711,UNC45A,unc-45 myosin chaperone A [Source:HGNC Symbol;Acc:HGNC:30594]
cg00540891,RET,ret proto-oncogene [Source:HGNC Symbol;Acc:HGNC:9967]
cg00543329,CLSPN,claspin [Source:HGNC Symbol;Acc:HGNC:19715]
cg00568044,TMEM64,transmembrane protein 64 [Source:HGNC Symbol;Acc:HGNC:25441]
cg00581731,NPAS2,neuronal PAS domain protein 2 [Source:HGNC Symbol;Acc:HGNC:7895]
cg00584416,RSBN1,round spermatid basic protein 1 [Source:HGNC Symbol;Acc:HGNC:25642]
cg00586094,LSM2,LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:13940]
cg00599252,NRXN2,neurexin 2 [Source:HGNC Symbol;Acc:HGNC:8009]
cg00603625,CNOT2,CCR4-NOT transcription complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:7878]
cg00623200,IGDCC4,immunoglobulin superfamily DCC subclass member 4 [Source:HGNC Symbol;Acc:HGNC:13770]
cg00658740,NCK1,NCK adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:7664]
cg00662122,LRP12,LDL receptor related protein 12 [Source:HGNC Symbol;Acc:HGNC:31708]
cg00685795,COASY,Coenzyme A synthase [Source:HGNC Symbol;Acc:HGNC:29932]
cg00752376,PALM2,paralemmin 2 [Source:HGNC Symbol;Acc:HGNC:15845]
cg00765127,TNFRSF10C,TNF receptor superfamily member 10c [Source:HGNC Symbol;Acc:HGNC:11906]
cg00836641,PPIL4,peptidylprolyl isomerase like 4 [Source:HGNC Symbol;Acc:HGNC:15702]
cg00850683,ZNF222,zinc finger protein 222 [Source:HGNC Symbol;Acc:HGNC:13015]
cg00949622,ZNF564,zinc finger protein 564 [Source:HGNC Symbol;Acc:HGNC:31106]
cg01000831,CDH23,cadherin related 23 [Source:HGNC Symbol;Acc:HGNC:13733]
cg01062029,ROR2,receptor tyrosine kinase like orphan receptor 2 [Source:HGNC Symbol;Acc:HGNC:10257]
cg01064902,SIRT5,sirtuin 5 [Source:HGNC Symbol;Acc:HGNC:14933]
cg01065003,KCTD1,potassium channel tetramerization domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18249]
cg01065156,LOC653113,NA
cg01068412,ZNF416,zinc finger protein 416 [Source:HGNC Symbol;Acc:HGNC:20645]
cg01070148,BCL3,B cell CLL/lymphoma 3 [Source:HGNC Symbol;Acc:HGNC:998]
cg01107801,SLC16A13,solute carrier family 16 member 13 [Source:HGNC Symbol;Acc:HGNC:31037]
cg01115569,RBM33,RNA binding motif protein 33 [Source:HGNC Symbol;Acc:HGNC:27223]
cg01142096,ERICH1,glutamate rich 1 [Source:HGNC Symbol;Acc:HGNC:27234]
cg01148088,RNF144A,ring finger protein 144A [Source:HGNC Symbol;Acc:HGNC:20457]
cg01156768,CTDP1,CTD phosphatase subunit 1 [Source:HGNC Symbol;Acc:HGNC:2498]
cg01176715,C2orf67,NA
cg01184560,ZSWIM6,zinc finger SWIM-type containing 6 [Source:HGNC Symbol;Acc:HGNC:29316]
cg01189915,C7orf68,NA
cg01200177,POLR2D,RNA polymerase II subunit D [Source:HGNC Symbol;Acc:HGNC:9191]
cg01245656,ASNS,asparagine synthetase (glutamine-hydrolyzing) [Source:HGNC Symbol;Acc:HGNC:753]
cg01263532,PTER,phosphotriesterase related [Source:HGNC Symbol;Acc:HGNC:9590]
cg01284619,HCN2,hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2 [Source:HGNC Symbol;Acc:HGNC:4846]
cg01297479,FAM108C1,NA
cg01305127,DGCR6,DiGeorge syndrome critical region gene 6 [Source:HGNC Symbol;Acc:HGNC:2846]
cg01383753,CLDN23,claudin 23 [Source:HGNC Symbol;Acc:HGNC:17591]
cg01406280,CCND1,cyclin D1 [Source:HGNC Symbol;Acc:HGNC:1582]
cg01458121,TMEM92,transmembrane protein 92 [Source:HGNC Symbol;Acc:HGNC:26579]
cg01464985,ZNF512,zinc finger protein 512 [Source:HGNC Symbol;Acc:HGNC:29380]
cg01493517,IFFO1,intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970]
cg01512589,PTCH1,patched 1 [Source:HGNC Symbol;Acc:HGNC:9585]
cg01557297,SLC22A17,solute carrier family 22 member 17 [Source:HGNC Symbol;Acc:HGNC:23095]
cg01557989,SLC24A3,solute carrier family 24 member 3 [Source:HGNC Symbol;Acc:HGNC:10977]
cg01564671,MKS1,Meckel syndrome, type 1 [Source:HGNC Symbol;Acc:HGNC:7121]
cg01570885,FAM50B,family with sequence similarity 50 member B [Source:HGNC Symbol;Acc:HGNC:18789]
cg01591227,TAF6L,TATA-box binding protein associated factor 6 like [Source:HGNC Symbol;Acc:HGNC:17305]
cg01709288,C16orf46,chromosome 16 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:26525]
cg01726902,SIAH1,siah E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:10857]
cg01777397,CLIP4,CAP-Gly domain containing linker protein family member 4 [Source:HGNC Symbol;Acc:HGNC:26108]
cg01792902,PIK3CA,phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:8975]
cg01802653,HERC3,HECT and RLD domain containing E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:4876]
cg01820754,FERMT2,fermitin family member 2 [Source:HGNC Symbol;Acc:HGNC:15767]
cg01868382,DCUN1D1,defective in cullin neddylation 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18184]
cg01906055,NCAPH,non-SMC condensin I complex subunit H [Source:HGNC Symbol;Acc:HGNC:1112]
cg01939274,FBN2,fibrillin 2 [Source:HGNC Symbol;Acc:HGNC:3604]
cg01939883,IRS2,insulin receptor substrate 2 [Source:HGNC Symbol;Acc:HGNC:6126]
cg01948062,CADM1,cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5951]
cg01977079,PLEKHA7,pleckstrin homology domain containing A7 [Source:HGNC Symbol;Acc:HGNC:27049]
cg01977213,ZNF438,zinc finger protein 438 [Source:HGNC Symbol;Acc:HGNC:21029]
cg02063915,PVRL1,NA
cg02072114,GFOD2,glucose-fructose oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28159]
cg02092616,INF2,inverted formin, FH2 and WH2 domain containing [Source:HGNC Symbol;Acc:HGNC:23791]
cg02094827,ZFYVE27,zinc finger FYVE-type containing 27 [Source:HGNC Symbol;Acc:HGNC:26559]
cg02133786,BAT3,NA
cg02145932,ISM1,isthmin 1 [Source:HGNC Symbol;Acc:HGNC:16213]
cg02172616,EED,embryonic ectoderm development [Source:HGNC Symbol;Acc:HGNC:3188]
cg02216380,DZIP1L,DAZ interacting zinc finger protein 1 like [Source:HGNC Symbol;Acc:HGNC:26551]
cg02217814,FAM125A,NA
cg02224374,ZNF816A,NA
cg02241986,CALML3,calmodulin like 3 [Source:HGNC Symbol;Acc:HGNC:1452]
cg02259698,PDIA6,protein disulfide isomerase family A member 6 [Source:HGNC Symbol;Acc:HGNC:30168]
cg02263999,SMAD6,SMAD family member 6 [Source:HGNC Symbol;Acc:HGNC:6772]
cg02317785,WDR5B,WD repeat domain 5B [Source:HGNC Symbol;Acc:HGNC:17826]
cg02328440,GNG4,G protein subunit gamma 4 [Source:HGNC Symbol;Acc:HGNC:4407]
cg02329205,LYSMD4,LysM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26571]
cg02399645,DPYSL3,dihydropyrimidinase like 3 [Source:HGNC Symbol;Acc:HGNC:3015]
cg02409108,ODZ4,NA
cg02438054,FEM1A,fem-1 homolog A [Source:HGNC Symbol;Acc:HGNC:16934]
cg02464563,NAT14,N-acetyltransferase 14 (putative) [Source:HGNC Symbol;Acc:HGNC:28918]
cg02467002,ZNF600,zinc finger protein 600 [Source:HGNC Symbol;Acc:HGNC:30951]
cg02490034,MEST,mesoderm specific transcript [Source:HGNC Symbol;Acc:HGNC:7028]
cg02493602,ME3,malic enzyme 3 [Source:HGNC Symbol;Acc:HGNC:6985]
cg02499576,ZNF335,zinc finger protein 335 [Source:HGNC Symbol;Acc:HGNC:15807]
cg02503376,TNK1,tyrosine kinase non receptor 1 [Source:HGNC Symbol;Acc:HGNC:11940]
cg02639181,KIDINS220,kinase D interacting substrate 220 [Source:HGNC Symbol;Acc:HGNC:29508]
cg02639294,ZNF48,zinc finger protein 48 [Source:HGNC Symbol;Acc:HGNC:13114]
cg02653557,ZIK1,zinc finger protein interacting with K protein 1 [Source:HGNC Symbol;Acc:HGNC:33104]
cg02654291,C9orf64,chromosome 9 open reading frame 64 [Source:HGNC Symbol;Acc:HGNC:28144]
cg02693096,PNPLA6,patatin like phospholipase domain containing 6 [Source:HGNC Symbol;Acc:HGNC:16268]
cg02712845,DPAGT1,dolichyl-phosphate N-acetylglucosaminephosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:2995]
cg02716173,PDLIM5,PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]
cg02724435,TBC1D5,TBC1 domain family member 5 [Source:HGNC Symbol;Acc:HGNC:19166]
cg02740658,SOCS5,suppressor of cytokine signaling 5 [Source:HGNC Symbol;Acc:HGNC:16852]
cg02830576,RAF1,Raf-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:9829]
cg02833108,TAF4B,TATA-box binding protein associated factor 4b [Source:HGNC Symbol;Acc:HGNC:11538]
cg02877240,IFRD1,interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456]
cg02901321,VSNL1,visinin like 1 [Source:HGNC Symbol;Acc:HGNC:12722]
cg02908490,CHAF1B,chromatin assembly factor 1 subunit B [Source:HGNC Symbol;Acc:HGNC:1911]
cg02929956,DNAL1,dynein axonemal light chain 1 [Source:HGNC Symbol;Acc:HGNC:23247]
cg02943720,ATN1,atrophin 1 [Source:HGNC Symbol;Acc:HGNC:3033]
cg02965157,TRIT1,tRNA isopentenyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:20286]
cg02974815,DUSP7,dual specificity phosphatase 7 [Source:HGNC Symbol;Acc:HGNC:3073]
cg02995271,FAM83H,family with sequence similarity 83 member H [Source:HGNC Symbol;Acc:HGNC:24797]
cg02997111,CYP2S1,cytochrome P450 family 2 subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:15654]
cg03004599,SUSD1,sushi domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25413]
cg03016097,HOMER2,homer scaffolding protein 2 [Source:HGNC Symbol;Acc:HGNC:17513]
cg03029752,NLRX1,NLR family member X1 [Source:HGNC Symbol;Acc:HGNC:29890]
cg03047121,HNRNPUL1,heterogeneous nuclear ribonucleoprotein U like 1 [Source:HGNC Symbol;Acc:HGNC:17011]
cg03090436,FAM135A,family with sequence similarity 135 member A [Source:HGNC Symbol;Acc:HGNC:21084]
cg03105663,SEMA4B,semaphorin 4B [Source:HGNC Symbol;Acc:HGNC:10730]
cg03109505,BCAS3,BCAS3, microtubule associated cell migration factor [Source:HGNC Symbol;Acc:HGNC:14347]
cg03123541,RWDD3,RWD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21393]
cg03156389,NXT1,nuclear transport factor 2 like export factor 1 [Source:HGNC Symbol;Acc:HGNC:15913]
cg03215005,MX1,MX dynamin like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:7532]
cg03252986,ZNF805,zinc finger protein 805 [Source:HGNC Symbol;Acc:HGNC:23272]
cg03253625,CCDC53,NA
cg03254627,PSME3,proteasome activator subunit 3 [Source:HGNC Symbol;Acc:HGNC:9570]
cg03280026,TMEM168,transmembrane protein 168 [Source:HGNC Symbol;Acc:HGNC:25826]
cg03290040,CHCHD10,coiled-coil-helix-coiled-coil-helix domain containing 10 [Source:HGNC Symbol;Acc:HGNC:15559]
cg03311459,CHST11,carbohydrate sulfotransferase 11 [Source:HGNC Symbol;Acc:HGNC:17422]
cg03339817,SFT2D3,SFT2 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28767]
cg03346802,CSNK2A1,casein kinase 2 alpha 1 [Source:HGNC Symbol;Acc:HGNC:2457]
cg03396285,C2orf29,NA
cg03446079,FZD2,frizzled class receptor 2 [Source:HGNC Symbol;Acc:HGNC:4040]
cg03489712,ZYX,zyxin [Source:HGNC Symbol;Acc:HGNC:13200]
cg03512692,SAMM50,SAMM50 sorting and assembly machinery component [Source:HGNC Symbol;Acc:HGNC:24276]
cg03518417,ESPN,espin [Source:HGNC Symbol;Acc:HGNC:13281]
cg03521258,LSR,lipolysis stimulated lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:29572]
cg03530793,LPIN3,lipin 3 [Source:HGNC Symbol;Acc:HGNC:14451]
cg03545133,ST3GAL2,ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10863]
cg03578886,PDP1,pyruvate dehyrogenase phosphatase catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:9279]
cg03600516,FAM105A,family with sequence similarity 105 member A [Source:HGNC Symbol;Acc:HGNC:25629]
cg03672997,TAF3,TATA-box binding protein associated factor 3 [Source:HGNC Symbol;Acc:HGNC:17303]
cg03699307,GABARAPL2,GABA type A receptor associated protein like 2 [Source:HGNC Symbol;Acc:HGNC:13291]
cg03730969,METAP1,methionyl aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:15789]
cg03736928,CHST6,carbohydrate sulfotransferase 6 [Source:HGNC Symbol;Acc:HGNC:6938]
cg03774468,ACPL2,NA
cg03785281,FOXO1,forkhead box O1 [Source:HGNC Symbol;Acc:HGNC:3819]
cg03839625,PABPC1L,poly(A) binding protein cytoplasmic 1 like [Source:HGNC Symbol;Acc:HGNC:15797]
cg03902093,RAB7A,RAB7A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9788]
cg03912887,RREB1,ras responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10449]
cg03920623,YAF2,YY1 associated factor 2 [Source:HGNC Symbol;Acc:HGNC:17363]
cg03925157,DSTN,destrin, actin depolymerizing factor [Source:HGNC Symbol;Acc:HGNC:15750]
cg03931678,NUP210,nucleoporin 210 [Source:HGNC Symbol;Acc:HGNC:30052]
cg03970088,FANCA,Fanconi anemia complementation group A [Source:HGNC Symbol;Acc:HGNC:3582]
cg03998173,RHEB,Ras homolog, mTORC1 binding [Source:HGNC Symbol;Acc:HGNC:10011]
cg04000474,PGGT1B,protein geranylgeranyltransferase type I subunit beta [Source:HGNC Symbol;Acc:HGNC:8895]
cg04031361,EDARADD,EDAR associated death domain [Source:HGNC Symbol;Acc:HGNC:14341]
cg04100190,COL9A2,collagen type IX alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2218]
cg04111435,RTN3,reticulon 3 [Source:HGNC Symbol;Acc:HGNC:10469]
cg04121555,PYGL,glycogen phosphorylase L [Source:HGNC Symbol;Acc:HGNC:9725]
cg04124352,ADAMTS12,ADAM metallopeptidase with thrombospondin type 1 motif 12 [Source:HGNC Symbol;Acc:HGNC:14605]
cg04134279,C8orf42,NA
cg04136922,C7orf59,NA
cg04141691,ZNF200,zinc finger protein 200 [Source:HGNC Symbol;Acc:HGNC:12993]
cg04160663,S1PR2,sphingosine-1-phosphate receptor 2 [Source:HGNC Symbol;Acc:HGNC:3169]
cg04202120,AMN1,antagonist of mitotic exit network 1 homolog [Source:HGNC Symbol;Acc:HGNC:27281]
cg04290171,CD46,CD46 molecule [Source:HGNC Symbol;Acc:HGNC:6953]
cg04292187,B3GALNT2,beta-1,3-N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:28596]
cg04340772,MTHFD2L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like [Source:HGNC Symbol;Acc:HGNC:31865]
cg04369038,CISH,cytokine inducible SH2 containing protein [Source:HGNC Symbol;Acc:HGNC:1984]
cg04439376,TMEM87B,transmembrane protein 87B [Source:HGNC Symbol;Acc:HGNC:25913]
cg04463232,MCPH1,microcephalin 1 [Source:HGNC Symbol;Acc:HGNC:6954]
cg04473902,PLBD1,phospholipase B domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26215]
cg04518477,METTL9,methyltransferase like 9 [Source:HGNC Symbol;Acc:HGNC:24586]
cg04523268,FAM69B,family with sequence similarity 69 member B [Source:HGNC Symbol;Acc:HGNC:28290]
cg04544938,PRKRIR,NA
cg04557774,RAB6A,RAB6A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9786]
cg04641168,SRP72,signal recognition particle 72 [Source:HGNC Symbol;Acc:HGNC:11303]
cg04663564,AKR1B1,aldo-keto reductase family 1 member B [Source:HGNC Symbol;Acc:HGNC:381]
cg04692156,KIAA1671,KIAA1671 [Source:HGNC Symbol;Acc:HGNC:29345]
cg04774374,CALU,calumenin [Source:HGNC Symbol;Acc:HGNC:1458]
cg04785838,TRIM26,tripartite motif containing 26 [Source:HGNC Symbol;Acc:HGNC:12962]
cg04809136,SF3B14,NA
cg04856858,AGAP1,ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16922]
cg04864640,PSMA3,proteasome subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:9532]
cg04880195,ENAH,ENAH, actin regulator [Source:HGNC Symbol;Acc:HGNC:18271]
cg04907151,PPP2R3A,protein phosphatase 2 regulatory subunit B''alpha [Source:HGNC Symbol;Acc:HGNC:9307]
cg04939408,FZD7,frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045]
cg04982619,CYLD,CYLD lysine 63 deubiquitinase [Source:HGNC Symbol;Acc:HGNC:2584]
cg05020510,NOV,nephroblastoma overexpressed [Source:HGNC Symbol;Acc:HGNC:7885]
cg05038268,KDM2A,lysine demethylase 2A [Source:HGNC Symbol;Acc:HGNC:13606]
cg05038804,GSK3B,glycogen synthase kinase 3 beta [Source:HGNC Symbol;Acc:HGNC:4617]
cg05038881,APITD1,NA
cg05047486,MSL1,male specific lethal 1 homolog [Source:HGNC Symbol;Acc:HGNC:27905]
cg05047710,RNASEK,ribonuclease K [Source:HGNC Symbol;Acc:HGNC:33911]
cg05051117,NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1 [Source:HGNC Symbol;Acc:HGNC:29923]
cg05085137,OSR2,odd-skipped related transciption factor 2 [Source:HGNC Symbol;Acc:HGNC:15830]
cg05165700,PARK7,Parkinsonism associated deglycase [Source:HGNC Symbol;Acc:HGNC:16369]
cg05207415,MARK3,microtubule affinity regulating kinase 3 [Source:HGNC Symbol;Acc:HGNC:6897]
cg05210497,TIGD3,tigger transposable element derived 3 [Source:HGNC Symbol;Acc:HGNC:18334]
cg05214125,RAB1B,RAB1B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18370]
cg05219684,UBL5,ubiquitin like 5 [Source:HGNC Symbol;Acc:HGNC:13736]
cg05272888,ANUBL1,NA
cg05301181,CUL2,cullin 2 [Source:HGNC Symbol;Acc:HGNC:2552]
cg05312077,CYS1,cystin 1 [Source:HGNC Symbol;Acc:HGNC:18525]
cg05328461,EIF3G,eukaryotic translation initiation factor 3 subunit G [Source:HGNC Symbol;Acc:HGNC:3274]
cg05346899,LASS4,NA
cg05351940,ARPC2,actin related protein 2/3 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:705]
cg05352500,WTIP,WT1 interacting protein [Source:HGNC Symbol;Acc:HGNC:20964]
cg05385248,CCDC6,coiled-coil domain containing 6 [Source:HGNC Symbol;Acc:HGNC:18782]
cg05410012,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C [Source:HGNC Symbol;Acc:HGNC:4587]
cg05494790,FAM3C,family with sequence similarity 3 member C [Source:HGNC Symbol;Acc:HGNC:18664]
cg05586662,VPS13B,vacuolar protein sorting 13 homolog B [Source:HGNC Symbol;Acc:HGNC:2183]
cg05588757,ZNF514,zinc finger protein 514 [Source:HGNC Symbol;Acc:HGNC:25894]
cg05608612,RPS7,ribosomal protein S7 [Source:HGNC Symbol;Acc:HGNC:10440]
cg05654164,C1orf52,chromosome 1 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:24871]
cg05654980,CNIH4,cornichon family AMPA receptor auxiliary protein 4 [Source:HGNC Symbol;Acc:HGNC:25013]
cg05662655,DSC2,desmocollin 2 [Source:HGNC Symbol;Acc:HGNC:3036]
cg05708074,PSMD9,proteasome 26S subunit, non-ATPase 9 [Source:HGNC Symbol;Acc:HGNC:9567]
cg05755837,PMPCB,peptidase, mitochondrial processing beta subunit [Source:HGNC Symbol;Acc:HGNC:9119]
cg05957285,ERC1,ELKS/RAB6-interacting/CAST family member 1 [Source:HGNC Symbol;Acc:HGNC:17072]
cg05968601,PGCP,NA
cg06040590,TRIM7,tripartite motif containing 7 [Source:HGNC Symbol;Acc:HGNC:16278]
cg06041595,MRPS33,mitochondrial ribosomal protein S33 [Source:HGNC Symbol;Acc:HGNC:16634]
cg06102330,MSC,musculin [Source:HGNC Symbol;Acc:HGNC:7321]
cg06150925,SNX3,sorting nexin 3 [Source:HGNC Symbol;Acc:HGNC:11174]
cg06163411,ZC3HC1,zinc finger C3HC-type containing 1 [Source:HGNC Symbol;Acc:HGNC:29913]
cg06191390,SFXN5,sideroflexin 5 [Source:HGNC Symbol;Acc:HGNC:16073]
cg06215035,TIA1,TIA1 cytotoxic granule associated RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11802]
cg06248182,ERAL1,Era like 12S mitochondrial rRNA chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3424]
cg06286300,TMEM106B,transmembrane protein 106B [Source:HGNC Symbol;Acc:HGNC:22407]
cg06337239,DDX58,DExD/H-box helicase 58 [Source:HGNC Symbol;Acc:HGNC:19102]
cg06358612,BLMH,bleomycin hydrolase [Source:HGNC Symbol;Acc:HGNC:1059]
cg06366810,STK11IP,serine/threonine kinase 11 interacting protein [Source:HGNC Symbol;Acc:HGNC:19184]
cg06390653,KIF16B,kinesin family member 16B [Source:HGNC Symbol;Acc:HGNC:15869]
cg06414596,CSNK2A2,casein kinase 2 alpha 2 [Source:HGNC Symbol;Acc:HGNC:2459]
cg06450650,C20orf103,NA
cg06493154,C6orf226,chromosome 6 open reading frame 226 [Source:HGNC Symbol;Acc:HGNC:34431]
cg06523128,DHCR7,7-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2860]
cg06539804,CPXM1,carboxypeptidase X, M14 family member 1 [Source:HGNC Symbol;Acc:HGNC:15771]
cg06555971,PYCR1,pyrroline-5-carboxylate reductase 1 [Source:HGNC Symbol;Acc:HGNC:9721]
cg06584503,LOC374443,NA
cg06610259,MLXIP,MLX interacting protein [Source:HGNC Symbol;Acc:HGNC:17055]
cg06612791,MOCS2,molybdenum cofactor synthesis 2 [Source:HGNC Symbol;Acc:HGNC:7193]
cg06616710,MARVELD1,MARVEL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28674]
cg06751802,CAPN5,calpain 5 [Source:HGNC Symbol;Acc:HGNC:1482]
cg06754224,SESN2,sestrin 2 [Source:HGNC Symbol;Acc:HGNC:20746]
cg06761584,FLNC,filamin C [Source:HGNC Symbol;Acc:HGNC:3756]
cg06772874,GNAI3,G protein subunit alpha i3 [Source:HGNC Symbol;Acc:HGNC:4387]
cg06777522,PLSCR4,phospholipid scramblase 4 [Source:HGNC Symbol;Acc:HGNC:16497]
cg06793377,SHANK3,SH3 and multiple ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:HGNC:14294]
cg06851900,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:799]
cg06864895,SLC38A2,solute carrier family 38 member 2 [Source:HGNC Symbol;Acc:HGNC:13448]
cg06876479,MIA3,MIA family member 3, ER export factor [Source:HGNC Symbol;Acc:HGNC:24008]
cg06948825,PM20D2,peptidase M20 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21408]
cg07090074,CYB5B,cytochrome b5 type B [Source:HGNC Symbol;Acc:HGNC:24374]
cg07123170,PSMD6,proteasome 26S subunit, non-ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9564]
cg07139329,NAV1,neuron navigator 1 [Source:HGNC Symbol;Acc:HGNC:15989]
cg07155664,RPS14,ribosomal protein S14 [Source:HGNC Symbol;Acc:HGNC:10387]
cg07209624,PRPF18,pre-mRNA processing factor 18 [Source:HGNC Symbol;Acc:HGNC:17351]
cg07266299,CYP4V2,cytochrome P450 family 4 subfamily V member 2 [Source:HGNC Symbol;Acc:HGNC:23198]
cg07324054,NEDD4L,neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7728]
cg07351084,ZNF362,zinc finger protein 362 [Source:HGNC Symbol;Acc:HGNC:18079]
cg07359803,HYOU1,hypoxia up-regulated 1 [Source:HGNC Symbol;Acc:HGNC:16931]
cg07364906,SNRPB2,small nuclear ribonucleoprotein polypeptide B2 [Source:HGNC Symbol;Acc:HGNC:11155]
cg07436224,CABP7,calcium binding protein 7 [Source:HGNC Symbol;Acc:HGNC:20834]
cg07499546,SMAP2,small ArfGAP2 [Source:HGNC Symbol;Acc:HGNC:25082]
